,how,effective,was,the,military,use,of,the,``,afghan,arabs,'',?
while,0.2918691337108612,0.24304348230361938,0.3253832161426544,0.39804592728614807,0.2268262356519699,0.26056811213493347,0.3366928696632385,0.39804592728614807,0.01993810012936592,0.18316872417926788,0.23088523745536804,-0.10191148519515991,0.21076419949531555
the,0.33890387415885925,0.23741452395915985,0.48711544275283813,1.0,0.2290858030319214,0.34342584013938904,0.733189046382904,1.0,0.029072100296616554,0.24034889042377472,0.2739878296852112,0.041273195296525955,0.22068053483963013
military,0.15955743193626404,0.30228403210639954,0.24704936146736145,0.2290858030319214,0.9999998807907104,0.21316325664520264,0.27347031235694885,0.2290858030319214,0.134810671210289,0.33160874247550964,0.24225562810897827,0.0039025614969432354,0.1890317052602768
effectiveness,0.3724817931652069,0.7416540384292603,0.15746799111366272,0.2544728219509125,0.24950070679187775,0.428547739982605,0.2833517789840698,0.2544728219509125,0.12953568994998932,0.19957102835178375,0.11786188185214996,0.04118833690881729,0.2115587443113327
of,0.2480744868516922,0.27888283133506775,0.4069072902202606,0.733189046382904,0.27347031235694885,0.2750902473926544,1.0,0.733189046382904,0.06780257821083069,0.17611122131347656,0.2234063297510147,0.13035868108272552,0.1826142966747284
these,0.41104358434677124,0.26288554072380066,0.19784674048423767,0.49086877703666687,0.2186778336763382,0.43580424785614014,0.42684608697891235,0.49086877703666687,0.09766163676977158,0.17779704928398132,0.21858279407024384,-0.010087166912853718,0.2571668326854706
``,-0.01591024175286293,0.1888132244348526,-0.012679691426455975,0.029072100296616554,0.134810671210289,0.098173126578331,0.06780257821083069,0.029072100296616554,1.0,0.09322810918092728,0.16534854471683502,-0.09173435717821121,0.0685480609536171
afghan,0.17017237842082977,0.2148294299840927,0.19587235152721405,0.24034889042377472,0.33160874247550964,0.191569522023201,0.17611122131347656,0.24034889042377472,0.09322810918092728,1.0,0.36196887493133545,0.07919475436210632,0.10384320467710495
arabs,0.1539725363254547,0.058791384100914,0.18759992718696594,0.2739878296852112,0.24225562810897827,0.16900835931301117,0.2234063297510147,0.2739878296852112,0.16534854471683502,0.36196887493133545,1.0000001192092896,-0.016641495749354362,0.12848976254463196
'',-0.0029843549709767103,0.05283036082983017,0.04456103965640068,0.041273195296525955,0.0039025614969432354,0.09741680324077606,0.13035868108272552,0.041273195296525955,-0.09173435717821121,0.07919475436210632,-0.016641495749354362,1.0,0.018684765323996544
was,0.16678167879581451,0.20736300945281982,1.0000001192092896,0.48711544275283813,0.24704936146736145,0.17744606733322144,0.4069072902202606,0.48711544275283813,-0.012679691426455975,0.19587235152721405,0.18759992718696594,0.04456103965640068,0.18412111699581146
marginal,0.1918887495994568,0.24482287466526031,0.1402420848608017,0.30781733989715576,0.16784527897834778,0.2060346007347107,0.2691383361816406,0.30781733989715576,0.09738630801439285,0.1897444725036621,0.2271234691143036,0.07801725715398788,0.18376903235912323
",",0.22659391164779663,0.2531147599220276,0.45456063747406006,0.4933079481124878,0.2611614465713501,0.3276674151420593,0.4946078956127167,0.4933079481124878,0.09681109338998795,0.18227344751358032,0.24136605858802795,-0.037358131259679794,0.31091248989105225
an,0.2520636022090912,0.2329176366329193,0.3694365322589874,0.4207492768764496,0.16605477035045624,0.24603988230228424,0.32280945777893066,0.4207492768764496,0.03770720958709717,0.1752311736345291,0.18499845266342163,0.09471100568771362,0.19793890416622162
estimated,0.21406520903110504,0.2612255811691284,0.2472851723432541,0.29184040427207947,0.20502015948295593,0.15307031571865082,0.30473583936691284,0.29184040427207947,0.11209779232740402,0.18942990899085999,0.27148428559303284,-0.08339646458625793,0.18149758875370026
"16,000",0.006419086828827858,0.050311338156461716,0.09550438821315765,0.052542198449373245,-0.04307064414024353,0.12470098584890366,0.031820375472307205,0.052542198449373245,0.06059551239013672,-0.0657639279961586,-0.14017824828624725,0.08843585848808289,0.22946134209632874
to,0.44169697165489197,0.27306854724884033,0.3636345863342285,0.535392165184021,0.2282337248325348,0.47261837124824524,0.41548454761505127,0.535392165184021,0.06720756739377975,0.18846796452999115,0.23400014638900757,-0.009905828163027763,0.29463258385658264
"35,000",0.14702372252941132,0.062947116792202,-0.031241662800312042,0.12094029784202576,-0.08108487725257874,0.1352718323469162,0.1070624366402626,0.12094029784202576,-0.05064601078629494,0.0852697417140007,-0.025697259232401848,-0.0669143795967102,0.0854649618268013
muslim,0.15612904727458954,0.14629687368869781,0.230477973818779,0.28099653124809265,0.19814729690551758,0.11614684760570526,0.267849862575531,0.28099653124809265,0.1470780074596405,0.4522925913333893,0.5106255412101746,0.042625799775123596,0.17456822097301483
volunteers,0.22305914759635925,0.2284318059682846,0.19314497709274292,0.250416100025177,0.27751049399375916,0.22312304377555847,0.18076074123382568,0.250416100025177,0.078802190721035,0.18587566912174225,0.22875744104385376,-0.1634712517261505,0.2384699285030365
came,0.24875548481941223,0.11818685382604599,0.4994563162326813,0.39390382170677185,0.160197913646698,0.23696184158325195,0.3201526999473572,0.39390382170677185,0.009134616702795029,0.1364317387342453,0.31575775146484375,0.06486699730157852,0.1739392727613449
from,0.22939439117908478,0.16505944728851318,0.31171464920043945,0.40150508284568787,0.19967688620090485,0.28012022376060486,0.4249346852302551,0.40150508284568787,0.02677825279533863,0.14255806803703308,0.18308325111865997,-0.011389154009521008,0.19969791173934937
around,0.3297552764415741,0.1443507969379425,0.24039418995380402,0.40085816383361816,0.19323156774044037,0.29157665371894836,0.3296394646167755,0.40085816383361816,0.052384864538908005,0.17260205745697021,0.29011496901512146,-0.025410326197743416,0.14729668200016022
the,0.33890387415885925,0.23741452395915985,0.48711544275283813,1.0,0.2290858030319214,0.34342584013938904,0.733189046382904,1.0,0.029072100296616554,0.24034889042377472,0.2739878296852112,0.041273195296525955,0.22068053483963013
world,0.25969967246055603,0.15646474063396454,0.3097524344921112,0.33604270219802856,0.23378613591194153,0.21907508373260498,0.2828933000564575,0.33604270219802856,-0.0740956962108612,0.22826935350894928,0.20431174337863922,-0.07833857089281082,0.17579582333564758
came,0.24875548481941223,0.11818685382604599,0.4994563162326813,0.39390382170677185,0.160197913646698,0.23696184158325195,0.3201526999473572,0.39390382170677185,0.009134616702795029,0.1364317387342453,0.31575775146484375,0.06486699730157852,0.1739392727613449
to,0.44169697165489197,0.27306854724884033,0.3636345863342285,0.535392165184021,0.2282337248325348,0.47261837124824524,0.41548454761505127,0.535392165184021,0.06720756739377975,0.18846796452999115,0.23400014638900757,-0.009905828163027763,0.29463258385658264
fight,0.3228517174720764,0.23196114599704742,0.2078418880701065,0.28874441981315613,0.22882449626922607,0.26533952355384827,0.20101141929626465,0.28874441981315613,0.05983923003077507,0.1872313767671585,0.258252888917923,-0.09271175414323807,0.16463038325309753
in,0.2601168751716614,0.2294299155473709,0.45514053106307983,0.6662389636039734,0.2402431070804596,0.2715643048286438,0.5696388483047485,0.6662389636039734,0.04765888676047325,0.17469824850559235,0.1666572540998459,0.07432962208986282,0.20430970191955566
afghanistan,0.1569177508354187,0.2046608328819275,0.18056072294712067,0.28314414620399475,0.35833290219306946,0.18453308939933777,0.2363988608121872,0.28314414620399475,0.15987719595432281,0.8001843690872192,0.3933510482311249,0.004211789462715387,0.1478135734796524
.,0.3287222981452942,0.2533048987388611,0.40146201848983765,0.5934505462646484,0.21794499456882477,0.3711656630039215,0.5352458953857422,0.5934505462646484,0.05720457062125206,0.2022400051355362,0.2171810418367386,-0.07181349396705627,0.4130953550338745
