,when,was,qutb,executed,?
while,0.548916757106781,0.3253832161426544,0.2309589833021164,0.18648944795131683,0.21076419949531555
qutb,0.2141781747341156,0.37132319808006287,1.0,0.28797516226768494,0.18769441545009613
's,-0.03368149697780609,0.008974763564765453,0.013902081176638603,-0.03337468206882477,-0.023395681753754616
ideas,0.288222074508667,0.2628113329410553,0.2259204089641571,0.19059337675571442,0.2857283353805542
became,0.32363733649253845,0.6575068235397339,0.3124640882015228,0.15358492732048035,0.11374033987522125
increasingly,0.33066871762275696,0.2546843886375427,0.2621367573738098,0.1692415028810501,0.059327382594347
radical,0.19318300485610962,0.1976642906665802,0.27608105540275574,0.1461963653564453,0.1306871920824051
during,0.46721696853637695,0.4470829963684082,0.3504241108894348,0.19230607151985168,0.1325719803571701
his,0.37120407819747925,0.4405253231525421,0.3392234742641449,0.16000033915042877,0.18075084686279297
imprisonment,0.21011027693748474,0.2781297266483307,0.3381553888320923,0.47171056270599365,0.13416679203510284
prior,0.26478707790374756,0.29096508026123047,0.2304227650165558,0.2001049965620041,0.16978254914283752
to,0.5423505902290344,0.3636345863342285,0.17913803458213806,0.1549084484577179,0.29463258385658264
his,0.37120407819747925,0.4405253231525421,0.3392234742641449,0.16000033915042877,0.18075084686279297
execution,0.20145979523658752,0.2584546208381653,0.30696743726730347,0.763512372970581,0.15878841280937195
in,0.4431333839893341,0.45514053106307983,0.24581968784332275,0.213726207613945,0.20430970191955566
1966,0.08788647502660751,-0.12360594421625137,-0.03416401520371437,-0.0732576921582222,0.08956238627433777
",",0.36674630641937256,0.45456063747406006,0.25445666909217834,0.26300084590911865,0.31091248989105225
the,0.5091903209686279,0.48711544275283813,0.303955614566803,0.16640569269657135,0.22068053483963013
leadership,0.16245359182357788,0.31339120864868164,0.3204171359539032,0.1789354383945465,0.08979988098144531
of,0.3757161796092987,0.4069072902202606,0.2860225439071655,0.22732853889465332,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,0.303955614566803,0.16640569269657135,0.22068053483963013
brotherhood,0.18140225112438202,0.2586901783943176,0.4188942313194275,0.15594255924224854,0.1117945984005928
",",0.36674630641937256,0.45456063747406006,0.25445666909217834,0.26300084590911865,0.31091248989105225
led,0.2072276622056961,0.34443995356559753,0.28683993220329285,0.24894890189170837,0.09273858368396759
by,0.4376842677593231,0.4752357602119446,0.22461478412151337,0.2772490680217743,0.17966607213020325
hasan,0.1271735280752182,0.2544812262058258,0.6532846093177795,0.20572985708713531,0.19237303733825684
al-hudaybi,0.17052467167377472,0.27269309759140015,0.5082085132598877,0.17887836694717407,0.273107647895813
",",0.36674630641937256,0.45456063747406006,0.25445666909217834,0.26300084590911865,0.31091248989105225
remained,0.28067004680633545,0.49345076084136963,0.29356712102890015,0.20271722972393036,0.08263323456048965
moderate,0.23770056664943695,0.1690223067998886,0.21667155623435974,0.13980732858181,0.14408792555332184
and,0.4716290831565857,0.3740963041782379,0.28733962774276733,0.2023094892501831,0.20544172823429108
interested,0.34048572182655334,0.22676867246627808,0.17005153000354767,0.16082488000392914,0.2901444137096405
in,0.4431333839893341,0.45514053106307983,0.24581968784332275,0.213726207613945,0.20430970191955566
political,0.1841188669204712,0.24282537400722504,0.34236419200897217,0.23873288929462433,0.17130474746227264
negotiation,0.2031567245721817,0.253998726606369,0.2984072268009186,0.2394968867301941,0.12353809177875519
and,0.4716290831565857,0.3740963041782379,0.28733962774276733,0.2023094892501831,0.20544172823429108
activism,0.16068388521671295,0.28262457251548767,0.31633761525154114,0.17289182543754578,0.21153755486011505
.,0.475719153881073,0.40146201848983765,0.25273528695106506,0.21886415779590607,0.4130953550338745
