,what,are,the,factors,that,are,contributing,to,the,desire,to,have,sr,99,improved,to,be,of,interstate,standards,?
due,0.15204688906669617,0.17220361530780792,0.22577603161334991,0.314372181892395,0.2827286720275879,0.17220361530780792,0.2474646121263504,0.35188060998916626,0.22577603161334991,0.21867850422859192,0.35188060998916626,0.2766067385673523,0.0906250849366188,-0.15448181331157684,0.2183026224374771,0.35188060998916626,0.29785820841789246,0.2533245384693146,0.22489288449287415,0.21744310855865479,0.10954997688531876
to,0.455847829580307,0.3504326641559601,0.535392165184021,0.2741186320781708,0.5436353087425232,0.3504326641559601,0.27474990487098694,1.0,0.535392165184021,0.33249327540397644,1.0,0.4544740617275238,0.15590740740299225,-0.15119622647762299,0.22972281277179718,1.0,0.4972836375236511,0.41548454761505127,0.2701593041419983,0.2603518068790436,0.29463258385658264
rapidly,0.20276354253292084,0.2320833057165146,0.26927268505096436,0.2596413195133209,0.2643040120601654,0.2320833057165146,0.20001523196697235,0.29835420846939087,0.26927268505096436,0.156129851937294,0.29835420846939087,0.2817491888999939,0.1400095373392105,-0.1299138069152832,0.3065182864665985,0.29835420846939087,0.28128910064697266,0.18131932616233826,0.17003418505191803,0.24036408960819244,0.11245343834161758
raising,0.19844073057174683,0.2176135927438736,0.2923518717288971,0.25563371181488037,0.2495787888765335,0.2176135927438736,0.2607728838920593,0.2663455009460449,0.2923518717288971,0.20144352316856384,0.2663455009460449,0.24737074971199036,0.14664839208126068,-0.03786572813987732,0.1512007713317871,0.2663455009460449,0.15768899023532867,0.27612754702568054,0.17735882103443146,0.26376914978027344,0.15631771087646484
population,0.2000674307346344,0.20790868997573853,0.32044094800949097,0.21555669605731964,0.20048558712005615,0.20790868997573853,0.15740272402763367,0.19776633381843567,0.32044094800949097,0.13125042617321014,0.19776633381843567,0.19700278341770172,0.11488401889801025,0.04455031082034111,0.1340572088956833,0.19776633381843567,0.15517795085906982,0.3060894012451172,0.2582845985889435,0.18110474944114685,0.14449454843997955
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.2477942556142807,0.4731321930885315,0.48576638102531433,0.2953754663467407,0.48971283435821533,0.5171257257461548,0.20454153418540955,0.48971283435821533,0.4711785912513733,0.24970124661922455,-0.07119957357645035,0.2351309210062027,0.48971283435821533,0.41766801476478577,0.5116966962814331,0.16064485907554626,0.299522340297699,0.20544172823429108
traffic,0.145517036318779,0.21212369203567505,0.2208961844444275,0.2080194056034088,0.20564274489879608,0.21212369203567505,0.20147860050201416,0.2721680998802185,0.2208961844444275,0.21145328879356384,0.2721680998802185,0.17482148110866547,0.1883760541677475,-0.020136268809437752,0.2159433215856552,0.2721680998802185,0.23680223524570465,0.19320246577262878,0.3808547854423523,0.24758170545101166,0.19721992313861847
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.19490711390972137,0.435920387506485,0.3841303884983063,0.2501331865787506,0.45010748505592346,0.6662389636039734,0.1546286642551422,0.45010748505592346,0.36843645572662354,0.13009551167488098,-0.04334939643740654,0.2403203547000885,0.45010748505592346,0.3481820821762085,0.5696388483047485,0.20061586797237396,0.17966534197330475,0.20430970191955566
cities,0.161918506026268,0.26694464683532715,0.2621172070503235,0.22217708826065063,0.1994047611951828,0.26694464683532715,0.1473371535539627,0.20735321938991547,0.2621172070503235,0.1139729842543602,0.20735321938991547,0.1965736299753189,0.051135607063770294,-0.024016674607992172,0.1423565149307251,0.20735321938991547,0.15688899159431458,0.29528072476387024,0.3474857807159424,0.1652306467294693,0.13339310884475708
along,0.22421957552433014,0.28655800223350525,0.39495137333869934,0.12676793336868286,0.2850594222545624,0.28655800223350525,0.19947412610054016,0.2976071536540985,0.39495137333869934,0.14047935605049133,0.2976071536540985,0.2685122489929199,0.20076070725917816,-0.04051545634865761,0.1395035982131958,0.2976071536540985,0.21169698238372803,0.34889817237854004,0.2723066508769989,0.11427751183509827,0.17134909331798553
sr,0.1834488809108734,0.11512477695941925,0.12376830726861954,0.02590017579495907,0.15603959560394287,0.11512477695941925,0.16325169801712036,0.15590740740299225,0.12376830726861954,0.1044115275144577,0.15590740740299225,0.0895768254995346,1.0,0.010352429002523422,0.10334104299545288,0.15590740740299225,0.11177367717027664,0.12508514523506165,0.2420848160982132,0.11483754962682724,0.13924404978752136
99,-0.09274294227361679,-0.02348729409277439,-0.061377424746751785,-0.013338887132704258,-0.10922565311193466,-0.02348729409277439,-0.03533114120364189,-0.15119622647762299,-0.061377424746751785,-0.012247414328157902,-0.15119622647762299,-0.023192759603261948,0.010352429002523422,1.0,0.06958100199699402,-0.15119622647762299,-0.14857766032218933,-0.07054845988750458,-0.022162916138768196,-0.05563576519489288,0.036831825971603394
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.20595882833003998,0.4137537479400635,0.4062570035457611,0.2714034914970398,0.44245919585227966,0.4933079481124878,0.2094406634569168,0.44245919585227966,0.3541618287563324,0.25801849365234375,-0.0228560883551836,0.267753005027771,0.44245919585227966,0.39254459738731384,0.4946078956127167,0.17179317772388458,0.2764625549316406,0.31091248989105225
as,0.31749409437179565,0.3826591968536377,0.48381632566452026,0.20224575698375702,0.4735107421875,0.3826591968536377,0.2625400125980377,0.42092081904411316,0.48381632566452026,0.20977863669395447,0.42092081904411316,0.37788212299346924,0.18976609408855438,-0.053198326379060745,0.24237476289272308,0.42092081904411316,0.5230465531349182,0.3886612355709076,0.17757029831409454,0.26936110854148865,0.27043893933296204
well,0.4154493808746338,0.44987359642982483,0.42630070447921753,0.22489173710346222,0.4277172386646271,0.44987359642982483,0.2579488754272461,0.3422003388404846,0.42630070447921753,0.2468535602092743,0.3422003388404846,0.46326565742492676,0.16861703991889954,-0.04775362089276314,0.37313106656074524,0.3422003388404846,0.4045031666755676,0.3343164324760437,0.15407316386699677,0.30566129088401794,0.24815571308135986
as,0.31749409437179565,0.3826591968536377,0.48381632566452026,0.20224575698375702,0.4735107421875,0.3826591968536377,0.2625400125980377,0.42092081904411316,0.48381632566452026,0.20977863669395447,0.42092081904411316,0.37788212299346924,0.18976609408855438,-0.053198326379060745,0.24237476289272308,0.42092081904411316,0.5230465531349182,0.3886612355709076,0.17757029831409454,0.26936110854148865,0.27043893933296204
the,0.42745697498321533,0.40399202704429626,1.0,0.2769666314125061,0.5473989248275757,0.40399202704429626,0.2776218056678772,0.535392165184021,1.0,0.21467123925685883,0.535392165184021,0.40389683842658997,0.12376830726861954,-0.061377424746751785,0.21394658088684082,0.535392165184021,0.4248143136501312,0.733189046382904,0.21078766882419586,0.2433546632528305,0.22068053483963013
desirability,0.36655768752098083,0.2732234001159668,0.2782721519470215,0.47760117053985596,0.4216730296611786,0.2732234001159668,0.38009312748908997,0.35517990589141846,0.2782721519470215,0.5243836641311646,0.35517990589141846,0.3441874384880066,0.11117269098758698,-0.029844902455806732,0.40636470913887024,0.35517990589141846,0.39434757828712463,0.2678532302379608,0.2101067751646042,0.42655646800994873,0.29407981038093567
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.30045145750045776,0.41498205065727234,0.39081433415412903,0.26530972123146057,0.41548454761505127,0.733189046382904,0.15082654356956482,0.41548454761505127,0.3802283704280853,0.12508514523506165,-0.07054845988750458,0.21225644648075104,0.41548454761505127,0.33904364705085754,1.0,0.19796381890773773,0.18525971472263336,0.1826142966747284
federal,0.2415231615304947,0.16786867380142212,0.27537089586257935,0.18622013926506042,0.2221035212278366,0.16786867380142212,0.21570806205272675,0.22186443209648132,0.27537089586257935,0.1049199178814888,0.22186443209648132,0.11861259490251541,0.1892794519662857,-0.05144263058900833,0.08692571520805359,0.22186443209648132,0.19783568382263184,0.264590859413147,0.29722559452056885,0.2893620431423187,0.1812247931957245
funding,0.2725590467453003,0.1806987076997757,0.3006567358970642,0.27475860714912415,0.30964189767837524,0.1806987076997757,0.4027707874774933,0.3602164685726166,0.3006567358970642,0.2087392807006836,0.3602164685726166,0.2834905683994293,0.1469123661518097,-0.05740894377231598,0.25725460052490234,0.3602164685726166,0.26874589920043945,0.27515512704849243,0.20641474425792694,0.2871074378490448,0.1842934638261795
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.20595882833003998,0.4137537479400635,0.4062570035457611,0.2714034914970398,0.44245919585227966,0.4933079481124878,0.2094406634569168,0.44245919585227966,0.3541618287563324,0.25801849365234375,-0.0228560883551836,0.267753005027771,0.44245919585227966,0.39254459738731384,0.4946078956127167,0.17179317772388458,0.2764625549316406,0.31091248989105225
much,0.45316147804260254,0.2937524914741516,0.35023224353790283,0.3147849440574646,0.4869440197944641,0.2937524914741516,0.2405487596988678,0.40610215067863464,0.35023224353790283,0.26575708389282227,0.40610215067863464,0.440376877784729,0.07615664601325989,-0.042694516479969025,0.33014893531799316,0.40610215067863464,0.3977218568325043,0.2671096920967102,0.13793402910232544,0.29063647985458374,0.23442231118679047
discussion,0.3283776342868805,0.18765905499458313,0.2391178160905838,0.24423907697200775,0.29921403527259827,0.18765905499458313,0.2884950041770935,0.32266756892204285,0.2391178160905838,0.2410537451505661,0.32266756892204285,0.29446324706077576,0.13447299599647522,-0.05817275121808052,0.22526472806930542,0.32266756892204285,0.4127688705921173,0.1657310128211975,0.2681664228439331,0.24361620843410492,0.3569658696651459
has,0.20338068902492523,0.4313911199569702,0.4177538752555847,0.22397030889987946,0.41272613406181335,0.4313911199569702,0.19752727448940277,0.3619994819164276,0.4177538752555847,0.11496725678443909,0.3619994819164276,0.6353569626808167,0.13734325766563416,0.1416405290365219,0.2791714668273926,0.3619994819164276,0.3863394856452942,0.3909035325050354,0.11511751264333725,0.18508967757225037,0.15994466841220856
been,0.2567804455757141,0.4703826308250427,0.3563927710056305,0.23894920945167542,0.4152003228664398,0.4703826308250427,0.2916529178619385,0.34945759177207947,0.3563927710056305,0.16434943675994873,0.34945759177207947,0.6493861675262451,0.09817350655794144,0.0456431582570076,0.3413253128528595,0.34945759177207947,0.5304332375526428,0.31685134768486023,0.11803409457206726,0.2718794643878937,0.24354910850524902
made,0.23419176042079926,0.2941095530986786,0.3885267674922943,0.1467812955379486,0.3437977731227875,0.2941095530986786,0.17033196985721588,0.3377571105957031,0.3885267674922943,0.09542467445135117,0.3377571105957031,0.2891587018966675,0.10474146157503128,-0.11236615478992462,0.2832143008708954,0.3377571105957031,0.42541688680648804,0.33167365193367004,0.08825206011533737,0.1576823890209198,0.17218779027462006
to,0.455847829580307,0.3504326641559601,0.535392165184021,0.2741186320781708,0.5436353087425232,0.3504326641559601,0.27474990487098694,1.0,0.535392165184021,0.33249327540397644,1.0,0.4544740617275238,0.15590740740299225,-0.15119622647762299,0.22972281277179718,1.0,0.4972836375236511,0.41548454761505127,0.2701593041419983,0.2603518068790436,0.29463258385658264
