,how,many,stages,did,the,saturn,v,end,up,having,?
the,0.33890387415885925,0.4335206151008606,0.29316213726997375,0.34736719727516174,1.0,0.24189656972885132,0.18580520153045654,0.39658910036087036,0.38423117995262146,0.3821379244327545,0.22068053483963013
three-stage,0.29220065474510193,0.416570782661438,0.5553427934646606,0.3090757727622986,0.40471455454826355,0.21197782456874847,0.17358078062534332,0.27233463525772095,0.3237491548061371,0.29239708185195923,0.24989326298236847
saturn,0.1258738934993744,0.1221894845366478,0.10938645899295807,0.18646769225597382,0.24189656972885132,1.0,0.22139346599578857,0.12216605991125107,0.16151393949985504,0.11445727199316025,0.1619711071252823
v,0.15972670912742615,0.09144165366888046,0.08512382954359055,0.17618848383426666,0.18580520153045654,0.22139346599578857,1.0,0.1228155717253685,0.12298794835805893,0.10734490305185318,0.28677162528038025
was,0.16678167879581451,0.260356068611145,0.18915748596191406,0.41399896144866943,0.48711544275283813,0.24932558834552765,0.16128918528556824,0.19220198690891266,0.24070115387439728,0.2792723774909973,0.18412111699581146
designed,0.21924960613250732,0.22914452850818634,0.20765677094459534,0.24120000004768372,0.2559613883495331,0.16174112260341644,0.18692530691623688,0.09914100915193558,0.17202447354793549,0.1300293207168579,0.11213942617177963
to,0.44169697165489197,0.40243685245513916,0.1880870908498764,0.4452643394470215,0.535392165184021,0.18787172436714172,0.2109750658273697,0.3229445815086365,0.40375280380249023,0.3992697596549988,0.29463258385658264
send,0.29191675782203674,0.24139626324176788,0.07238314300775528,0.28536826372146606,0.2581755518913269,0.22143831849098206,0.1628173142671585,0.23368008434772491,0.29811573028564453,0.20799311995506287,0.1784207671880722
a,0.29312583804130554,0.2872205972671509,0.24129167199134827,0.2552328109741211,0.5829201340675354,0.20805643498897552,0.21861357986927032,0.28924596309661865,0.32523053884506226,0.3929923176765442,0.23916715383529663
fully,0.31435075402259827,0.25093981623649597,0.2674682140350342,0.23985297977924347,0.2750830352306366,0.1244385838508606,0.15919147431850433,0.19339989125728607,0.18838302791118622,0.28954964876174927,0.2089291661977768
fueled,0.12840481102466583,0.19460967183113098,0.24585653841495514,0.16377970576286316,0.17533089220523834,0.2196943163871765,0.14854277670383453,0.12993578612804413,0.18905681371688843,0.1840043067932129,0.11968302726745605
csm,0.1352749764919281,0.027502095326781273,0.19211450219154358,0.08878303319215775,0.15609420835971832,0.33487534523010254,0.26196232438087463,0.13090556859970093,0.1284046322107315,0.12020774930715561,0.19925744831562042
and,0.33647966384887695,0.5296266674995422,0.207217738032341,0.34479495882987976,0.5171257257461548,0.18160289525985718,0.19040757417678833,0.24708716571331024,0.4032393991947174,0.36825746297836304,0.20544172823429108
lm,0.21407321095466614,0.14888298511505127,0.16007232666015625,0.14193180203437805,0.25534775853157043,0.2892628610134125,0.20622140169143677,0.140035018324852,0.17096450924873352,0.1854948103427887,0.2270602136850357
to,0.44169697165489197,0.40243685245513916,0.1880870908498764,0.4452643394470215,0.535392165184021,0.18787172436714172,0.2109750658273697,0.3229445815086365,0.40375280380249023,0.3992697596549988,0.29463258385658264
the,0.33890387415885925,0.4335206151008606,0.29316213726997375,0.34736719727516174,1.0,0.24189656972885132,0.18580520153045654,0.39658910036087036,0.38423117995262146,0.3821379244327545,0.22068053483963013
moon,0.209036186337471,0.14061444997787476,0.15476496517658234,0.1910509169101715,0.23613092303276062,0.5790216326713562,0.10153426229953766,0.14762647449970245,0.18146665394306183,0.11277923732995987,0.1442703753709793
.,0.3287222981452942,0.3974229395389557,0.2273997664451599,0.35288307070732117,0.5934505462646484,0.23308148980140686,0.2973858416080475,0.26526886224746704,0.351434588432312,0.3542446792125702,0.4130953550338745
,how,many,stages,did,the,saturn,v,end,up,having,?
the,0.33890387415885925,0.4335206151008606,0.29316213726997375,0.34736719727516174,1.0,0.24189656972885132,0.18580520153045654,0.39658910036087036,0.38423117995262146,0.3821379244327545,0.22068053483963013
second,0.16459402441978455,0.1634775847196579,0.13377760350704193,0.20727969706058502,0.4620301127433777,0.13307109475135803,0.19126640260219574,0.2884937524795532,0.24278147518634796,0.19743689894676208,0.17239587008953094
and,0.33647966384887695,0.5296266674995422,0.207217738032341,0.34479495882987976,0.5171257257461548,0.18160289525985718,0.19040757417678833,0.24708716571331024,0.4032393991947174,0.36825746297836304,0.20544172823429108
third,0.14508451521396637,0.12636491656303406,0.1734149008989334,0.19128914177417755,0.4229298532009125,0.17948243021965027,0.1977764219045639,0.2829585075378418,0.17968502640724182,0.17132653295993805,0.15394791960716248
stages,0.22623389959335327,0.28329411149024963,1.0000001192092896,0.1924992799758911,0.29316213726997375,0.10938645899295807,0.08512382954359055,0.2304331660270691,0.2065156251192093,0.15525580942630768,0.12672165036201477
burned,0.09781993925571442,0.23201672732830048,0.13901367783546448,0.233504518866539,0.27910104393959045,0.16544435918331146,0.11693061888217926,0.1831415444612503,0.23280397057533264,0.19669251143932343,0.14875538647174835
liquid,0.24121128022670746,0.20549070835113525,0.18816395103931427,0.17522098124027252,0.25047987699508667,0.3324160575866699,0.1921212077140808,0.12217818200588226,0.19007577002048492,0.15673671662807465,0.18412289023399353
hydrogen,0.23238429427146912,0.18825452029705048,0.2285042107105255,0.19611163437366486,0.20406323671340942,0.3193531632423401,0.15294583141803741,0.15406379103660583,0.22509631514549255,0.1709076315164566,0.14590126276016235
",",0.22659391164779663,0.40610817074775696,0.24272145330905914,0.3015086054801941,0.4933079481124878,0.22104106843471527,0.22053663432598114,0.25448864698410034,0.34193792939186096,0.3154076039791107,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.207217738032341,0.34479495882987976,0.5171257257461548,0.18160289525985718,0.19040757417678833,0.24708716571331024,0.4032393991947174,0.36825746297836304,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.29316213726997375,0.34736719727516174,1.0,0.24189656972885132,0.18580520153045654,0.39658910036087036,0.38423117995262146,0.3821379244327545,0.22068053483963013
third,0.14508451521396637,0.12636491656303406,0.1734149008989334,0.19128914177417755,0.4229298532009125,0.17948243021965027,0.1977764219045639,0.2829585075378418,0.17968502640724182,0.17132653295993805,0.15394791960716248
stage,0.1827659159898758,0.19739125669002533,0.7074452638626099,0.1994115114212036,0.22652170062065125,0.18939214944839478,0.1110387071967125,0.16940543055534363,0.20395755767822266,0.11993028968572617,0.14916576445102692
was,0.16678167879581451,0.260356068611145,0.18915748596191406,0.41399896144866943,0.48711544275283813,0.24932558834552765,0.16128918528556824,0.19220198690891266,0.24070115387439728,0.2792723774909973,0.18412111699581146
a,0.29312583804130554,0.2872205972671509,0.24129167199134827,0.2552328109741211,0.5829201340675354,0.20805643498897552,0.21861357986927032,0.28924596309661865,0.32523053884506226,0.3929923176765442,0.23916715383529663
modified,0.2865327298641205,0.2389303743839264,0.20563362538814545,0.21427594125270844,0.25787946581840515,0.1604343205690384,0.20289291441440582,0.15835435688495636,0.13126899302005768,0.1902315765619278,0.2008686512708664
version,0.21470944583415985,0.2067783921957016,0.20796716213226318,0.21677692234516144,0.27268242835998535,0.1825740784406662,0.19365927577018738,0.12330565601587296,0.1329808086156845,0.15068702399730682,0.2573966085910797
of,0.2480744868516922,0.37253960967063904,0.27978867292404175,0.2513895630836487,0.733189046382904,0.19011574983596802,0.1655031144618988,0.2215006798505783,0.32945773005485535,0.38889452815055847,0.1826142966747284
