,who,was,tesla,'s,main,influence,in,karlovac,?
in,0.2792111933231354,0.45514053106307983,0.17097744345664978,-0.037580832839012146,0.28862449526786804,0.26119694113731384,1.0,0.29781967401504517,0.20430970191955566
1870,0.07354339212179184,-0.03705992177128792,0.10191497206687927,0.0822003111243248,0.006401875521987677,0.05338241904973984,0.10756519436836243,0.0839318260550499,0.0628947839140892
",",0.3365725874900818,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.2989408075809479,0.2585834860801697,0.5201468467712402,0.374198317527771,0.31091248989105225
tesla,0.1520961970090866,0.16455206274986267,0.9999999403953552,0.06449045985937119,0.037230104207992554,0.09356265515089035,0.17097744345664978,0.4267171323299408,0.10250775516033173
moved,0.17135502398014069,0.3804442584514618,0.09426514059305191,-0.05324588716030121,0.17909064888954163,0.16869616508483887,0.3323737680912018,0.1625211089849472,0.15112607181072235
to,0.42656609416007996,0.3636345863342285,0.17548894882202148,0.03782717138528824,0.26116618514060974,0.23180463910102844,0.45010748505592346,0.2441970407962799,0.29463258385658264
karlovac,0.30903780460357666,0.27228620648384094,0.4267171323299408,0.024225175380706787,0.17762432992458344,0.1636970043182373,0.29781967401504517,0.9999999403953552,0.2481401413679123
",",0.3365725874900818,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.2989408075809479,0.2585834860801697,0.5201468467712402,0.374198317527771,0.31091248989105225
to,0.42656609416007996,0.3636345863342285,0.17548894882202148,0.03782717138528824,0.26116618514060974,0.23180463910102844,0.45010748505592346,0.2441970407962799,0.29463258385658264
attend,0.3078087270259857,0.22958822548389435,0.1097576916217804,-0.00042804633267223835,0.052139706909656525,0.1824573576450348,0.2352246344089508,0.19750230014324188,0.14932334423065186
school,0.21669194102287292,0.25740107893943787,0.16295383870601654,-0.017113132402300835,0.1608637273311615,0.19892872869968414,0.26157811284065247,0.2340226173400879,0.15091250836849213
at,0.22096660733222961,0.36707764863967896,0.16552478075027466,-0.08481216430664062,0.2409709095954895,0.130533367395401,0.4374977946281433,0.2827455699443817,0.21978627145290375
the,0.3733934462070465,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.38631999492645264,0.3039984107017517,0.6662389636039734,0.2610740065574646,0.22068053483963013
higher,0.20071525871753693,0.12998951971530914,0.17543520033359528,-0.012609186582267284,0.13135695457458496,0.20848426222801208,0.23285751044750214,0.16589117050170898,0.15679465234279633
real,0.2714671492576599,0.1580289602279663,0.23097385466098785,0.09362173080444336,0.15955746173858643,0.216544970870018,0.1725122183561325,0.1293671429157257,0.20019613206386566
gymnasium,0.1596250981092453,0.23892663419246674,0.2515797019004822,0.0474584735929966,0.13098469376564026,0.08461607247591019,0.23880107700824738,0.33198240399360657,0.08908994495868683
",",0.3365725874900818,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.2989408075809479,0.2585834860801697,0.5201468467712402,0.374198317527771,0.31091248989105225
where,0.41804537177085876,0.20731619000434875,0.12761090695858002,0.0007701900321990252,0.30628275871276855,0.1999896764755249,0.5344807505607605,0.18026313185691833,0.24793872237205505
he,0.5500732064247131,0.5410010814666748,0.12373391538858414,0.024063590914011,0.166281059384346,0.30631378293037415,0.41690486669540405,0.2604384124279022,0.2089974731206894
was,0.3318818509578705,1.0000001192092896,0.16455206274986267,0.008974763564765453,0.21035033464431763,0.25968071818351746,0.45514053106307983,0.27228620648384094,0.18412111699581146
profoundly,0.3357962667942047,0.2756717801094055,0.13598845899105072,-0.02543400228023529,0.1527157425880432,0.4423180818557739,0.14979533851146698,0.16638366878032684,0.21171927452087402
influenced,0.21744515001773834,0.23784680664539337,0.1082044318318367,-0.0006173446890898049,0.160253643989563,0.8065833449363708,0.23469695448875427,0.18869061768054962,0.1310873031616211
by,0.39727845788002014,0.4752357602119446,0.16513796150684357,-0.010884488001465797,0.21864338219165802,0.29864758253097534,0.370934396982193,0.23859523236751556,0.17966607213020325
a,0.36608949303627014,0.4508470594882965,0.2211925983428955,0.04866964742541313,0.27217230200767517,0.23828014731407166,0.539380669593811,0.22376415133476257,0.23916715383529663
math,0.1450318843126297,0.14530377089977264,0.32237258553504944,0.13853082060813904,0.1666216403245926,0.175396129488945,0.17477427423000336,0.18399086594581604,0.22113515436649323
teacher,0.35707929730415344,0.2929542362689972,0.18610242009162903,0.026857737451791763,0.14489251375198364,0.25396421551704407,0.22632350027561188,0.21693795919418335,0.1797819435596466
martin,0.22000780701637268,0.2089129239320755,0.22885408997535706,0.07599356025457382,0.1456432342529297,0.1737075299024582,0.22752496600151062,0.2824898362159729,0.060103293508291245
sekulić,0.31728625297546387,0.32166802883148193,0.34963494539260864,0.025231529027223587,0.13038815557956696,0.18371416628360748,0.2468862384557724,0.5669655799865723,0.217777281999588
.,0.3541337847709656,0.40146201848983765,0.17949827015399933,-0.003708066651597619,0.31122034788131714,0.2734014391899109,0.5591574311256409,0.33368536829948425,0.4130953550338745
