,a,doctor,who,show,featuring,vincent,van,gogh,was,recognized,by,what,award,?
the,0.5829201340675354,0.2820442318916321,0.3733934462070465,0.319829523563385,0.21340800821781158,0.21271470189094543,0.13541297614574432,0.17456082999706268,0.48711544275283813,0.31571096181869507,0.4408751428127289,0.42745697498321533,0.24073810875415802,0.22068053483963013
episode,0.211050882935524,0.2940889000892639,0.2015407234430313,0.49653249979019165,0.3095799386501312,0.22355255484580994,0.19670379161834717,0.22235991060733795,0.1706574261188507,0.0670536532998085,0.1369706690311432,0.1919318586587906,0.1987973153591156,0.23978739976882935
``,0.07272057235240936,0.03718610852956772,0.02397952415049076,0.015512588433921337,-0.06713315844535828,0.0723026916384697,-0.030913736671209335,0.0377635583281517,-0.012679691426455975,0.03911124914884567,-0.030704375356435776,0.008517155423760414,-0.08538899570703506,0.0685480609536171
vincent,0.2055453360080719,0.14008621871471405,0.21672363579273224,0.17131653428077698,0.27274423837661743,1.0000001192092896,0.43330565094947815,0.5171210169792175,0.23431210219860077,0.12034051865339279,0.25115519762039185,0.14092251658439636,0.180688738822937,0.1692543625831604
and,0.3739250600337982,0.21673844754695892,0.41279885172843933,0.3455478549003601,0.25851142406463623,0.23342610895633698,0.19961349666118622,0.21585027873516083,0.3740963041782379,0.2502152621746063,0.4289871156215668,0.31309178471565247,0.2334289401769638,0.20544172823429108
the,0.5829201340675354,0.2820442318916321,0.3733934462070465,0.319829523563385,0.21340800821781158,0.21271470189094543,0.13541297614574432,0.17456082999706268,0.48711544275283813,0.31571096181869507,0.4408751428127289,0.42745697498321533,0.24073810875415802,0.22068053483963013
doctor,0.22883038222789764,0.9999999403953552,0.3504868149757385,0.2094513326883316,0.1270301192998886,0.14008621871471405,0.15432952344417572,0.19531063735485077,0.19672659039497375,0.10297155380249023,0.13681447505950928,0.20870667695999146,0.14153583347797394,0.1462511420249939
'',0.04890415817499161,0.06782495975494385,0.024401003494858742,0.04856986179947853,-0.00696474639698863,0.05803964287042618,0.08868555724620819,0.12839072942733765,0.04456103965640068,-0.012082072906196117,-0.010275691747665405,0.08143015950918198,-0.03323763236403465,0.018684765323996544
was,0.4508470594882965,0.19672659039497375,0.3318818509578705,0.20142383873462677,0.16899792850017548,0.23431210219860077,0.20371906459331512,0.19151514768600464,1.0000001192092896,0.23980659246444702,0.4752357602119446,0.22111038863658905,0.26998642086982727,0.18412111699581146
shortlisted,0.23500597476959229,0.1842411607503891,0.22325846552848816,0.2482149600982666,0.2678851783275604,0.19581858813762665,0.207289919257164,0.18778593838214874,0.3508060574531555,0.3354988098144531,0.2931392192840576,0.11988244205713272,0.43125396966934204,0.21838738024234772
for,0.44038116931915283,0.1556548923254013,0.37110671401023865,0.3141973614692688,0.18349294364452362,0.151053786277771,0.1672264039516449,0.13107867538928986,0.3863949179649353,0.18660594522953033,0.3248702883720398,0.3017193675041199,0.33284175395965576,0.264628142118454
a,1.0,0.22883038222789764,0.36608949303627014,0.24886544048786163,0.21930649876594543,0.2055453360080719,0.17539796233177185,0.1853860467672348,0.4508470594882965,0.2292279750108719,0.32094135880470276,0.3320399522781372,0.20049746334552765,0.23916715383529663
mind,0.1835121214389801,0.13908280432224274,0.20334786176681519,0.21151067316532135,0.17075251042842865,0.12579748034477234,0.09967950731515884,0.1331130564212799,0.18094420433044434,0.19698798656463623,0.179106667637825,0.305233895778656,0.18501873314380646,0.22109316289424896
award,0.20049746334552765,0.14153583347797394,0.20553933084011078,0.1845170259475708,0.23811011016368866,0.180688738822937,0.12189929187297821,0.12906445562839508,0.26998642086982727,0.2783595025539398,0.2658567726612091,0.15951679646968842,1.0,0.18240714073181152
at,0.3095070421695709,0.2165924310684204,0.22096660733222961,0.2018483579158783,0.13106809556484222,0.21111471951007843,0.14023354649543762,0.22148285806179047,0.36707764863967896,0.1618734449148178,0.2368064820766449,0.2838611304759979,0.14759428799152374,0.21978627145290375
the,0.5829201340675354,0.2820442318916321,0.3733934462070465,0.319829523563385,0.21340800821781158,0.21271470189094543,0.13541297614574432,0.17456082999706268,0.48711544275283813,0.31571096181869507,0.4408751428127289,0.42745697498321533,0.24073810875415802,0.22068053483963013
2010,0.18140065670013428,0.06750862300395966,0.30279624462127686,0.14411069452762604,0.05327169969677925,0.11959406733512878,0.139343723654747,0.16312457621097565,0.23825319111347198,0.1916590929031372,0.20458245277404785,0.2741409242153168,0.0911061018705368,0.21232788264751434
mind,0.1835121214389801,0.13908280432224274,0.20334786176681519,0.21151067316532135,0.17075251042842865,0.12579748034477234,0.09967950731515884,0.1331130564212799,0.18094420433044434,0.19698798656463623,0.179106667637825,0.305233895778656,0.18501873314380646,0.22109316289424896
mental,0.24876734614372253,0.3042055368423462,0.3253430128097534,0.24995428323745728,0.09525803476572037,0.10965368151664734,0.1922050416469574,0.25312262773513794,0.20729005336761475,0.24974554777145386,0.2179744839668274,0.3228646218776703,0.13055549561977386,0.20703209936618805
health,0.21166443824768066,0.3176078796386719,0.2314521074295044,0.172288179397583,0.06073004752397537,0.11820758134126663,0.17256855964660645,0.20100021362304688,0.2006305307149887,0.1691572517156601,0.15055210888385773,0.21460163593292236,0.1812424510717392,0.16094304621219635
media,0.21000106632709503,0.08406877517700195,0.14310432970523834,0.2275509089231491,0.09817375987768173,0.13497759401798248,0.0315285362303257,0.1647493988275528,0.17841780185699463,0.10656533390283585,0.2604961395263672,0.18292108178138733,0.1997709572315216,0.1571006178855896
awards,0.18129821121692657,0.16846410930156708,0.22637341916561127,0.2456497997045517,0.21716929972171783,0.17847469449043274,0.10475170612335205,0.1212724968791008,0.24304591119289398,0.25323164463043213,0.25011980533599854,0.1704339236021042,0.8199694752693176,0.2122269868850708
for,0.44038116931915283,0.1556548923254013,0.37110671401023865,0.3141973614692688,0.18349294364452362,0.151053786277771,0.1672264039516449,0.13107867538928986,0.3863949179649353,0.18660594522953033,0.3248702883720398,0.3017193675041199,0.33284175395965576,0.264628142118454
its,0.4424409866333008,0.13759362697601318,0.1326070874929428,0.2273027002811432,0.1293071210384369,0.12388479709625244,0.050840917974710464,0.10866839438676834,0.3518870174884796,0.3066314458847046,0.24398943781852722,0.30393704771995544,0.1479203701019287,0.15103481709957123
``,0.07272057235240936,0.03718610852956772,0.02397952415049076,0.015512588433921337,-0.06713315844535828,0.0723026916384697,-0.030913736671209335,0.0377635583281517,-0.012679691426455975,0.03911124914884567,-0.030704375356435776,0.008517155423760414,-0.08538899570703506,0.0685480609536171
touching,0.2799903452396393,0.20562733709812164,0.17795999348163605,0.21127453446388245,0.15102756023406982,0.09564286470413208,0.08265186101198196,0.15855632722377777,0.13428236544132233,0.1932133287191391,0.21342411637306213,0.27317968010902405,0.20823025703430176,0.21186330914497375
'',0.04890415817499161,0.06782495975494385,0.024401003494858742,0.04856986179947853,-0.00696474639698863,0.05803964287042618,0.08868555724620819,0.12839072942733765,0.04456103965640068,-0.012082072906196117,-0.010275691747665405,0.08143015950918198,-0.03323763236403465,0.018684765323996544
portrayal,0.23644626140594482,0.23522652685642242,0.2665432393550873,0.33883848786354065,0.23968994617462158,0.2015361487865448,0.16556209325790405,0.2494088113307953,0.2323005199432373,0.15023191273212433,0.22379924356937408,0.2322790026664734,0.3560042083263397,0.14903736114501953
of,0.5052502155303955,0.16895952820777893,0.2827862501144409,0.21383242309093475,0.1792638599872589,0.22596608102321625,0.16833904385566711,0.1636434644460678,0.4069072902202606,0.3161126375198364,0.3646814823150635,0.33290785551071167,0.19404402375221252,0.1826142966747284
vincent,0.2055453360080719,0.14008621871471405,0.21672363579273224,0.17131653428077698,0.27274423837661743,1.0000001192092896,0.43330565094947815,0.5171210169792175,0.23431210219860077,0.12034051865339279,0.25115519762039185,0.14092251658439636,0.180688738822937,0.1692543625831604
van,0.17539796233177185,0.15432952344417572,0.19967937469482422,0.2120799571275711,0.17382493615150452,0.43330565094947815,1.0,0.6485130786895752,0.20371906459331512,0.10019581019878387,0.2223927229642868,0.1477201133966446,0.12189929187297821,0.15528257191181183
gogh,0.1853860467672348,0.19531063735485077,0.18605607748031616,0.2562684714794159,0.2236657589673996,0.5171210169792175,0.6485130786895752,1.0,0.19151514768600464,0.10691539943218231,0.23203687369823456,0.19403278827667236,0.12906445562839508,0.15974761545658112
.,0.50484299659729,0.22361043095588684,0.3541337847709656,0.3016606271266937,0.16198691725730896,0.23373498022556305,0.17729580402374268,0.15933586657047272,0.40146201848983765,0.2562062442302704,0.3936232924461365,0.3567904531955719,0.21118880808353424,0.4130953550338745
