,along,with,toys,",",where,are,oscillating,cylinder,steam,engines,typically,used,?
these,0.29171881079673767,0.37595367431640625,0.2757948637008667,0.37613096833229065,0.380450963973999,0.7107698917388916,0.29339465498924255,0.2469586879014969,0.23361007869243622,0.30611324310302734,0.45986998081207275,0.43212080001831055,0.2571668326854706
engines,0.10451225191354752,0.21779674291610718,0.21879634261131287,0.20245449244976044,0.14921875298023224,0.21946673095226288,0.258605420589447,0.48618724942207336,0.4903687536716461,1.0000001192092896,0.21158643066883087,0.2519303560256958,0.18940703570842743
are,0.28655800223350525,0.38996943831443787,0.30674758553504944,0.4062570035457611,0.32389864325523376,1.0,0.22751964628696442,0.17915545403957367,0.14139318466186523,0.21946673095226288,0.4610564708709717,0.3322218656539917,0.24591213464736938
mainly,0.25581473112106323,0.27928823232650757,0.18528248369693756,0.3616383671760559,0.3845270276069641,0.40445566177368164,0.1720319539308548,0.10181962698698044,0.1219605952501297,0.1278943568468094,0.453319787979126,0.4007900357246399,0.07608037441968918
used,0.1619422286748886,0.3047430217266083,0.21882124245166779,0.3120402991771698,0.31140151619911194,0.3322218656539917,0.3686958849430084,0.2783815860748291,0.2604328691959381,0.2519303560256958,0.4492659866809845,0.9999998807907104,0.22430120408535004
in,0.3603311777114868,0.4080928862094879,0.1908496767282486,0.5201468467712402,0.5344807505607605,0.3841303884983063,0.2336682677268982,0.1721159964799881,0.19852672517299652,0.18084456026554108,0.22473083436489105,0.3090210556983948,0.20430970191955566
toys,0.1533403843641281,0.17228546738624573,0.9999999403953552,0.20623934268951416,0.19222576916217804,0.30674758553504944,0.166344553232193,0.21755588054656982,0.24207726120948792,0.21879634261131287,0.20959042012691498,0.21882124245166779,0.19469822943210602
and,0.4213258922100067,0.5477725267410278,0.21896526217460632,0.6633074283599854,0.43859338760375977,0.48576638102531433,0.17032672464847565,0.17546038329601288,0.24133789539337158,0.21148960292339325,0.3137528598308563,0.3150506615638733,0.20544172823429108
models,0.16900697350502014,0.1653987169265747,0.27911829948425293,0.2193855494260788,0.13167817890644073,0.21321038901805878,0.20520733296871185,0.3117382228374481,0.23859627544879913,0.34442922472953796,0.21756570041179657,0.27530142664909363,0.16656708717346191
",",0.29824912548065186,0.4120737314224243,0.20623934268951416,1.0000001192092896,0.3149496018886566,0.4062570035457611,0.19937825202941895,0.15694238245487213,0.2264556586742401,0.20245449244976044,0.18964512646198273,0.3120402991771698,0.31091248989105225
because,0.31256628036499023,0.3967972993850708,0.21911737322807312,0.372031033039093,0.46146172285079956,0.43093472719192505,0.2590939700603485,0.12703320384025574,0.246084526181221,0.2839584946632385,0.3407718241214752,0.3645826578140259,0.2528740465641022
of,0.34889817237854004,0.41827285289764404,0.1488155722618103,0.4946078956127167,0.38066378235816956,0.39081433415412903,0.25066229701042175,0.16377530992031097,0.20239725708961487,0.17593856155872345,0.28964799642562866,0.3075267970561981,0.1826142966747284
their,0.30045241117477417,0.4258328378200531,0.25847765803337097,0.3045167922973633,0.3356108069419861,0.46887820959091187,0.202265202999115,0.11450563371181488,0.17527107894420624,0.22963929176330566,0.32808592915534973,0.3259406089782715,0.1898253709077835
simplicity,0.12217096984386444,0.2356012910604477,0.21963922679424286,0.2322966456413269,0.27004799246788025,0.2695872485637665,0.23763592541217804,0.16050000488758087,0.15571783483028412,0.17418043315410614,0.3210058808326721,0.2630123496055603,0.3735150396823883
",",0.29824912548065186,0.4120737314224243,0.20623934268951416,1.0000001192092896,0.3149496018886566,0.4062570035457611,0.19937825202941895,0.15694238245487213,0.2264556586742401,0.20245449244976044,0.18964512646198273,0.3120402991771698,0.31091248989105225
but,0.21012422442436218,0.4495173394680023,0.2206467092037201,0.48126736283302307,0.49101024866104126,0.47990062832832336,0.19678403437137604,0.18311622738838196,0.25995272397994995,0.27383869886398315,0.3647053837776184,0.3391169309616089,0.27921953797340393
have,0.2685122489929199,0.48046383261680603,0.2855924963951111,0.3541618287563324,0.412650465965271,0.6577680706977844,0.21991285681724548,0.20921985805034637,0.15978071093559265,0.2422233670949936,0.3724619746208191,0.3086531162261963,0.32991164922714233
also,0.3395622968673706,0.44397303462028503,0.2313825786113739,0.4717654287815094,0.5413004159927368,0.4565894305706024,0.2359085977077484,0.19259385764598846,0.22489124536514282,0.21938642859458923,0.38388440012931824,0.45273035764694214,0.21848613023757935
been,0.235473170876503,0.2804456949234009,0.21806994080543518,0.34873589873313904,0.24669882655143738,0.4703826308250427,0.15684007108211517,0.17518724501132965,0.175981804728508,0.19427621364593506,0.3363453447818756,0.2855360507965088,0.24354910850524902
used,0.1619422286748886,0.3047430217266083,0.21882124245166779,0.3120402991771698,0.31140151619911194,0.3322218656539917,0.3686958849430084,0.2783815860748291,0.2604328691959381,0.2519303560256958,0.4492659866809845,0.9999998807907104,0.22430120408535004
in,0.3603311777114868,0.4080928862094879,0.1908496767282486,0.5201468467712402,0.5344807505607605,0.3841303884983063,0.2336682677268982,0.1721159964799881,0.19852672517299652,0.18084456026554108,0.22473083436489105,0.3090210556983948,0.20430970191955566
full,0.09875714778900146,0.25611773133277893,0.13571040332317352,0.18524548411369324,0.19476696848869324,0.16167086362838745,0.15400484204292297,0.18615800142288208,0.21703651547431946,0.16641606390476227,0.28681057691574097,0.23587197065353394,0.168479785323143
size,0.14884395897388458,0.19676974415779114,0.17249442636966705,0.2156888097524643,0.19092345237731934,0.25654396414756775,0.2467077523469925,0.28667449951171875,0.14250414073467255,0.21484757959842682,0.2921360433101654,0.22543680667877197,0.13693112134933472
working,0.16708897054195404,0.3168335258960724,0.17784422636032104,0.29007792472839355,0.2553141415119171,0.23492206633090973,0.2439921647310257,0.10842061787843704,0.20605218410491943,0.14905445277690887,0.19849258661270142,0.2766396701335907,0.17154020071029663
