,beroida,are,known,by,what,other,name,?
the,0.1946653425693512,0.40399202704429626,0.3624623417854309,0.4408751428127289,0.42745697498321533,0.44152235984802246,0.3171212375164032,0.22068053483963013
beroida,1.0,0.24545250833034515,0.24483893811702728,0.16076238453388214,0.15078282356262207,0.2188950777053833,0.1790812611579895,0.211763396859169
",",0.25767672061920166,0.4062570035457611,0.3604377806186676,0.3680937886238098,0.3087472915649414,0.4446498453617096,0.28145334124565125,0.31091248989105225
also,0.21196392178535461,0.4565894305706024,0.4766203761100769,0.3824189305305481,0.42747777700424194,0.5326101183891296,0.34663957357406616,0.21848613023757935
known,0.24483893811702728,0.26720109581947327,1.0,0.24461808800697327,0.20381177961826324,0.2199651598930359,0.3659360110759735,0.18314571678638458
as,0.18115295469760895,0.3826591968536377,0.4815765619277954,0.3815547823905945,0.31749409437179565,0.42805421352386475,0.2851914167404175,0.27043893933296204
nuda,0.4361880123615265,0.22385044395923615,0.20578041672706604,0.17282716929912567,0.22774268686771393,0.2137526422739029,0.2237939089536667,0.2695187032222748
",",0.25767672061920166,0.4062570035457611,0.3604377806186676,0.3680937886238098,0.3087472915649414,0.4446498453617096,0.28145334124565125,0.31091248989105225
have,0.22367745637893677,0.6577680706977844,0.1978331357240677,0.3359639644622803,0.39808809757232666,0.559082567691803,0.19985003769397736,0.32991164922714233
no,0.14404705166816711,0.2432553917169571,0.13360221683979034,0.15267254412174225,0.339326947927475,0.2820347249507904,0.21853291988372803,0.32165053486824036
feeding,0.2825091481208801,0.2953028976917267,0.1446627825498581,0.18619513511657715,0.25255632400512695,0.29278331995010376,0.1075175479054451,0.1769361048936844
appendages,0.3024665415287018,0.33168262243270874,0.16327530145645142,0.1163429468870163,0.16250260174274445,0.30748769640922546,0.07971721142530441,0.18116378784179688
",",0.25767672061920166,0.4062570035457611,0.3604377806186676,0.3680937886238098,0.3087472915649414,0.4446498453617096,0.28145334124565125,0.31091248989105225
but,0.20277583599090576,0.47990062832832336,0.22940602898597717,0.3159136474132538,0.5029441118240356,0.5185769200325012,0.268699049949646,0.27921953797340393
their,0.12083019316196442,0.46887820959091187,0.22521670162677765,0.3242124021053314,0.35142919421195984,0.456295371055603,0.18092210590839386,0.1898253709077835
large,0.2148667871952057,0.3467932939529419,0.24581857025623322,0.2555539309978485,0.2017821967601776,0.353826105594635,0.1343102604150772,0.1355665624141693
pharynx,0.36931073665618896,0.3156546354293823,0.14309115707874298,0.16963855922222137,0.24592235684394836,0.30141985416412354,0.12290270626544952,0.19402775168418884
",",0.25767672061920166,0.4062570035457611,0.3604377806186676,0.3680937886238098,0.3087472915649414,0.4446498453617096,0.28145334124565125,0.31091248989105225
just,0.1620655357837677,0.3630673587322235,0.21064868569374084,0.2508312165737152,0.5854880809783936,0.4294217526912689,0.20323963463306427,0.4144178032875061
inside,0.1095956489443779,0.3166534900665283,0.1727031022310257,0.261824369430542,0.2567365765571594,0.29811930656433105,0.19591635465621948,0.14505037665367126
the,0.1946653425693512,0.40399202704429626,0.3624623417854309,0.4408751428127289,0.42745697498321533,0.44152235984802246,0.3171212375164032,0.22068053483963013
large,0.2148667871952057,0.3467932939529419,0.24581857025623322,0.2555539309978485,0.2017821967601776,0.353826105594635,0.1343102604150772,0.1355665624141693
mouth,0.23415271937847137,0.20501531660556793,0.16825242340564728,0.15675337612628937,0.18337541818618774,0.17561307549476624,0.226919025182724,0.21761061251163483
and,0.1923767477273941,0.48576638102531433,0.3468935489654541,0.4289871156215668,0.31309178471565247,0.5504306554794312,0.21235932409763336,0.20544172823429108
filling,0.1095055416226387,0.27617883682250977,0.14028853178024292,0.15225619077682495,0.2489190697669983,0.2823159694671631,0.11044822633266449,0.21185900270938873
most,0.2265888899564743,0.48698675632476807,0.3850763440132141,0.270847886800766,0.3219912350177765,0.4585079252719879,0.19063733518123627,0.2107497900724411
of,0.2601577937602997,0.39081433415412903,0.35814476013183594,0.3646814823150635,0.33290785551071167,0.38583824038505554,0.24075818061828613,0.1826142966747284
the,0.1946653425693512,0.40399202704429626,0.3624623417854309,0.4408751428127289,0.42745697498321533,0.44152235984802246,0.3171212375164032,0.22068053483963013
saclike,0.3580676317214966,0.35104385018348694,0.27971991896629333,0.29718953371047974,0.34555014967918396,0.39148932695388794,0.23672431707382202,0.21114559471607208
body,0.21205037832260132,0.2451179027557373,0.20859606564044952,0.23696592450141907,0.2143840193748474,0.30363401770591736,0.12333299219608307,0.20136451721191406
",",0.25767672061920166,0.4062570035457611,0.3604377806186676,0.3680937886238098,0.3087472915649414,0.4446498453617096,0.28145334124565125,0.31091248989105225
bears,0.1095857322216034,0.2937866449356079,0.20496249198913574,0.1484147161245346,0.19530993700027466,0.19205863773822784,0.22582857310771942,0.13283714652061462
``,0.16961714625358582,0.12624181807041168,0.00922766886651516,-0.030704375356435776,0.008517155423760414,0.10245004296302795,0.1001104861497879,0.0685480609536171
macrocilia,0.40603142976760864,0.24469223618507385,0.13253870606422424,0.10491440445184708,0.23893707990646362,0.22941787540912628,0.15072868764400482,0.20947900414466858
'',0.045726876705884933,0.0263817198574543,0.06905213743448257,-0.010275691747665405,0.08143015950918198,0.021007593721151352,0.003883055876940489,0.018684765323996544
at,0.12368260324001312,0.2074895054101944,0.19818158447742462,0.2368064820766449,0.2838611304759979,0.24329762160778046,0.11450952291488647,0.21978627145290375
the,0.1946653425693512,0.40399202704429626,0.3624623417854309,0.4408751428127289,0.42745697498321533,0.44152235984802246,0.3171212375164032,0.22068053483963013
oral,0.18295320868492126,0.1933257281780243,0.15315741300582886,0.2217250019311905,0.20099733769893646,0.17667359113693237,0.05349475145339966,0.15616728365421295
end,0.09278404712677002,0.18067817389965057,0.1188727468252182,0.19136181473731995,0.29234179854393005,0.200392484664917,0.1902262419462204,0.12543344497680664
.,0.2488606721162796,0.3452940285205841,0.283290296792984,0.3936232924461365,0.3567904531955719,0.41511186957359314,0.24737101793289185,0.4130953550338745
