,why,does,unemployment,harm,growth,?
unemployment,0.1703614890575409,0.1738397479057312,0.9999999403953552,0.23992778360843658,0.4337153732776642,0.20707537233829498
can,0.38329222798347473,0.5156301856040955,0.2181963473558426,0.36541295051574707,0.2057914435863495,0.3226337134838104
harm,0.37505292892456055,0.33402588963508606,0.23992778360843658,1.0,0.22472123801708221,0.3515351116657257
growth,0.13360150158405304,0.18474416434764862,0.4337153732776642,0.22472123801708221,1.0000001192092896,0.07547862827777863
not,0.5504072904586792,0.6355478763580322,0.18715541064739227,0.42605695128440857,0.22978122532367706,0.41942933201789856
only,0.43416354060173035,0.45203697681427,0.18683761358261108,0.3235512971878052,0.26947256922721863,0.2767370045185089
because,0.5926418900489807,0.4424310624599457,0.24264533817768097,0.3892984688282013,0.2663889527320862,0.2528740465641022
it,0.376611590385437,0.34188351035118103,0.19457565248012543,0.2626263201236725,0.2740481495857239,0.25732165575027466
is,0.26410171389579773,0.4403602182865143,0.17079612612724304,0.21340017020702362,0.2256266176700592,0.22961433231830597
a,0.2667238116264343,0.38201746344566345,0.25060829520225525,0.22195467352867126,0.21544985473155975,0.23916715383529663
waste,0.3147953748703003,0.2746318280696869,0.2362966686487198,0.3332403302192688,0.23711223900318146,0.299444317817688
of,0.28464117646217346,0.3119818866252899,0.2186087667942047,0.18602855503559113,0.2679378092288971,0.1826142966747284
resources,0.2218014895915985,0.2953348159790039,0.3272382616996765,0.31337428092956543,0.2875794768333435,0.26047492027282715
",",0.2827242314815521,0.28617382049560547,0.2032092660665512,0.3135842978954315,0.2218456119298935,0.31091248989105225
but,0.49691087007522583,0.4353378415107727,0.21890434622764587,0.3901039958000183,0.2309311479330063,0.27921953797340393
also,0.4456408619880676,0.4118025600910187,0.21377307176589966,0.30030909180641174,0.2701461911201477,0.21848613023757935
because,0.5926418900489807,0.4424310624599457,0.24264533817768097,0.3892984688282013,0.2663889527320862,0.2528740465641022
it,0.376611590385437,0.34188351035118103,0.19457565248012543,0.2626263201236725,0.2740481495857239,0.25732165575027466
generates,0.23804137110710144,0.31637078523635864,0.1776399463415146,0.24981828033924103,0.24784570932388306,0.27188700437545776
redistributive,0.1860908418893814,0.2579179108142853,0.2883570194244385,0.264763206243515,0.31385666131973267,0.1712353676557541
pressures,0.21517357230186462,0.26805350184440613,0.3082727789878845,0.15768803656101227,0.21591296792030334,0.12055351585149765
and,0.27806392312049866,0.3461615741252899,0.2652346193790436,0.3120495676994324,0.2731747627258301,0.20544172823429108
subsequent,0.2474292367696762,0.20590463280677795,0.0841585174202919,0.18160675466060638,0.10263090580701828,0.13111010193824768
distortions,0.24031084775924683,0.22669263184070587,0.22761201858520508,0.30761271715164185,0.20638954639434814,0.16359446942806244
",",0.2827242314815521,0.28617382049560547,0.2032092660665512,0.3135842978954315,0.2218456119298935,0.31091248989105225
drives,0.18748867511749268,0.2964435815811157,0.13450223207473755,0.24032899737358093,0.1613614410161972,0.08974530547857285
people,0.2737221121788025,0.2198464572429657,0.2754555642604828,0.2719970643520355,0.1820179522037506,0.23739641904830933
to,0.4100138247013092,0.4391997456550598,0.20550286769866943,0.31627681851387024,0.2701800763607025,0.29463258385658264
poverty,0.15763527154922485,0.139724001288414,0.5488905906677246,0.29765620827674866,0.36778250336647034,0.16537553071975708
",",0.2827242314815521,0.28617382049560547,0.2032092660665512,0.3135842978954315,0.2218456119298935,0.31091248989105225
constrains,0.2733118236064911,0.2554166913032532,0.3072706460952759,0.2951480746269226,0.2965913712978363,0.20114624500274658
liquidity,0.3444906771183014,0.40880072116851807,0.3311842083930969,0.3378673195838928,0.26907217502593994,0.2674558758735657
limiting,0.26504555344581604,0.3145856559276581,0.3011370599269867,0.37391024827957153,0.3566574454307556,0.20652958750724792
labor,0.17896071076393127,0.12007958441972733,0.39504769444465637,0.21396397054195404,0.20771746337413788,0.19386747479438782
mobility,0.20799139142036438,0.16151542961597443,0.33563879132270813,0.22678817808628082,0.2832043468952179,0.13310691714286804
",",0.2827242314815521,0.28617382049560547,0.2032092660665512,0.3135842978954315,0.2218456119298935,0.31091248989105225
and,0.27806392312049866,0.3461615741252899,0.2652346193790436,0.3120495676994324,0.2731747627258301,0.20544172823429108
erodes,0.12008033692836761,0.24633896350860596,0.24820396304130554,0.18950949609279633,0.3098849654197693,0.11009617149829865
self-esteem,0.22017022967338562,0.25848129391670227,0.3944917619228363,0.40653130412101746,0.26246294379234314,0.218826025724411
promoting,0.2862362265586853,0.2619762122631073,0.29154178500175476,0.3067481219768524,0.31088900566101074,0.2656548321247101
social,0.20344845950603485,0.19126898050308228,0.38154470920562744,0.28662189841270447,0.23748290538787842,0.1615191102027893
dislocation,0.21398557722568512,0.2580564320087433,0.2611325979232788,0.2935881018638611,0.3132645785808563,0.14596441388130188
",",0.2827242314815521,0.28617382049560547,0.2032092660665512,0.3135842978954315,0.2218456119298935,0.31091248989105225
unrest,0.10075662285089493,0.08062467724084854,0.3726949989795685,0.18442092835903168,0.23557181656360626,0.08488935232162476
and,0.27806392312049866,0.3461615741252899,0.2652346193790436,0.3120495676994324,0.2731747627258301,0.20544172823429108
conflict,0.2798466384410858,0.19990573823451996,0.2811540961265564,0.23625697195529938,0.21927881240844727,0.26744839549064636
.,0.32909876108169556,0.3022993505001068,0.23137354850769043,0.3127097487449646,0.2825547754764557,0.4130953550338745
