,what,did,luther,call,the,revolting,peasants,?
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.2520289719104767,0.6662389636039734,0.17032216489315033,0.2750670909881592,0.20430970191955566
against,0.24561616778373718,0.22514554858207703,0.18804924190044403,0.20915785431861877,0.3090755045413971,0.30782249569892883,0.25814568996429443,0.18095137178897858
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.26640447974205017,1.0,0.2655515968799591,0.29513445496559143,0.22068053483963013
murderous,0.2807254493236542,0.2527971863746643,0.23788762092590332,0.09625791013240814,0.254659503698349,0.4806657135486603,0.3992801010608673,0.16823844611644745
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2670435905456543,0.4933079481124878,0.21471624076366425,0.23394730687141418,0.31091248989105225
thieving,0.3185069262981415,0.2992616891860962,0.15025782585144043,0.23614363372325897,0.4199445843696594,0.4294678568840027,0.3300972282886505,0.2349289059638977
hordes,0.17725567519664764,0.16832758486270905,0.14036540687084198,0.14902076125144958,0.28979161381721497,0.34206104278564453,0.367071270942688,0.14722579717636108
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.2378445267677307,0.733189046382904,0.24284951388835907,0.23470257222652435,0.1826142966747284
peasants,0.22674663364887238,0.283174604177475,0.12856873869895935,0.11777541786432266,0.29513445496559143,0.4631853699684143,0.9999998807907104,0.14431370794773102
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2670435905456543,0.4933079481124878,0.21471624076366425,0.23394730687141418,0.31091248989105225
written,0.25412634015083313,0.2051348239183426,0.202183336019516,0.15873776376247406,0.2582438886165619,0.13913826644420624,0.1356346309185028,0.21451954543590546
on,0.34226128458976746,0.2670976221561432,0.19090485572814941,0.14074347913265228,0.5107308030128479,0.16176579892635345,0.1651853621006012,0.2714994251728058
his,0.26976513862609863,0.3546801507472992,0.27093374729156494,0.08363278955221176,0.4394008219242096,0.2927382290363312,0.26120516657829285,0.18075084686279297
return,0.18344242870807648,0.21141748130321503,0.06525282561779022,0.16145595908164978,0.2543797492980957,0.16323384642601013,0.18026848137378693,0.14655634760856628
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.27641981840133667,0.535392165184021,0.22297683358192444,0.24425914883613586,0.29463258385658264
wittenberg,0.15816158056259155,0.15746602416038513,0.42518264055252075,0.12535855174064636,0.31221258640289307,0.13751263916492462,0.20436997711658478,0.15716047585010529
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2670435905456543,0.4933079481124878,0.21471624076366425,0.23394730687141418,0.31091248989105225
he,0.3114890456199646,0.3292143940925598,0.2454872578382492,0.15517276525497437,0.4571082592010498,0.18279783427715302,0.26979172229766846,0.2089974731206894
gave,0.14222867786884308,0.4154756963253021,0.18163254857063293,0.2205384522676468,0.32555076479911804,0.23935525119304657,0.15119647979736328,0.1910865753889084
his,0.26976513862609863,0.3546801507472992,0.27093374729156494,0.08363278955221176,0.4394008219242096,0.2927382290363312,0.26120516657829285,0.18075084686279297
interpretation,0.37054285407066345,0.2418224960565567,0.21711017191410065,0.20759373903274536,0.2766321003437042,0.18042121827602386,0.17352984845638275,0.2162649929523468
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.2378445267677307,0.733189046382904,0.24284951388835907,0.23470257222652435,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.26640447974205017,1.0,0.2655515968799591,0.29513445496559143,0.22068053483963013
gospel,0.23854802548885345,0.1511441469192505,0.3065164089202881,0.13958963751792908,0.16253972053527832,0.1685977429151535,0.19118350744247437,0.1407461166381836
teaching,0.27416905760765076,0.27443423867225647,0.2627531886100769,0.12723736464977264,0.2182690054178238,0.21408353745937347,0.22301894426345825,0.20424684882164001
on,0.34226128458976746,0.2670976221561432,0.19090485572814941,0.14074347913265228,0.5107308030128479,0.16176579892635345,0.1651853621006012,0.2714994251728058
wealth,0.2415573000907898,0.18967029452323914,0.05789264291524887,0.045543134212493896,0.24999672174453735,0.30948472023010254,0.38172799348831177,0.1624586433172226
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2670435905456543,0.4933079481124878,0.21471624076366425,0.23394730687141418,0.31091248989105225
condemned,0.17074035108089447,0.2631458640098572,0.19332356750965118,0.12287131696939468,0.2100345343351364,0.3732742667198181,0.2858337461948395,0.18363839387893677
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.26640447974205017,1.0,0.2655515968799591,0.29513445496559143,0.22068053483963013
violence,0.24788525700569153,0.22152221202850342,0.21486099064350128,0.1871829777956009,0.25465771555900574,0.39537325501441956,0.3346392512321472,0.20634515583515167
as,0.31749409437179565,0.3596470057964325,0.20242992043495178,0.2785561680793762,0.48381632566452026,0.2096615880727768,0.20992252230644226,0.27043893933296204
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.26640447974205017,1.0,0.2655515968799591,0.29513445496559143,0.22068053483963013
devil,0.24757304787635803,0.20724423229694366,0.24422423541545868,0.1943480670452118,0.2513056993484497,0.2565750479698181,0.2441188246011734,0.19553880393505096
's,0.02692362666130066,0.05069678649306297,-0.009990512393414974,-0.021786727011203766,-0.01540423184633255,-0.027689248323440552,0.060065872967243195,-0.023395681753754616
work,0.3762225806713104,0.336654931306839,0.15580131113529205,0.23327617347240448,0.2704800069332123,0.1721460223197937,0.20593586564064026,0.2621155381202698
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2670435905456543,0.4933079481124878,0.21471624076366425,0.23394730687141418,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.237839937210083,0.5171257257461548,0.205049067735672,0.25373342633247375,0.20544172823429108
called,0.3235960602760315,0.277748167514801,0.09754475206136703,0.4729457497596741,0.489897221326828,0.2216835767030716,0.21318332850933075,0.18963319063186646
for,0.3017193675041199,0.318512886762619,0.12958186864852905,0.272861123085022,0.4739971458911896,0.1564706563949585,0.2231442928314209,0.264628142118454
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.26640447974205017,1.0,0.2655515968799591,0.29513445496559143,0.22068053483963013
nobles,0.20172527432441711,0.26412659883499146,0.1821220964193344,0.1213974878191948,0.2815840542316437,0.41446954011917114,0.532828688621521,0.13999377191066742
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.27641981840133667,0.535392165184021,0.22297683358192444,0.24425914883613586,0.29463258385658264
put,0.3330543637275696,0.32128840684890747,0.11450035125017166,0.2756848633289337,0.34150463342666626,0.26542359590530396,0.1663195639848709,0.2993032932281494
down,0.26226112246513367,0.2029697746038437,0.14699994027614594,0.2001877725124359,0.3325848877429962,0.2258615642786026,0.20023837685585022,0.13836295902729034
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.26640447974205017,1.0,0.2655515968799591,0.29513445496559143,0.22068053483963013
rebels,0.14121466875076294,0.21571314334869385,0.13136224448680878,0.15815912187099457,0.299993097782135,0.42554858326911926,0.39654603600502014,0.11566741019487381
like,0.4320242702960968,0.40502431988716125,0.13322240114212036,0.3469092547893524,0.32912567257881165,0.2278096079826355,0.11704540997743607,0.3268813192844391
mad,0.2700570523738861,0.1868353635072708,0.19918619096279144,0.20239311456680298,0.2028617411851883,0.29468807578086853,0.19851702451705933,0.19706392288208008
dogs,0.1761019378900528,0.21929974853992462,0.10450684279203415,0.1878030002117157,0.21611228585243225,0.21769890189170837,0.29030486941337585,0.20021939277648926
:,-0.12022944539785385,-0.05305134505033493,-0.0567622147500515,-0.12249946594238281,-0.03403344005346298,-0.046816226094961166,0.06260516494512558,-0.07156077772378922
