,who,taped,video,intros,for,doctor,who,shows,in,canada,",",that,included,a,trivia,question,?
for,0.37110671401023865,0.2061057984828949,0.24499081075191498,0.24229803681373596,0.9999999403953552,0.1556548923254013,0.37110671401023865,0.35496386885643005,0.4322226941585541,0.20546558499336243,0.4464869201183319,0.4137635827064514,0.3889397978782654,0.44038116931915283,0.3257107734680176,0.28556302189826965,0.264628142118454
the,0.3733934462070465,0.22558078169822693,0.2506899833679199,0.24367907643318176,0.4739971458911896,0.2820442318916321,0.3733934462070465,0.36348509788513184,0.6662389636039734,0.2934837341308594,0.4933079481124878,0.5473989248275757,0.3825419843196869,0.5829201340675354,0.20522788166999817,0.28031662106513977,0.22068053483963013
canadian,0.24018310010433197,0.11266490817070007,0.17528071999549866,0.010283499024808407,0.1746595799922943,0.17624035477638245,0.24018310010433197,0.08394263684749603,0.15288233757019043,0.605009138584137,0.21999135613441467,0.19889208674430847,0.1563742756843567,0.2098594456911087,0.14916326105594635,0.1410275250673294,0.10011322796344757
broadcast,0.18632595241069794,0.4435703456401825,0.353605717420578,0.12988899648189545,0.2546502649784088,0.18613839149475098,0.18632595241069794,0.32133233547210693,0.26723843812942505,0.265065997838974,0.24917922914028168,0.267183780670166,0.1470171958208084,0.2046348601579666,0.2314688265323639,0.22638681530952454,0.15760008990764618
",",0.3365725874900818,0.21815405786037445,0.19700543582439423,0.2163039892911911,0.4464869201183319,0.20407600700855255,0.3365725874900818,0.26986414194107056,0.5201468467712402,0.2656905949115753,1.0000001192092896,0.4137537479400635,0.3679811954498291,0.427140474319458,0.24634015560150146,0.2616102993488312,0.31091248989105225
christopher,0.28159621357917786,0.1007600799202919,0.180718332529068,0.0721449926495552,0.14023226499557495,0.2194787561893463,0.28159621357917786,0.09879150986671448,0.19567829370498657,0.11277487128973007,0.23225976526737213,0.1441822201013565,0.09508252143859863,0.14370860159397125,0.09398557245731354,0.194342240691185,0.09195942431688309
eccleston,0.2467091828584671,0.19709724187850952,0.17529898881912231,0.16253574192523956,0.23066531121730804,0.2983407974243164,0.2467091828584671,0.137505903840065,0.25081244111061096,0.20114675164222717,0.2569633722305298,0.241710364818573,0.16646374762058258,0.19196702539920807,0.20692110061645508,0.24102748930454254,0.18846043944358826
recorded,0.18934021890163422,0.4037468135356903,0.26652395725250244,0.15253189206123352,0.19644500315189362,0.16028553247451782,0.18934021890163422,0.24914683401584625,0.27585887908935547,0.16706907749176025,0.2596049904823303,0.20419296622276306,0.338449627161026,0.21145537495613098,0.12734904885292053,0.13362008333206177,0.19213420152664185
special,0.21519862115383148,0.23303653299808502,0.20698483288288116,0.1048612967133522,0.311454176902771,0.16843044757843018,0.21519862115383148,0.1613527238368988,0.2897285223007202,0.1709282547235489,0.23880577087402344,0.27173271775245667,0.2206234633922577,0.31333932280540466,0.2184927761554718,0.19289708137512207,0.29623302817344666
video,0.24429279565811157,0.36367058753967285,0.9999999403953552,0.24025963246822357,0.24499081075191498,0.22010014951229095,0.24429279565811157,0.29719239473342896,0.20259293913841248,0.18672800064086914,0.19700543582439423,0.2561377286911011,0.1939026415348053,0.23935693502426147,0.27151548862457275,0.1842501163482666,0.22771678864955902
introductions,0.20845051109790802,0.2404886931180954,0.2369430512189865,0.5491208434104919,0.31018322706222534,0.13727039098739624,0.20845051109790802,0.22656700015068054,0.22977349162101746,0.17165914177894592,0.28872302174568176,0.3011879324913025,0.33718061447143555,0.21668168902397156,0.2881345748901367,0.3258577883243561,0.2720862627029419
for,0.37110671401023865,0.2061057984828949,0.24499081075191498,0.24229803681373596,0.9999999403953552,0.1556548923254013,0.37110671401023865,0.35496386885643005,0.4322226941585541,0.20546558499336243,0.4464869201183319,0.4137635827064514,0.3889397978782654,0.44038116931915283,0.3257107734680176,0.28556302189826965,0.264628142118454
each,0.27337536215782166,0.27315202355384827,0.18838690221309662,0.21079795062541962,0.3044290542602539,0.1160493865609169,0.27337536215782166,0.2642481029033661,0.30816060304641724,0.1906656175851822,0.207483172416687,0.46111494302749634,0.22901172935962677,0.434999018907547,0.23256558179855347,0.24915648996829987,0.21173812448978424
episode,0.2015407234430313,0.36270684003829956,0.2815133333206177,0.12337062507867813,0.17981192469596863,0.2940889000892639,0.2015407234430313,0.3107004463672638,0.19184806942939758,0.1623040735721588,0.18198037147521973,0.27973806858062744,0.17551599442958832,0.211050882935524,0.21613439917564392,0.19780126214027405,0.23978739976882935
(,0.2443375140428543,0.15693438053131104,0.17849121987819672,0.22173617780208588,0.3357032239437103,0.1570640504360199,0.2443375140428543,0.18555068969726562,0.3087427020072937,0.1885313093662262,0.6363511681556702,0.2264307141304016,0.20944266021251678,0.3206180930137634,0.17472103238105774,0.20243988931179047,0.40561532974243164
including,0.2835840582847595,0.12200168520212173,0.2527430057525635,0.23728697001934052,0.42507120966911316,0.104278564453125,0.2835840582847595,0.35665521025657654,0.35857823491096497,0.2166045904159546,0.4127510190010071,0.31577053666114807,0.6058855652809143,0.21045410633087158,0.20962724089622498,0.1286749690771103,0.1633303165435791
a,0.36608949303627014,0.2558354139328003,0.23935693502426147,0.23872795701026917,0.44038116931915283,0.22883038222789764,0.36608949303627014,0.3360818326473236,0.539380669593811,0.2316429316997528,0.427140474319458,0.47537946701049805,0.23032639920711517,1.0,0.28311771154403687,0.3184618055820465,0.23916715383529663
trivia,0.11818741261959076,0.18932442367076874,0.27151548862457275,0.3444516360759735,0.3257107734680176,0.16633012890815735,0.11818741261959076,0.2523369789123535,0.16911479830741882,0.2525870203971863,0.24634015560150146,0.3272447884082794,0.29235219955444336,0.28311771154403687,1.0,0.3595276176929474,0.3107433319091797
question,0.3076270818710327,0.1913142204284668,0.1842501163482666,0.3129684627056122,0.28556302189826965,0.14861667156219482,0.3076270818710327,0.28137096762657166,0.207119882106781,0.21689791977405548,0.2616102993488312,0.4109575152397156,0.14165762066841125,0.3184618055820465,0.3595276176929474,1.0,0.48000848293304443
as,0.3923053741455078,0.17743521928787231,0.17632809281349182,0.17073218524456024,0.44774648547172546,0.17422905564308167,0.3923053741455078,0.27829593420028687,0.3887844979763031,0.17753809690475464,0.48816442489624023,0.4735107421875,0.34162476658821106,0.39550232887268066,0.25388967990875244,0.28374266624450684,0.27043893933296204
part,0.19576206803321838,0.15205849707126617,0.16223731637001038,0.2047036588191986,0.250704288482666,0.19045589864253998,0.19576206803321838,0.24494107067584991,0.4499994218349457,0.1770711988210678,0.3376222252845764,0.37747326493263245,0.40727710723876953,0.3994528353214264,0.2020251303911209,0.21669535338878632,0.08557961881160736
of,0.2827862501144409,0.1461286097764969,0.20452004671096802,0.20623958110809326,0.4185989499092102,0.16895952820777893,0.2827862501144409,0.3410852253437042,0.5696388483047485,0.24765145778656006,0.4946078956127167,0.41498205065727234,0.4391688108444214,0.5052502155303955,0.18973468244075775,0.2222393900156021,0.1826142966747284
a,0.36608949303627014,0.2558354139328003,0.23935693502426147,0.23872795701026917,0.44038116931915283,0.22883038222789764,0.36608949303627014,0.3360818326473236,0.539380669593811,0.2316429316997528,0.427140474319458,0.47537946701049805,0.23032639920711517,1.0,0.28311771154403687,0.3184618055820465,0.23916715383529663
viewer,0.17100732028484344,0.2990001440048218,0.3275407552719116,0.18786141276359558,0.2050911784172058,0.1812290996313095,0.17100732028484344,0.35576140880584717,0.13148407638072968,0.15087197721004486,0.19579088687896729,0.2889740765094757,0.10464006662368774,0.25860875844955444,0.21726055443286896,0.2331429272890091,0.23006463050842285
contest,0.22248178720474243,0.302044153213501,0.22562603652477264,0.18437574803829193,0.2538227438926697,0.11459020525217056,0.22248178720474243,0.2651861011981964,0.3096996545791626,0.18050231039524078,0.26351213455200195,0.18732452392578125,0.19445624947547913,0.229091614484787,0.19237878918647766,0.2580832242965698,0.18081821501255035
),0.2457384318113327,0.15942999720573425,0.19114303588867188,0.2022121250629425,0.3639558255672455,0.1509941965341568,0.2457384318113327,0.2047332376241684,0.3326910734176636,0.20059916377067566,0.63033527135849,0.23478686809539795,0.20644870400428772,0.3640355169773102,0.1824442446231842,0.21017347276210785,0.42300865054130554
and,0.41279885172843933,0.19279499351978302,0.22093096375465393,0.22323840856552124,0.5064792633056641,0.21673844754695892,0.41279885172843933,0.34104886651039124,0.4954058527946472,0.24275894463062286,0.6633074283599854,0.4731321930885315,0.3643590211868286,0.3739250600337982,0.20543523132801056,0.20355750620365143,0.20544172823429108
excerpts,0.11823350936174393,0.18073655664920807,0.3175993859767914,0.22262868285179138,0.21835435926914215,0.06369281560182571,0.11823350936174393,0.27224990725517273,0.12794993817806244,0.14808888733386993,0.25229912996292114,0.2105090618133545,0.2585252821445465,0.14505572617053986,0.2865806519985199,0.2843416929244995,0.20234771072864532
from,0.27839982509613037,0.16645798087120056,0.1551440954208374,0.16797393560409546,0.314039945602417,0.15658842027187347,0.27839982509613037,0.19692957401275635,0.4274188280105591,0.1822422593832016,0.39760664105415344,0.3477667272090912,0.2588649094104767,0.322764128446579,0.15240515768527985,0.13219588994979858,0.19969791173934937
