,in,what,year,did,``,the,eleventh,hour,'',play,?
occasionally,0.22227200865745544,0.24931581318378448,0.17504452168941498,0.25732186436653137,0.08726329356431961,0.2797514796257019,0.061687324196100235,0.21482884883880615,-0.06854923069477081,0.21975331008434296,0.13541953265666962
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.09681109338998795,0.4933079481124878,0.25195062160491943,0.21336033940315247,-0.037358131259679794,0.2231253683567047,0.31091248989105225
regular-series,0.35662928223609924,0.2795764207839966,0.2731402516365051,0.28155195713043213,-0.02970956452190876,0.40098610520362854,0.21357673406600952,0.33976811170578003,-0.010229194536805153,0.29414722323417664,0.2652899920940399
episodes,0.17357411980628967,0.15438014268875122,0.22837789356708527,0.1200496256351471,-0.0013200026005506516,0.1889590173959732,0.28916269540786743,0.35898536443710327,0.0630003809928894,0.1997431218624115,0.21740183234214783
will,0.2580665349960327,0.3510494530200958,0.26286253333091736,0.40638336539268494,0.07008423656225204,0.3635469079017639,0.18286031484603882,0.2568393647670746,-0.00181001634337008,0.23626932501792908,0.35046905279159546
exceed,0.17460723221302032,0.20080645382404327,0.25490549206733704,0.28582829236984253,0.063958540558815,0.23819206655025482,0.18931403756141663,0.30046430230140686,0.01084654126316309,0.1588423252105713,0.13049276173114777
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.029072100296616554,1.0,0.3663412928581238,0.2386610209941864,0.041273195296525955,0.24793598055839539,0.22068053483963013
45-minute,0.2503625452518463,0.2502906322479248,0.2650517225265503,0.22392943501472473,0.060077693313360214,0.249179407954216,0.20999713242053986,0.6054551601409912,0.007766558323055506,0.274202436208725,0.16811853647232056
run,0.26368704438209534,0.2294815480709076,0.19306103885173798,0.2303875833749771,-0.03995091840624809,0.27883726358413696,0.10594063252210617,0.26322412490844727,0.06642144918441772,0.20082440972328186,0.17904110252857208
time,0.3431483507156372,0.36319252848625183,0.41097521781921387,0.3567926585674286,0.041467953473329544,0.43061500787734985,0.21901322901248932,0.38452813029289246,-0.01899585872888565,0.2342018038034439,0.27391523122787476
;,0.092739537358284,0.10986888408660889,0.00956164300441742,0.10727239400148392,-0.03673741593956947,0.09152708947658539,0.0060920496471226215,-0.06730394065380096,0.026332683861255646,0.08712074160575867,0.10349778085947037
notably,0.395790159702301,0.1358402669429779,0.16377654671669006,0.18044020235538483,-0.009374468587338924,0.33497244119644165,0.133782297372818,0.1220930889248848,0.06901558488607407,0.2335452437400818,0.10343469679355621
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.09681109338998795,0.4933079481124878,0.25195062160491943,0.21336033940315247,-0.037358131259679794,0.2231253683567047,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.029072100296616554,1.0,0.3663412928581238,0.2386610209941864,0.041273195296525955,0.24793598055839539,0.22068053483963013
episodes,0.17357411980628967,0.15438014268875122,0.22837789356708527,0.1200496256351471,-0.0013200026005506516,0.1889590173959732,0.28916269540786743,0.35898536443710327,0.0630003809928894,0.1997431218624115,0.21740183234214783
``,0.04765888676047325,0.008517155423760414,0.050706423819065094,-0.029888948425650597,1.0,0.029072100296616554,0.0112016461789608,-0.002580168889835477,-0.09173435717821121,0.006460701115429401,0.0685480609536171
journey,0.1607937216758728,0.1740729808807373,0.17035353183746338,0.173209547996521,-0.0464019775390625,0.24944555759429932,0.1963876187801361,0.32839274406433105,-0.07490731030702591,0.17690715193748474,0.06391996890306473
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.05069678649306297,-0.03416389226913452,-0.01540423184633255,0.0657711774110794,0.045703090727329254,-0.04859459400177002,0.08983290195465088,-0.023395681753754616
end,0.28539085388183594,0.29234179854393005,0.3135334253311157,0.18808481097221375,0.09823527187108994,0.39658910036087036,0.2489960491657257,0.16400396823883057,-0.02458004280924797,0.19739589095115662,0.12543344497680664
'',0.07432962208986282,0.08143015950918198,-0.01924106478691101,0.01978493109345436,-0.09173435717821121,0.041273195296525955,-0.05912568047642708,-0.0685492679476738,1.0,0.018997937440872192,0.018684765323996544
from,0.4274188280105591,0.2737620174884796,0.2101740688085556,0.20248863101005554,0.02677825279533863,0.40150508284568787,0.2528366446495056,0.18604634702205658,-0.011389154009521008,0.1498221457004547,0.19969791173934937
2008,-0.0422978475689888,-0.19703538715839386,0.05900556594133377,-0.07680223137140274,-0.03293946012854576,-0.06530369818210602,0.08536536991596222,-0.09166427701711655,-0.014141581952571869,0.15305106341838837,-0.09852470457553864
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.036644238978624344,0.5171257257461548,0.232212096452713,0.20754459500312805,0.021612688899040222,0.25634777545928955,0.20544172823429108
``,0.04765888676047325,0.008517155423760414,0.050706423819065094,-0.029888948425650597,1.0,0.029072100296616554,0.0112016461789608,-0.002580168889835477,-0.09173435717821121,0.006460701115429401,0.0685480609536171
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.029072100296616554,1.0,0.3663412928581238,0.2386610209941864,0.041273195296525955,0.24793598055839539,0.22068053483963013
eleventh,0.29234778881073,0.1283237636089325,0.24036568403244019,0.1450331062078476,0.0112016461789608,0.3663412928581238,0.9999998807907104,0.2147657871246338,-0.05912568047642708,0.09141873568296432,0.0976005420088768
hour,0.18130972981452942,0.2221607267856598,0.32701897621154785,0.22458383440971375,-0.002580168889835477,0.2386610209941864,0.2147657871246338,1.0,-0.0685492679476738,0.135841503739357,0.18463996052742004
'',0.07432962208986282,0.08143015950918198,-0.01924106478691101,0.01978493109345436,-0.09173435717821121,0.041273195296525955,-0.05912568047642708,-0.0685492679476738,1.0,0.018997937440872192,0.018684765323996544
from,0.4274188280105591,0.2737620174884796,0.2101740688085556,0.20248863101005554,0.02677825279533863,0.40150508284568787,0.2528366446495056,0.18604634702205658,-0.011389154009521008,0.1498221457004547,0.19969791173934937
2010,0.2692960798740387,0.2741409242153168,0.14087317883968353,0.29398393630981445,0.007129318080842495,0.31722962856292725,0.022845067083835602,0.041470520198345184,0.06542752683162689,0.08366735279560089,0.21232788264751434
exceeded,0.18285571038722992,0.15081281960010529,0.2218598872423172,0.22446206212043762,0.04399517551064491,0.27865663170814514,0.21064135432243347,0.28740376234054565,0.026561561971902847,0.09709598124027252,0.10831913352012634
an,0.2605783939361572,0.2821882665157318,0.17045794427394867,0.22598257660865784,0.03770720958709717,0.4207492768764496,0.25509801506996155,0.13913916051387787,0.09471100568771362,0.1214400976896286,0.19793890416622162
hour,0.18130972981452942,0.2221607267856598,0.32701897621154785,0.22458383440971375,-0.002580168889835477,0.2386610209941864,0.2147657871246338,1.0,-0.0685492679476738,0.135841503739357,0.18463996052742004
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.04765888676047325,0.6662389636039734,0.29234778881073,0.18130972981452942,0.07432962208986282,0.24321173131465912,0.20430970191955566
length,0.1989525854587555,0.20598092675209045,0.15561190247535706,0.12838096916675568,0.23714177310466766,0.26581600308418274,0.1827186495065689,0.28331464529037476,-0.02150150202214718,0.15756423771381378,0.16668567061424255
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.05720457062125206,0.5934505462646484,0.2807825803756714,0.24835029244422913,-0.07181349396705627,0.25552695989608765,0.4130953550338745
