,who,did,george,westinghouse,beat,out,to,light,the,world,'s,columbian,exposition,?
in,0.2792111933231354,0.2593238651752472,0.18167929351329803,0.2579890191555023,0.16871558129787445,0.3576207756996155,0.45010748505592346,0.1819845736026764,0.6662389636039734,0.3038199245929718,-0.037580832839012146,0.24936507642269135,0.30755117535591125,0.20430970191955566
1893,0.1112329438328743,0.10365716367959976,0.04422593489289284,0.044188082218170166,0.06435361504554749,0.10092777758836746,0.03315379098057747,0.07731426507234573,0.10564703494310379,0.053778208792209625,0.08551017194986343,-0.03456062823534012,0.006615803577005863,0.0544506311416626
",",0.3365725874900818,0.3015086054801941,0.24972979724407196,0.277236670255661,0.2718006372451782,0.3161109685897827,0.44245919585227966,0.22209852933883667,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.21429216861724854,0.22023259103298187,0.31091248989105225
george,0.25805044174194336,0.238631471991539,1.0000001192092896,0.3706516921520233,0.17866380512714386,0.14066176116466522,0.17226167023181915,0.111019566655159,0.2510760426521301,0.14024560153484344,-0.019076833501458168,0.1968790590763092,0.19204741716384888,0.1479024887084961
westinghouse,0.23585543036460876,0.1608617752790451,0.3706516921520233,0.9999999403953552,0.12066815048456192,0.16800174117088318,0.22176946699619293,0.15028716623783112,0.3101098835468292,0.2876776456832886,-0.008012998849153519,0.32205909490585327,0.20539408922195435,0.17307911813259125
won,0.24654650688171387,0.3493216037750244,0.2369043529033661,0.13368192315101624,0.36597588658332825,0.19964934885501862,0.1945943981409073,0.13973791897296906,0.29432493448257446,0.2630484104156494,-0.07419146597385406,0.14325597882270813,0.24101118743419647,0.17925700545310974
the,0.3733934462070465,0.34736719727516174,0.2510760426521301,0.3101098835468292,0.24951939284801483,0.39404502511024475,0.535392165184021,0.2649136185646057,1.0,0.33604270219802856,-0.01540423184633255,0.33056461811065674,0.30685076117515564,0.22068053483963013
bid,0.15758778154850006,0.2128802388906479,0.14735297858715057,0.13653506338596344,0.16571417450904846,0.15468411147594452,0.2567334473133087,0.04725375398993492,0.19956929981708527,0.10348217189311981,-0.0002808889257721603,0.11606516689062119,0.19962206482887268,0.19390296936035156
to,0.42656609416007996,0.4452643394470215,0.17226167023181915,0.22176946699619293,0.24239139258861542,0.42386990785598755,1.0,0.22474321722984314,0.535392165184021,0.26213452219963074,0.03782717138528824,0.1799120306968689,0.16629932820796967,0.29463258385658264
light,0.16200783848762512,0.18105649948120117,0.111019566655159,0.15028716623783112,0.13995705544948578,0.22921791672706604,0.22474321722984314,0.9999998807907104,0.2649136185646057,0.23378537595272064,0.047048170119524,0.11132615804672241,0.13830211758613586,0.17429810762405396
the,0.3733934462070465,0.34736719727516174,0.2510760426521301,0.3101098835468292,0.24951939284801483,0.39404502511024475,0.535392165184021,0.2649136185646057,1.0,0.33604270219802856,-0.01540423184633255,0.33056461811065674,0.30685076117515564,0.22068053483963013
1893,0.1112329438328743,0.10365716367959976,0.04422593489289284,0.044188082218170166,0.06435361504554749,0.10092777758836746,0.03315379098057747,0.07731426507234573,0.10564703494310379,0.053778208792209625,0.08551017194986343,-0.03456062823534012,0.006615803577005863,0.0544506311416626
world,0.25158336758613586,0.1944720596075058,0.14024560153484344,0.2876776456832886,0.16953574120998383,0.2319137006998062,0.26213452219963074,0.23378537595272064,0.33604270219802856,1.0000001192092896,0.11877062171697617,0.2803151607513428,0.3343954384326935,0.17579582333564758
's,0.05599616840481758,0.05069678649306297,-0.019076833501458168,-0.008012998849153519,-0.08228883147239685,0.0021837172098457813,0.03782717138528824,0.047048170119524,-0.01540423184633255,0.11877062171697617,0.9999999403953552,0.06028631702065468,-0.02067454531788826,-0.023395681753754616
columbian,0.19051530957221985,0.17246979475021362,0.1968790590763092,0.32205909490585327,0.07914093881845474,0.18921954929828644,0.1799120306968689,0.11132615804672241,0.33056461811065674,0.2803151607513428,0.06028631702065468,1.0,0.34490251541137695,0.08890089392662048
exposition,0.14618630707263947,0.13539977371692657,0.19204741716384888,0.20539408922195435,0.1247478649020195,0.11496812850236893,0.16629932820796967,0.13830211758613586,0.30685076117515564,0.3343954384326935,-0.02067454531788826,0.34490251541137695,1.0,0.09475983679294586
in,0.2792111933231354,0.2593238651752472,0.18167929351329803,0.2579890191555023,0.16871558129787445,0.3576207756996155,0.45010748505592346,0.1819845736026764,0.6662389636039734,0.3038199245929718,-0.037580832839012146,0.24936507642269135,0.30755117535591125,0.20430970191955566
chicago,0.2047077715396881,0.1900576800107956,0.20677101612091064,0.27571725845336914,0.1969248354434967,0.1886647790670395,0.19278118014335632,0.11306016892194748,0.27360326051712036,0.20659899711608887,-0.0033615175634622574,0.3352341949939728,0.3728184700012207,0.16446958482265472
with,0.3282766342163086,0.25472134351730347,0.1701948642730713,0.22273582220077515,0.23032191395759583,0.3367781639099121,0.4239959120750427,0.20245222747325897,0.4223487675189972,0.2832821011543274,-0.04624466598033905,0.1693716049194336,0.15394657850265503,0.2433311939239502
alternating,0.0991673618555069,0.023347359150648117,0.1541627049446106,0.24903084337711334,0.11129184067249298,0.1770276576280594,0.23102223873138428,0.25565940141677856,0.34576064348220825,0.1011299267411232,-0.036665238440036774,0.16396662592887878,0.20281866192817688,0.13878576457500458
current,0.18425484001636505,0.07635620981454849,0.12003292143344879,0.24448244273662567,0.14083264768123627,0.15572558343410492,0.30630946159362793,0.19853812456130981,0.3314409554004669,0.1596897542476654,0.004145179875195026,0.11506688594818115,0.1083880066871643,0.12074550241231918
",",0.3365725874900818,0.3015086054801941,0.24972979724407196,0.277236670255661,0.2718006372451782,0.3161109685897827,0.44245919585227966,0.22209852933883667,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.21429216861724854,0.22023259103298187,0.31091248989105225
beating,0.21439829468727112,0.22071105241775513,0.15406133234500885,0.10631538182497025,0.6607634425163269,0.22827835381031036,0.21743664145469666,0.11490453779697418,0.2606811225414276,0.26859578490257263,-0.03676452115178108,0.07287748157978058,0.14610621333122253,0.19785179197788239
out,0.3129808306694031,0.28413498401641846,0.14066176116466522,0.16800174117088318,0.2265523374080658,1.0,0.42386990785598755,0.22921791672706604,0.39404502511024475,0.2319137006998062,0.0021837172098457813,0.18921954929828644,0.11496812850236893,0.22020699083805084
a,0.36608949303627014,0.2552328109741211,0.19503153860569,0.25513118505477905,0.17927181720733643,0.34264278411865234,0.45503583550453186,0.2622554302215576,0.5829201340675354,0.22239887714385986,0.04866964742541313,0.22971294820308685,0.23940640687942505,0.23916715383529663
general,0.2461782991886139,0.19499315321445465,0.21205833554267883,0.2298063188791275,0.18800771236419678,0.11491996049880981,0.24755197763442993,0.11016318947076797,0.28634732961654663,0.1344487965106964,-0.0757286474108696,0.1222827285528183,0.12622110545635223,0.1972234547138214
