,what,kind,of,forest,is,the,amazon,rainforest,?
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.24134553968906403,0.5823672413825989,1.0,0.260541707277298,0.2571161389350891,0.22068053483963013
amazon,0.16355936229228973,0.13268502056598663,0.20143137872219086,0.26471444964408875,0.15197539329528809,0.260541707277298,1.0000001192092896,0.48046615719795227,0.18144656717777252
rainforest,0.22127854824066162,0.1675213873386383,0.22522282600402832,0.664979100227356,0.2674187123775482,0.2571161389350891,0.48046615719795227,1.0,0.1917492002248764
(,0.2411840260028839,0.16271455585956573,0.35032153129577637,0.1459040343761444,0.35393038392066956,0.33289089798927307,0.11605185270309448,0.16459959745407104,0.40561532974243164
portuguese,0.14623215794563293,0.06144409626722336,0.1786283403635025,0.13432957231998444,0.13937164843082428,0.22085627913475037,0.23089911043643951,0.20717577636241913,0.16310815513134003
:,-0.12022944539785385,-0.1352740079164505,-0.08807745575904846,-0.09345631301403046,-0.07222653180360794,-0.03403344005346298,-0.12260514497756958,-0.15356512367725372,-0.07156077772378922
floresta,0.1384691447019577,0.08898919075727463,0.21774689853191376,0.35041964054107666,0.1975489854812622,0.21878595650196075,0.3101067841053009,0.4738822281360626,0.20958033204078674
amazônica,0.30211517214775085,0.16358187794685364,0.229892298579216,0.17981840670108795,0.2259128838777542,0.2356344312429428,0.5546891689300537,0.3812522292137146,0.30522429943084717
or,0.33867141604423523,0.4102349579334259,0.3792596757411957,0.1675052046775818,0.41870999336242676,0.4174870550632477,0.18680624663829803,0.20769043266773224,0.32389625906944275
amazônia,0.26944687962532043,0.19653941690921783,0.23981676995754242,0.21470847725868225,0.2453109323978424,0.23104360699653625,0.5313607454299927,0.3888537585735321,0.28328636288642883
;,0.10986888408660889,0.024945750832557678,0.054534342139959335,-0.0003828538756351918,0.05324986204504967,0.09152708947658539,0.11813170462846756,0.06850466132164001,0.10349778085947037
spanish,0.13950122892856598,0.09458708763122559,0.1623179167509079,0.07987367361783981,0.14942079782485962,0.23213517665863037,0.1525970697402954,0.14861434698104858,0.14750491082668304
:,-0.12022944539785385,-0.1352740079164505,-0.08807745575904846,-0.09345631301403046,-0.07222653180360794,-0.03403344005346298,-0.12260514497756958,-0.15356512367725372,-0.07156077772378922
selva,0.13000909984111786,0.06816329807043076,0.1659935563802719,0.15292610228061676,0.16713982820510864,0.2070763111114502,0.2834678292274475,0.21624164283275604,0.19740213453769684
amazónica,0.272876501083374,0.1564600169658661,0.23435340821743011,0.15797002613544464,0.203868106007576,0.23271195590496063,0.5428899526596069,0.3440046012401581,0.2787811756134033
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2901519536972046,0.4691906273365021,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.31091248989105225
amazonía,0.21815381944179535,0.18637213110923767,0.3068462312221527,0.272521048784256,0.22513066232204437,0.29567718505859375,0.8843972682952881,0.5050831437110901,0.2333039939403534
or,0.33867141604423523,0.4102349579334259,0.3792596757411957,0.1675052046775818,0.41870999336242676,0.4174870550632477,0.18680624663829803,0.20769043266773224,0.32389625906944275
usually,0.32521089911460876,0.4697824716567993,0.33931583166122437,0.1506148725748062,0.4230746626853943,0.36782920360565186,0.12567207217216492,0.1972973644733429,0.19435347616672516
amazonia,0.1666174829006195,0.1728590577840805,0.30166372656822205,0.34326836466789246,0.22449348866939545,0.27672475576400757,0.7831899523735046,0.5159031748771667,0.15856796503067017
;,0.10986888408660889,0.024945750832557678,0.054534342139959335,-0.0003828538756351918,0.05324986204504967,0.09152708947658539,0.11813170462846756,0.06850466132164001,0.10349778085947037
french,0.17393042147159576,0.1576523780822754,0.19450366497039795,0.14003705978393555,0.19312386214733124,0.2555147111415863,0.12323832511901855,0.15701204538345337,0.1386883556842804
:,-0.12022944539785385,-0.1352740079164505,-0.08807745575904846,-0.09345631301403046,-0.07222653180360794,-0.03403344005346298,-0.12260514497756958,-0.15356512367725372,-0.07156077772378922
forêt,0.2150212973356247,0.20171961188316345,0.3045118749141693,0.4007612466812134,0.36101195216178894,0.33411428332328796,0.2398947775363922,0.3573444187641144,0.2549300193786621
amazonienne,0.20096305012702942,0.19649988412857056,0.3291361927986145,0.31319671869277954,0.23595552146434784,0.32400795817375183,0.714695930480957,0.43651124835014343,0.18666431307792664
;,0.10986888408660889,0.024945750832557678,0.054534342139959335,-0.0003828538756351918,0.05324986204504967,0.09152708947658539,0.11813170462846756,0.06850466132164001,0.10349778085947037
dutch,0.1643560230731964,0.11456961929798126,0.14408773183822632,0.07222004234790802,0.12900666892528534,0.1705695390701294,0.056315839290618896,0.14289040863513947,0.1081366017460823
:,-0.12022944539785385,-0.1352740079164505,-0.08807745575904846,-0.09345631301403046,-0.07222653180360794,-0.03403344005346298,-0.12260514497756958,-0.15356512367725372,-0.07156077772378922
amazoneregenwoud,0.27623704075813293,0.21031661331653595,0.3762718141078949,0.3541952073574066,0.2529427111148834,0.3651854991912842,0.7008691430091858,0.46189379692077637,0.28225037455558777
),0.26259949803352356,0.17504733800888062,0.3680361211299896,0.15610210597515106,0.37732169032096863,0.3456730246543884,0.131951242685318,0.16588199138641357,0.42300865054130554
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2901519536972046,0.4691906273365021,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.31091248989105225
also,0.42747777700424194,0.35271334648132324,0.4924938678741455,0.19030848145484924,0.5012649297714233,0.6021018624305725,0.21944282948970795,0.22202818095684052,0.21848613023757935
known,0.20381177961826324,0.21576091647148132,0.35814476013183594,0.13425642251968384,0.41921812295913696,0.3624623417854309,0.11861357092857361,0.170681893825531,0.18314571678638458
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.24136987328529358,0.5394441485404968,0.6662389636039734,0.12227833271026611,0.2207682877779007,0.20430970191955566
english,0.25060737133026123,0.1379312127828598,0.17198967933654785,0.11466046422719955,0.24613474309444427,0.23982001841068268,0.1179903894662857,0.10748785734176636,0.23251567780971527
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.12052752822637558,0.43216490745544434,0.48381632566452026,0.1877562403678894,0.15180876851081848,0.27043893933296204
amazonia,0.1666174829006195,0.1728590577840805,0.30166372656822205,0.34326836466789246,0.22449348866939545,0.27672475576400757,0.7831899523735046,0.5159031748771667,0.15856796503067017
or,0.33867141604423523,0.4102349579334259,0.3792596757411957,0.1675052046775818,0.41870999336242676,0.4174870550632477,0.18680624663829803,0.20769043266773224,0.32389625906944275
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.24134553968906403,0.5823672413825989,1.0,0.260541707277298,0.2571161389350891,0.22068053483963013
amazon,0.16355936229228973,0.13268502056598663,0.20143137872219086,0.26471444964408875,0.15197539329528809,0.260541707277298,1.0000001192092896,0.48046615719795227,0.18144656717777252
