,what,astronomers,is,also,a,university,alumni,member,?
in,0.30808621644973755,0.19077250361442566,0.5394441485404968,0.5073733329772949,0.539380669593811,0.3201795518398285,0.2126772403717041,0.20856694877147675,0.20430970191955566
science,0.2612018585205078,0.3662107288837433,0.2747138440608978,0.26237425208091736,0.2378881424665451,0.38669267296791077,0.28320029377937317,0.17640972137451172,0.17974960803985596
",",0.3087472915649414,0.20481061935424805,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.31091248989105225
alumni,0.11965817958116531,0.21469955146312714,0.13451172411441803,0.22353194653987885,0.15357637405395508,0.5021953582763672,1.0,0.31549185514450073,0.130934476852417
include,0.1535889357328415,0.1015247032046318,0.28863582015037537,0.4212084710597992,0.18765322864055634,0.09942364692687988,0.17035536468029022,0.13887353241443634,0.14925788342952728
astronomers,0.22433514893054962,0.9999999403953552,0.2426963895559311,0.26301318407058716,0.20285718142986298,0.2537391185760498,0.21469955146312714,0.14930430054664612,0.10623567551374435
carl,0.10712110996246338,0.2009584605693817,0.1438492089509964,0.17143717408180237,0.19789651036262512,0.17717237770557404,0.09511172771453857,0.12026207894086838,0.1315603405237198
sagan,0.21243153512477875,0.3454332947731018,0.23187775909900665,0.20565447211265564,0.23805052042007446,0.23169422149658203,0.17694512009620667,0.17322885990142822,0.20031094551086426
",",0.3087472915649414,0.20481061935424805,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.31091248989105225
a,0.3320399522781372,0.20285718142986298,0.658733606338501,0.5149940252304077,1.0,0.20256656408309937,0.15357637405395508,0.24081070721149445,0.23916715383529663
prominent,0.11211586743593216,0.1907891035079956,0.1998126059770584,0.25876158475875854,0.2511630952358246,0.1725485473871231,0.20964813232421875,0.30849382281303406,0.12940338253974915
contributor,0.2946086823940277,0.15602010488510132,0.25014519691467285,0.22686631977558136,0.2791104316711426,0.14785757660865784,0.23738360404968262,0.22889140248298645,0.32557573914527893
to,0.455847829580307,0.2331465631723404,0.42745086550712585,0.5348826050758362,0.45503583550453186,0.20192374289035797,0.16467376053333282,0.19456195831298828,0.29463258385658264
the,0.42745697498321533,0.25630447268486023,0.5823672413825989,0.6021018624305725,0.5829201340675354,0.263973206281662,0.22524002194404602,0.2806392312049866,0.22068053483963013
scientific,0.18922170996665955,0.33548465371131897,0.24722182750701904,0.23990380764007568,0.20989106595516205,0.25193697214126587,0.1625862717628479,0.19046640396118164,0.16215236485004425
research,0.237140491604805,0.3259541690349579,0.23478153347969055,0.2616676092147827,0.1935642808675766,0.42846137285232544,0.29049670696258545,0.22404460608959198,0.13481977581977844
of,0.33290785551071167,0.20634672045707703,0.4854315221309662,0.4924938678741455,0.5052502155303955,0.30646374821662903,0.27771928906440735,0.2701796889305115,0.1826142966747284
extraterrestrial,0.1778257042169571,0.31614843010902405,0.20573261380195618,0.25626081228256226,0.23098346590995789,0.21879956126213074,0.18133142590522766,0.16337913274765015,0.12126397341489792
life,0.24693015217781067,0.13729539513587952,0.2110576033592224,0.18713383376598358,0.27076753973960876,0.16000677645206451,0.098538838326931,0.11605516821146011,0.21677987277507782
",",0.3087472915649414,0.20481061935424805,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.31091248989105225
and,0.31309178471565247,0.1675083488225937,0.3859752118587494,0.5755972862243652,0.3739250600337982,0.2665814459323883,0.19591780006885529,0.28606608510017395,0.20544172823429108
edwin,0.21913482248783112,0.22178275883197784,0.1269298642873764,0.16862252354621887,0.16274982690811157,0.19752740859985352,0.10063311457633972,0.17177100479602814,0.1910800039768219
hubble,0.18900521099567413,0.5716084837913513,0.18708010017871857,0.14455842971801758,0.1963808536529541,0.2011486440896988,0.13209646940231323,0.1366235911846161,0.1859315186738968
",",0.3087472915649414,0.20481061935424805,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.31091248989105225
known,0.20381177961826324,0.2010073959827423,0.41921812295913696,0.4766203761100769,0.30882248282432556,0.15387564897537231,0.13047896325588226,0.3018268942832947,0.18314571678638458
for,0.3017193675041199,0.18780957162380219,0.43268078565597534,0.5373267531394958,0.44038116931915283,0.18573740124702454,0.21824529767036438,0.2718653976917267,0.264628142118454
``,0.008517155423760414,0.045749835669994354,0.058766357600688934,0.000636551936622709,0.07272057235240936,-0.05806000158190727,-0.010103246197104454,0.0971653014421463,0.0685480609536171
hubble,0.18900521099567413,0.5716084837913513,0.18708010017871857,0.14455842971801758,0.1963808536529541,0.2011486440896988,0.13209646940231323,0.1366235911846161,0.1859315186738968
's,0.02692362666130066,-0.012977026402950287,0.02396530658006668,-0.0014726108638569713,0.04866964742541313,-0.007441582623869181,-0.06908487528562546,-0.031640440225601196,-0.023395681753754616
law,0.2145031988620758,0.16021567583084106,0.18597714602947235,0.26510846614837646,0.2212858349084854,0.3317679166793823,0.25756004452705383,0.17515966296195984,0.1528988480567932
'',0.08143015950918198,0.09795288741588593,0.0793738141655922,0.05102188512682915,0.04890415817499161,0.0635535717010498,-0.00038028141716495156,0.012968800030648708,0.018684765323996544
",",0.3087472915649414,0.20481061935424805,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.31091248989105225
nasa,0.21178755164146423,0.3888911306858063,0.16681714355945587,0.17920900881290436,0.19403119385242462,0.24698911607265472,0.16829973459243774,0.11423414200544357,0.1809994876384735
astronaut,0.09130282700061798,0.40357646346092224,0.14218252897262573,0.10213328152894974,0.14446932077407837,0.2334679663181305,0.20662729442119598,0.18030893802642822,0.13949722051620483
john,0.18237407505512238,0.13166381418704987,0.16449548304080963,0.2478664070367813,0.20638683438301086,0.17917944490909576,0.16326703131198883,0.17492835223674774,0.13162356615066528
m.,-0.032949499785900116,0.041684675961732864,-0.06526678055524826,-0.004422142636030912,-0.04543856158852577,0.07664065808057785,-0.03471560403704643,0.042803362011909485,-0.0002856669598259032
grunsfeld,0.20118731260299683,0.08853152394294739,0.25581249594688416,0.20562322437763214,0.28051477670669556,0.2735401690006256,0.2443593442440033,0.316668838262558,0.24217815697193146
",",0.3087472915649414,0.20481061935424805,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.31091248989105225
geneticist,0.17869937419891357,0.30305215716362,0.162517711520195,0.20360484719276428,0.18310829997062683,0.33344128727912903,0.2207726687192917,0.2304975390434265,0.15486501157283783
james,0.20536290109157562,0.15961267054080963,0.1426199972629547,0.17870911955833435,0.19130736589431763,0.22221921384334564,0.2080969512462616,0.14233018457889557,0.12139993160963058
watson,0.21841923892498016,0.12849150598049164,0.15546134114265442,0.17282888293266296,0.1590772420167923,0.16969849169254303,0.10495060682296753,0.11880379915237427,0.20794717967510223
",",0.3087472915649414,0.20481061935424805,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.31091248989105225
best,0.3036847710609436,0.16386552155017853,0.30476391315460205,0.33829474449157715,0.2547774314880371,0.19182942807674408,0.2269946187734604,0.21995550394058228,0.2799045741558075
known,0.20381177961826324,0.2010073959827423,0.41921812295913696,0.4766203761100769,0.30882248282432556,0.15387564897537231,0.13047896325588226,0.3018268942832947,0.18314571678638458
as,0.31749409437179565,0.1837027668952942,0.43216490745544434,0.5774298906326294,0.39550232887268066,0.21858684718608856,0.19796635210514069,0.2264706939458847,0.27043893933296204
one,0.376489520072937,0.23662474751472473,0.4544198513031006,0.48437753319740295,0.4910551905632019,0.2106119841337204,0.24807992577552795,0.25775790214538574,0.2673267424106598
of,0.33290785551071167,0.20634672045707703,0.4854315221309662,0.4924938678741455,0.5052502155303955,0.30646374821662903,0.27771928906440735,0.2701796889305115,0.1826142966747284
the,0.42745697498321533,0.25630447268486023,0.5823672413825989,0.6021018624305725,0.5829201340675354,0.263973206281662,0.22524002194404602,0.2806392312049866,0.22068053483963013
co-discoverers,0.21643781661987305,0.4937294125556946,0.19886739552021027,0.17852972447872162,0.13974425196647644,0.2976676821708679,0.1768314689397812,0.16483213007450104,0.15874959528446198
of,0.33290785551071167,0.20634672045707703,0.4854315221309662,0.4924938678741455,0.5052502155303955,0.30646374821662903,0.27771928906440735,0.2701796889305115,0.1826142966747284
the,0.42745697498321533,0.25630447268486023,0.5823672413825989,0.6021018624305725,0.5829201340675354,0.263973206281662,0.22524002194404602,0.2806392312049866,0.22068053483963013
