,which,duty,do,some,people,believe,civil,disobedients,have,?
there,0.45256471633911133,0.1501159816980362,0.33227086067199707,0.5035935640335083,0.4820519685745239,0.31829866766929626,0.2768925428390503,0.2844851613044739,0.5194604992866516,0.29405656456947327
is,0.4457404911518097,0.18199297785758972,0.30895981192588806,0.3038453459739685,0.34254953265190125,0.27537423372268677,0.16941262781620026,0.22793690860271454,0.3613572418689728,0.22961433231830597
much,0.4274604916572571,0.21804466843605042,0.312346875667572,0.498896986246109,0.29446882009506226,0.3502810299396515,0.1829502135515213,0.23327496647834778,0.440376877784729,0.23442231118679047
debate,0.24772825837135315,0.21755094826221466,0.2543701231479645,0.27517372369766235,0.19518938660621643,0.3458002507686615,0.2081606537103653,0.2372821569442749,0.2876809239387512,0.227684885263443
on,0.4245251417160034,0.20984715223312378,0.3025321364402771,0.31474894285202026,0.2559742033481598,0.2112082839012146,0.17390455305576324,0.24054645001888275,0.36494916677474976,0.2714994251728058
this,0.6719430088996887,0.21415898203849792,0.34963881969451904,0.5247883796691895,0.27838850021362305,0.4528229534626007,0.24196121096611023,0.3849840462207794,0.4660032093524933,0.3155723512172699
point,0.28051429986953735,0.21637971699237823,0.22790415585041046,0.27954086661338806,0.20294298231601715,0.2187294214963913,0.11416765302419662,0.12970954179763794,0.2808639109134674,0.19189560413360596
",",0.3658004403114319,0.21993570029735565,0.3283645510673523,0.42400437593460083,0.36644625663757324,0.2459280639886856,0.24795588850975037,0.2989228069782257,0.3541618287563324,0.31091248989105225
as,0.41006597876548767,0.279935359954834,0.38329678773880005,0.4293700158596039,0.15704652667045593,0.26277852058410645,0.18100082874298096,0.2719380557537079,0.37788212299346924,0.27043893933296204
some,0.5407140851020813,0.23975566029548645,0.4725562036037445,0.9999999403953552,0.40364471077919006,0.43010029196739197,0.1851816177368164,0.369945228099823,0.6421269774436951,0.2562315762042999
believe,0.3117353618144989,0.20702435076236725,0.40309545397758484,0.43010029196739197,0.31042686104774475,1.0,0.20160584151744843,0.3564627170562744,0.4710240960121155,0.3329349160194397
that,0.6894589066505432,0.22574162483215332,0.44533252716064453,0.6049469113349915,0.3621441423892975,0.533393383026123,0.16867391765117645,0.403700053691864,0.6182622313499451,0.32716336846351624
it,0.616637647151947,0.17363178730010986,0.337066113948822,0.4438856542110443,0.3940119743347168,0.31943458318710327,0.17707513272762299,0.2694084942340851,0.40974161028862,0.25732165575027466
is,0.4457404911518097,0.18199297785758972,0.30895981192588806,0.3038453459739685,0.34254953265190125,0.27537423372268677,0.16941262781620026,0.22793690860271454,0.3613572418689728,0.22961433231830597
a,0.56894451379776,0.19311612844467163,0.26237669587135315,0.34539633989334106,0.3483705520629883,0.2732302248477936,0.21693918108940125,0.26969417929649353,0.338716596364975,0.23916715383529663
civil,0.13459211587905884,0.21474725008010864,0.12413616478443146,0.1851816177368164,0.24625034630298615,0.20160584151744843,1.0,0.5063242316246033,0.16153892874717712,0.1494513899087906
disobedient,0.3388326168060303,0.3353062570095062,0.2708449363708496,0.29663577675819397,0.2662526071071625,0.3244248330593109,0.526839554309845,0.9415056705474854,0.23359479010105133,0.17197857797145844
's,0.03856118768453598,0.002628088928759098,-0.01994597539305687,0.056411296129226685,0.023582622408866882,0.00462753139436245,-0.06354409456253052,0.01260548084974289,-0.02807004563510418,-0.023395681753754616
duty,0.14694783091545105,1.0000001192092896,0.2284012734889984,0.23975566029548645,0.18226882815361023,0.20702435076236725,0.21474725008010864,0.35880085825920105,0.17307130992412567,0.20404963195323944
to,0.5345056653022766,0.2394949495792389,0.38876664638519287,0.4636894166469574,0.37275731563568115,0.34598591923713684,0.2019355595111847,0.34340938925743103,0.4544740617275238,0.29463258385658264
submit,0.235903799533844,0.125060573220253,0.2679250240325928,0.22019623219966888,0.11030825972557068,0.19858483970165253,0.161521315574646,0.22214289009571075,0.24846339225769043,0.27356526255607605
to,0.5345056653022766,0.2394949495792389,0.38876664638519287,0.4636894166469574,0.37275731563568115,0.34598591923713684,0.2019355595111847,0.34340938925743103,0.4544740617275238,0.29463258385658264
the,0.6521818041801453,0.18581759929656982,0.30239659547805786,0.4566698372364044,0.36838498711586,0.2972484529018402,0.2477465271949768,0.34096023440361023,0.40389683842658997,0.22068053483963013
punishment,0.2524498403072357,0.2559073567390442,0.22830727696418762,0.2556392252445221,0.19601407647132874,0.30482304096221924,0.1772332489490509,0.3895610570907593,0.27079349756240845,0.23842233419418335
prescribed,0.23620428144931793,0.25807276368141174,0.24796003103256226,0.30572161078453064,0.18670068681240082,0.2668474316596985,0.16553223133087158,0.4669780731201172,0.2882272005081177,0.15228049457073212
by,0.40543368458747864,0.11360828578472137,0.1481526494026184,0.306446373462677,0.20350977778434753,0.23699913918972015,0.15479567646980286,0.26249897480010986,0.3359639644622803,0.17966607213020325
law,0.20205146074295044,0.2851370573043823,0.193905308842659,0.19280415773391724,0.14347268640995026,0.21346379816532135,0.31305259466171265,0.37916383147239685,0.18623127043247223,0.1528988480567932
",",0.3658004403114319,0.21993570029735565,0.3283645510673523,0.42400437593460083,0.36644625663757324,0.2459280639886856,0.24795588850975037,0.2989228069782257,0.3541618287563324,0.31091248989105225
while,0.38669952750205994,0.30133774876594543,0.3032379448413849,0.3921129107475281,0.25970518589019775,0.3286227583885193,0.17608642578125,0.27723070979118347,0.3577405512332916,0.21076419949531555
others,0.35539332032203674,0.2211982011795044,0.3561740517616272,0.5857272148132324,0.46743324398994446,0.3892410695552826,0.12319783866405487,0.33136963844299316,0.46180421113967896,0.26705288887023926
believe,0.3117353618144989,0.20702435076236725,0.40309545397758484,0.43010029196739197,0.31042686104774475,1.0,0.20160584151744843,0.3564627170562744,0.4710240960121155,0.3329349160194397
that,0.6894589066505432,0.22574162483215332,0.44533252716064453,0.6049469113349915,0.3621441423892975,0.533393383026123,0.16867391765117645,0.403700053691864,0.6182622313499451,0.32716336846351624
defending,0.2750827968120575,0.20284907519817352,0.21441227197647095,0.1776953935623169,0.18226686120033264,0.1959886997938156,0.177943155169487,0.27259430289268494,0.23088862001895905,0.19775530695915222
oneself,0.3002249002456665,0.28573882579803467,0.2726935148239136,0.2838870882987976,0.3009049594402313,0.33013755083084106,0.13308799266815186,0.3986499607563019,0.28581124544143677,0.25517067313194275
in,0.4840516746044159,0.19133710861206055,0.23402775824069977,0.4010399878025055,0.39605680108070374,0.20806841552257538,0.26466667652130127,0.30752769112586975,0.36843645572662354,0.20430970191955566
court,0.19263212382793427,0.2218058854341507,0.09375496953725815,0.1834004670381546,0.1785433143377304,0.1336434781551361,0.23601488769054413,0.3559020757675171,0.1848815530538559,0.17100423574447632
will,0.3827246427536011,0.24012675881385803,0.4303531050682068,0.3761063814163208,0.18646106123924255,0.34966984391212463,0.12513655424118042,0.3205787241458893,0.4443284869194031,0.35046905279159546
increase,0.3720623254776001,0.11112198978662491,0.25109392404556274,0.3226219415664673,0.23550847172737122,0.22227993607521057,0.12130194902420044,0.2663079798221588,0.40800943970680237,0.11119163036346436
the,0.6521818041801453,0.18581759929656982,0.30239659547805786,0.4566698372364044,0.36838498711586,0.2972484529018402,0.2477465271949768,0.34096023440361023,0.40389683842658997,0.22068053483963013
possibility,0.28845542669296265,0.2227145880460739,0.22064635157585144,0.33517926931381226,0.2028185874223709,0.2883718013763428,0.10099980980157852,0.27550581097602844,0.34997931122779846,0.2723599076271057
of,0.5011631846427917,0.19598819315433502,0.26150479912757874,0.4300730526447296,0.3251037895679474,0.2925758957862854,0.24698495864868164,0.32510921359062195,0.3802283704280853,0.1826142966747284
changing,0.38665252923965454,0.10099909454584122,0.3295573890209198,0.36449629068374634,0.22951774299144745,0.22526685893535614,0.1132839098572731,0.24365845322608948,0.3822203278541565,0.2747461497783661
the,0.6521818041801453,0.18581759929656982,0.30239659547805786,0.4566698372364044,0.36838498711586,0.2972484529018402,0.2477465271949768,0.34096023440361023,0.40389683842658997,0.22068053483963013
unjust,0.23188012838363647,0.27977126836776733,0.32383644580841064,0.27689027786254883,0.25721046328544617,0.4202709496021271,0.295552521944046,0.5081207752227783,0.268205851316452,0.26097434759140015
law,0.20205146074295044,0.2851370573043823,0.193905308842659,0.19280415773391724,0.14347268640995026,0.21346379816532135,0.31305259466171265,0.37916383147239685,0.18623127043247223,0.1528988480567932
.,0.45942068099975586,0.20822225511074066,0.3613996207714081,0.40663889050483704,0.33118996024131775,0.26988279819488525,0.2541380822658539,0.2842986583709717,0.41614407300949097,0.4130953550338745
