,to,what,pathogen,that,causes,gas,gangrene,is,oxygen,poisonous,?
oxygen,0.24193501472473145,0.16781960427761078,0.4739850163459778,0.2717767655849457,0.26106759905815125,0.45564013719558716,0.5055110454559326,0.21825239062309265,0.9999999403953552,0.44232678413391113,0.16786395013332367
gas,0.25276535749435425,0.20887799561023712,0.28581032156944275,0.2489587664604187,0.24224255979061127,0.9999999403953552,0.38328444957733154,0.1897863894701004,0.45564013719558716,0.37425193190574646,0.1582372784614563
is,0.42745086550712585,0.28837618231773376,0.1968173384666443,0.3995479643344879,0.3009743392467499,0.1897863894701004,0.21818490326404572,1.0,0.21825239062309265,0.2303905338048935,0.22961433231830597
poisonous,0.23000465333461761,0.22659042477607727,0.510109543800354,0.2910764813423157,0.2810436487197876,0.37425193190574646,0.42809152603149414,0.2303905338048935,0.44232678413391113,1.0,0.1837436556816101
to,1.0,0.455847829580307,0.25253331661224365,0.5436353087425232,0.2537674903869629,0.25276535749435425,0.29582878947257996,0.42745086550712585,0.24193501472473145,0.23000465333461761,0.29463258385658264
the,0.535392165184021,0.42745697498321533,0.21664372086524963,0.5473989248275757,0.2518732249736786,0.2339978665113449,0.28361013531684875,0.5823672413825989,0.20428593456745148,0.19128793478012085,0.22068053483963013
anaerobic,0.2235346883535385,0.20651394128799438,0.6410861015319824,0.2838883697986603,0.2981521487236023,0.3602004051208496,0.4608747065067291,0.2471371442079544,0.5985317826271057,0.4718717932701111,0.17226801812648773
bacteria,0.19413231313228607,0.1863701492547989,0.6987221240997314,0.2798275947570801,0.3077300786972046,0.27670353651046753,0.4710552394390106,0.15164050459861755,0.449005663394928,0.4327966868877411,0.18786604702472687
that,0.5436353087425232,0.6297725439071655,0.2813270390033722,1.0,0.2422942817211151,0.2489587664604187,0.2847246527671814,0.3995479643344879,0.2717767655849457,0.2910764813423157,0.32716336846351624
cause,0.3172815442085266,0.24883218109607697,0.44537898898124695,0.40003344416618347,0.6853874921798706,0.24493524432182312,0.4808194041252136,0.218277707695961,0.27950558066368103,0.3756727874279022,0.240532785654068
gas,0.25276535749435425,0.20887799561023712,0.28581032156944275,0.2489587664604187,0.24224255979061127,0.9999999403953552,0.38328444957733154,0.1897863894701004,0.45564013719558716,0.37425193190574646,0.1582372784614563
gangrene,0.29582878947257996,0.2442176640033722,0.5048758387565613,0.2847246527671814,0.43073907494544983,0.38328444957733154,1.0000001192092896,0.21818490326404572,0.5055110454559326,0.42809152603149414,0.21685382723808289
",",0.44245919585227966,0.3087472915649414,0.16548964381217957,0.4137537479400635,0.3057606518268585,0.22298859059810638,0.2668066620826721,0.4691906273365021,0.21812842786312103,0.21571561694145203,0.31091248989105225
so,0.5091881155967712,0.539469838142395,0.27922627329826355,0.6779842376708984,0.22524498403072357,0.27394384145736694,0.24690398573875427,0.3153412640094757,0.3034515082836151,0.3023797273635864,0.43163934350013733
increasing,0.35017409920692444,0.2066856026649475,0.31620848178863525,0.33300721645355225,0.3187173008918762,0.26114174723625183,0.26980286836624146,0.21545660495758057,0.23917479813098907,0.24800848960876465,0.0681626945734024
its,0.3691340684890747,0.30393704771995544,0.2154175490140915,0.416561484336853,0.21775475144386292,0.19759699702262878,0.183296799659729,0.4447362422943115,0.23293741047382355,0.2827116847038269,0.15103481709957123
partial,0.19141130149364471,0.24140220880508423,0.15487335622310638,0.31207776069641113,0.1957339495420456,0.23016445338726044,0.215225487947464,0.23120467364788055,0.15541093051433563,0.13451245427131653,0.16151700913906097
pressure,0.30812981724739075,0.2625555694103241,0.24905270338058472,0.30906030535697937,0.2573472261428833,0.36503171920776367,0.43151426315307617,0.19239991903305054,0.35798126459121704,0.3298298120498657,0.142023503780365
helps,0.39761608839035034,0.2570236623287201,0.2708567976951599,0.28902408480644226,0.35347530245780945,0.17096048593521118,0.2688756287097931,0.27021104097366333,0.268240362405777,0.20427678525447845,0.20885655283927917
kill,0.328944593667984,0.2582238018512726,0.30001553893089294,0.28167223930358887,0.1840686798095703,0.2675231397151947,0.3270946443080902,0.19622670114040375,0.21528597176074982,0.4433099329471588,0.1932259500026703
them,0.5916602611541748,0.4994642734527588,0.32431355118751526,0.5601773262023926,0.20574389398097992,0.31031903624534607,0.25137338042259216,0.2390832006931305,0.2837354838848114,0.3330024480819702,0.35435691475868225
.,0.4645031690597534,0.3567904531955719,0.20811253786087036,0.4460422694683075,0.26090872287750244,0.24812045693397522,0.26453009247779846,0.4569662809371948,0.2554275095462799,0.2349162995815277,0.4130953550338745
