,what,two,member,nations,of,the,holy,roman,empire,received,huguenot,refugees,?
the,0.42745697498321533,0.43858039379119873,0.2806392312049866,0.3506215214729309,0.733189046382904,1.0,0.2778179347515106,0.2862859070301056,0.32532164454460144,0.24890556931495667,0.29557526111602783,0.2474880963563919,0.22068053483963013
bulk,0.19509074091911316,0.23727545142173767,0.12463867664337158,0.14712072908878326,0.2895064651966095,0.2220524251461029,0.1337720900774002,0.14335046708583832,0.16547417640686035,0.0805916041135788,0.18975655734539032,0.13825565576553345,0.14538165926933289
of,0.33290785551071167,0.37726253271102905,0.2701796889305115,0.27521562576293945,1.0,0.733189046382904,0.32529065012931824,0.31028008460998535,0.30522286891937256,0.2628524899482727,0.29061198234558105,0.1848231703042984,0.1826142966747284
huguenot,0.1912020891904831,0.19369328022003174,0.23853205144405365,0.2988608181476593,0.29061198234558105,0.29557526111602783,0.31066107749938965,0.4102088510990143,0.31124070286750793,0.17008842527866364,1.0000001192092896,0.3226073086261749,0.1359742432832718
émigrés,0.2475595623254776,0.24687133729457855,0.2759615182876587,0.39126041531562805,0.3029152452945709,0.3573610484600067,0.22266210615634918,0.25482338666915894,0.32121652364730835,0.18955767154693604,0.46906614303588867,0.4405023753643036,0.14224842190742493
relocated,0.18392232060432434,0.22806650400161743,0.21164003014564514,0.21240843832492828,0.23655547201633453,0.3594534695148468,0.12815596163272858,0.16594424843788147,0.2567065358161926,0.22895501554012299,0.23822098970413208,0.3457925319671631,0.0634486973285675
to,0.455847829580307,0.3343428373336792,0.19456195831298828,0.26476410031318665,0.41548454761505127,0.535392165184021,0.22131432592868805,0.24710409343242645,0.21448755264282227,0.18226240575313568,0.24496324360370636,0.24055486917495728,0.29463258385658264
protestant,0.23531195521354675,0.19902586936950684,0.20053710043430328,0.2331758439540863,0.31440475583076477,0.2679212689399719,0.3994728922843933,0.43870100378990173,0.26872554421424866,0.1815485805273056,0.5451660752296448,0.3092256784439087,0.14798137545585632
european,0.15324164927005768,0.19338899850845337,0.24138560891151428,0.398174911737442,0.2507138252258301,0.3423081040382385,0.1142086386680603,0.21087346971035004,0.2144905924797058,0.1696244776248932,0.3020241856575012,0.2830762565135956,0.14560863375663757
nations,0.19211222231388092,0.21093055605888367,0.28859153389930725,0.9999998807907104,0.27521562576293945,0.3506215214729309,0.21315418183803558,0.1535356491804123,0.31255513429641724,0.18605993688106537,0.2988608181476593,0.4409278631210327,0.20999202132225037
such,0.23989605903625488,0.29377371072769165,0.14228516817092896,0.2462981641292572,0.3209529519081116,0.3575236201286316,0.15457163751125336,0.14891372621059418,0.16838842630386353,0.13285920023918152,0.1115405485033989,0.15229147672653198,0.17851735651493073
as,0.31749409437179565,0.3029302954673767,0.2264706939458847,0.27956676483154297,0.3886612355709076,0.48381632566452026,0.18535472452640533,0.22062699496746063,0.21108263731002808,0.24595820903778076,0.15821954607963562,0.16622169315814972,0.27043893933296204
england,0.21399550139904022,0.21697291731834412,0.19622978568077087,0.20453712344169617,0.24624483287334442,0.28280043601989746,0.1974276453256607,0.2238256186246872,0.19275416433811188,0.13624730706214905,0.3357331156730652,0.22249379754066467,0.13436897099018097
",",0.3087472915649414,0.35859420895576477,0.25757819414138794,0.24394330382347107,0.4946078956127167,0.4933079481124878,0.2074567973613739,0.26863154768943787,0.27646857500076294,0.2926693558692932,0.24752236902713776,0.18526069819927216,0.31091248989105225
wales,0.1505342721939087,0.1854463368654251,0.18843308091163635,0.23173661530017853,0.23133093118667603,0.23852568864822388,0.12137292325496674,0.23347727954387665,0.17613907158374786,0.07360773533582687,0.24318177998065948,0.15794406831264496,0.15627945959568024
",",0.3087472915649414,0.35859420895576477,0.25757819414138794,0.24394330382347107,0.4946078956127167,0.4933079481124878,0.2074567973613739,0.26863154768943787,0.27646857500076294,0.2926693558692932,0.24752236902713776,0.18526069819927216,0.31091248989105225
scotland,0.16722074151039124,0.18032138049602509,0.13316304981708527,0.21761058270931244,0.2208399921655655,0.23846951127052307,0.2038218080997467,0.21073618531227112,0.16165727376937866,0.06780777126550674,0.25629374384880066,0.15634408593177795,0.09160218387842178
",",0.3087472915649414,0.35859420895576477,0.25757819414138794,0.24394330382347107,0.4946078956127167,0.4933079481124878,0.2074567973613739,0.26863154768943787,0.27646857500076294,0.2926693558692932,0.24752236902713776,0.18526069819927216,0.31091248989105225
denmark,0.14418567717075348,0.12029553204774857,0.18725265562534332,0.23437829315662384,0.23152917623519897,0.2167552262544632,0.2264680117368698,0.2084181010723114,0.19869038462638855,0.1832195669412613,0.2726280987262726,0.22449101507663727,0.12332404404878616
",",0.3087472915649414,0.35859420895576477,0.25757819414138794,0.24394330382347107,0.4946078956127167,0.4933079481124878,0.2074567973613739,0.26863154768943787,0.27646857500076294,0.2926693558692932,0.24752236902713776,0.18526069819927216,0.31091248989105225
sweden,0.12934117019176483,0.14298850297927856,0.19240470230579376,0.17835526168346405,0.2248712182044983,0.20170342922210693,0.2354421615600586,0.19740614295005798,0.1953592449426651,0.1415221244096756,0.20621824264526367,0.19344046711921692,0.1268482208251953
",",0.3087472915649414,0.35859420895576477,0.25757819414138794,0.24394330382347107,0.4946078956127167,0.4933079481124878,0.2074567973613739,0.26863154768943787,0.27646857500076294,0.2926693558692932,0.24752236902713776,0.18526069819927216,0.31091248989105225
