,when,did,the,colonization,of,india,occur,?
the,0.5091903209686279,0.34736719727516174,1.0,0.38151127099990845,0.733189046382904,0.3108653426170349,0.26611819863319397,0.22068053483963013
colonization,0.25657427310943604,0.16403597593307495,0.38151127099990845,0.9999998807907104,0.33465245366096497,0.2663927674293518,0.26931899785995483,0.17553666234016418
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.33465245366096497,1.0,0.29747170209884644,0.24223870038986206,0.1826142966747284
india,0.17761456966400146,0.17981284856796265,0.3108653426170349,0.2663927674293518,0.29747170209884644,1.0,0.2229003757238388,0.10473668575286865
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.2681425213813782,0.5696388483047485,0.27070173621177673,0.26916563510894775,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.38151127099990845,0.733189046382904,0.3108653426170349,0.26611819863319397,0.22068053483963013
mid-18th,0.2743767499923706,0.2104530781507492,0.3903619647026062,0.11880599707365036,0.2897273004055023,0.18171155452728271,0.20436476171016693,0.07706829905509949
century,0.22992412745952606,0.2333737462759018,0.3617299497127533,0.3507119417190552,0.2826060354709625,0.2287505865097046,0.1293773204088211,0.1026201918721199
offers,0.15759927034378052,0.20698288083076477,0.21389935910701752,0.10202965140342712,0.22654089331626892,0.12923796474933624,0.16505654156208038,0.1211681216955185
an,0.33026179671287537,0.22598257660865784,0.4207492768764496,0.22526250779628754,0.32280945777893066,0.13356243073940277,0.18376435339450836,0.19793890416622162
example,0.40509727597236633,0.2528466582298279,0.3755223751068115,0.28166139125823975,0.3570667505264282,0.22343118488788605,0.3276093900203705,0.30374911427497864
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.33465245366096497,1.0,0.29747170209884644,0.24223870038986206,0.1826142966747284
this,0.4959332048892975,0.3609912693500519,0.6274310946464539,0.32354384660720825,0.45148900151252747,0.24712157249450684,0.30992093682289124,0.3155723512172699
focus,0.13758622109889984,0.16827954351902008,0.25318023562431335,0.17498211562633514,0.2428540587425232,0.1147947832942009,0.22162219882011414,0.23925252258777618
