,when,was,the,united,methodist,church,created,?
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.2703288793563843,0.19416043162345886,0.1726921796798706,0.20446635782718658,0.2714994251728058
april,0.2554110586643219,0.42695382237434387,0.23232673108577728,0.22790849208831787,0.20374879240989685,0.18293893337249756,0.249821737408638,0.25704094767570496
23,0.0008026579744182527,-0.04668274149298668,-0.04008803516626358,-0.030353549867868423,-0.005201697815209627,0.045694272965192795,-0.020977377891540527,0.012076443061232567
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.3053959608078003,0.2960420250892639,0.2707274258136749,0.2755771577358246,0.31091248989105225
1968,-0.057309046387672424,0.07066072523593903,0.07431387901306152,0.08461511880159378,0.011190633289515972,0.13306410610675812,-0.005640747956931591,-0.08543776720762253
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.3053959608078003,0.2960420250892639,0.2707274258136749,0.2755771577358246,0.31091248989105225
the,0.5091903209686279,0.48711544275283813,1.0,0.34367692470550537,0.21922016143798828,0.23846197128295898,0.3539263904094696,0.22068053483963013
united,0.2490900456905365,0.31727492809295654,0.34367692470550537,1.0000001192092896,0.3283560872077942,0.19284281134605408,0.18836534023284912,0.17266890406608582
methodist,0.16788707673549652,0.2711138129234314,0.21922016143798828,0.3283560872077942,1.0,0.6119816899299622,0.09560985863208771,0.1436992734670639
church,0.20053261518478394,0.24960921704769135,0.23846197128295898,0.19284281134605408,0.6119816899299622,0.9999999403953552,0.12570784986019135,0.18081501126289368
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.31727492809295654,0.2711138129234314,0.24960921704769135,0.3592788577079773,0.18412111699581146
created,0.2840147316455841,0.3592788577079773,0.3539263904094696,0.18836534023284912,0.09560985863208771,0.12570784986019135,1.0,0.21177415549755096
when,0.9999999403953552,0.37326499819755554,0.5091903209686279,0.2490900456905365,0.16788707673549652,0.20053261518478394,0.2840147316455841,0.22841128706932068
the,0.5091903209686279,0.48711544275283813,1.0,0.34367692470550537,0.21922016143798828,0.23846197128295898,0.3539263904094696,0.22068053483963013
evangelical,0.12281137704849243,0.20954948663711548,0.23743100464344025,0.2384873330593109,0.6271317005157471,0.5761513113975525,0.15871219336986542,0.16597984731197357
united,0.2490900456905365,0.31727492809295654,0.34367692470550537,1.0000001192092896,0.3283560872077942,0.19284281134605408,0.18836534023284912,0.17266890406608582
brethren,0.13150101900100708,0.22251662611961365,0.265458881855011,0.19484542310237885,0.45681872963905334,0.49081337451934814,0.10389770567417145,0.16745728254318237
church,0.20053261518478394,0.24960921704769135,0.23846197128295898,0.19284281134605408,0.6119816899299622,0.9999999403953552,0.12570784986019135,0.18081501126289368
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.21098394691944122,0.1986307054758072,0.17581534385681152,0.2334475964307785,0.40561532974243164
represented,0.17774929106235504,0.28321829438209534,0.3256146013736725,0.273332417011261,0.1528976708650589,0.13421450555324554,0.3042386770248413,0.11276352405548096
by,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.23958808183670044,0.20236296951770782,0.135782390832901,0.3492257595062256,0.17966607213020325
bishop,0.10197791457176208,0.26201674342155457,0.2112889289855957,0.12151969969272614,0.338321715593338,0.4350535571575165,0.15470826625823975,0.19730713963508606
reuben,0.20656675100326538,0.32729944586753845,0.2474769800901413,0.26312455534935,0.31829309463500977,0.19049420952796936,0.19421060383319855,0.2130155861377716
h.,-0.18437796831130981,-0.3056058883666992,-0.10884115099906921,-0.15366056561470032,-0.11985370516777039,-0.12478488683700562,-0.12576411664485931,-0.10847286134958267
mueller,0.16105586290359497,0.21837088465690613,0.2319459170103073,0.16685090959072113,0.25753432512283325,0.1593998819589615,0.10676034539937973,0.1575169712305069
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.20623768866062164,0.2131137251853943,0.1983546018600464,0.2251489907503128,0.42300865054130554
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.28213179111480713,0.2376793771982193,0.1976170688867569,0.2873832881450653,0.20544172823429108
the,0.5091903209686279,0.48711544275283813,1.0,0.34367692470550537,0.21922016143798828,0.23846197128295898,0.3539263904094696,0.22068053483963013
methodist,0.16788707673549652,0.2711138129234314,0.21922016143798828,0.3283560872077942,1.0,0.6119816899299622,0.09560985863208771,0.1436992734670639
church,0.20053261518478394,0.24960921704769135,0.23846197128295898,0.19284281134605408,0.6119816899299622,0.9999999403953552,0.12570784986019135,0.18081501126289368
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.21098394691944122,0.1986307054758072,0.17581534385681152,0.2334475964307785,0.40561532974243164
represented,0.17774929106235504,0.28321829438209534,0.3256146013736725,0.273332417011261,0.1528976708650589,0.13421450555324554,0.3042386770248413,0.11276352405548096
by,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.23958808183670044,0.20236296951770782,0.135782390832901,0.3492257595062256,0.17966607213020325
bishop,0.10197791457176208,0.26201674342155457,0.2112889289855957,0.12151969969272614,0.338321715593338,0.4350535571575165,0.15470826625823975,0.19730713963508606
lloyd,0.17031575739383698,0.26401299238204956,0.17675073444843292,0.27105069160461426,0.2488505095243454,0.1810951828956604,0.07164022326469421,0.1641922891139984
christ,0.1822013109922409,0.2174820899963379,0.25124865770339966,0.19744151830673218,0.5220201015472412,0.4993642270565033,0.10790086537599564,0.13772203028202057
wicke,0.06922521442174911,0.22346502542495728,0.170304074883461,0.1532185822725296,0.3312436640262604,0.23986148834228516,0.11118774861097336,0.1743982881307602
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.20623768866062164,0.2131137251853943,0.1983546018600464,0.2251489907503128,0.42300865054130554
joined,0.2696928381919861,0.3172960579395294,0.2943263649940491,0.22815048694610596,0.14304444193840027,0.050231799483299255,0.26961612701416016,0.06566751003265381
hands,0.33231890201568604,0.19852744042873383,0.27627843618392944,0.15173953771591187,0.14912623167037964,0.1735306680202484,0.1204756423830986,0.18784376978874207
at,0.38876327872276306,0.36707764863967896,0.457212895154953,0.2064037322998047,0.20030651986598969,0.1633070856332779,0.18092477321624756,0.21978627145290375
the,0.5091903209686279,0.48711544275283813,1.0,0.34367692470550537,0.21922016143798828,0.23846197128295898,0.3539263904094696,0.22068053483963013
constituting,0.23751388490200043,0.1864156723022461,0.350497305393219,0.2233622819185257,0.17227494716644287,0.1940501481294632,0.23080091178417206,0.22663916647434235
general,0.20438088476657867,0.2445744127035141,0.28634732961654663,0.2596476078033447,0.13368430733680725,0.17155873775482178,0.20412477850914001,0.1972234547138214
conference,0.17740283906459808,0.1537582278251648,0.25393402576446533,0.23104023933410645,0.23383435606956482,0.19073757529258728,0.1599305421113968,0.11172781884670258
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.3938477039337158,0.24702993035316467,0.2493300437927246,0.2843434810638428,0.20430970191955566
