,what,did,tesla,do,for,a,job,that,paid,two,dollars,a,day,?
he,0.3114890456199646,0.3292143940925598,0.12373391538858414,0.19599148631095886,0.4540175199508667,0.4393508732318878,0.4020252227783203,0.36068853735923767,0.30164098739624023,0.27156874537467957,0.17164233326911926,0.4393508732318878,0.2350211888551712,0.2089974731206894
had,0.23849567770957947,0.540525496006012,0.12050733715295792,0.24590566754341125,0.3270139992237091,0.34897568821907043,0.2812505066394806,0.4407361149787903,0.35630255937576294,0.41487234830856323,0.23987217247486115,0.34897568821907043,0.2515575587749481,0.20728366076946259
to,0.455847829580307,0.4452643394470215,0.17548894882202148,0.38876664638519287,0.4451248347759247,0.45503583550453186,0.2869062125682831,0.5436353087425232,0.2345556914806366,0.3343428373336792,0.23776228725910187,0.45503583550453186,0.21753256022930145,0.29463258385658264
work,0.3762225806713104,0.336654931306839,0.2545209228992462,0.3533625304698944,0.4087657630443573,0.266241192817688,0.513921320438385,0.34257015585899353,0.33697280287742615,0.23419323563575745,0.18611562252044678,0.266241192817688,0.20715193450450897,0.2621155381202698
at,0.2838611304759979,0.28390252590179443,0.16552478075027466,0.1511090099811554,0.34237727522850037,0.3095070421695709,0.249663844704628,0.3183255195617676,0.2324451357126236,0.32178381085395813,0.14441943168640137,0.3095070421695709,0.27667680382728577,0.21978627145290375
various,0.26045072078704834,0.19538888335227966,0.09989474713802338,0.22750963270664215,0.3578505516052246,0.17124241590499878,0.14116062223911285,0.34879615902900696,0.14658530056476593,0.3991413116455078,0.14106446504592896,0.17124241590499878,0.12390507757663727,0.12823495268821716
electrical,0.19961315393447876,0.12294142693281174,0.45727142691612244,0.1868668645620346,0.20076188445091248,0.2779098153114319,0.16324535012245178,0.2451883852481842,0.17740468680858612,0.20364461839199066,0.21025578677654266,0.2779098153114319,0.10522648692131042,0.10923371464014053
repair,0.2710203528404236,0.19368310272693634,0.2972029745578766,0.2578498423099518,0.24896930158138275,0.25137874484062195,0.34137314558029175,0.2995099425315857,0.34000539779663086,0.21253906190395355,0.3047826588153839,0.25137874484062195,0.16290488839149475,0.09775689244270325
jobs,0.24064965546131134,0.27978721261024475,0.2165505588054657,0.3175513744354248,0.3127319812774658,0.23724274337291718,0.6616148352622986,0.2788684070110321,0.38719871640205383,0.19654317200183868,0.2937016785144806,0.23724274337291718,0.19147689640522003,0.15148547291755676
and,0.31309178471565247,0.34479495882987976,0.19560420513153076,0.276123583316803,0.5064792633056641,0.3739250600337982,0.2592610716819763,0.4731321930885315,0.23595960438251495,0.4671151638031006,0.21760207414627075,0.3739250600337982,0.26673999428749084,0.20544172823429108
even,0.40872135758399963,0.45816805958747864,0.16614298522472382,0.4404686391353607,0.39184510707855225,0.3278432786464691,0.3413332998752594,0.5503504276275635,0.2563062012195587,0.3349483013153076,0.18819987773895264,0.3278432786464691,0.24950404465198517,0.30082517862319946
as,0.31749409437179565,0.3596470057964325,0.10285310447216034,0.38329678773880005,0.44774648547172546,0.39550232887268066,0.2932385802268982,0.4735107421875,0.22455236315727234,0.3029302954673767,0.1674233227968216,0.39550232887268066,0.23300392925739288,0.27043893933296204
a,0.3320399522781372,0.2552328109741211,0.2211925983428955,0.26237669587135315,0.44038116931915283,1.0,0.2834402620792389,0.47537946701049805,0.19037166237831116,0.3289857804775238,0.18306249380111694,1.0,0.18630309402942657,0.23916715383529663
ditch,0.19321948289871216,0.20709116756916046,0.07098057866096497,0.093497633934021,0.16615815460681915,0.20725204050540924,0.217402383685112,0.18570515513420105,0.15870574116706848,0.1849854290485382,0.17559920251369476,0.20725204050540924,0.1788473278284073,0.11988049745559692
digger,0.23459042608737946,0.15960624814033508,0.08751280605792999,0.1582471877336502,0.23046107590198517,0.24668945372104645,0.25071659684181213,0.23776695132255554,0.10130832344293594,0.22410188615322113,0.15754598379135132,0.24668945372104645,0.1593124121427536,0.223598450422287
for,0.3017193675041199,0.318512886762619,0.13983871042728424,0.29510271549224854,0.9999999403953552,0.44038116931915283,0.3520078659057617,0.4137635827064514,0.29203978180885315,0.34734001755714417,0.24730023741722107,0.44038116931915283,0.23720888793468475,0.264628142118454
$,0.24858909845352173,0.23203131556510925,0.23458653688430786,0.14754830300807953,0.22711659967899323,0.22939236462116241,0.22782929241657257,0.21570275723934174,0.453156441450119,0.192952498793602,0.617182731628418,0.22939236462116241,0.2132800668478012,0.2786129117012024
2,-0.049862053245306015,-0.044790901243686676,-0.05035991594195366,-0.09570206701755524,-0.09542696177959442,-0.05323360115289688,-0.10789431631565094,-0.04901214689016342,-0.11811338365077972,0.061530034989118576,-0.03686509653925896,-0.05323360115289688,0.013915645889937878,0.001977203879505396
per,0.21384303271770477,0.14237605035305023,0.2078201323747635,0.26983779668807983,0.22882020473480225,0.21615441143512726,0.1458798050880432,0.25184786319732666,0.21934927999973297,0.22391808032989502,0.25138890743255615,0.21615441143512726,0.23150315880775452,0.22323818504810333
day,0.2990210950374603,0.20275387167930603,0.16580471396446228,0.18855860829353333,0.23720888793468475,0.18630309402942657,0.1861015260219574,0.28239622712135315,0.2413710057735443,0.217762291431427,0.2599157392978668,0.18630309402942657,1.0,0.2141837179660797
.,0.3567904531955719,0.35288307070732117,0.17949827015399933,0.3613996207714081,0.4726039469242096,0.50484299659729,0.2807863652706146,0.4460422694683075,0.22304166853427887,0.3524959683418274,0.2418067753314972,0.50484299659729,0.24232520163059235,0.4130953550338745
