,what,conflicts,did,the,ozone,mitigation,reduce,?
the,0.42745697498321533,0.24149245023727417,0.34736719727516174,1.0,0.23899611830711365,0.3358740508556366,0.2735816240310669,0.22068053483963013
stepwise,0.3033696115016937,0.30410036444664,0.2017892599105835,0.2983827292919159,0.31872424483299255,0.25360414385795593,0.30303889513015747,0.10332325100898743
mitigation,0.3371937870979309,0.3790571391582489,0.23341979086399078,0.3358740508556366,0.3419465124607086,0.9999998807907104,0.38502439856529236,0.25207698345184326
of,0.33290785551071167,0.22598299384117126,0.2513895630836487,0.733189046382904,0.22780866920948029,0.298712819814682,0.26028934121131897,0.1826142966747284
the,0.42745697498321533,0.24149245023727417,0.34736719727516174,1.0,0.23899611830711365,0.3358740508556366,0.2735816240310669,0.22068053483963013
ozone,0.17115569114685059,0.17921051383018494,0.0970415249466896,0.23899611830711365,1.0,0.3419465124607086,0.31480225920677185,0.159791961312294
layer,0.20606225728988647,0.11421573907136917,0.07579861581325531,0.22831332683563232,0.4532051384449005,0.26626625657081604,0.28617510199546814,0.11266916990280151
challenge,0.2741846442222595,0.18772707879543304,0.22132587432861328,0.28209173679351807,0.14306575059890747,0.2959161400794983,0.17422541975975037,0.2207598239183426
was,0.22111038863658905,0.15241913497447968,0.41399896144866943,0.48711544275283813,0.11137264221906662,0.17901645600795746,0.08882597088813782,0.18412111699581146
based,0.274813175201416,0.10865016281604767,0.15722841024398804,0.29860720038414,0.11431993544101715,0.22146159410476685,0.198482945561409,0.134929820895195
as,0.31749409437179565,0.2538154721260071,0.3596470057964325,0.48381632566452026,0.18256303668022156,0.2178792655467987,0.23089662194252014,0.27043893933296204
well,0.4154493808746338,0.24106040596961975,0.4341743588447571,0.42630070447921753,0.17793507874011993,0.18217596411705017,0.20400261878967285,0.24815571308135986
on,0.34226128458976746,0.1686660200357437,0.2670976221561432,0.5107308030128479,0.2051609456539154,0.22066448628902435,0.20908962190151215,0.2714994251728058
successfully,0.20084762573242188,0.24595870077610016,0.27148011326789856,0.32525569200515747,0.12957732379436493,0.1672361046075821,0.1816418468952179,0.0971045047044754
reducing,0.16407831013202667,0.23450039327144623,0.14360693097114563,0.2389497607946396,0.36054155230522156,0.3482722043991089,0.735232949256897,0.1068432405591011
regional,0.1532609760761261,0.06727278232574463,0.15632236003875732,0.3125704526901245,0.16890718042850494,0.23007339239120483,0.1495523899793625,0.09246466308832169
burden,0.26935645937919617,0.18249556422233582,0.21794648468494415,0.18522068858146667,0.24549636244773865,0.40496155619621277,0.2594583332538605,0.24832278490066528
sharing,0.2594057321548462,0.24860094487667084,0.20010997354984283,0.2510572373867035,0.14496703445911407,0.24099425971508026,0.26371249556541443,0.16211311519145966
conflicts,0.33969852328300476,1.0000001192092896,0.24951991438865662,0.24149245023727417,0.17921051383018494,0.3790571391582489,0.2569308578968048,0.30421143770217896
.,0.3567904531955719,0.22564490139484406,0.35288307070732117,0.5934505462646484,0.2529839873313904,0.2522968649864197,0.2184620201587677,0.4130953550338745
,what,conflicts,did,the,ozone,mitigation,reduce,?
in,0.30808621644973755,0.22840586304664612,0.2593238651752472,0.6662389636039734,0.19661612808704376,0.25870081782341003,0.22053970396518707,0.20430970191955566
case,0.30770957469940186,0.29131701588630676,0.21228672564029694,0.31022098660469055,0.16658608615398407,0.4278394877910614,0.2501410245895386,0.33232852816581726
of,0.33290785551071167,0.22598299384117126,0.2513895630836487,0.733189046382904,0.22780866920948029,0.298712819814682,0.26028934121131897,0.1826142966747284
the,0.42745697498321533,0.24149245023727417,0.34736719727516174,1.0,0.23899611830711365,0.3358740508556366,0.2735816240310669,0.22068053483963013
ipcc,0.33176189661026,0.2790687680244446,0.2459706962108612,0.24925659596920013,0.3792591691017151,0.43267184495925903,0.24223913252353668,0.22295254468917847
conclusions,0.39731889963150024,0.35924291610717773,0.3032984733581543,0.22610555589199066,0.1531166136264801,0.3760601282119751,0.24333488941192627,0.27379924058914185
and,0.31309178471565247,0.24633529782295227,0.34479495882987976,0.5171257257461548,0.20956946909427643,0.2166043072938919,0.2456025630235672,0.20544172823429108
the,0.42745697498321533,0.24149245023727417,0.34736719727516174,1.0,0.23899611830711365,0.3358740508556366,0.2735816240310669,0.22068053483963013
failure,0.19130942225456238,0.17163413763046265,0.20153479278087616,0.24083465337753296,0.09537573903799057,0.239548921585083,0.22898879647254944,0.12142058461904526
of,0.33290785551071167,0.22598299384117126,0.2513895630836487,0.733189046382904,0.22780866920948029,0.298712819814682,0.26028934121131897,0.1826142966747284
the,0.42745697498321533,0.24149245023727417,0.34736719727516174,1.0,0.23899611830711365,0.3358740508556366,0.2735816240310669,0.22068053483963013
kyoto,0.16787080466747284,0.15155905485153198,0.13922551274299622,0.22853437066078186,0.25615909695625305,0.1997336894273758,0.19339026510715485,0.12491562217473984
protocol,0.1694250851869583,0.23523347079753876,0.11288496106863022,0.1814756840467453,0.3012383282184601,0.31081968545913696,0.2606741786003113,0.17756013572216034
",",0.3087472915649414,0.2374887764453888,0.3015086054801941,0.4933079481124878,0.2271772027015686,0.23808899521827698,0.15094059705734253,0.31091248989105225
varying,0.2707297205924988,0.23016400635242462,0.18426401913166046,0.28133442997932434,0.24248862266540527,0.29578688740730286,0.37770429253578186,0.14919932186603546
regional,0.1532609760761261,0.06727278232574463,0.15632236003875732,0.3125704526901245,0.16890718042850494,0.23007339239120483,0.1495523899793625,0.09246466308832169
cost-benefit,0.3118151128292084,0.31836339831352234,0.2789553999900818,0.2929520010948181,0.26094120740890503,0.3409072458744049,0.44721150398254395,0.31669268012046814
analysis,0.2842639982700348,0.2599007189273834,0.16624894738197327,0.24241644144058228,0.22325609624385834,0.3732508718967438,0.2056284248828888,0.15352053940296173
and,0.31309178471565247,0.24633529782295227,0.34479495882987976,0.5171257257461548,0.20956946909427643,0.2166043072938919,0.2456025630235672,0.20544172823429108
burden-sharing,0.3415256142616272,0.33090946078300476,0.27713125944137573,0.29640206694602966,0.2558506727218628,0.448628306388855,0.37156790494918823,0.23822246491909027
conflicts,0.33969852328300476,1.0000001192092896,0.24951991438865662,0.24149245023727417,0.17921051383018494,0.3790571391582489,0.2569308578968048,0.30421143770217896
with,0.2464839518070221,0.24670250713825226,0.25472134351730347,0.4223487675189972,0.20403066277503967,0.14163422584533691,0.31652867794036865,0.2433311939239502
regard,0.35750043392181396,0.3247286081314087,0.24471335113048553,0.30657511949539185,0.12009040266275406,0.34759482741355896,0.2501871883869171,0.25592759251594543
to,0.455847829580307,0.2220604419708252,0.4452643394470215,0.535392165184021,0.22140559554100037,0.2657720744609833,0.35182690620422363,0.29463258385658264
the,0.42745697498321533,0.24149245023727417,0.34736719727516174,1.0,0.23899611830711365,0.3358740508556366,0.2735816240310669,0.22068053483963013
distribution,0.17429208755493164,0.1599084883928299,0.11337858438491821,0.27569329738616943,0.2622096836566925,0.287273108959198,0.15421144664287567,0.0929616317152977
of,0.33290785551071167,0.22598299384117126,0.2513895630836487,0.733189046382904,0.22780866920948029,0.298712819814682,0.26028934121131897,0.1826142966747284
emission,0.257511705160141,0.13452428579330444,0.1487099677324295,0.23563747107982635,0.43936946988105774,0.32546713948249817,0.31098976731300354,0.13555191457271576
reductions,0.23610827326774597,0.30575352907180786,0.15542395412921906,0.2916041910648346,0.3427059054374695,0.40397918224334717,0.654968798160553,0.18793964385986328
remain,0.29587244987487793,0.21321223676204681,0.26352423429489136,0.33184581995010376,0.08299697190523148,0.23978039622306824,0.25674206018447876,0.1868363618850708
an,0.2821882665157318,0.18146340548992157,0.22598257660865784,0.4207492768764496,0.16390328109264374,0.24915966391563416,0.19734716415405273,0.19793890416622162
unsolved,0.2298731654882431,0.34460684657096863,0.20902219414710999,0.2769743502140045,0.19747689366340637,0.42389601469039917,0.1737872064113617,0.19177721440792084
problem,0.42183366417884827,0.4360243082046509,0.2389146089553833,0.24928659200668335,0.2076999545097351,0.3718641996383667,0.3375815749168396,0.3762950301170349
.,0.3567904531955719,0.22564490139484406,0.35288307070732117,0.5934505462646484,0.2529839873313904,0.2522968649864197,0.2184620201587677,0.4130953550338745
