,who,constructed,newcastle,'s,station,?
it,0.2868398427963257,0.21607379615306854,0.17789338529109955,0.06608816236257553,0.2710883915424347,0.25732165575027466
has,0.2558172643184662,0.16774822771549225,0.18862372636795044,-0.040683966130018234,0.16654619574546814,0.15994466841220856
a,0.36608949303627014,0.257233589887619,0.21405641734600067,0.04866964742541313,0.21760036051273346,0.23916715383529663
neoclassical,0.1383979320526123,0.2982620596885681,0.11925976723432541,0.033945679664611816,0.10190187394618988,0.19664928317070007
façade,0.10018911212682724,0.3409227430820465,0.2274872362613678,0.03154081106185913,0.2559008300304413,0.14144746959209442
",",0.3365725874900818,0.21606628596782684,0.251589834690094,-0.0016132977325469255,0.2482491284608841,0.31091248989105225
originally,0.285441130399704,0.3437870740890503,0.1615471988916397,0.06449723243713379,0.1579398512840271,0.07821967452764511
designed,0.21097040176391602,0.5021657943725586,0.15722429752349854,0.026795532554388046,0.13285060226917267,0.11213942617177963
by,0.39727845788002014,0.2578861117362976,0.1767825335264206,-0.010884488001465797,0.16572362184524536,0.17966607213020325
the,0.3733934462070465,0.29105475544929504,0.2253497689962387,-0.01540423184633255,0.23609806597232819,0.22068053483963013
architect,0.23530325293540955,0.38325241208076477,0.1709168404340744,0.02331111766397953,0.11596006155014038,0.11996878683567047
john,0.30388808250427246,0.12191977351903915,0.2701735198497772,-0.1023898646235466,0.17680737376213074,0.13162356615066528
dobson,0.26583221554756165,0.20330265164375305,0.23266412317752838,0.056604206562042236,0.16787534952163696,0.21061807870864868
",",0.3365725874900818,0.21606628596782684,0.251589834690094,-0.0016132977325469255,0.2482491284608841,0.31091248989105225
and,0.41279885172843933,0.22972804307937622,0.20204751193523407,0.06895173341035843,0.19091129302978516,0.20544172823429108
was,0.3318818509578705,0.2546897530555725,0.25710436701774597,0.008974763564765453,0.18833480775356293,0.18412111699581146
constructed,0.15121853351593018,1.0000001192092896,0.18369321525096893,0.01325368694961071,0.24790732562541962,0.12459525465965271
in,0.2792111933231354,0.31212013959884644,0.19270820915699005,-0.037580832839012146,0.21784305572509766,0.20430970191955566
collaboration,0.2226812094449997,0.18671642243862152,0.1465386152267456,-0.03916903957724571,0.1585133820772171,0.23211127519607544
with,0.3282766342163086,0.19915632903575897,0.1710812896490097,-0.04624466598033905,0.13595768809318542,0.2433311939239502
robert,0.2748492956161499,0.16180160641670227,0.22563621401786804,0.028171386569738388,0.12111920118331909,0.11293095350265503
stephenson,0.27319905161857605,0.17232102155685425,0.26238933205604553,0.03583111613988876,0.2024070769548416,0.14790663123130798
.,0.3541337847709656,0.20673608779907227,0.2714749276638031,-0.003708066651597619,0.20999185740947723,0.4130953550338745
