,what,is,this,invisible,radiant,energy,now,known,as,?
starting,0.25271084904670715,0.2560509443283081,0.3334716260433197,0.11502697318792343,0.15893979370594025,0.1206272542476654,0.27975374460220337,0.2511651813983917,0.29429730772972107,0.19133803248405457
in,0.30808621644973755,0.5394441485404968,0.45205554366111755,0.17394189536571503,0.16969947516918182,0.17693158984184265,0.3619694113731384,0.32641831040382385,0.3887844979763031,0.20430970191955566
1894,0.07307696342468262,0.08476025611162186,0.10627346485853195,0.03510785475373268,0.10761404037475586,0.0811452567577362,0.13043341040611267,0.16294261813163757,0.11323888599872589,0.1500938981771469
",",0.3087472915649414,0.4691906273365021,0.4316047728061676,0.2274090051651001,0.19817261397838593,0.21156731247901917,0.43216821551322937,0.3604377806186676,0.48816442489624023,0.31091248989105225
tesla,0.23221199214458466,0.14061255753040314,0.2066725641489029,0.18576623499393463,0.3652867376804352,0.28722304105758667,0.26316559314727783,0.09137910604476929,0.10285310447216034,0.10250775516033173
began,0.1665823757648468,0.20498190820217133,0.22080519795417786,0.02787311002612114,0.1604699194431305,0.1637861132621765,0.21592730283737183,0.39791950583457947,0.25156188011169434,0.1370266228914261
investigating,0.25692835450172424,0.21162362396717072,0.2989913821220398,0.28124845027923584,0.047354113310575485,0.2126355916261673,0.23830433189868927,0.1794373244047165,0.2731885612010956,0.16215763986110687
what,0.9999998807907104,0.28837618231773376,0.5489566326141357,0.3041432201862335,0.23694588243961334,0.190252885222435,0.4903225302696228,0.20381177961826324,0.31749409437179565,0.5051238536834717
he,0.3114890456199646,0.36230841279029846,0.3176022469997406,0.19522053003311157,0.10041524469852448,0.19338715076446533,0.36587584018707275,0.28305482864379883,0.33787044882774353,0.2089974731206894
referred,0.16724665462970734,0.3144040107727051,0.23182228207588196,0.20851939916610718,0.24232739210128784,0.11594798415899277,0.2002784162759781,0.5037624835968018,0.37252211570739746,0.06677805632352829
to,0.455847829580307,0.42745086550712585,0.5759071707725525,0.27422377467155457,0.1695489138364792,0.27179354429244995,0.3925153911113739,0.14337651431560516,0.42092081904411316,0.29463258385658264
as,0.31749409437179565,0.43216490745544434,0.43993282318115234,0.2498539388179779,0.2725488245487213,0.23298127949237823,0.3483183979988098,0.4815765619277954,1.0,0.27043893933296204
radiant,0.23694588243961334,0.23012682795524597,0.2448047548532486,0.2847070097923279,1.0,0.38416820764541626,0.19176721572875977,0.264630526304245,0.2725488245487213,0.16392850875854492
energy,0.190252885222435,0.2171693742275238,0.24117910861968994,0.17690230906009674,0.38416820764541626,1.0000001192092896,0.1759803295135498,0.13907423615455627,0.23298127949237823,0.14860127866268158
of,0.33290785551071167,0.4854315221309662,0.45148900151252747,0.26418808102607727,0.25462421774864197,0.26257598400115967,0.29182544350624084,0.35814476013183594,0.3886612355709076,0.1826142966747284
``,0.008517155423760414,0.058766357600688934,0.09380315989255905,0.03439711034297943,-2.3160451746662147e-05,-0.012139007449150085,0.032620955258607864,0.00922766886651516,0.03910288214683533,0.0685480609536171
invisible,0.3041432201862335,0.2466367483139038,0.32825130224227905,1.0,0.2847070097923279,0.17690230906009674,0.20164541900157928,0.15397273004055023,0.2498539388179779,0.17359478771686554
'',0.08143015950918198,0.0793738141655922,0.015337302349507809,-0.030151311308145523,0.11662182211875916,0.014536253176629543,-0.043054960668087006,0.06905213743448257,0.006628023460507393,0.018684765323996544
kinds,0.27455681562423706,0.22554683685302734,0.3123713433742523,0.1255706250667572,0.2742609977722168,0.194708913564682,0.18510834872722626,0.1807311773300171,0.18517138063907623,0.18617171049118042
after,0.21973377466201782,0.2835143506526947,0.3357301354408264,0.14400571584701538,0.037636104971170425,0.16784238815307617,0.30156397819519043,0.19016911089420319,0.3014480769634247,0.16608688235282898
he,0.3114890456199646,0.36230841279029846,0.3176022469997406,0.19522053003311157,0.10041524469852448,0.19338715076446533,0.36587584018707275,0.28305482864379883,0.33787044882774353,0.2089974731206894
had,0.23849567770957947,0.2932159900665283,0.3222610056400299,0.13930778205394745,0.14381977915763855,0.1612403243780136,0.2785375118255615,0.23947641253471375,0.3393979072570801,0.20728366076946259
noticed,0.29735252261161804,0.16106852889060974,0.3476914167404175,0.24707582592964172,0.14613685011863708,0.1845933198928833,0.26163068413734436,0.19345682859420776,0.2733510136604309,0.25613096356391907
damaged,0.2276492565870285,0.1712125837802887,0.2772415578365326,0.1962377429008484,0.16394896805286407,0.21689604222774506,0.26833096146583557,0.1999601274728775,0.17271991074085236,0.15946903824806213
film,0.17437689006328583,0.21704672276973724,0.2001952826976776,0.19916503131389618,0.1551416665315628,0.14890354871749878,0.18111862242221832,0.14093667268753052,0.21341748535633087,0.16369038820266724
in,0.30808621644973755,0.5394441485404968,0.45205554366111755,0.17394189536571503,0.16969947516918182,0.17693158984184265,0.3619694113731384,0.32641831040382385,0.3887844979763031,0.20430970191955566
his,0.26976513862609863,0.24372583627700806,0.3549620509147644,0.20413270592689514,0.13490982353687286,0.15422320365905762,0.26646822690963745,0.29665085673332214,0.3146366477012634,0.18075084686279297
laboratory,0.20190474390983582,0.21502412855625153,0.21374189853668213,0.22326050698757172,0.21218162775039673,0.2645535469055176,0.17096218466758728,0.18792545795440674,0.16936905682086945,0.07445509731769562
in,0.30808621644973755,0.5394441485404968,0.45205554366111755,0.17394189536571503,0.16969947516918182,0.17693158984184265,0.3619694113731384,0.32641831040382385,0.3887844979763031,0.20430970191955566
previous,0.2743692696094513,0.18159280717372894,0.32702499628067017,0.16880828142166138,0.21124093234539032,0.15770529210567474,0.23974540829658508,0.17532232403755188,0.2900141477584839,0.16724538803100586
experiments,0.3106561601161957,0.16474494338035583,0.3048359751701355,0.2843480110168457,0.20076917111873627,0.2591966688632965,0.13154977560043335,0.17601940035820007,0.27534615993499756,0.14564716815948486
(,0.2411840260028839,0.35393038392066956,0.3388223350048065,0.1635345071554184,0.20125353336334229,0.18617090582847595,0.3518637716770172,0.2843264043331146,0.32029855251312256,0.40561532974243164
later,0.2517229914665222,0.21527644991874695,0.3066357672214508,0.1419992446899414,0.17186026275157928,0.15027661621570587,0.41037169098854065,0.22918128967285156,0.38482072949409485,0.1417175978422165
identified,0.16489295661449432,0.23267489671707153,0.3159392476081848,0.24198618531227112,0.16092714667320251,0.1589767336845398,0.1853131800889969,0.3513477146625519,0.31918391585350037,0.18080152571201324
as,0.31749409437179565,0.43216490745544434,0.43993282318115234,0.2498539388179779,0.2725488245487213,0.23298127949237823,0.3483183979988098,0.4815765619277954,1.0,0.27043893933296204
``,0.008517155423760414,0.058766357600688934,0.09380315989255905,0.03439711034297943,-2.3160451746662147e-05,-0.012139007449150085,0.032620955258607864,0.00922766886651516,0.03910288214683533,0.0685480609536171
roentgen,0.17643509805202484,0.21013306081295013,0.22963806986808777,0.21610549092292786,0.31297874450683594,0.27796313166618347,0.17107518017292023,0.2069064825773239,0.17372168600559235,0.18707747757434845
