,what,type,of,numbers,are,always,multiples,of,2,?
similarly,0.2804308831691742,0.2161843627691269,0.29464200139045715,0.4023840129375458,0.4371143579483032,0.40562570095062256,0.39332565665245056,0.29464200139045715,-0.03512083366513252,0.23036029934883118
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.26479464769363403,0.4062570035457611,0.2518956959247589,0.2422175258398056,0.4946078956127167,-0.08638399094343185,0.31091248989105225
when,0.4700249433517456,0.17292563617229462,0.3757161796092987,0.2558915317058563,0.29873907566070557,0.48135533928871155,0.22947746515274048,0.3757161796092987,-0.02478109858930111,0.22841128706932068
written,0.25412634015083313,0.11421600729227066,0.20874574780464172,0.2682855427265167,0.19747711718082428,0.2416311353445053,0.19227439165115356,0.20874574780464172,0.04423986002802849,0.21451954543590546
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.23087690770626068,0.3841303884983063,0.2475486695766449,0.16949278116226196,0.5696388483047485,0.01447046548128128,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.293011337518692,0.40399202704429626,0.31570959091186523,0.21459829807281494,0.733189046382904,-0.019434669986367226,0.22068053483963013
usual,0.2923804521560669,0.27116069197654724,0.2923421263694763,0.3098420798778534,0.39391762018203735,0.381662517786026,0.27706587314605713,0.2923421263694763,0.010014734230935574,0.19873492419719696
decimal,0.23152834177017212,0.15523658692836761,0.15272025763988495,0.5133072137832642,0.16881012916564941,0.19219626486301422,0.4552462697029114,0.15272025763988495,-0.09605563431978226,0.17741486430168152
system,0.23557309806346893,0.24706636369228363,0.25597915053367615,0.25711989402770996,0.21917270123958588,0.18499162793159485,0.2923250198364258,0.25597915053367615,-0.05926584079861641,0.15556083619594574
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.26479464769363403,0.4062570035457611,0.2518956959247589,0.2422175258398056,0.4946078956127167,-0.08638399094343185,0.31091248989105225
all,0.41981086134910583,0.21204189956188202,0.42798417806625366,0.35674673318862915,0.5343062281608582,0.4469970762729645,0.33085936307907104,0.42798417806625366,-0.06557616591453552,0.29575422406196594
prime,0.15586113929748535,0.09346602857112885,0.23935265839099884,0.26943376660346985,0.12279369682073593,0.1631460040807724,0.176504984498024,0.23935265839099884,0.058812014758586884,0.11276303976774216
numbers,0.24586999416351318,0.1971423625946045,0.228018656373024,1.0,0.37760815024375916,0.30006957054138184,0.4385484457015991,0.228018656373024,-0.025768423452973366,0.19297972321510315
larger,0.23663538694381714,0.2407948225736618,0.32469573616981506,0.26419615745544434,0.33036646246910095,0.21721728146076202,0.25890058279037476,0.32469573616981506,-0.04031788185238838,0.1602165699005127
than,0.29388150572776794,0.21065692603588104,0.33036211133003235,0.2706771492958069,0.39206281304359436,0.3271460235118866,0.30749258399009705,0.33036211133003235,-0.04757285863161087,0.24917294085025787
5,0.09269922226667404,0.114640973508358,0.1043979674577713,-0.0014848597347736359,-0.004890664014965296,0.1200314611196518,0.0031974632292985916,0.1043979674577713,0.11671876162290573,0.06222071498632431
end,0.29234179854393005,0.16096603870391846,0.2215006798505783,0.26144856214523315,0.18067817389965057,0.22054307162761688,0.149176687002182,0.2215006798505783,-0.020314820110797882,0.12543344497680664
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.23087690770626068,0.3841303884983063,0.2475486695766449,0.16949278116226196,0.5696388483047485,0.01447046548128128,0.20430970191955566
1,-0.21266892552375793,-0.13035114109516144,-0.09473495930433273,-0.23353983461856842,-0.2175680249929428,-0.2703467011451721,-0.24652308225631714,-0.09473495930433273,-0.021329615265130997,-0.249979168176651
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.26479464769363403,0.4062570035457611,0.2518956959247589,0.2422175258398056,0.4946078956127167,-0.08638399094343185,0.31091248989105225
3,0.04473085701465607,0.11882641911506653,0.046857766807079315,0.011965295299887657,0.03804425150156021,0.09723973274230957,0.014236364513635635,0.046857766807079315,-0.037882447242736816,0.005975271109491587
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.26479464769363403,0.4062570035457611,0.2518956959247589,0.2422175258398056,0.4946078956127167,-0.08638399094343185,0.31091248989105225
7,-0.1699475795030594,-0.09716271609067917,-0.04983885586261749,-0.1510743647813797,-0.16357414424419403,-0.19990848004817963,-0.17913226783275604,-0.04983885586261749,-0.005745576228946447,-0.15092156827449799
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.26479464769363403,0.4062570035457611,0.2518956959247589,0.2422175258398056,0.4946078956127167,-0.08638399094343185,0.31091248989105225
or,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.28782588243484497,0.5374364256858826,0.3439141809940338,0.3460500240325928,0.3792596757411957,0.037367552518844604,0.32389625906944275
9,-0.048040688037872314,0.031511466950178146,0.01387986820191145,0.030495639890432358,-0.061853282153606415,-0.029046569019556046,0.023122694343328476,0.01387986820191145,0.08623745292425156,-0.026682810857892036
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.26479464769363403,0.4062570035457611,0.2518956959247589,0.2422175258398056,0.4946078956127167,-0.08638399094343185,0.31091248989105225
since,0.29783400893211365,0.17056550085544586,0.35513219237327576,0.20462870597839355,0.30560651421546936,0.3201727867126465,0.18957260251045227,0.35513219237327576,-0.01851813867688179,0.2876587212085724
even,0.40872135758399963,0.1578398495912552,0.34735506772994995,0.4181032180786133,0.43312960863113403,0.5281876921653748,0.27979886531829834,0.34735506772994995,-0.03395697474479675,0.30082517862319946
numbers,0.24586999416351318,0.1971423625946045,0.228018656373024,1.0,0.37760815024375916,0.30006957054138184,0.4385484457015991,0.228018656373024,-0.025768423452973366,0.19297972321510315
are,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.37760815024375916,1.0,0.3535380959510803,0.36055365204811096,0.39081433415412903,-0.028399748727679253,0.24591213464736938
multiples,0.21492676436901093,0.24870234727859497,0.23970060050487518,0.4385484457015991,0.36055365204811096,0.3127007782459259,1.0,0.23970060050487518,-0.03850431367754936,0.16143013536930084
of,0.33290785551071167,0.18112817406654358,1.0,0.228018656373024,0.39081433415412903,0.25258868932724,0.23970060050487518,1.0,-0.013777675107121468,0.1826142966747284
2,-0.049862053245306015,-0.05958043411374092,-0.013777675107121468,-0.025768423452973366,-0.028399748727679253,-0.09359142184257507,-0.03850431367754936,-0.013777675107121468,0.9999998807907104,0.001977203879505396
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.24053069949150085,0.48576638102531433,0.331595778465271,0.27230915427207947,0.5116966962814331,-0.0926629975438118,0.20544172823429108
numbers,0.24586999416351318,0.1971423625946045,0.228018656373024,1.0,0.37760815024375916,0.30006957054138184,0.4385484457015991,0.228018656373024,-0.025768423452973366,0.19297972321510315
ending,0.18526051938533783,0.11416522413492203,0.26691535115242004,0.20549872517585754,0.15819494426250458,0.24833475053310394,0.19065351784229279,0.26691535115242004,0.0753478854894638,0.14182089269161224
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.23087690770626068,0.3841303884983063,0.2475486695766449,0.16949278116226196,0.5696388483047485,0.01447046548128128,0.20430970191955566
0,0.05378047749400139,0.10420086979866028,0.0813891589641571,-0.08611743152141571,-0.003274103393778205,0.04761151969432831,-0.00537601625546813,0.0813891589641571,0.050222333520650864,0.0436553880572319
or,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.28782588243484497,0.5374364256858826,0.3439141809940338,0.3460500240325928,0.3792596757411957,0.037367552518844604,0.32389625906944275
5,0.09269922226667404,0.114640973508358,0.1043979674577713,-0.0014848597347736359,-0.004890664014965296,0.1200314611196518,0.0031974632292985916,0.1043979674577713,0.11671876162290573,0.06222071498632431
are,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.37760815024375916,1.0,0.3535380959510803,0.36055365204811096,0.39081433415412903,-0.028399748727679253,0.24591213464736938
multiples,0.21492676436901093,0.24870234727859497,0.23970060050487518,0.4385484457015991,0.36055365204811096,0.3127007782459259,1.0,0.23970060050487518,-0.03850431367754936,0.16143013536930084
of,0.33290785551071167,0.18112817406654358,1.0,0.228018656373024,0.39081433415412903,0.25258868932724,0.23970060050487518,1.0,-0.013777675107121468,0.1826142966747284
5,0.09269922226667404,0.114640973508358,0.1043979674577713,-0.0014848597347736359,-0.004890664014965296,0.1200314611196518,0.0031974632292985916,0.1043979674577713,0.11671876162290573,0.06222071498632431
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2591777741909027,0.3452940285205841,0.3116702139377594,0.2236967533826828,0.5352458953857422,-0.037111926823854446,0.4130953550338745
