,where,was,tesla,'s,new,lab,?
they,0.43078136444091797,0.3300964832305908,0.1470530778169632,0.03738465905189514,0.2588704824447632,0.2534525394439697,0.2753053903579712
set,0.27437397837638855,0.22985222935676575,0.04138053581118584,0.05998389050364494,0.238132506608963,0.0715620368719101,0.1698019951581955
up,0.341964989900589,0.24070115387439728,0.17339079082012177,-0.08862818777561188,0.27085041999816895,0.19338922202587128,0.1819818764925003
a,0.40997210144996643,0.4508470594882965,0.2211925983428955,0.04866964742541313,0.3214259147644043,0.19764700531959534,0.23916715383529663
laboratory,0.24821273982524872,0.24070261418819427,0.3209504187107086,0.00510451290756464,0.20390251278877258,0.6134601831436157,0.07445509731769562
for,0.38599511981010437,0.3863949179649353,0.13983871042728424,-0.07241261005401611,0.2700757384300232,0.185353085398674,0.264628142118454
tesla,0.12761090695858002,0.16455206274986267,0.9999999403953552,0.06449045985937119,0.15999311208724976,0.24769280850887299,0.10250775516033173
at,0.4402937591075897,0.36707764863967896,0.16552478075027466,-0.08481216430664062,0.1898733228445053,0.2634577453136444,0.21978627145290375
89,0.1799003630876541,0.15807123482227325,0.15559504926204681,0.006305416580289602,0.21348416805267334,0.04475858807563782,0.13874289393424988
liberty,0.18150395154953003,0.15978959202766418,0.20551256835460663,-0.07159270346164703,0.25980645418167114,0.15082642436027527,0.137216255068779
street,0.2266174852848053,0.21281053125858307,0.15601496398448944,0.06000900641083717,0.19142328202724457,0.2031901776790619,0.07315441966056824
in,0.5344807505607605,0.45514053106307983,0.17097744345664978,-0.037580832839012146,0.3758552670478821,0.19344905018806458,0.20430970191955566
manhattan,0.19199755787849426,0.21494844555854797,0.19268673658370972,0.0337546281516552,0.4747370779514313,0.29468420147895813,0.08787932246923447
where,0.9999999403953552,0.20731619000434875,0.12761090695858002,0.0007701900321990252,0.26026442646980286,0.18901365995407104,0.24793872237205505
he,0.3705328106880188,0.5410010814666748,0.12373391538858414,0.024063590914011,0.2739552855491638,0.2131323367357254,0.2089974731206894
worked,0.23623773455619812,0.38922780752182007,0.15985111892223358,-0.054441310465335846,0.22784896194934845,0.286190390586853,0.0901828184723854
on,0.37630224227905273,0.3909217119216919,0.16159376502037048,0.0026888418942689896,0.31106263399124146,0.21672630310058594,0.2714994251728058
improving,0.24979066848754883,0.13756299018859863,0.22146393358707428,0.017094068229198456,0.3006060719490051,0.23060406744480133,0.3233918249607086
and,0.43859338760375977,0.3740963041782379,0.19560420513153076,0.06895173341035843,0.31402453780174255,0.2452252358198166,0.20544172823429108
developing,0.2389208972454071,0.20219255983829498,0.19485853612422943,-0.02905133366584778,0.25677764415740967,0.22750087082386017,0.1301516592502594
new,0.26026442646980286,0.2748313844203949,0.15999311208724976,-0.008355522528290749,0.9999999403953552,0.2394755333662033,0.14782847464084625
types,0.23438596725463867,0.0920981764793396,0.1195170134305954,0.007124748546630144,0.1654592901468277,0.19042766094207764,0.1285012811422348
of,0.38066378235816956,0.4069072902202606,0.18837453424930573,-0.03817026689648628,0.343457967042923,0.21564167737960815,0.1826142966747284
electric,0.18615438044071198,0.17723047733306885,0.3824412524700165,-0.0115516884252429,0.1046885997056961,0.15736123919487,0.15674720704555511
motors,0.128192737698555,0.21805553138256073,0.4209146201610565,0.05248088762164116,0.1739969253540039,0.17575965821743011,0.16430476307868958
",",0.3149496018886566,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.36073189973831177,0.1915702074766159,0.31091248989105225
generators,0.2887599468231201,0.11544439941644669,0.3713798522949219,-0.028738614171743393,0.18174386024475098,0.2128949612379074,0.20217099785804749
and,0.43859338760375977,0.3740963041782379,0.19560420513153076,0.06895173341035843,0.31402453780174255,0.2452252358198166,0.20544172823429108
other,0.3730994164943695,0.14651623368263245,0.11896419525146484,0.04445967823266983,0.2957918047904968,0.16562052071094513,0.24682199954986572
devices,0.2131791114807129,0.17249077558517456,0.4021223783493042,0.04254931956529617,0.15784217417240143,0.29177695512771606,0.10574188083410263
.,0.41390106081962585,0.40146201848983765,0.17949827015399933,-0.003708066651597619,0.35031336545944214,0.2572387754917145,0.4130953550338745
