,what,universal,trailer,debuted,during,the,super,bowl,?
fox,0.16651637852191925,0.16137945652008057,0.15135587751865387,0.23083315789699554,0.1817074865102768,0.24760441482067108,0.17024748027324677,0.17459118366241455,0.1670110523700714
paid,0.254770964384079,0.1164514496922493,0.17094449698925018,0.18618232011795044,0.26965436339378357,0.22871042788028717,0.06850399821996689,0.16991259157657623,0.20964482426643372
for,0.3017193675041199,0.19553370773792267,0.1980103701353073,0.19117262959480286,0.3448435664176941,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
deadpool,0.277893990278244,0.22754280269145966,0.37386804819107056,0.34402596950531006,0.20141379535198212,0.3412702977657318,0.3097268044948578,0.2170099914073944,0.24113722145557404
",",0.3087472915649414,0.23720639944076538,0.20151035487651825,0.23864160478115082,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
x-men,0.1464698761701584,0.1149689257144928,0.20309090614318848,0.20366443693637848,0.3245892822742462,0.27345529198646545,0.1687907576560974,0.17898325622081757,0.14535854756832123
:,-0.12022944539785385,-0.04396766424179077,-0.10141312330961227,0.09182040393352509,0.03165488690137863,-0.03403344005346298,0.14034654200077057,0.14579139649868011,-0.07156077772378922
apocalypse,0.19671958684921265,0.26508039236068726,0.2384660392999649,0.17957703769207,0.14079779386520386,0.3059094250202179,0.14775389432907104,0.1736818552017212,0.21990230679512024
",",0.3087472915649414,0.23720639944076538,0.20151035487651825,0.23864160478115082,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
independence,0.24622133374214172,0.2458323836326599,0.09794473648071289,0.18475644290447235,0.26111742854118347,0.2836182415485382,0.1479015052318573,0.15814414620399475,0.12301119416952133
day,0.2990210950374603,0.17505231499671936,0.2224484086036682,0.13650667667388916,0.3424895405769348,0.3062323033809662,0.12438684701919556,0.17859336733818054,0.2141837179660797
:,-0.12022944539785385,-0.04396766424179077,-0.10141312330961227,0.09182040393352509,0.03165488690137863,-0.03403344005346298,0.14034654200077057,0.14579139649868011,-0.07156077772378922
resurgence,0.270428329706192,0.27559852600097656,0.1455051600933075,0.19472002983093262,0.34106916189193726,0.3228895366191864,0.20239286124706268,0.14952078461647034,0.16093435883522034
and,0.31309178471565247,0.22791598737239838,0.1914048194885254,0.17266049981117249,0.36462149024009705,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
eddie,0.055257223546504974,0.12530656158924103,0.14800359308719635,0.23732857406139374,0.1925758719444275,0.16324487328529358,0.10620340704917908,0.1207633763551712,0.13601547479629517
the,0.42745697498321533,0.2359178364276886,0.25035014748573303,0.28418588638305664,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
eagle,0.17198938131332397,0.13284027576446533,0.1344148963689804,0.1004970371723175,0.136617049574852,0.23641538619995117,0.20242474973201752,0.19858093559741974,0.21301716566085815
",",0.3087472915649414,0.23720639944076538,0.20151035487651825,0.23864160478115082,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
lionsgate,0.22215215861797333,0.3724149763584137,0.3649771511554718,0.3279295563697815,0.20490235090255737,0.3558478355407715,0.2803584039211273,0.284046471118927,0.20515874028205872
paid,0.254770964384079,0.1164514496922493,0.17094449698925018,0.18618232011795044,0.26965436339378357,0.22871042788028717,0.06850399821996689,0.16991259157657623,0.20964482426643372
for,0.3017193675041199,0.19553370773792267,0.1980103701353073,0.19117262959480286,0.3448435664176941,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
gods,0.2244771271944046,0.13424643874168396,0.163854718208313,0.09940316528081894,0.17104889452457428,0.2596609592437744,0.11685571074485779,0.16775482892990112,0.16458383202552795
of,0.33290785551071167,0.20601727068424225,0.1294957548379898,0.18094587326049805,0.3869180977344513,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1826142966747284
egypt,0.1976596713066101,0.1482117921113968,0.07892070710659027,0.05604434385895729,0.20927612483501434,0.2536296546459198,0.06365250051021576,0.10318712890148163,0.17769601941108704
",",0.3087472915649414,0.23720639944076538,0.20151035487651825,0.23864160478115082,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
paramount,0.1447969675064087,0.5043118596076965,0.31387844681739807,0.26313215494155884,0.14327478408813477,0.21407467126846313,0.17205844819545746,0.17346921563148499,0.1511610448360443
paid,0.254770964384079,0.1164514496922493,0.17094449698925018,0.18618232011795044,0.26965436339378357,0.22871042788028717,0.06850399821996689,0.16991259157657623,0.20964482426643372
for,0.3017193675041199,0.19553370773792267,0.1980103701353073,0.19117262959480286,0.3448435664176941,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
teenage,0.24582551419734955,0.1071709468960762,0.2176484614610672,0.25982239842414856,0.2767832279205322,0.2080013006925583,0.2508498728275299,0.11136696487665176,0.18613165616989136
mutant,0.25245264172554016,0.17773541808128357,0.2315954864025116,0.16686062514781952,0.168541818857193,0.23348142206668854,0.27849283814430237,0.11917673051357269,0.17710834741592407
ninja,0.21086284518241882,0.09624617546796799,0.19800588488578796,0.2547672688961029,0.2455226331949234,0.21667362749576569,0.33115872740745544,0.19230863451957703,0.1371469497680664
turtles,0.18010659515857697,0.09094072878360748,0.14466483891010284,0.19826370477676392,0.1996438056230545,0.2550264298915863,0.270868182182312,0.1677391082048416,0.09554774314165115
:,-0.12022944539785385,-0.04396766424179077,-0.10141312330961227,0.09182040393352509,0.03165488690137863,-0.03403344005346298,0.14034654200077057,0.14579139649868011,-0.07156077772378922
out,0.3633197546005249,0.08544067293405533,0.2418963462114334,0.16938982903957367,0.2754679322242737,0.39404502511024475,0.18827584385871887,0.21548143029212952,0.22020699083805084
of,0.33290785551071167,0.20601727068424225,0.1294957548379898,0.18094587326049805,0.3869180977344513,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1826142966747284
the,0.42745697498321533,0.2359178364276886,0.25035014748573303,0.28418588638305664,0.4838213622570038,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
shadows,0.13055908679962158,0.07726816833019257,0.2213125228881836,0.11187595874071121,0.1582372486591339,0.2440287470817566,0.1905735433101654,0.145412877202034,0.10613467544317245
and,0.31309178471565247,0.22791598737239838,0.1914048194885254,0.17266049981117249,0.36462149024009705,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
10,0.11840458959341049,0.1249408945441246,-0.0003390664351172745,0.06850656121969223,0.1398424357175827,0.2880653440952301,0.053164973855018616,0.06414627283811569,0.022911956533789635
cloverfield,0.15067711472511292,0.19428643584251404,0.22667396068572998,0.24638503789901733,0.10797914862632751,0.26082196831703186,0.24540522694587708,0.2618936002254486,0.18510612845420837
lane,0.1767110675573349,0.16040140390396118,0.28777849674224854,0.15601688623428345,0.08047500997781754,0.17604383826255798,0.14465077221393585,0.21094240248203278,0.12951500713825226
",",0.3087472915649414,0.23720639944076538,0.20151035487651825,0.23864160478115082,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
