,what,conservative,international,relations,scholar,is,also,a,university,alumni,?
other,0.341873437166214,0.13751332461833954,0.2544081509113312,0.31134530901908875,0.10284663736820221,0.25895947217941284,0.5326101183891296,0.2806335389614105,0.1804676055908203,0.18698248267173767,0.24682199954986572
prominent,0.11211586743593216,0.26366597414016724,0.16900260746479034,0.22227606177330017,0.3018326759338379,0.1998126059770584,0.25876158475875854,0.2511630952358246,0.1725485473871231,0.20964813232421875,0.12940338253974915
alumni,0.11965817958116531,0.16284675896167755,0.23816587030887604,0.2453867495059967,0.23801086843013763,0.13451172411441803,0.22353194653987885,0.15357637405395508,0.5021953582763672,1.0,0.130934476852417
include,0.1535889357328415,0.0842900425195694,0.2199297696352005,0.20537146925926208,0.10378392040729523,0.28863582015037537,0.4212084710597992,0.18765322864055634,0.09942364692687988,0.17035536468029022,0.14925788342952728
anthropologists,0.3556535243988037,0.17861253023147583,0.1981695145368576,0.29069235920906067,0.36548087000846863,0.1946294903755188,0.2535700500011444,0.20907317101955414,0.3324573040008545,0.22849543392658234,0.19407814741134644
david,0.1299152821302414,0.22159869968891144,0.16775400936603546,0.15477731823921204,0.1901513785123825,0.14622443914413452,0.1866082102060318,0.19156141579151154,0.23181812465190887,0.19291892647743225,0.04158485680818558
graeber,0.1578713208436966,0.255207359790802,0.17167676985263824,0.21261461079120636,0.32077789306640625,0.28102290630340576,0.2955894470214844,0.2997606694698334,0.3108382523059845,0.1925807148218155,0.11992544680833817
and,0.31309178471565247,0.24419347941875458,0.2444424331188202,0.34710776805877686,0.2512432336807251,0.3859752118587494,0.5755972862243652,0.3739250600337982,0.2665814459323883,0.19591780006885529,0.20544172823429108
donald,0.18917277455329895,0.22925525903701782,0.16380196809768677,0.18429039418697357,0.159624844789505,0.14618076384067535,0.16347600519657135,0.2049299031496048,0.2343788743019104,0.22854860126972198,0.10101330280303955
johanson,0.15556325018405914,0.19630493223667145,0.1628616452217102,0.1685083657503128,0.2535717189311981,0.16181141138076782,0.24754473567008972,0.2502589523792267,0.1646331548690796,0.1570241004228592,0.10351919382810593
",",0.3087472915649414,0.2546221613883972,0.23395943641662598,0.31318399310112,0.27968740463256836,0.4691906273365021,0.4717654287815094,0.427140474319458,0.3017033040523529,0.2394251972436905,0.31091248989105225
who,0.40942975878715515,0.20454786717891693,0.14208874106407166,0.23041707277297974,0.2827347218990326,0.24293622374534607,0.47919341921806335,0.36608949303627014,0.2115909904241562,0.1722409725189209,0.26220351457595825
is,0.28837618231773376,0.2060939073562622,0.19279639422893524,0.1847245991230011,0.21637843549251556,1.0,0.5012649297714233,0.658733606338501,0.20346471667289734,0.13451172411441803,0.22961433231830597
best,0.3036847710609436,0.18428906798362732,0.17003126442432404,0.12904441356658936,0.24119608104228973,0.30476391315460205,0.33829474449157715,0.2547774314880371,0.19182942807674408,0.2269946187734604,0.2799045741558075
known,0.20381177961826324,0.20370033383369446,0.17270100116729736,0.16114290058612823,0.1785471886396408,0.41921812295913696,0.4766203761100769,0.30882248282432556,0.15387564897537231,0.13047896325588226,0.18314571678638458
for,0.3017193675041199,0.1900888830423355,0.3073737323284149,0.17916683852672577,0.1437072455883026,0.43268078565597534,0.5373267531394958,0.44038116931915283,0.18573740124702454,0.21824529767036438,0.264628142118454
discovering,0.22784562408924103,0.11357768625020981,0.08916280418634415,0.12406574189662933,0.12784157693386078,0.25847315788269043,0.22801923751831055,0.23190158605575562,0.15140287578105927,0.11162231862545013,0.12564857304096222
the,0.42745697498321533,0.19218477606773376,0.23719607293605804,0.2259310483932495,0.16383583843708038,0.5823672413825989,0.6021018624305725,0.5829201340675354,0.263973206281662,0.22524002194404602,0.22068053483963013
fossil,0.22930388152599335,0.1426926702260971,0.08230409026145935,0.17325633764266968,0.19723862409591675,0.1777227222919464,0.1893613189458847,0.19444382190704346,0.18143925070762634,0.11922886222600937,0.15712964534759521
of,0.33290785551071167,0.17898385226726532,0.23367412388324738,0.272710919380188,0.16234588623046875,0.4854315221309662,0.4924938678741455,0.5052502155303955,0.30646374821662903,0.27771928906440735,0.1826142966747284
a,0.3320399522781372,0.2118833065032959,0.24617823958396912,0.19898086786270142,0.2297242283821106,0.658733606338501,0.5149940252304077,1.0,0.20256656408309937,0.15357637405395508,0.23916715383529663
female,0.14235767722129822,0.13919302821159363,0.1413268744945526,0.12620557844638824,0.1793653964996338,0.19344212114810944,0.23004703223705292,0.22815600037574768,0.12970054149627686,0.1910683661699295,0.17839525640010834
hominid,0.3022397756576538,0.13647368550300598,0.10225246101617813,0.2247612178325653,0.30740657448768616,0.24463029205799103,0.2535611093044281,0.2465876340866089,0.21537090837955475,0.15708892047405243,0.22363804280757904
australopithecine,0.2375214844942093,0.18348033726215363,0.1104985922574997,0.18700967729091644,0.27447226643562317,0.22170589864253998,0.21599887311458588,0.2479441612958908,0.19324791431427002,0.13706199824810028,0.17568087577819824
known,0.20381177961826324,0.20370033383369446,0.17270100116729736,0.16114290058612823,0.1785471886396408,0.41921812295913696,0.4766203761100769,0.30882248282432556,0.15387564897537231,0.13047896325588226,0.18314571678638458
as,0.31749409437179565,0.24418826401233673,0.20422232151031494,0.26155853271484375,0.21052266657352448,0.43216490745544434,0.5774298906326294,0.39550232887268066,0.21858684718608856,0.19796635210514069,0.27043893933296204
``,0.008517155423760414,0.05021253973245621,0.00018866968457587063,0.06984754651784897,0.06335501372814178,0.058766357600688934,0.000636551936622709,0.07272057235240936,-0.05806000158190727,-0.010103246197104454,0.0685480609536171
lucy,0.17002654075622559,0.14822843670845032,0.08422820270061493,0.15699826180934906,0.17746949195861816,0.20964452624320984,0.21625280380249023,0.2542930245399475,0.12886422872543335,0.1239628866314888,0.09337817877531052
'',0.08143015950918198,0.004429815337061882,-0.012199616059660912,0.01422032155096531,0.0872100442647934,0.0793738141655922,0.05102188512682915,0.04890415817499161,0.0635535717010498,-0.00038028141716495156,0.018684765323996544
