,when,did,jamaa,islamiya,renounce,violence,?
ultimately,0.3161782920360565,0.30089887976646423,0.2148646116256714,0.22553396224975586,0.2706667184829712,0.25717705488204956,0.18806859850883484
the,0.5091903209686279,0.34736719727516174,0.20453238487243652,0.2459465116262436,0.217202290892601,0.25465771555900574,0.22068053483963013
campaign,0.17663806676864624,0.18201768398284912,0.10570579022169113,0.22254018485546112,0.31933823227882385,0.34587332606315613,0.162482351064682
to,0.5423505902290344,0.4452643394470215,0.13377806544303894,0.20014534890651703,0.23911960422992706,0.20034150779247284,0.29463258385658264
overthrow,0.20690052211284637,0.24850817024707794,0.2793165147304535,0.38461732864379883,0.43437644839286804,0.2974157929420471,0.1537860929965973
the,0.5091903209686279,0.34736719727516174,0.20453238487243652,0.2459465116262436,0.217202290892601,0.25465771555900574,0.22068053483963013
government,0.23078718781471252,0.2792121469974518,0.2743096947669983,0.35317564010620117,0.3433184325695038,0.3102180063724518,0.18851417303085327
was,0.37326499819755554,0.41399896144866943,0.20313873887062073,0.23235051333904266,0.24316544830799103,0.1779039204120636,0.18412111699581146
unsuccessful,0.23174481093883514,0.3554496169090271,0.14947836101055145,0.20275995135307312,0.19468751549720764,0.18266668915748596,0.14997178316116333
",",0.36674630641937256,0.3015086054801941,0.2622697353363037,0.21331273019313812,0.20546269416809082,0.2299048751592636,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.21214787662029266,0.23175515234470367,0.2026321142911911,0.2652360200881958,0.20544172823429108
the,0.5091903209686279,0.34736719727516174,0.20453238487243652,0.2459465116262436,0.217202290892601,0.25465771555900574,0.22068053483963013
major,0.17186790704727173,0.20997437834739685,0.16581235826015472,0.16149590909481049,0.08094662427902222,0.1558765321969986,0.19788557291030884
jihadi,0.1707003116607666,0.15168601274490356,0.5600290894508362,0.6746769547462463,0.3279510736465454,0.40936899185180664,0.21764077246189117
group,0.22595302760601044,0.13719572126865387,0.23403751850128174,0.2421601116657257,0.1295059621334076,0.2413516789674759,0.13827809691429138
",",0.36674630641937256,0.3015086054801941,0.2622697353363037,0.21331273019313812,0.20546269416809082,0.2299048751592636,0.31091248989105225
jamaa,0.104703888297081,0.13525822758674622,1.0,0.6215276718139648,0.08907824009656906,0.2450571209192276,0.23020534217357635
islamiya,0.1551530957221985,0.1895153522491455,0.6215276718139648,0.9999999403953552,0.19623862206935883,0.34186622500419617,0.20995394885540009
(,0.2459595799446106,0.18979617953300476,0.2274361103773117,0.1714104264974594,0.13508324325084686,0.06698720902204514,0.40561532974243164
or,0.417120099067688,0.28211739659309387,0.22035656869411469,0.22207294404506683,0.14172133803367615,0.22167718410491943,0.32389625906944275
al-gama'a,0.2044965922832489,0.20490151643753052,0.5173457860946655,0.5201612710952759,0.1551952362060547,0.24212314188480377,0.22102928161621094
al-islamiyya,0.17627297341823578,0.2162598967552185,0.6294148564338684,0.9092759490013123,0.2805158197879791,0.3589041829109192,0.2059359848499298
),0.2538422644138336,0.18584993481636047,0.2518264055252075,0.21466006338596344,0.14479994773864746,0.09568654000759125,0.42300865054130554
",",0.36674630641937256,0.3015086054801941,0.2622697353363037,0.21331273019313812,0.20546269416809082,0.2299048751592636,0.31091248989105225
renounced,0.23693574965000153,0.361713707447052,0.16150297224521637,0.2522469460964203,0.8358106017112732,0.3152857720851898,0.1873418241739273
violence,0.2319701910018921,0.22152221202850342,0.2450571209192276,0.34186622500419617,0.3467954993247986,1.0000001192092896,0.20634515583515167
in,0.4431333839893341,0.2593238651752472,0.15630090236663818,0.17273834347724915,0.20108960568904877,0.2653872072696686,0.20430970191955566
2003,-0.2741066515445709,-0.1555103063583374,-0.1251160204410553,-0.2514888644218445,-0.2035313993692398,-0.0211738720536232,-0.17560148239135742
.,0.475719153881073,0.35288307070732117,0.21581315994262695,0.2693370282649994,0.1838487684726715,0.22271575033664703,0.4130953550338745
