,what,radio,network,carried,the,super,bowl,?
westwood,0.13306690752506256,0.270943284034729,0.3311295509338379,0.1454085111618042,0.289829283952713,0.2721847593784332,0.2946203351020813,0.17119714617729187
one,0.376489520072937,0.22566388547420502,0.2341459095478058,0.22325856983661652,0.5514441132545471,0.21711376309394836,0.19098831713199615,0.2673267424106598
will,0.3510494530200958,0.14596246182918549,0.18135474622249603,0.1779237985610962,0.3635469079017639,0.1544499397277832,0.1507955938577652,0.35046905279159546
carry,0.22239743173122406,0.18107746541500092,0.22525767982006073,0.6771092414855957,0.26752355694770813,0.13824884593486786,0.11297586560249329,0.17171701788902283
the,0.42745697498321533,0.23511973023414612,0.27187061309814453,0.31854987144470215,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
game,0.2246788740158081,0.22439733147621155,0.2793661653995514,0.12368112802505493,0.285271555185318,0.3480181396007538,0.2413962334394455,0.1829071193933487
throughout,0.2130906730890274,0.20322127640247345,0.22571468353271484,0.2851407527923584,0.4158564507961273,0.1474054902791977,0.14524398744106293,0.12665234506130219
north,0.18673177063465118,0.1604752391576767,0.1373967081308365,0.1591627150774002,0.36298373341560364,0.13652047514915466,0.19743962585926056,0.11829731613397598
america,0.2517423629760742,0.18978674709796906,0.2160404473543167,0.2032051682472229,0.37090015411376953,0.17941345274448395,0.1506969928741455,0.19333907961845398
",",0.3087472915649414,0.25251123309135437,0.1932937651872635,0.2494087517261505,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
with,0.2464839518070221,0.15850627422332764,0.2153671681880951,0.23924976587295532,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.2433311939239502
kevin,0.12314492464065552,0.19655464589595795,0.170451819896698,0.0799311101436615,0.179534912109375,0.0660184919834137,0.10027378052473068,0.1176677793264389
harlan,0.18146352469921112,0.17283225059509277,0.19073602557182312,0.18093301355838776,0.22123396396636963,0.1475001871585846,0.21491509675979614,0.1691509187221527
as,0.31749409437179565,0.18667691946029663,0.2054080367088318,0.2365865707397461,0.48381632566452026,0.21450649201869965,0.14539222419261932,0.27043893933296204
play-by-play,0.2412194460630417,0.31086286902427673,0.26320216059684753,0.13485786318778992,0.2794552743434906,0.2638408839702606,0.25221535563468933,0.2925850749015808
announcer,0.16529585421085358,0.4074510335922241,0.3147032856941223,0.184786856174469,0.2399389147758484,0.22207166254520416,0.27816489338874817,0.18424807488918304
",",0.3087472915649414,0.25251123309135437,0.1932937651872635,0.2494087517261505,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
boomer,0.1419287919998169,0.1735769361257553,0.2149503231048584,0.15611280500888824,0.19121207296848297,0.28085359930992126,0.15165552496910095,0.1773107945919037
esiason,0.30121925473213196,0.3066709041595459,0.19527193903923035,0.24684207141399384,0.3538505434989929,0.2183491736650467,0.24717429280281067,0.276677668094635
and,0.31309178471565247,0.2658638060092926,0.27591994404792786,0.2700822949409485,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
dan,0.13668760657310486,0.17885200679302216,0.21805816888809204,0.09305824339389801,0.21507468819618225,0.11594721674919128,0.08622924238443375,0.12045673280954361
fouts,0.23306797444820404,0.18359245359897614,0.27936020493507385,0.24201442301273346,0.28466182947158813,0.2410377562046051,0.29108619689941406,0.22210446000099182
as,0.31749409437179565,0.18667691946029663,0.2054080367088318,0.2365865707397461,0.48381632566452026,0.21450649201869965,0.14539222419261932,0.27043893933296204
color,0.2746529281139374,0.1325235217809677,0.167613685131073,0.17520970106124878,0.21895472705364227,0.16928184032440186,0.21894660592079163,0.21299609541893005
analysts,0.3167741596698761,0.32448938488960266,0.3371529281139374,0.2332564890384674,0.23779353499412537,0.15391482412815094,0.19882456958293915,0.18784141540527344
",",0.3087472915649414,0.25251123309135437,0.1932937651872635,0.2494087517261505,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
and,0.31309178471565247,0.2658638060092926,0.27591994404792786,0.2700822949409485,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
james,0.20536290109157562,0.17367422580718994,0.08142503350973129,0.10926292091608047,0.22481533885002136,0.1383729726076126,0.09522265940904617,0.12139993160963058
lofton,0.19193755090236664,0.2218453288078308,0.15412189066410065,0.1571955382823944,0.23757049441337585,0.16454368829727173,0.1976945400238037,0.12585721909999847
and,0.31309178471565247,0.2658638060092926,0.27591994404792786,0.2700822949409485,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
mark,0.16941310465335846,0.12650291621685028,0.0779964029788971,0.05568079650402069,0.2235521525144577,0.04788510128855705,0.11411845684051514,0.11634156107902527
malone,0.16782987117767334,0.21158751845359802,0.1655896157026291,0.09766347706317902,0.23672804236412048,0.08998797833919525,0.1633603870868683,0.15293700993061066
as,0.31749409437179565,0.18667691946029663,0.2054080367088318,0.2365865707397461,0.48381632566452026,0.21450649201869965,0.14539222419261932,0.27043893933296204
sideline,0.3090035319328308,0.2895861566066742,0.36970055103302,0.06463470309972763,0.2606579065322876,0.2961301803588867,0.33748066425323486,0.2637002468109131
reporters,0.18634870648384094,0.2763652205467224,0.2619204819202423,0.23209157586097717,0.20859824120998383,0.13268212974071503,0.18018838763237,0.20937705039978027
.,0.3567904531955719,0.20650681853294373,0.23909442126750946,0.24091391265392303,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
