,where,were,the,ashes,sent,?
in,0.5344807505607605,0.3815755248069763,0.6662389636039734,0.2059040516614914,0.25609636306762695,0.20430970191955566
1952,0.06642761081457138,0.07001259177923203,0.12244576215744019,0.0028278238605707884,-0.053777068853378296,-0.04863175377249718
",",0.3149496018886566,0.36755475401878357,0.4933079481124878,0.2434438169002533,0.2487054318189621,0.31091248989105225
following,0.2838563919067383,0.168174147605896,0.39779382944107056,0.12458764761686325,0.18891046941280365,0.1555173695087433
pressure,0.2295641452074051,0.19829359650611877,0.28285476565361023,0.24845650792121887,0.1708909571170807,0.142023503780365
from,0.3713873624801636,0.29991888999938965,0.40150508284568787,0.2544092833995819,0.2365139275789261,0.19969791173934937
tesla,0.12761090695858002,0.1222306564450264,0.1324402391910553,0.016966991126537323,0.09155386686325073,0.10250775516033173
's,0.0007701900321990252,0.007088581565767527,-0.01540423184633255,-0.0037120513152331114,0.06689035892486572,-0.023395681753754616
nephew,0.21582858264446259,0.18181882798671722,0.1778409779071808,0.20163989067077637,0.23803450167179108,0.15075847506523132
",",0.3149496018886566,0.36755475401878357,0.4933079481124878,0.2434438169002533,0.2487054318189621,0.31091248989105225
sava,0.22062678635120392,0.15087692439556122,0.18504585325717926,0.25528138875961304,0.07855800539255142,0.10729890316724777
kosanović,0.18899618089199066,0.11425542831420898,0.1980230212211609,0.13287308812141418,0.09963762015104294,0.2019146829843521
",",0.3149496018886566,0.36755475401878357,0.4933079481124878,0.2434438169002533,0.2487054318189621,0.31091248989105225
tesla,0.12761090695858002,0.1222306564450264,0.1324402391910553,0.016966991126537323,0.09155386686325073,0.10250775516033173
's,0.0007701900321990252,0.007088581565767527,-0.01540423184633255,-0.0037120513152331114,0.06689035892486572,-0.023395681753754616
entire,0.29618456959724426,0.18253234028816223,0.4870373010635376,0.16493645310401917,0.16278398036956787,0.17068447172641754
estate,0.21449214220046997,0.19615264236927032,0.23036383092403412,0.15607309341430664,0.12148844450712204,0.10328271985054016
was,0.20731619000434875,0.590133786201477,0.48711544275283813,0.21528416872024536,0.3192673325538635,0.18412111699581146
shipped,0.194931760430336,0.35189104080200195,0.26462239027023315,0.17355598509311676,0.36092692613601685,0.2201380878686905
to,0.47735077142715454,0.31913647055625916,0.535392165184021,0.2197941392660141,0.34694167971611023,0.29463258385658264
belgrade,0.1799953132867813,0.15145505964756012,0.18801841139793396,0.049078844487667084,0.12780268490314484,0.10098983347415924
in,0.5344807505607605,0.3815755248069763,0.6662389636039734,0.2059040516614914,0.25609636306762695,0.20430970191955566
80,0.08891365677118301,0.0018961821915581822,0.003630283521488309,0.14712350070476532,0.008998392149806023,0.04445207491517067
trunks,0.2332567572593689,0.2440376877784729,0.2370808869600296,0.2679370045661926,0.15271319448947906,0.10389585793018341
marked,0.2636503577232361,0.3136773407459259,0.36085957288742065,0.17659714818000793,0.13252434134483337,0.1466940939426422
n.t,-0.027162181213498116,-0.024911824613809586,-0.10528934001922607,0.06077547371387482,0.0698169395327568,0.10420702397823334
.,0.41390106081962585,0.3378238379955292,0.5934505462646484,0.24438932538032532,0.27534595131874084,0.4130953550338745
,where,were,the,ashes,sent,?
in,0.5344807505607605,0.3815755248069763,0.6662389636039734,0.2059040516614914,0.25609636306762695,0.20430970191955566
1957,-0.03794582188129425,0.027325376868247986,-0.091727614402771,-0.17068268358707428,-0.11883886158466339,-0.11977791041135788
",",0.3149496018886566,0.36755475401878357,0.4933079481124878,0.2434438169002533,0.2487054318189621,0.31091248989105225
kosanović,0.18899618089199066,0.11425542831420898,0.1980230212211609,0.13287308812141418,0.09963762015104294,0.2019146829843521
's,0.0007701900321990252,0.007088581565767527,-0.01540423184633255,-0.0037120513152331114,0.06689035892486572,-0.023395681753754616
secretary,0.12371211498975754,0.14929230511188507,0.23160062730312347,0.08176002651453018,0.29358941316604614,0.10113837569952011
charlotte,0.0928487628698349,0.15856005251407623,0.22713778913021088,0.13686668872833252,0.12381301820278168,0.1355268955230713
muzar,0.21580462157726288,0.2437206357717514,0.3371117115020752,0.19964540004730225,0.1962037831544876,0.21170741319656372
transported,0.25084197521209717,0.279762864112854,0.2550795376300812,0.17615370452404022,0.36627528071403503,0.1354173868894577
tesla,0.12761090695858002,0.1222306564450264,0.1324402391910553,0.016966991126537323,0.09155386686325073,0.10250775516033173
's,0.0007701900321990252,0.007088581565767527,-0.01540423184633255,-0.0037120513152331114,0.06689035892486572,-0.023395681753754616
ashes,0.28184399008750916,0.2820107936859131,0.2695733308792114,0.9999999403953552,0.20989559590816498,0.18550114333629608
from,0.3713873624801636,0.29991888999938965,0.40150508284568787,0.2544092833995819,0.2365139275789261,0.19969791173934937
the,0.5003893971443176,0.3906462490558624,1.0,0.2695733308792114,0.3010627329349518,0.22068053483963013
united,0.23721055686473846,0.21928317844867706,0.34367692470550537,0.17920726537704468,0.22125330567359924,0.17266890406608582
states,0.24649012088775635,0.19797217845916748,0.3463578522205353,0.13598515093326569,0.23405638337135315,0.16272737085819244
to,0.47735077142715454,0.31913647055625916,0.535392165184021,0.2197941392660141,0.34694167971611023,0.29463258385658264
belgrade,0.1799953132867813,0.15145505964756012,0.18801841139793396,0.049078844487667084,0.12780268490314484,0.10098983347415924
.,0.41390106081962585,0.3378238379955292,0.5934505462646484,0.24438932538032532,0.27534595131874084,0.4130953550338745
