,what,did,the,hamas,charter,uncompromisingly,encourage,?
rather,0.3923804461956024,0.3137456178665161,0.31983619928359985,0.19934161007404327,0.08855127543210983,0.46509677171707153,0.41387900710105896,0.3053998053073883
than,0.29388150572776794,0.24820660054683685,0.3227543234825134,0.1965801864862442,0.10755640268325806,0.2729473114013672,0.2953357398509979,0.24917294085025787
being,0.3760843276977539,0.27905046939849854,0.419739305973053,0.23986214399337769,0.23344597220420837,0.4195099174976349,0.2636871039867401,0.26743772625923157
more,0.3484537899494171,0.2803135812282562,0.39758381247520447,0.2152957022190094,0.1241292953491211,0.4002819061279297,0.3765813112258911,0.27894994616508484
moderate,0.21703524887561798,0.19619178771972656,0.20949949324131012,0.2602446377277374,0.050596896559000015,0.3228904902935028,0.20143216848373413,0.14408792555332184
than,0.29388150572776794,0.24820660054683685,0.3227543234825134,0.1965801864862442,0.10755640268325806,0.2729473114013672,0.2953357398509979,0.24917294085025787
the,0.42745697498321533,0.34736719727516174,1.0,0.25661513209342957,0.26436546444892883,0.23169481754302979,0.25321751832962036,0.22068053483963013
plo,0.15021194517612457,0.16712789237499237,0.18535444140434265,0.44502100348472595,0.15284469723701477,0.23197434842586517,0.2150576114654541,0.1690802425146103
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.21630539000034332,0.25566044449806213,0.23088286817073822,0.24523833394050598,0.31091248989105225
the,0.42745697498321533,0.34736719727516174,1.0,0.25661513209342957,0.26436546444892883,0.23169481754302979,0.25321751832962036,0.22068053483963013
1988,-0.09063374996185303,-0.03694842383265495,-0.009787061251699924,-0.08859232813119888,0.06471453607082367,-0.09428407996892929,-0.13777069747447968,0.08449683338403702
hamas,0.218891441822052,0.21023006737232208,0.25661513209342957,0.9999999403953552,0.17538779973983765,0.2717304825782776,0.20062226057052612,0.188774973154068
charter,0.13714581727981567,0.17709414660930634,0.26436546444892883,0.17538779973983765,1.0000001192092896,0.19838693737983704,0.18087121844291687,0.14220231771469116
took,0.1316593885421753,0.42470768094062805,0.31657639145851135,0.1901620477437973,0.1382116675376892,0.18689726293087006,0.20683646202087402,0.14109265804290771
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.2367890626192093,0.20456433296203613,0.280650794506073,0.22210997343063354,0.23916715383529663
more,0.3484537899494171,0.2803135812282562,0.39758381247520447,0.2152957022190094,0.1241292953491211,0.4002819061279297,0.3765813112258911,0.27894994616508484
uncompromising,0.3252246379852295,0.28886112570762634,0.21159549057483673,0.23244185745716095,0.19652755558490753,0.920752763748169,0.3702312111854553,0.2757404148578644
stand,0.1968817561864853,0.16136892139911652,0.2531624138355255,0.2527308166027069,0.11123193055391312,0.1634237915277481,0.16772283613681793,0.14369045197963715
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.21630539000034332,0.25566044449806213,0.23088286817073822,0.24523833394050598,0.31091248989105225
calling,0.28107601404190063,0.2792740762233734,0.23722994327545166,0.24683696031570435,0.11190297454595566,0.23957334458827972,0.2965604066848755,0.23612231016159058
for,0.3017193675041199,0.318512886762619,0.4739971458911896,0.20949795842170715,0.2007191777229309,0.3369606137275696,0.3451491594314575,0.264628142118454
the,0.42745697498321533,0.34736719727516174,1.0,0.25661513209342957,0.26436546444892883,0.23169481754302979,0.25321751832962036,0.22068053483963013
destruction,0.22247105836868286,0.19351856410503387,0.3148382306098938,0.2816285789012909,0.12430931627750397,0.2500503957271576,0.1656416654586792,0.12016301602125168
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.1995590180158615,0.2438247799873352,0.23759382963180542,0.2560228705406189,0.1826142966747284
israel,0.1839018315076828,0.16748307645320892,0.21617624163627625,0.46480703353881836,0.12463288754224777,0.1463567614555359,0.24534723162651062,0.15015864372253418
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.2204926311969757,0.21405354142189026,0.28540968894958496,0.3351057767868042,0.20544172823429108
the,0.42745697498321533,0.34736719727516174,1.0,0.25661513209342957,0.26436546444892883,0.23169481754302979,0.25321751832962036,0.22068053483963013
establishment,0.1702135056257248,0.20103003084659576,0.344906210899353,0.2733651101589203,0.36550164222717285,0.20983156561851501,0.2346324622631073,0.1661023646593094
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.1995590180158615,0.2438247799873352,0.23759382963180542,0.2560228705406189,0.1826142966747284
an,0.2821882665157318,0.22598257660865784,0.4207492768764496,0.16933275759220123,0.1787807196378708,0.25590983033180237,0.22343920171260834,0.19793890416622162
islamic,0.2204568088054657,0.17371372878551483,0.27231070399284363,0.41844066977500916,0.22217196226119995,0.2583949863910675,0.20098356902599335,0.1692383587360382
state,0.24273863434791565,0.152080237865448,0.3097178041934967,0.21303389966487885,0.24389484524726868,0.21817688643932343,0.17137382924556732,0.1160883978009224
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.16542012989521027,0.20881880819797516,0.16684997081756592,0.2503052353858948,0.20430970191955566
palestine,0.20038168132305145,0.15306764841079712,0.2786056101322174,0.49194228649139404,0.2091473489999771,0.20908275246620178,0.25788572430610657,0.19504891335964203
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.20643571019172668,0.17250345647335052,0.23275187611579895,0.2384900003671646,0.4130953550338745
