,in,what,venue,did,super,bowl,xix,take,place,?
the,0.6662389636039734,0.42745697498321533,0.22078999876976013,0.34736719727516174,0.21959073841571808,0.21576224267482758,0.2647514343261719,0.31620436906814575,0.4179787337779999,0.22068053483963013
san,0.2617562413215637,0.19375550746917725,0.15182507038116455,0.1785750538110733,0.15279507637023926,0.18508543074131012,0.22214902937412262,0.13093869388103485,0.19986800849437714,0.10952327400445938
francisco,0.21278683841228485,0.17887917160987854,0.15999378263950348,0.1959451586008072,0.1658499836921692,0.20152677595615387,0.20420151948928833,0.15135663747787476,0.16960975527763367,0.1020219698548317
bay,0.1926257163286209,0.20251236855983734,0.16702315211296082,0.05503932014107704,0.12241406738758087,0.1972428411245346,0.08241372555494308,0.16412900388240814,0.19794072210788727,0.10773546993732452
area,0.33632898330688477,0.21965408325195312,0.20748326182365417,0.14067986607551575,0.09147491306066513,0.19680163264274597,0.1275882124900818,0.1462567150592804,0.3004036247730255,0.12640461325645447
last,0.30714505910873413,0.23175878822803497,0.13988840579986572,0.30895525217056274,0.17231976985931396,0.20327796041965485,0.27588436007499695,0.30853545665740967,0.2233041673898697,0.22371746599674225
hosted,0.2707974314689636,0.10146842896938324,0.4010564386844635,0.14902178943157196,0.1794566810131073,0.17901405692100525,0.1732555627822876,0.17808015644550323,0.22656458616256714,0.09810540825128555
in,1.0,0.30808621644973755,0.24086345732212067,0.2593238651752472,0.18576006591320038,0.17236235737800598,0.22241513431072235,0.21975718438625336,0.38128477334976196,0.20430970191955566
1985,0.015247007831931114,0.07759413868188858,0.030802957713603973,0.07323421537876129,-0.05335182696580887,-0.05126553773880005,-0.07572533190250397,0.09824877977371216,-0.004470990505069494,-0.03005216084420681
(,0.3087427020072937,0.2411840260028839,0.1594010293483734,0.18979617953300476,0.17553061246871948,0.15949074923992157,0.1995527744293213,0.21149633824825287,0.20666886866092682,0.40561532974243164
super,0.18576006591320038,0.13651713728904724,0.1580883413553238,0.16038043797016144,1.0000001192092896,0.4848237931728363,0.36064285039901733,0.1732010841369629,0.06724333763122559,0.166326642036438
bowl,0.17236235737800598,0.15942467749118805,0.21791648864746094,0.18569406867027283,0.4848237931728363,1.0,0.3306947350502014,0.1148882582783699,0.15577438473701477,0.21118052303791046
xix,0.22241513431072235,0.0627463161945343,0.1756575107574463,0.1569201946258545,0.36064285039901733,0.3306947350502014,1.0000001192092896,0.08957187086343765,0.13560700416564941,0.1777612268924713
),0.3326910734176636,0.26259949803352356,0.15768419206142426,0.18584993481636047,0.1971341073513031,0.16361013054847717,0.19138364493846893,0.198357492685318,0.2269994467496872,0.42300865054130554
",",0.5201468467712402,0.3087472915649414,0.24143879115581512,0.3015086054801941,0.22322475910186768,0.1810409277677536,0.24543654918670654,0.2881867289543152,0.34068408608436584,0.31091248989105225
held,0.3127288818359375,0.0974166989326477,0.34524765610694885,0.18607917428016663,0.1602509617805481,0.1913566142320633,0.2661531865596771,0.283068984746933,0.3675558865070343,0.14103956520557404
at,0.4374977946281433,0.2838611304759979,0.289700448513031,0.28390252590179443,0.11449114978313446,0.2709662914276123,0.12005658447742462,0.27566230297088623,0.3307865858078003,0.21978627145290375
stanford,0.26389890909194946,0.20460334420204163,0.1125025674700737,0.16381965577602386,0.052280448377132416,0.18563611805438995,0.1271122545003891,0.12838947772979736,0.12562790513038635,0.14956782758235931
stadium,0.21361783146858215,0.12456028908491135,0.489891916513443,0.14029206335544586,0.1715150624513626,0.25985562801361084,0.19988738000392914,0.1042487695813179,0.2594786286354065,0.07579939067363739
in,1.0,0.30808621644973755,0.24086345732212067,0.2593238651752472,0.18576006591320038,0.17236235737800598,0.22241513431072235,0.21975718438625336,0.38128477334976196,0.20430970191955566
stanford,0.26389890909194946,0.20460334420204163,0.1125025674700737,0.16381965577602386,0.052280448377132416,0.18563611805438995,0.1271122545003891,0.12838947772979736,0.12562790513038635,0.14956782758235931
",",0.5201468467712402,0.3087472915649414,0.24143879115581512,0.3015086054801941,0.22322475910186768,0.1810409277677536,0.24543654918670654,0.2881867289543152,0.34068408608436584,0.31091248989105225
california,0.2772824168205261,0.1811584085226059,0.09403716027736664,0.1524294763803482,0.15213294327259064,0.22235432267189026,0.14810317754745483,0.1321188509464264,0.1805843710899353,0.1409905105829239
