,what,is,the,taskforce,that,was,organized,to,identify,with,the,pro-life,position,?
members,0.16873176395893097,0.1897467076778412,0.3321719169616699,0.20698176324367523,0.2637958228588104,0.20636706054210663,0.27694958448410034,0.26617446541786194,0.19912651181221008,0.2579888701438904,0.3321719169616699,0.252288818359375,0.1550533026456833,0.10212311148643494
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.29130327701568604,0.41498205065727234,0.4069072902202606,0.2566941976547241,0.41548454761505127,0.244131401181221,0.41827285289764404,0.733189046382904,0.28458520770072937,0.23636478185653687,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.2928214371204376,0.5473989248275757,0.48711544275283813,0.28001853823661804,0.535392165184021,0.2653810381889343,0.4223487675189972,1.0,0.2782309651374817,0.3183514177799225,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.3370772898197174,0.25567954778671265,0.31727492809295654,0.2300713211297989,0.2715383470058441,0.20486901700496674,0.19869105517864227,0.34367692470550537,0.2529458701610565,0.15401709079742432,0.17266890406608582
methodist,0.17637217044830322,0.14683330059051514,0.21922016143798828,0.21506643295288086,0.18170638382434845,0.2711138129234314,0.13174551725387573,0.21503986418247223,0.15394629538059235,0.17456914484500885,0.21922016143798828,0.21259264647960663,0.17194731533527374,0.1436992734670639
church,0.1944202184677124,0.203276589512825,0.23846197128295898,0.1755688339471817,0.18300943076610565,0.24960921704769135,0.11914142966270447,0.24439501762390137,0.013989291153848171,0.17961077392101288,0.23846197128295898,0.16527141630649567,0.12492138147354126,0.18081501126289368
who,0.40942975878715515,0.24293622374534607,0.3733934462070465,0.3021850883960724,0.45444270968437195,0.3318818509578705,0.24749499559402466,0.42656609416007996,0.3389873802661896,0.3282766342163086,0.3733934462070465,0.291389137506485,0.2597297430038452,0.26220351457595825
identify,0.27000585198402405,0.2316393256187439,0.2653810381889343,0.26057183742523193,0.34957918524742126,0.11893568187952042,0.20155540108680725,0.3323211371898651,1.0,0.30236154794692993,0.2653810381889343,0.31751489639282227,0.21886798739433289,0.20891983807086945
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.2300872653722763,0.4154358208179474,0.27411898970603943,0.1646278202533722,0.4239959120750427,0.30236154794692993,0.9999999403953552,0.4223487675189972,0.2604619562625885,0.16771268844604492,0.2433311939239502
the,0.42745697498321533,0.5823672413825989,1.0,0.2928214371204376,0.5473989248275757,0.48711544275283813,0.28001853823661804,0.535392165184021,0.2653810381889343,0.4223487675189972,1.0,0.2782309651374817,0.3183514177799225,0.22068053483963013
pro-life,0.3241080939769745,0.25805625319480896,0.2782309651374817,0.30142661929130554,0.37630385160446167,0.2156449407339096,0.21960243582725525,0.32702624797821045,0.31751489639282227,0.2604619562625885,0.2782309651374817,1.0,0.24246735870838165,0.30451568961143494
position,0.22031237185001373,0.19614431262016296,0.3183514177799225,0.22556859254837036,0.2627577483654022,0.23203803598880768,0.19396941363811493,0.2374807894229889,0.21886798739433289,0.16771268844604492,0.3183514177799225,0.24246735870838165,1.0000001192092896,0.15529610216617584
have,0.39808809757232666,0.3613572418689728,0.40389683842658997,0.21779802441596985,0.6182622313499451,0.2863433063030243,0.1659020483493805,0.4544740617275238,0.39987117052078247,0.48046383261680603,0.40389683842658997,0.3593311309814453,0.216538205742836,0.32991164922714233
organized,0.19144229590892792,0.11886901408433914,0.28001853823661804,0.2544793486595154,0.2621452212333679,0.2777135372161865,1.0,0.2154233157634735,0.20155540108680725,0.1646278202533722,0.28001853823661804,0.21960243582725525,0.19396941363811493,0.10524328798055649
into,0.2180619090795517,0.2619607150554657,0.39493247866630554,0.18439078330993652,0.3239944875240326,0.2322220653295517,0.30585014820098877,0.38810545206069946,0.1280912607908249,0.2912435233592987,0.39493247866630554,0.18561376631259918,0.12192842364311218,0.15662476420402527
the,0.42745697498321533,0.5823672413825989,1.0,0.2928214371204376,0.5473989248275757,0.48711544275283813,0.28001853823661804,0.535392165184021,0.2653810381889343,0.4223487675189972,1.0,0.2782309651374817,0.3183514177799225,0.22068053483963013
taskforce,0.30528032779693604,0.27305930852890015,0.2928214371204376,0.9999998807907104,0.3211930990219116,0.2572021782398224,0.2544793486595154,0.32945579290390015,0.26057183742523193,0.2300872653722763,0.2928214371204376,0.30142661929130554,0.22556859254837036,0.2831698954105377
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.29130327701568604,0.41498205065727234,0.4069072902202606,0.2566941976547241,0.41548454761505127,0.244131401181221,0.41827285289764404,0.733189046382904,0.28458520770072937,0.23636478185653687,0.1826142966747284
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.3370772898197174,0.25567954778671265,0.31727492809295654,0.2300713211297989,0.2715383470058441,0.20486901700496674,0.19869105517864227,0.34367692470550537,0.2529458701610565,0.15401709079742432,0.17266890406608582
methodists,0.2476986199617386,0.18406468629837036,0.25832629203796387,0.20915769040584564,0.2729295492172241,0.226683109998703,0.16767211258411407,0.27666956186294556,0.25000759959220886,0.19153638184070587,0.25832629203796387,0.2739858031272888,0.18582573533058167,0.1608453392982483
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.2657962441444397,0.42569106817245483,0.3909217119216919,0.2290174514055252,0.41031414270401,0.16911089420318604,0.40749499201774597,0.5107308030128479,0.23936647176742554,0.22749492526054382,0.2714994251728058
abortion,0.3180426061153412,0.17696097493171692,0.1901487559080124,0.28788039088249207,0.2741369307041168,0.1547451764345169,0.12676241993904114,0.21990805864334106,0.1965227574110031,0.14573515951633453,0.1901487559080124,0.4029005467891693,0.17916174232959747,0.28679323196411133
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.31997761130332947,0.4731321930885315,0.3740963041782379,0.24457906186580658,0.48971283435821533,0.2600044310092926,0.5477725267410278,0.5171257257461548,0.36948004364967346,0.22603030502796173,0.20544172823429108
sexuality,0.3046005964279175,0.16747765243053436,0.21336935460567474,0.22274526953697205,0.30188465118408203,0.1979444921016693,0.16500912606716156,0.2135491520166397,0.2604076564311981,0.19599278271198273,0.21336935460567474,0.4296341836452484,0.24489083886146545,0.25399482250213623
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.23908081650733948,0.2264307141304016,0.2980341613292694,0.1367122083902359,0.30882009863853455,0.12754571437835693,0.29503780603408813,0.33289089798927307,0.2069506198167801,0.2345474362373352,0.40561532974243164
tumas,0.1938616931438446,0.2747328579425812,0.3292103111743927,0.1749085932970047,0.1998070925474167,0.24004197120666504,0.2234596312046051,0.23393051326274872,0.1925458163022995,0.2321256548166275,0.3292103111743927,0.3184948265552521,0.13109606504440308,0.2051296979188919
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.24936984479427338,0.23478686809539795,0.3267642855644226,0.1452978551387787,0.31236231327056885,0.10620655864477158,0.3069596290588379,0.3456730246543884,0.2074303776025772,0.26386576890945435,0.42300865054130554
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.32945579290390015,0.5436353087425232,0.3636345863342285,0.2154233157634735,1.0,0.3323211371898651,0.4239959120750427,0.535392165184021,0.32702624797821045,0.2374807894229889,0.29463258385658264
further,0.30867868661880493,0.13372796773910522,0.32531118392944336,0.17121562361717224,0.34756001830101013,0.16107149422168732,0.17798671126365662,0.4001762866973877,0.2185923010110855,0.20288193225860596,0.32531118392944336,0.21335925161838531,0.19871878623962402,0.20960763096809387
their,0.35142919421195984,0.2101074606180191,0.516537070274353,0.22766810655593872,0.4266771972179413,0.2396296262741089,0.19383138418197632,0.44619059562683105,0.29984724521636963,0.4258328378200531,0.516537070274353,0.3350769579410553,0.2498960793018341,0.1898253709077835
position,0.22031237185001373,0.19614431262016296,0.3183514177799225,0.22556859254837036,0.2627577483654022,0.23203803598880768,0.19396941363811493,0.2374807894229889,0.21886798739433289,0.16771268844604492,0.3183514177799225,0.24246735870838165,1.0000001192092896,0.15529610216617584
within,0.2498195916414261,0.30135563015937805,0.39827480912208557,0.1668628603219986,0.33798906207084656,0.19280311465263367,0.28391268849372864,0.34980177879333496,0.32870587706565857,0.2915107011795044,0.39827480912208557,0.23261813819408417,0.25843489170074463,0.1870293766260147
the,0.42745697498321533,0.5823672413825989,1.0,0.2928214371204376,0.5473989248275757,0.48711544275283813,0.28001853823661804,0.535392165184021,0.2653810381889343,0.4223487675189972,1.0,0.2782309651374817,0.3183514177799225,0.22068053483963013
denomination,0.24481600522994995,0.22500525414943695,0.26250898838043213,0.21189072728157043,0.2175748497247696,0.17174744606018066,0.17236103117465973,0.195559561252594,0.22908231616020203,0.16310179233551025,0.26250898838043213,0.2633468210697174,0.22885017096996307,0.2643771171569824
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.34867700934410095,0.4460422694683075,0.40146201848983765,0.2294844090938568,0.4645031690597534,0.2023741602897644,0.4446153938770294,0.5934505462646484,0.2976609468460083,0.24342353641986847,0.4130953550338745
