,how,did,von,lettow,conduct,his,group,?
completely,0.3241038918495178,0.2934423089027405,0.1419212520122528,0.2227807641029358,0.13836008310317993,0.24606558680534363,0.13393498957157135,0.17155995965003967
cut,0.270995169878006,0.20971950888633728,0.07925159484148026,0.2662377655506134,0.16407263278961182,0.1879006177186966,0.07821930199861526,0.1403924524784088
off,0.22701384127140045,0.17696987092494965,0.1402958333492279,0.21314141154289246,0.18206018209457397,0.22733530402183533,0.19926106929779053,0.12937544286251068
from,0.22939439117908478,0.20248863101005554,0.12214753776788712,0.21331241726875305,0.07924716174602509,0.3195365369319916,0.2369973510503769,0.19969791173934937
germany,0.19746148586273193,0.2132834792137146,0.3748878538608551,0.2779838740825653,0.15276630222797394,0.25163260102272034,0.19089241325855255,0.1388660967350006
",",0.22659391164779663,0.3015086054801941,0.1878369003534317,0.391032874584198,0.19693340361118317,0.3378419280052185,0.2809832692146301,0.31091248989105225
von,0.1710921674966812,0.22224590182304382,1.0,0.2403201460838318,0.18779833614826202,0.24299906194210052,0.12222034484148026,0.13907472789287567
lettow,0.19218190014362335,0.2514396607875824,0.2403201460838318,1.0,0.16004697978496552,0.33272433280944824,0.12844441831111908,0.18936961889266968
conducted,0.17521916329860687,0.2465403974056244,0.23246347904205322,0.22543855011463165,0.7445974349975586,0.2909303307533264,0.13078360259532928,0.1105341762304306
an,0.2520636022090912,0.22598257660865784,0.15605303645133972,0.22002503275871277,0.1844918429851532,0.24025635421276093,0.1671597808599472,0.19793890416622162
effective,0.2763531506061554,0.2096690982580185,0.14442501962184906,0.07097864896059036,0.2483168989419937,0.17747922241687775,0.09811901301145554,0.21825028955936432
guerrilla,0.11142484098672867,0.15673969686031342,0.16327166557312012,0.19019778072834015,0.23963770270347595,0.26875150203704834,0.23999933898448944,0.16014014184474945
warfare,0.2399844527244568,0.18637101352214813,0.11704271286725998,0.13217546045780182,0.27769988775253296,0.22302724421024323,0.1429300755262375,0.1583555042743683
campaign,0.13740511238574982,0.18201768398284912,0.15081173181533813,0.19094032049179077,0.2666131258010864,0.28777557611465454,0.14877158403396606,0.162482351064682
",",0.22659391164779663,0.3015086054801941,0.1878369003534317,0.391032874584198,0.19693340361118317,0.3378419280052185,0.2809832692146301,0.31091248989105225
living,0.16140781342983246,0.16898059844970703,0.08982016146183014,0.19140692055225372,0.15225037932395935,0.1494385153055191,0.2785327434539795,0.18362653255462646
off,0.22701384127140045,0.17696987092494965,0.1402958333492279,0.21314141154289246,0.18206018209457397,0.22733530402183533,0.19926106929779053,0.12937544286251068
the,0.33890387415885925,0.34736719727516174,0.21817399561405182,0.26322633028030396,0.24627962708473206,0.4394008219242096,0.30795547366142273,0.22068053483963013
land,0.1918935328722,0.19881628453731537,0.10818484425544739,0.26375141739845276,0.10895751416683197,0.1675759106874466,0.21334169805049896,0.1432059109210968
",",0.22659391164779663,0.3015086054801941,0.1878369003534317,0.391032874584198,0.19693340361118317,0.3378419280052185,0.2809832692146301,0.31091248989105225
capturing,0.14121554791927338,0.10964459180831909,0.11897012591362,0.21538211405277252,0.24482595920562744,0.28616511821746826,0.14515388011932373,0.1290988177061081
british,0.17564475536346436,0.2039594054222107,0.191396564245224,0.24402181804180145,0.12293558567762375,0.2021821290254593,0.2279059737920761,0.09711728990077972
supplies,0.167075514793396,0.25997665524482727,0.15196016430854797,0.24862071871757507,0.2042742669582367,0.25506624579429626,0.12103123962879181,0.08799431473016739
",",0.22659391164779663,0.3015086054801941,0.1878369003534317,0.391032874584198,0.19693340361118317,0.3378419280052185,0.2809832692146301,0.31091248989105225
and,0.33647966384887695,0.34479495882987976,0.2179601788520813,0.31154605746269226,0.2281462550163269,0.4234102666378021,0.3510662019252777,0.20544172823429108
remaining,0.1792374700307846,0.27409452199935913,0.09811995923519135,0.2560555934906006,0.13845273852348328,0.28076013922691345,0.25298428535461426,0.16961920261383057
undefeated,0.15500110387802124,0.23596422374248505,0.13774047791957855,0.1954517364501953,0.21053193509578705,0.288465678691864,0.1541212648153305,0.13133934140205383
.,0.3287222981452942,0.35288307070732117,0.20990465581417084,0.3449256420135498,0.16721296310424805,0.3119256794452667,0.27268800139427185,0.4130953550338745
