,upon,hearing,the,final,product,",",what,was,the,creator,quoted,as,saying,?
on,0.3876325786113739,0.176908478140831,0.5107308030128479,0.20678670704364777,0.1480986773967743,0.49057599902153015,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.18810896575450897,0.12833480536937714,0.36047765612602234,0.29123881459236145,0.2714994251728058
hearing,0.24428758025169373,1.0000001192092896,0.22072359919548035,0.1741134077310562,0.08479047566652298,0.23834307491779327,0.34058091044425964,0.16393141448497772,0.22072359919548035,0.06313203275203705,0.2016693651676178,0.1887696534395218,0.339913547039032,0.19994913041591644
the,0.28184252977371216,0.22072359919548035,1.0,0.3543182611465454,0.23984220623970032,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.20919115841388702,0.19970788061618805,0.48381632566452026,0.30105578899383545,0.22068053483963013
finished,0.1317996382713318,0.14769068360328674,0.2754973769187927,0.4133691191673279,0.1714130938053131,0.2894314229488373,0.2113480567932129,0.3428505063056946,0.2754973769187927,0.04623876512050629,0.15221163630485535,0.17683134973049164,0.18441243469715118,0.14789283275604248
result,0.2111356258392334,0.20348912477493286,0.27778977155685425,0.2471756488084793,0.31131091713905334,0.23341737687587738,0.19945499300956726,0.18558235466480255,0.27778977155685425,0.17217139899730682,0.16215021908283234,0.2939164340496063,0.17770129442214966,0.17218433320522308
",",0.27234330773353577,0.23834307491779327,0.4933079481124878,0.24864837527275085,0.20782852172851562,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2825612425804138,0.23520775139331818,0.48816442489624023,0.28455621004104614,0.31091248989105225
grainer,0.15628929436206818,0.1254172921180725,0.18470273911952972,0.11951807141304016,0.20830975472927094,0.27850306034088135,0.1800486296415329,0.16160158812999725,0.18470273911952972,0.22730815410614014,0.1802222579717636,0.23122361302375793,0.21351908147335052,0.23028554022312164
asked,0.17917148768901825,0.23616492748260498,0.25750473141670227,0.22266876697540283,0.1209225058555603,0.2717181444168091,0.3468177318572998,0.368498295545578,0.25750473141670227,0.1996297389268875,0.3133447766304016,0.2095358669757843,0.4198756217956543,0.28475281596183777
",",0.27234330773353577,0.23834307491779327,0.4933079481124878,0.24864837527275085,0.20782852172851562,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2825612425804138,0.23520775139331818,0.48816442489624023,0.28455621004104614,0.31091248989105225
``,0.01700671948492527,0.029761038720607758,0.029072100296616554,-0.004907349590212107,0.023889778181910515,0.09681109338998795,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.0053216442465782166,-0.02184002287685871,0.03910288214683533,0.003639297094196081,0.0685480609536171
did,0.1879829615354538,0.26051026582717896,0.34736719727516174,0.24226084351539612,0.1952403336763382,0.3015086054801941,0.4259131848812103,0.41399896144866943,0.34736719727516174,0.14352339506149292,0.2469017207622528,0.3596470057964325,0.4131317138671875,0.3023456633090973
i,0.21325813233852386,0.2562693953514099,0.26687872409820557,0.2072172313928604,0.1599181741476059,0.3467482030391693,0.4411132335662842,0.23566235601902008,0.26687872409820557,0.2057068794965744,0.20853248238563538,0.28558287024497986,0.4220453202724457,0.4695145785808563
write,0.10075346380472183,0.25387322902679443,0.23380951583385468,0.1641651690006256,0.18495288491249084,0.24658997356891632,0.37596118450164795,0.21129223704338074,0.23380951583385468,0.24253927171230316,0.27718305587768555,0.23155580461025238,0.3613388240337372,0.3189060389995575
that,0.2909981608390808,0.36381828784942627,0.5473989248275757,0.2579914331436157,0.34754347801208496,0.4137537479400635,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.29275891184806824,0.30618008971214294,0.4735107421875,0.5727561116218567,0.32716336846351624
?,0.13780277967453003,0.19994913041591644,0.22068053483963013,0.17315025627613068,0.19651241600513458,0.31091248989105225,0.5051238536834717,0.18412111699581146,0.22068053483963013,0.2028008997440338,0.23338742554187775,0.27043893933296204,0.36382168531417847,1.0
