,what,types,of,work,did,the,han,do,in,central,asia,?
han,0.14963169395923615,0.13829880952835083,0.24127668142318726,0.16633395850658417,0.15681569278240204,0.253618985414505,0.9999998807907104,0.21125495433807373,0.1791689544916153,0.1943204551935196,0.3392522931098938,0.17129439115524292
chinese,0.11643128097057343,0.20051325857639313,0.24275560677051544,0.14564815163612366,0.19065357744693756,0.2785343527793884,0.5880447626113892,0.190782368183136,0.20821347832679749,0.1833096593618393,0.26809388399124146,0.20843194425106049
were,0.22298263013362885,0.2674507200717926,0.34038281440734863,0.23814889788627625,0.4162326455116272,0.3906462490558624,0.185258150100708,0.23274902999401093,0.3815755248069763,0.16558948159217834,0.19481784105300903,0.17890112102031708
moved,0.20601840317249298,0.044798608869314194,0.22242598235607147,0.2826503813266754,0.27509647607803345,0.32031023502349854,0.09037020802497864,0.12177715450525284,0.3323737680912018,0.2292374074459076,0.1944642961025238,0.15112607181072235
to,0.455847829580307,0.20054484903812408,0.41548454761505127,0.3482864499092102,0.4452643394470215,0.535392165184021,0.14111210405826569,0.38876664638519287,0.45010748505592346,0.21511952579021454,0.22411112487316132,0.29463258385658264
central,0.17723965644836426,0.15717051923274994,0.3415789008140564,0.13665343821048737,0.14962437748908997,0.3417201042175293,0.1943204551935196,0.17118939757347107,0.30844059586524963,1.0,0.3269595801830292,0.14787602424621582
asian,0.06828422844409943,0.18914061784744263,0.24605733156204224,0.12812945246696472,0.15287117660045624,0.2710895538330078,0.3650469481945038,0.15768836438655853,0.18836280703544617,0.2804953455924988,0.5899215936660767,0.10526347905397415
areas,0.23739881813526154,0.3362932801246643,0.2803763747215271,0.19584479928016663,0.19908885657787323,0.3311663568019867,0.11872681230306625,0.25328004360198975,0.33029478788375854,0.2885909676551819,0.2548030614852905,0.1273590475320816
like,0.4320242702960968,0.39141547679901123,0.3244853615760803,0.2711057960987091,0.40502431988716125,0.32912567257881165,0.1512291431427002,0.4615015685558319,0.31010183691978455,0.15721957385540009,0.22313518822193146,0.3268813192844391
besh,0.21920686960220337,0.09329783916473389,0.26318851113319397,0.13386783003807068,0.18115590512752533,0.27107757329940796,0.31755170226097107,0.15626831352710724,0.23398041725158691,0.14235584437847137,0.3153306841850281,0.14971831440925598
baliq,0.1768111139535904,0.19583241641521454,0.18599344789981842,0.03720641881227493,0.14815354347229004,0.18275845050811768,0.27515044808387756,0.14537815749645233,0.12983769178390503,0.23921197652816772,0.3425869643688202,0.19831104576587677
",",0.3087472915649414,0.24108222126960754,0.4946078956127167,0.3283594250679016,0.3015086054801941,0.4933079481124878,0.20665159821510315,0.3283645510673523,0.5201468467712402,0.2587154507637024,0.1759067326784134,0.31091248989105225
almaliq,0.2274593710899353,0.11099328100681305,0.2717296779155731,0.20698752999305725,0.2062399536371231,0.22294160723686218,0.21803642809391022,0.2045815885066986,0.190839484333992,0.21200396120548248,0.24847657978534698,0.16506457328796387
",",0.3087472915649414,0.24108222126960754,0.4946078956127167,0.3283594250679016,0.3015086054801941,0.4933079481124878,0.20665159821510315,0.3283645510673523,0.5201468467712402,0.2587154507637024,0.1759067326784134,0.31091248989105225
and,0.31309178471565247,0.3014242649078369,0.5116966962814331,0.37551814317703247,0.34479495882987976,0.5171257257461548,0.21331742405891418,0.276123583316803,0.4954058527946472,0.2465941160917282,0.26469188928604126,0.20544172823429108
samarqand,0.3112967312335968,0.18152309954166412,0.28913354873657227,0.19827252626419067,0.19328634440898895,0.3489023745059967,0.2891353964805603,0.2134256213903427,0.2955881655216217,0.28463777899742126,0.3234542906284332,0.24304187297821045
by,0.2455483376979828,0.15044783055782318,0.3646814823150635,0.25005507469177246,0.18574509024620056,0.4408751428127289,0.15728846192359924,0.1481526494026184,0.370934396982193,0.14742699265480042,0.19741199910640717,0.17966607213020325
