,what,administration,did,ludwig,mies,van,der,rohe,designa,buiding,?
in,0.30808621644973755,0.25846216082572937,0.2593238651752472,0.15832993388175964,0.1671799272298813,0.19506873190402985,0.2422194629907608,0.2705681324005127,0.220760777592659,0.33005425333976746,0.20430970191955566
1955,-0.15976770222187042,-0.20386703312397003,-0.036518488079309464,-0.04534212872385979,-0.05203543230891228,-0.10035957396030426,-0.10700928419828415,-0.10107424855232239,-0.009675085544586182,-0.12438242137432098,-0.2837269604206085
",",0.3087472915649414,0.25292783975601196,0.3015086054801941,0.20980343222618103,0.24068666994571686,0.19418825209140778,0.18798865377902985,0.2924548387527466,0.19738106429576874,0.309129923582077,0.31091248989105225
eero,0.1903311163187027,0.1475137174129486,0.18815287947654724,0.2472260445356369,0.3459368050098419,0.2588546872138977,0.1985245645046234,0.39578112959861755,0.3642735481262207,0.11765415221452713,0.1973666101694107
saarinen,0.11407828330993652,0.18366794288158417,0.14274804294109344,0.361976683139801,0.3859148621559143,0.24047762155532837,0.2571495771408081,0.4558511972427368,0.31111159920692444,0.1501408815383911,0.10681578516960144
was,0.22111038863658905,0.2510780692100525,0.41399896144866943,0.26121020317077637,0.22654947638511658,0.20371906459331512,0.18196885287761688,0.29310598969459534,0.21013349294662476,0.3089599907398224,0.18412111699581146
contracted,0.18012547492980957,0.21393531560897827,0.25558561086654663,0.15808653831481934,0.0826774388551712,0.16552360355854034,0.08209454268217087,0.173104926943779,0.10629785060882568,0.251780241727829,0.09855229407548904
to,0.455847829580307,0.2658160626888275,0.4452643394470215,0.12950320541858673,0.16469794511795044,0.198682501912117,0.13559113442897797,0.18179921805858612,0.18888986110687256,0.3621935546398163,0.29463258385658264
develop,0.20962175726890564,0.17107990384101868,0.21923236548900604,0.05030378699302673,0.1777486652135849,0.06231852248311043,0.07470907270908356,0.1652175486087799,0.17359253764152527,0.24610039591789246,0.15784582495689392
a,0.3320399522781372,0.2251184731721878,0.2552328109741211,0.15033851563930511,0.09036523848772049,0.17539796233177185,0.1786900907754898,0.2247045487165451,0.2723904848098755,0.344167560338974,0.23916715383529663
second,0.19948028028011322,0.14188431203365326,0.20727969706058502,0.15338921546936035,0.10670414566993713,0.15990214049816132,0.060824938118457794,0.15094111859798431,0.11200959235429764,0.1842385232448578,0.17239587008953094
master,0.16430073976516724,0.2011106163263321,0.2253885716199875,0.1870448887348175,0.2885304391384125,0.20073175430297852,0.18529333174228668,0.3085090219974518,0.1189490482211113,0.16600356996059418,0.11915034055709839
plan,0.2947953939437866,0.25953757762908936,0.3030991554260254,0.13319413363933563,0.27553707361221313,0.14201654493808746,0.2129771113395691,0.28469595313072205,0.1938360035419464,0.3153209388256073,0.1961054503917694
",",0.3087472915649414,0.25292783975601196,0.3015086054801941,0.20980343222618103,0.24068666994571686,0.19418825209140778,0.18798865377902985,0.2924548387527466,0.19738106429576874,0.309129923582077,0.31091248989105225
which,0.5261979103088379,0.25829753279685974,0.2750149369239807,0.11653880029916763,0.08461111783981323,0.12843205034732819,0.18769915401935577,0.16463038325309753,0.26047948002815247,0.3466024398803711,0.25814583897590637
led,0.12112844735383987,0.19020970165729523,0.3213953971862793,0.14990325272083282,0.15546037256717682,0.15177258849143982,0.09509532153606415,0.18294435739517212,0.12163682281970978,0.2785652279853821,0.09273858368396759
to,0.455847829580307,0.2658160626888275,0.4452643394470215,0.12950320541858673,0.16469794511795044,0.198682501912117,0.13559113442897797,0.18179921805858612,0.18888986110687256,0.3621935546398163,0.29463258385658264
the,0.42745697498321533,0.3083578944206238,0.34736719727516174,0.19800813496112823,0.16879943013191223,0.13541297614574432,0.1982923448085785,0.2448209971189499,0.23902779817581177,0.39103463292121887,0.22068053483963013
construction,0.20329850912094116,0.33412685990333557,0.1474381983280182,0.18564344942569733,0.24304726719856262,0.14388054609298706,0.1437983363866806,0.3852512240409851,0.30016836524009705,0.37377411127090454,0.13494056463241577
of,0.33290785551071167,0.3326551914215088,0.2513895630836487,0.2215314656496048,0.1523175835609436,0.16833904385566711,0.2241462916135788,0.2815839648246765,0.22265669703483582,0.2964304983615875,0.1826142966747284
buildings,0.17147983610630035,0.2518687844276428,0.17572498321533203,0.16974377632141113,0.347622811794281,0.10992013663053513,0.12567460536956787,0.36603355407714844,0.323686808347702,0.3045786917209625,0.11192528158426285
both,0.3361809551715851,0.14378571510314941,0.34255191683769226,0.07902411371469498,0.18858025968074799,0.07230278849601746,0.12618686258792877,0.18712802231311798,0.16448712348937988,0.29872754216194153,0.19455738365650177
north,0.18673177063465118,0.19038276374340057,0.16732536256313324,0.1534828245639801,0.21659506857395172,0.14900706708431244,0.13791951537132263,0.2778438925743103,0.23050160706043243,0.22465457022190094,0.11829731613397598
and,0.31309178471565247,0.29629963636398315,0.34479495882987976,0.2491340935230255,0.23311036825180054,0.19961349666118622,0.19133098423480988,0.2746376097202301,0.1427849531173706,0.3491978347301483,0.20544172823429108
south,0.15388517081737518,0.19971804320812225,0.1510593444108963,0.09484700113534927,0.1968861073255539,0.13979318737983704,0.16783589124679565,0.26713836193084717,0.1625768393278122,0.19711995124816895,0.12336621433496475
of,0.33290785551071167,0.3326551914215088,0.2513895630836487,0.2215314656496048,0.1523175835609436,0.16833904385566711,0.2241462916135788,0.2815839648246765,0.22265669703483582,0.2964304983615875,0.1826142966747284
the,0.42745697498321533,0.3083578944206238,0.34736719727516174,0.19800813496112823,0.16879943013191223,0.13541297614574432,0.1982923448085785,0.2448209971189499,0.23902779817581177,0.39103463292121887,0.22068053483963013
midway,0.18602164089679718,0.19467312097549438,0.20451581478118896,0.09142419695854187,0.1792893409729004,0.13648267090320587,0.0925731435418129,0.14941222965717316,0.2766255736351013,0.21837007999420166,0.15556642413139343
",",0.3087472915649414,0.25292783975601196,0.3015086054801941,0.20980343222618103,0.24068666994571686,0.19418825209140778,0.18798865377902985,0.2924548387527466,0.19738106429576874,0.309129923582077,0.31091248989105225
including,0.18328791856765747,0.21422408521175385,0.26678287982940674,0.14772695302963257,0.18223391473293304,0.1363905519247055,0.14250744879245758,0.18104664981365204,0.14978861808776855,0.20895586907863617,0.1633303165435791
the,0.42745697498321533,0.3083578944206238,0.34736719727516174,0.19800813496112823,0.16879943013191223,0.13541297614574432,0.1982923448085785,0.2448209971189499,0.23902779817581177,0.39103463292121887,0.22068053483963013
laird,0.15961171686649323,0.1683243215084076,0.149556502699852,0.2539437413215637,0.17946501076221466,0.22711211442947388,0.1560710370540619,0.3055349290370941,0.17175082862377167,0.197388157248497,0.22185152769088745
bell,0.11654898524284363,0.10684553533792496,0.12379845231771469,0.2455468326807022,0.15459036827087402,0.16674156486988068,0.044589314609766006,0.2048470824956894,0.2012740820646286,0.14699019491672516,0.08332687616348267
law,0.2145031988620758,0.3036545515060425,0.2238171398639679,0.21274855732917786,0.17259255051612854,0.12141809612512589,0.11137861013412476,0.21101006865501404,0.1443176567554474,0.26901403069496155,0.1528988480567932
quadrangle,0.11878612637519836,0.21974630653858185,0.10404972732067108,0.11073613166809082,0.22199049592018127,0.17183268070220947,0.14260300993919373,0.3005388677120209,0.22611746191978455,0.21636614203453064,0.09862545877695084
(,0.2411840260028839,0.20132030546665192,0.18979617953300476,0.18230842053890228,0.1606616973876953,0.17418938875198364,0.17010712623596191,0.2479124516248703,0.18845462799072266,0.20707519352436066,0.40561532974243164
a,0.3320399522781372,0.2251184731721878,0.2552328109741211,0.15033851563930511,0.09036523848772049,0.17539796233177185,0.1786900907754898,0.2247045487165451,0.2723904848098755,0.344167560338974,0.23916715383529663
complex,0.2605343163013458,0.21746045351028442,0.16201281547546387,0.07465846091508865,0.09565412253141403,0.06194939836859703,0.11907855421304703,0.1698860079050064,0.17747044563293457,0.24455738067626953,0.17752902209758759
designed,0.15902110934257507,0.21602706611156464,0.24120000004768372,0.16412270069122314,0.27974000573158264,0.12053734064102173,0.07754956185817719,0.3166027367115021,0.5809101462364197,0.3506855070590973,0.11213942617177963
by,0.2455483376979828,0.19045937061309814,0.18574509024620056,0.25224435329437256,0.18418452143669128,0.2223927229642868,0.19053760170936584,0.1962203085422516,0.18703621625900269,0.3222094178199768,0.17966607213020325
saarinen,0.11407828330993652,0.18366794288158417,0.14274804294109344,0.361976683139801,0.3859148621559143,0.24047762155532837,0.2571495771408081,0.4558511972427368,0.31111159920692444,0.1501408815383911,0.10681578516960144
),0.26259949803352356,0.1873679757118225,0.18584993481636047,0.1989355981349945,0.15960125625133514,0.17505459487438202,0.18061619997024536,0.25828486680984497,0.16379646956920624,0.21283651888370514,0.42300865054130554
;,0.10986888408660889,0.004255741368979216,0.10727239400148392,0.060771793127059937,0.08944080024957657,0.06202568858861923,0.05835180729627609,0.06470503658056259,0.025746280327439308,0.04555705189704895,0.10349778085947037
a,0.3320399522781372,0.2251184731721878,0.2552328109741211,0.15033851563930511,0.09036523848772049,0.17539796233177185,0.1786900907754898,0.2247045487165451,0.2723904848098755,0.344167560338974,0.23916715383529663
series,0.17328087985515594,0.11579953134059906,0.15581852197647095,0.1506061553955078,0.1843385100364685,0.1950577348470688,0.14916028082370758,0.1445344090461731,0.12881331145763397,0.3062684237957001,0.1709602326154709
of,0.33290785551071167,0.3326551914215088,0.2513895630836487,0.2215314656496048,0.1523175835609436,0.16833904385566711,0.2241462916135788,0.2815839648246765,0.22265669703483582,0.2964304983615875,0.1826142966747284
arts,0.15975245833396912,0.27767056226730347,0.17368055880069733,0.13545913994312286,0.2916763722896576,0.1079004779458046,0.10449814796447754,0.2784861922264099,0.1938844472169876,0.15491189062595367,0.09471383690834045
buildings,0.17147983610630035,0.2518687844276428,0.17572498321533203,0.16974377632141113,0.347622811794281,0.10992013663053513,0.12567460536956787,0.36603355407714844,0.323686808347702,0.3045786917209625,0.11192528158426285
;,0.10986888408660889,0.004255741368979216,0.10727239400148392,0.060771793127059937,0.08944080024957657,0.06202568858861923,0.05835180729627609,0.06470503658056259,0.025746280327439308,0.04555705189704895,0.10349778085947037
a,0.3320399522781372,0.2251184731721878,0.2552328109741211,0.15033851563930511,0.09036523848772049,0.17539796233177185,0.1786900907754898,0.2247045487165451,0.2723904848098755,0.344167560338974,0.23916715383529663
building,0.23529528081417084,0.30530214309692383,0.14995639026165009,0.17742133140563965,0.24223895370960236,0.10837893933057785,0.13125525414943695,0.38264861702919006,0.31009531021118164,0.38552382588386536,0.13549931347370148
designed,0.15902110934257507,0.21602706611156464,0.24120000004768372,0.16412270069122314,0.27974000573158264,0.12053734064102173,0.07754956185817719,0.3166027367115021,0.5809101462364197,0.3506855070590973,0.11213942617177963
by,0.2455483376979828,0.19045937061309814,0.18574509024620056,0.25224435329437256,0.18418452143669128,0.2223927229642868,0.19053760170936584,0.1962203085422516,0.18703621625900269,0.3222094178199768,0.17966607213020325
ludwig,0.17129813134670258,0.08482026308774948,0.18469740450382233,0.9999998807907104,0.40343597531318665,0.3683388829231262,0.40565523505210876,0.4969848692417145,0.18399164080619812,0.14571548998355865,0.12184596061706543
mies,0.20403176546096802,0.15160320699214935,0.20698384940624237,0.40343597531318665,1.0000001192092896,0.3470270037651062,0.38413745164871216,0.5239103436470032,0.20269596576690674,0.23747162520885468,0.17547844350337982
van,0.1477201133966446,0.07531553506851196,0.10164612531661987,0.3683388829231262,0.3470270037651062,1.0,0.5032910108566284,0.4271043837070465,0.0670352652668953,0.2169100046157837,0.15528257191181183
der,0.15763898193836212,0.1346193104982376,0.1264456808567047,0.40565523505210876,0.38413745164871216,0.5032910108566284,1.0,0.581007719039917,0.1166907325387001,0.1985119879245758,0.10571374744176865
rohe,0.17490825057029724,0.2457733303308487,0.12052787095308304,0.4969848692417145,0.5239103436470032,0.4271043837070465,0.581007719039917,0.9999999403953552,0.29802387952804565,0.3244490921497345,0.16745825111865997
for,0.3017193675041199,0.29314732551574707,0.318512886762619,0.13901492953300476,0.10148129612207413,0.1672264039516449,0.1637682169675827,0.2013736218214035,0.191165030002594,0.3401477634906769,0.264628142118454
the,0.42745697498321533,0.3083578944206238,0.34736719727516174,0.19800813496112823,0.16879943013191223,0.13541297614574432,0.1982923448085785,0.2448209971189499,0.23902779817581177,0.39103463292121887,0.22068053483963013
university,0.20256435871124268,0.30562666058540344,0.15114416182041168,0.22823011875152588,0.28234100341796875,0.12428394705057144,0.14000201225280762,0.3237861096858978,0.164667546749115,0.12065628170967102,0.11887256056070328
's,0.02692362666130066,-0.05724326893687248,0.05069678649306297,0.09629148989915848,0.09910930693149567,0.007803897839039564,0.05417625233530998,0.0179597120732069,0.031954191625118256,0.009284052066504955,-0.023395681753754616
school,0.18774057924747467,0.27465105056762695,0.19696208834648132,0.18189822137355804,0.2115848958492279,0.13161495327949524,0.06703774631023407,0.23881080746650696,0.1652064025402069,0.16696038842201233,0.15091250836849213
of,0.33290785551071167,0.3326551914215088,0.2513895630836487,0.2215314656496048,0.1523175835609436,0.16833904385566711,0.2241462916135788,0.2815839648246765,0.22265669703483582,0.2964304983615875,0.1826142966747284
social,0.22217629849910736,0.29053381085395813,0.1977856606245041,0.17654567956924438,0.230543315410614,0.0311379786580801,0.12815608084201813,0.20886631309986115,0.12445296347141266,0.20419898629188538,0.1615191102027893
service,0.16857224702835083,0.28876838088035583,0.14130860567092896,0.1280226856470108,0.11143922805786133,0.09147302061319351,0.09148110449314117,0.15854011476039886,0.19188368320465088,0.17110536992549896,0.1676298975944519
administration,0.2483910471200943,1.0000001192092896,0.20127087831497192,0.08482026308774948,0.15160320699214935,0.07531553506851196,0.1346193104982376,0.2457733303308487,0.17763245105743408,0.2811352014541626,0.14283715188503265
;,0.10986888408660889,0.004255741368979216,0.10727239400148392,0.060771793127059937,0.08944080024957657,0.06202568858861923,0.05835180729627609,0.06470503658056259,0.025746280327439308,0.04555705189704895,0.10349778085947037
",",0.3087472915649414,0.25292783975601196,0.3015086054801941,0.20980343222618103,0.24068666994571686,0.19418825209140778,0.18798865377902985,0.2924548387527466,0.19738106429576874,0.309129923582077,0.31091248989105225
a,0.3320399522781372,0.2251184731721878,0.2552328109741211,0.15033851563930511,0.09036523848772049,0.17539796233177185,0.1786900907754898,0.2247045487165451,0.2723904848098755,0.344167560338974,0.23916715383529663
building,0.23529528081417084,0.30530214309692383,0.14995639026165009,0.17742133140563965,0.24223895370960236,0.10837893933057785,0.13125525414943695,0.38264861702919006,0.31009531021118164,0.38552382588386536,0.13549931347370148
which,0.5261979103088379,0.25829753279685974,0.2750149369239807,0.11653880029916763,0.08461111783981323,0.12843205034732819,0.18769915401935577,0.16463038325309753,0.26047948002815247,0.3466024398803711,0.25814583897590637
is,0.28837618231773376,0.2050059735774994,0.19247472286224365,0.15290698409080505,0.06585515290498734,0.13741689920425415,0.17827266454696655,0.2201833724975586,0.21435467898845673,0.32349133491516113,0.22961433231830597
to,0.455847829580307,0.2658160626888275,0.4452643394470215,0.12950320541858673,0.16469794511795044,0.198682501912117,0.13559113442897797,0.18179921805858612,0.18888986110687256,0.3621935546398163,0.29463258385658264
become,0.27134042978286743,0.17039482295513153,0.2625269889831543,0.13017946481704712,0.11916238069534302,0.09753210842609406,0.09215450286865234,0.17146337032318115,0.0983199030160904,0.17963270843029022,0.19511328637599945
the,0.42745697498321533,0.3083578944206238,0.34736719727516174,0.19800813496112823,0.16879943013191223,0.13541297614574432,0.1982923448085785,0.2448209971189499,0.23902779817581177,0.39103463292121887,0.22068053483963013
home,0.1608789712190628,0.1609199345111847,0.17098017036914825,0.16867153346538544,0.21110212802886963,0.13473111391067505,0.09255339205265045,0.18755865097045898,0.17066000401973724,0.1621919572353363,0.0757145956158638
of,0.33290785551071167,0.3326551914215088,0.2513895630836487,0.2215314656496048,0.1523175835609436,0.16833904385566711,0.2241462916135788,0.2815839648246765,0.22265669703483582,0.2964304983615875,0.1826142966747284
the,0.42745697498321533,0.3083578944206238,0.34736719727516174,0.19800813496112823,0.16879943013191223,0.13541297614574432,0.1982923448085785,0.2448209971189499,0.23902779817581177,0.39103463292121887,0.22068053483963013
harris,0.16987523436546326,0.13660788536071777,0.20572367310523987,0.18055850267410278,0.11840523034334183,0.2454613745212555,0.19114089012145996,0.24401190876960754,0.10784105211496353,0.15878266096115112,0.13664011657238007
school,0.18774057924747467,0.27465105056762695,0.19696208834648132,0.18189822137355804,0.2115848958492279,0.13161495327949524,0.06703774631023407,0.23881080746650696,0.1652064025402069,0.16696038842201233,0.15091250836849213
of,0.33290785551071167,0.3326551914215088,0.2513895630836487,0.2215314656496048,0.1523175835609436,0.16833904385566711,0.2241462916135788,0.2815839648246765,0.22265669703483582,0.2964304983615875,0.1826142966747284
public,0.1729622185230255,0.3331013321876526,0.19092120230197906,0.1604667454957962,0.18223576247692108,0.1601378619670868,0.15185314416885376,0.23951704800128937,0.1478138118982315,0.18321816623210907,0.19872993230819702
policy,0.3869883120059967,0.46826016902923584,0.2751549482345581,0.12581270933151245,0.22169525921344757,0.11089932173490524,0.10950978100299835,0.1938144862651825,0.12338997423648834,0.2838669717311859,0.30462446808815
studies,0.18772079050540924,0.3187652826309204,0.2509125769138336,0.20520375669002533,0.25943106412887573,0.17270979285240173,0.12449953705072403,0.22064073383808136,0.15473495423793793,0.1911521703004837,0.1388726830482483
by,0.2455483376979828,0.19045937061309814,0.18574509024620056,0.25224435329437256,0.18418452143669128,0.2223927229642868,0.19053760170936584,0.1962203085422516,0.18703621625900269,0.3222094178199768,0.17966607213020325
edward,0.13810503482818604,0.1367998719215393,0.18433494865894318,0.28484371304512024,0.20685577392578125,0.192276269197464,0.13893429934978485,0.20278634130954742,0.10155272483825684,0.11321909725666046,0.1439376026391983
durrell,0.15836970508098602,0.2518807649612427,0.2607285976409912,0.2648364305496216,0.28089937567710876,0.29046595096588135,0.24927230179309845,0.3948341906070709,0.20850612223148346,0.21060757339000702,0.15514272451400757
stone,0.1478947550058365,0.10556202381849289,0.10463202744722366,0.09487007558345795,0.23833373188972473,0.14141593873500824,0.15882635116577148,0.26057541370391846,0.19271701574325562,0.1680075079202652,0.11966012418270111
