,where,are,the,streams,the,rhine,captured,?
by,0.2641284465789795,0.37842893600463867,0.4408751428127289,0.16884806752204895,0.4408751428127289,0.18456800282001495,0.316963255405426,0.17966607213020325
the,0.5003893971443176,0.40399202704429626,1.0,0.260405570268631,1.0,0.30735138058662415,0.2944179177284241,0.22068053483963013
pliocene,0.14070862531661987,0.1289955973625183,0.19559454917907715,0.29268208146095276,0.19559454917907715,0.15263833105564117,0.13577872514724731,0.17165020108222961
period,0.17816729843616486,0.18534421920776367,0.3125074505805969,0.1527317464351654,0.3125074505805969,0.14820457994937897,0.1533813327550888,0.18706195056438446
",",0.3149496018886566,0.4062570035457611,0.4933079481124878,0.28180238604545593,0.4933079481124878,0.167837992310524,0.27242976427078247,0.31091248989105225
the,0.5003893971443176,0.40399202704429626,1.0,0.260405570268631,1.0,0.30735138058662415,0.2944179177284241,0.22068053483963013
rhine,0.2007746696472168,0.13834848999977112,0.30735138058662415,0.2665761411190033,0.30735138058662415,1.0,0.18573316931724548,0.13754533231258392
had,0.2596948444843292,0.3489702045917511,0.3875846862792969,0.11153855919837952,0.3875846862792969,0.17234164476394653,0.3093574345111847,0.20728366076946259
captured,0.23845304548740387,0.15321587026119232,0.2944179177284241,0.18991337716579437,0.2944179177284241,0.18573316931724548,0.9999998807907104,0.11851847916841507
streams,0.2534337043762207,0.332151859998703,0.260405570268631,1.0,0.260405570268631,0.2665761411190033,0.18991337716579437,0.1508319228887558
down,0.2914401888847351,0.20758381485939026,0.3325848877429962,0.22554804384708405,0.3325848877429962,0.18172766268253326,0.23194216191768646,0.13836295902729034
to,0.47735077142715454,0.3504326641559601,0.535392165184021,0.23461183905601501,0.535392165184021,0.1736302673816681,0.22367680072784424,0.29463258385658264
the,0.5003893971443176,0.40399202704429626,1.0,0.260405570268631,1.0,0.30735138058662415,0.2944179177284241,0.22068053483963013
vosges,0.29682064056396484,0.2784636616706848,0.42886078357696533,0.3610149919986725,0.42886078357696533,0.4967588782310486,0.21627509593963623,0.1469881236553192
mountains,0.24728800356388092,0.24100729823112488,0.27269288897514343,0.4239218831062317,0.27269288897514343,0.22178804874420166,0.1860794723033905,0.08633821457624435
",",0.3149496018886566,0.4062570035457611,0.4933079481124878,0.28180238604545593,0.4933079481124878,0.167837992310524,0.27242976427078247,0.31091248989105225
including,0.33177727460861206,0.45025435090065,0.3738902807235718,0.21217231452465057,0.3738902807235718,0.12528754770755768,0.17362062633037567,0.1633303165435791
the,0.5003893971443176,0.40399202704429626,1.0,0.260405570268631,1.0,0.30735138058662415,0.2944179177284241,0.22068053483963013
mosel,0.18617412447929382,0.1606285721063614,0.24704118072986603,0.2498258799314499,0.24704118072986603,0.4918784499168396,0.12307251989841461,0.11133065074682236
",",0.3149496018886566,0.4062570035457611,0.4933079481124878,0.28180238604545593,0.4933079481124878,0.167837992310524,0.27242976427078247,0.31091248989105225
the,0.5003893971443176,0.40399202704429626,1.0,0.260405570268631,1.0,0.30735138058662415,0.2944179177284241,0.22068053483963013
main,0.30628275871276855,0.2828797399997711,0.38631999492645264,0.16570356488227844,0.38631999492645264,0.23040270805358887,0.1344740092754364,0.1665669083595276
and,0.43859338760375977,0.48576638102531433,0.5171257257461548,0.3020942509174347,0.5171257257461548,0.22029656171798706,0.23562167584896088,0.20544172823429108
the,0.5003893971443176,0.40399202704429626,1.0,0.260405570268631,1.0,0.30735138058662415,0.2944179177284241,0.22068053483963013
neckar,0.15619038045406342,0.1856386959552765,0.23835383355617523,0.2580230236053467,0.23835383355617523,0.5317907929420471,0.17647279798984528,0.18175753951072693
.,0.41390106081962585,0.3452940285205841,0.5934505462646484,0.2647906243801117,0.5934505462646484,0.2089352011680603,0.28043997287750244,0.4130953550338745
