,who,leads,the,student,government,?
it,0.2868398427963257,0.14215582609176636,0.6251175999641418,0.18204133212566376,0.28037968277931213,0.25732165575027466
is,0.24293622374534607,0.29526054859161377,0.5823672413825989,0.18911804258823395,0.20343491435050964,0.22961433231830597
led,0.2450801581144333,0.4701138138771057,0.3267505168914795,0.19651901721954346,0.35539230704307556,0.09273858368396759
by,0.39727845788002014,0.23493564128875732,0.4408751428127289,0.170615091919899,0.24235671758651733,0.17966607213020325
an,0.2848317325115204,0.2187223881483078,0.4207492768764496,0.20635002851486206,0.15164874494075775,0.19793890416622162
executive,0.20786358416080475,0.12962301075458527,0.2402946650981903,0.18810157477855682,0.36465027928352356,0.12134998291730881
committee,0.2034623622894287,0.14042842388153076,0.24322165548801422,0.24287372827529907,0.3908291459083557,0.12144632637500763
",",0.3365725874900818,0.22268962860107422,0.4933079481124878,0.2261858433485031,0.27344048023223877,0.31091248989105225
chaired,0.29404324293136597,0.18596045672893524,0.2689305543899536,0.27840614318847656,0.2805832326412201,0.13366341590881348
by,0.39727845788002014,0.23493564128875732,0.4408751428127289,0.170615091919899,0.24235671758651733,0.17966607213020325
a,0.36608949303627014,0.2486605942249298,0.5829201340675354,0.3207114636898041,0.25158295035362244,0.23916715383529663
president,0.22565458714962006,0.16434288024902344,0.24330610036849976,0.3333226144313812,0.3982211649417877,0.14148259162902832
with,0.3282766342163086,0.25390610098838806,0.4223487675189972,0.1580762416124344,0.2035938799381256,0.2433311939239502
the,0.3733934462070465,0.3400644361972809,1.0,0.21259291470050812,0.31798112392425537,0.22068053483963013
assistance,0.3158726990222931,0.2178768515586853,0.19771957397460938,0.2777501344680786,0.20966781675815582,0.14602699875831604
of,0.2827862501144409,0.3671194314956665,0.733189046382904,0.20310284197330475,0.3475167155265808,0.1826142966747284
two,0.2791741192340851,0.22738687694072723,0.43858039379119873,0.2351892590522766,0.21421611309051514,0.19645625352859497
vice,0.22284634411334991,0.17119792103767395,0.2412198781967163,0.28817689418792725,0.2589305341243744,0.1369185745716095
presidents,0.2480233907699585,0.13246169686317444,0.29295453429222107,0.2203095704317093,0.36392077803611755,0.16843600571155548
",",0.3365725874900818,0.22268962860107422,0.4933079481124878,0.2261858433485031,0.27344048023223877,0.31091248989105225
one,0.40083858370780945,0.21506717801094055,0.5514441132545471,0.2729196846485138,0.22701126337051392,0.2673267424106598
for,0.37110671401023865,0.2563040852546692,0.4739971458911896,0.20500831305980682,0.23902073502540588,0.264628142118454
administration,0.2072920948266983,0.1647254377603531,0.3083578944206238,0.2851238548755646,0.5036112666130066,0.14283715188503265
and,0.41279885172843933,0.28972697257995605,0.5171257257461548,0.2391568422317505,0.2859337627887726,0.20544172823429108
the,0.3733934462070465,0.3400644361972809,1.0,0.21259291470050812,0.31798112392425537,0.22068053483963013
other,0.3612329661846161,0.16365554928779602,0.44152235984802246,0.1325913965702057,0.25909486413002014,0.24682199954986572
for,0.37110671401023865,0.2563040852546692,0.4739971458911896,0.20500831305980682,0.23902073502540588,0.264628142118454
student,0.34103330969810486,0.16668379306793213,0.21259291470050812,1.0000001192092896,0.27388423681259155,0.13282090425491333
life,0.2577245533466339,0.16687524318695068,0.23528170585632324,0.13610024750232697,0.15822534263134003,0.21677987277507782
",",0.3365725874900818,0.22268962860107422,0.4933079481124878,0.2261858433485031,0.27344048023223877,0.31091248989105225
elected,0.3117038309574127,0.132913276553154,0.23167964816093445,0.29689276218414307,0.3878932595252991,0.1966295689344406
together,0.2309882491827011,0.13068656623363495,0.26662585139274597,0.17189645767211914,0.17882724106311798,0.1690303236246109
as,0.3923053741455078,0.1963365375995636,0.48381632566452026,0.19075024127960205,0.1883569210767746,0.27043893933296204
a,0.36608949303627014,0.2486605942249298,0.5829201340675354,0.3207114636898041,0.25158295035362244,0.23916715383529663
slate,0.14241303503513336,0.17739804089069366,0.21873484551906586,0.11465934664011002,0.15659752488136292,0.23710013926029205
by,0.39727845788002014,0.23493564128875732,0.4408751428127289,0.170615091919899,0.24235671758651733,0.17966607213020325
the,0.3733934462070465,0.3400644361972809,1.0,0.21259291470050812,0.31798112392425537,0.22068053483963013
student,0.34103330969810486,0.16668379306793213,0.21259291470050812,1.0000001192092896,0.27388423681259155,0.13282090425491333
body,0.2087378203868866,0.18025082349777222,0.31682634353637695,0.1546131819486618,0.2462058663368225,0.20136451721191406
each,0.27337536215782166,0.17928087711334229,0.470844566822052,0.15584132075309753,0.2280043512582779,0.21173812448978424
spring,0.12822824716567993,0.16711963713169098,0.316989928483963,0.23762379586696625,0.04558625444769859,0.06767474114894867
.,0.3541337847709656,0.2178809642791748,0.5934505462646484,0.20994822680950165,0.2521961033344269,0.4130953550338745
