,which,italian,that,is,credited,with,the,creating,the,baroque,style,of,sculpture,is,represented,in,the,v,&,a,'s,british,galleries,?
designers,0.26248660683631897,0.2433919608592987,0.2588960826396942,0.17819638550281525,0.22645922005176544,0.1847139298915863,0.25445735454559326,0.2963646948337555,0.25445735454559326,0.3186091482639313,0.31222519278526306,0.21848446130752563,0.27402713894844055,0.17819638550281525,0.18583770096302032,0.19176839292049408,0.25445735454559326,0.11530707031488419,0.1130826324224472,0.25153493881225586,0.03442671149969101,0.1894412487745285,0.34280264377593994,0.15633709728717804
and,0.506277859210968,0.25177788734436035,0.4731321930885315,0.3859752118587494,0.19575771689414978,0.5477725267410278,0.5171257257461548,0.36289316415786743,0.5171257257461548,0.25329136848449707,0.2745923101902008,0.5116966962814331,0.2538686692714691,0.3859752118587494,0.2506123185157776,0.4954058527946472,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.06895173341035843,0.325880765914917,0.3095110058784485,0.20544172823429108
artists,0.15925386548042297,0.17199358344078064,0.20670153200626373,0.15003371238708496,0.25971800088882446,0.2461453378200531,0.2150506228208542,0.19332461059093475,0.2150506228208542,0.39070162177085876,0.26240816712379456,0.18416832387447357,0.3789781928062439,0.15003371238708496,0.20256054401397705,0.1669624298810959,0.2150506228208542,0.1131405234336853,0.1084657534956932,0.14613932371139526,-0.016426945105195045,0.10065519064664841,0.41732892394065857,0.1482434719800949
whose,0.37205496430397034,0.14039912819862366,0.3740115463733673,0.26491984724998474,0.23058536648750305,0.3480498492717743,0.38253846764564514,0.2289268970489502,0.38253846764564514,0.20467200875282288,0.1327238380908966,0.37058958411216736,0.15129417181015015,0.26491984724998474,0.22921188175678253,0.23496666550636292,0.38253846764564514,0.07643124461174011,0.056272149085998535,0.3225097060203552,-0.019954677671194077,0.174232617020607,0.13970120251178741,0.16990536451339722
work,0.30331435799598694,0.1910368651151657,0.34257015585899353,0.22475390136241913,0.3036779761314392,0.2649822533130646,0.2704800069332123,0.40589407086372375,0.2704800069332123,0.27443307638168335,0.23199507594108582,0.23473061621189117,0.2988409996032715,0.22475390136241913,0.10955999046564102,0.2753349542617798,0.2704800069332123,0.08781450986862183,0.06640969961881638,0.266241192817688,-0.03332063928246498,0.1516800969839096,0.28761956095695496,0.2621155381202698
is,0.4457404911518097,0.14402732253074646,0.3995479643344879,1.0,0.13009434938430786,0.3250955045223236,0.5823672413825989,0.2656192183494568,0.5823672413825989,0.19997024536132812,0.16587691009044647,0.4854315221309662,0.20341666042804718,1.0,0.30249524116516113,0.5394441485404968,0.5823672413825989,0.16126930713653564,0.08384179323911667,0.658733606338501,0.02396530658006668,0.19484983384609222,0.16632306575775146,0.22961433231830597
on,0.4245251417160034,0.13042417168617249,0.42569106817245483,0.3635730445384979,0.15817689895629883,0.40749499201774597,0.5107308030128479,0.19590114057064056,0.5107308030128479,0.1578780710697174,0.1947430968284607,0.3966929316520691,0.1800938993692398,0.3635730445384979,0.17962776124477386,0.46853652596473694,0.5107308030128479,0.1826705038547516,0.14816857874393463,0.3848365545272827,0.0026888418942689896,0.19917237758636475,0.25138208270072937,0.2714994251728058
display,0.28086164593696594,0.05335075408220291,0.23487405478954315,0.210763618350029,0.05845073610544205,0.17781417071819305,0.2758708596229553,0.1567572057247162,0.2758708596229553,0.18977513909339905,0.2478339523077011,0.23211264610290527,0.20079991221427917,0.210763618350029,0.23659108579158783,0.2005489468574524,0.2758708596229553,0.09313943982124329,0.06782480329275131,0.24380744993686676,0.031027313321828842,0.1326349526643753,0.3323049247264862,0.17059175670146942
in,0.4840516746044159,0.1941935271024704,0.435920387506485,0.5394441485404968,0.0795225128531456,0.4080928862094879,0.6662389636039734,0.20338892936706543,0.6662389636039734,0.2545633316040039,0.21896705031394958,0.5696388483047485,0.23036405444145203,0.5394441485404968,0.33309870958328247,1.0,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,-0.037580832839012146,0.23084034025669098,0.2712664008140564,0.20430970191955566
the,0.6521818041801453,0.19855095446109772,0.5473989248275757,0.5823672413825989,0.19653713703155518,0.4223487675189972,1.0,0.286904513835907,1.0,0.2670498788356781,0.2331719547510147,0.733189046382904,0.23690329492092133,0.5823672413825989,0.3256146013736725,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.28973397612571716,0.27603694796562195,0.22068053483963013
galleries,0.28423401713371277,0.2027500420808792,0.25966814160346985,0.16632306575775146,0.09531893581151962,0.17471446096897125,0.27603694796562195,0.23369084298610687,0.27603694796562195,0.3463515043258667,0.18785502016544342,0.24172402918338776,0.4911354184150696,0.16632306575775146,0.18059028685092926,0.2712664008140564,0.27603694796562195,0.17544934153556824,0.18190616369247437,0.16555815935134888,-0.07497011125087738,0.2164243906736374,0.9999998807907104,0.1957392692565918
include,0.33084139227867126,0.10716123878955841,0.2797866463661194,0.28863582015037537,0.21600565314292908,0.3391835689544678,0.2951717972755432,0.21914078295230865,0.2951717972755432,0.1732998937368393,0.19129540026187897,0.37431180477142334,0.18677452206611633,0.28863582015037537,0.18663407862186432,0.28694382309913635,0.2951717972755432,0.053767889738082886,0.23156708478927612,0.18765322864055634,-0.07849370688199997,0.12725749611854553,0.24240073561668396,0.14925788342952728
gian,0.13991189002990723,0.5399235486984253,0.16976672410964966,0.12050452083349228,0.23083144426345825,0.12211726605892181,0.17854636907577515,0.17655587196350098,0.17854636907577515,0.35999545454978943,0.2048766016960144,0.17392227053642273,0.24827301502227783,0.12050452083349228,0.11756972968578339,0.09251918643712997,0.17854636907577515,0.09361276030540466,0.11630716174840927,0.22378084063529968,0.012184643186628819,0.18763349950313568,0.1979076862335205,0.11153964698314667
lorenzo,0.20554253458976746,0.37643134593963623,0.17556993663311005,0.18065917491912842,0.21892747282981873,0.18337589502334595,0.23022399842739105,0.1856614500284195,0.23022399842739105,0.34459540247917175,0.20780743658542633,0.2000853270292282,0.23573991656303406,0.18065917491912842,0.06649275869131088,0.21965177357196808,0.23022399842739105,0.179279163479805,0.0204178337007761,0.23594209551811218,0.02707868255674839,0.14536377787590027,0.19333544373512268,0.09402922540903091
bernini,0.2535145878791809,0.36282697319984436,0.25340187549591064,0.15745456516742706,0.1723594218492508,0.24534328281879425,0.23729288578033447,0.2105211317539215,0.23729288578033447,0.4171335697174072,0.20362848043441772,0.22862233221530914,0.43653184175491333,0.15745456516742706,0.08840534090995789,0.16550834476947784,0.23729288578033447,0.16764754056930542,0.0995849147439003,0.21868744492530823,0.028239872306585312,0.0986998975276947,0.3422507643699646,0.19906026124954224
",",0.3658004403114319,0.2153971791267395,0.4137537479400635,0.4691906273365021,0.24781621992588043,0.4120737314224243,0.4933079481124878,0.27134549617767334,0.4933079481124878,0.2697402238845825,0.2071632742881775,0.4946078956127167,0.2533513307571411,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.25734075903892517,0.2487238645553589,0.31091248989105225
grinling,0.18414747714996338,0.185220405459404,0.16811047494411469,0.13875430822372437,0.1937245875597,0.21220988035202026,0.2237251251935959,0.24085697531700134,0.2237251251935959,0.32867956161499023,0.2970369756221771,0.20196115970611572,0.2950911223888397,0.13875430822372437,0.14619189500808716,0.19359195232391357,0.2237251251935959,0.24940545856952667,0.2223103642463684,0.24081732332706451,0.06754990667104721,0.2602425217628479,0.3074757754802704,0.2405713051557541
gibbons,0.1849028319120407,0.13778553903102875,0.145191952586174,0.12664858996868134,0.19659492373466492,0.16424192488193512,0.18579570949077606,0.12713675200939178,0.18579570949077606,0.2851746082305908,0.15396974980831146,0.14732782542705536,0.21311220526695251,0.12664858996868134,0.14008723199367523,0.14251849055290222,0.18579570949077606,0.2020706832408905,0.11377502232789993,0.13034158945083618,0.008475133217871189,0.2389219105243683,0.22388507425785065,0.18202026188373566
",",0.3658004403114319,0.2153971791267395,0.4137537479400635,0.4691906273365021,0.24781621992588043,0.4120737314224243,0.4933079481124878,0.27134549617767334,0.4933079481124878,0.2697402238845825,0.2071632742881775,0.4946078956127167,0.2533513307571411,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.25734075903892517,0.2487238645553589,0.31091248989105225
daniel,0.11263065040111542,0.10061927139759064,0.13549166917800903,0.13591395318508148,0.12500913441181183,0.1615474373102188,0.16781723499298096,0.07599632441997528,0.16781723499298096,0.1242557093501091,0.0568196065723896,0.13703610002994537,0.07439183443784714,0.13591395318508148,0.08239524066448212,0.1751832365989685,0.16781723499298096,0.20747864246368408,0.13883383572101593,0.14205680787563324,-0.050362009555101395,0.18861214816570282,0.10020240396261215,0.1540297418832779
