,what,is,the,roman,numeral,going,to,be,for,super,bowl,51,?
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.15509356558322906,0.14965574443340302,0.34139618277549744,0.41031414270401,0.37900757789611816,0.36199691891670227,0.1569211632013321,0.1334993690252304,0.019898531958460808,0.2714994251728058
june,0.2171148657798767,0.2469720095396042,0.24568822979927063,0.11824105679988861,0.13288360834121704,0.2274387925863266,0.22441016137599945,0.18770617246627808,0.27836936712265015,0.12735934555530548,0.15820787847042084,0.09975696355104446,0.31416764855384827
4,-0.04324747622013092,0.025936461985111237,0.15499350428581238,0.16189806163311005,0.03896896913647652,0.007874083705246449,0.059323787689208984,-0.031255580484867096,0.03985929489135742,0.046946682035923004,0.020155208185315132,0.22848574817180634,0.010515431873500347
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26863154768943787,0.2385959029197693,0.2957560122013092,0.44245919585227966,0.39254459738731384,0.4464869201183319,0.22322475910186768,0.1810409277677536,0.1324673742055893,0.31091248989105225
2014,0.041483160108327866,0.16745887696743011,0.059490643441677094,0.10688325762748718,0.03840583562850952,-0.08213101327419281,0.016496146097779274,0.06913494318723679,-0.029771532863378525,0.0236821286380291,0.07104186713695526,0.15854604542255402,0.058127544820308685
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26863154768943787,0.2385959029197693,0.2957560122013092,0.44245919585227966,0.39254459738731384,0.4464869201183319,0.22322475910186768,0.1810409277677536,0.1324673742055893,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.2862859070301056,0.275889128446579,0.38693177700042725,0.535392165184021,0.4248143136501312,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.026102188974618912,0.22068053483963013
nfl,0.12579965591430664,0.12479410320520401,0.15305201709270477,0.12639591097831726,0.16593337059020996,0.1076391339302063,0.1526731252670288,0.12418080866336823,0.23749186098575592,0.319060355424881,0.48354101181030273,0.028475765138864517,0.10610254108905792
announced,0.09249057620763779,0.13701672852039337,0.2277132272720337,0.13161100447177887,0.1391517072916031,0.31275931000709534,0.20247882604599,0.18421369791030884,0.2801167368888855,0.1638530194759369,0.11583950370550156,0.010424284264445305,0.17416009306907654
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.20374512672424316,0.23273876309394836,0.5067326426506042,0.5436353087425232,0.6036020517349243,0.4137635827064514,0.18258553743362427,0.10987387597560883,-0.020686345174908638,0.32716336846351624
the,0.42745697498321533,0.5823672413825989,1.0,0.2862859070301056,0.275889128446579,0.38693177700042725,0.535392165184021,0.4248143136501312,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.026102188974618912,0.22068053483963013
practice,0.2749895751476288,0.21584326028823853,0.27333036065101624,0.2321038544178009,0.27727633714675903,0.2315293252468109,0.289366751909256,0.2743644714355469,0.3276185989379883,0.168790802359581,0.10187067836523056,-0.05220656096935272,0.21386858820915222
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.31028008460998535,0.25982263684272766,0.2849585711956024,0.41548454761505127,0.33904364705085754,0.4185989499092102,0.14718765020370483,0.2243070751428604,0.08240476995706558,0.1826142966747284
branding,0.2191358357667923,0.21495428681373596,0.26101231575012207,0.14294500648975372,0.12528318166732788,0.3060871660709381,0.27085813879966736,0.22991205751895905,0.33373960852622986,0.21105733513832092,0.1050693467259407,-0.07830315828323364,0.16631950438022614
super,0.13651713728904724,0.15390309691429138,0.21959073841571808,0.07821496576070786,0.24823492765426636,0.18184003233909607,0.17783479392528534,0.1880253106355667,0.22938419878482819,1.0000001192092896,0.4848237931728363,-0.07174035161733627,0.166326642036438
bowl,0.15942467749118805,0.14233897626399994,0.21576224267482758,0.12339023500680923,0.22180944681167603,0.16571998596191406,0.16993016004562378,0.18567830324172974,0.24430087208747864,0.4848237931728363,1.0,-0.04268483817577362,0.21118052303791046
games,0.1820194572210312,0.17599987983703613,0.2676136791706085,0.13043218851089478,0.23944230377674103,0.2163274884223938,0.23381441831588745,0.18187981843948364,0.2952845096588135,0.3565964996814728,0.2931278944015503,0.04006578028202057,0.1360001415014267
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.16514341533184052,0.1310911476612091,0.2376817911863327,0.4239959120750427,0.36101722717285156,0.39140474796295166,0.1518537551164627,0.18353787064552307,-0.002002761699259281,0.2433311939239502
roman,0.17852471768856049,0.16690842807292938,0.2862859070301056,1.0,0.4465825855731964,0.16653776168823242,0.24710409343242645,0.16603216528892517,0.13499169051647186,0.07821496576070786,0.12339023500680923,0.08566907048225403,0.1663191318511963
numerals,0.2182469516992569,0.21682307124137878,0.25819507241249084,0.4669416546821594,0.9101918339729309,0.15482676029205322,0.21088573336601257,0.21984203159809113,0.18570570647716522,0.27254608273506165,0.26416486501693726,0.05366041883826256,0.22188253700733185
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26863154768943787,0.2385959029197693,0.2957560122013092,0.44245919585227966,0.39254459738731384,0.4464869201183319,0.22322475910186768,0.1810409277677536,0.1324673742055893,0.31091248989105225
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.18130378425121307,0.22110208868980408,0.3356470763683319,0.45503583550453186,0.39883795380592346,0.44038116931915283,0.26005712151527405,0.19533146917819977,0.08300291746854782,0.23916715383529663
practice,0.2749895751476288,0.21584326028823853,0.27333036065101624,0.2321038544178009,0.27727633714675903,0.2315293252468109,0.289366751909256,0.2743644714355469,0.3276185989379883,0.168790802359581,0.10187067836523056,-0.05220656096935272,0.21386858820915222
established,0.14869536459445953,0.1754443645477295,0.33092597126960754,0.16586624085903168,0.2130371779203415,0.1413058340549469,0.15850777924060822,0.11399583518505096,0.1717284768819809,0.0677686259150505,0.09894891828298569,0.045740123838186264,0.15917523205280304
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.15289406478405,0.10043513774871826,0.34710684418678284,0.36524343490600586,0.30379733443260193,0.34237727522850037,0.11449114978313446,0.2709662914276123,-0.042181435972452164,0.21978627145290375
super,0.13651713728904724,0.15390309691429138,0.21959073841571808,0.07821496576070786,0.24823492765426636,0.18184003233909607,0.17783479392528534,0.1880253106355667,0.22938419878482819,1.0000001192092896,0.4848237931728363,-0.07174035161733627,0.166326642036438
