,how,many,yards,did,the,interception,gain,when,the,ball,was,tipped,away,from,manning,?
however,0.45072782039642334,0.5381983518600464,0.1569470912218094,0.5603718757629395,0.49814513325691223,0.2539660930633545,0.35959938168525696,0.5574322938919067,0.49814513325691223,0.16518129408359528,0.37327632308006287,0.27113810181617737,0.28951728343963623,0.33656248450279236,0.21974250674247742,0.2152075469493866
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.3015086054801941,0.4933079481124878,0.20017169415950775,0.2041122019290924,0.36674630641937256,0.4933079481124878,0.2170172780752182,0.45456063747406006,0.20248208940029144,0.24632208049297333,0.39760664105415344,0.30921146273612976,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.16070343554019928,0.34736719727516174,1.0,0.24153481423854828,0.2682225704193115,0.5091903209686279,1.0,0.18895584344863892,0.48711544275283813,0.23939231038093567,0.29030847549438477,0.40150508284568787,0.27058160305023193,0.22068053483963013
panthers,0.1117783859372139,0.14744015038013458,0.33815330266952515,0.189295694231987,0.2602776288986206,0.33845943212509155,0.16974183917045593,0.15385644137859344,0.2602776288986206,0.17961734533309937,0.2605615258216858,0.22351229190826416,0.16018187999725342,0.2251167893409729,0.3926267921924591,0.16608978807926178
soon,0.29747578501701355,0.3410625159740448,0.11359052360057831,0.35734426975250244,0.3431394100189209,0.14168411493301392,0.3028474450111389,0.538250207901001,0.3431394100189209,0.13767187297344208,0.38351550698280334,0.20378491282463074,0.30954670906066895,0.2704044282436371,0.19724701344966888,0.17460282146930695
took,0.1585291624069214,0.21439076960086823,0.1374455988407135,0.42470768094062805,0.31657639145851135,0.09923125058412552,0.2015915811061859,0.25529301166534424,0.31657639145851135,0.09350965917110443,0.48213186860084534,0.2572387754917145,0.30410248041152954,0.2382442206144333,0.18411393463611603,0.14109265804290771
the,0.33890387415885925,0.4335206151008606,0.16070343554019928,0.34736719727516174,1.0,0.24153481423854828,0.2682225704193115,0.5091903209686279,1.0,0.18895584344863892,0.48711544275283813,0.23939231038093567,0.29030847549438477,0.40150508284568787,0.27058160305023193,0.22068053483963013
ball,0.2112688422203064,0.13717243075370789,0.31545811891555786,0.11887120455503464,0.18895584344863892,0.26832515001296997,0.2158454805612564,0.2694079577922821,0.18895584344863892,1.0,0.16079293191432953,0.2612858712673187,0.18551963567733765,0.21110084652900696,0.3111599087715149,0.1766241192817688
back,0.2557322680950165,0.2512952387332916,0.2079198658466339,0.2601068317890167,0.3612101674079895,0.1856323778629303,0.25958767533302307,0.4184971749782562,0.3612101674079895,0.21943949162960052,0.2438982129096985,0.28284648060798645,0.40705111622810364,0.38032060861587524,0.20350176095962524,0.2397768795490265
when,0.4767928421497345,0.36563900113105774,0.15404455363750458,0.3228907287120819,0.5091903209686279,0.25387585163116455,0.2245345413684845,0.9999999403953552,0.5091903209686279,0.2694079577922821,0.37326499819755554,0.2677440941333771,0.38308146595954895,0.405669629573822,0.23698855936527252,0.22841128706932068
defensive,0.08822094649076462,0.14274363219738007,0.42166757583618164,0.1420954167842865,0.2644767463207245,0.4881364107131958,0.19112780690193176,0.18898306787014008,0.2644767463207245,0.2685719132423401,0.21982474625110626,0.14979669451713562,0.1336149275302887,0.14599314332008362,0.44660845398902893,0.1711898148059845
end,0.2481066733598709,0.2364911139011383,0.24791282415390015,0.18808481097221375,0.39658910036087036,0.297647088766098,0.1976252645254135,0.3228412866592407,0.39658910036087036,0.20891526341438293,0.19220198690891266,0.22300678491592407,0.2199600338935852,0.31609439849853516,0.2056039273738861,0.12543344497680664
