,which,church,'s,saint,is,nicknamed,the,martyr,?
another,0.5561438798904419,0.20962314307689667,0.026405371725559235,0.16408418118953705,0.41278526186943054,0.20754407346248627,0.5019711852073669,0.21689492464065552,0.295511931180954
prominent,0.2020394504070282,0.1236729845404625,0.016728825867176056,0.10551074147224426,0.1998126059770584,0.21178865432739258,0.30881059169769287,0.20456156134605408,0.12940338253974915
church,0.20821009576320648,0.9999999403953552,0.023664841428399086,0.38135066628456116,0.203276589512825,0.09211231023073196,0.23846197128295898,0.44286152720451355,0.18081501126289368
in,0.4840516746044159,0.2493300437927246,-0.037580832839012146,0.18961206078529358,0.5394441485404968,0.19383575022220612,0.6662389636039734,0.19628821313381195,0.20430970191955566
the,0.6521818041801453,0.23846197128295898,-0.01540423184633255,0.24700650572776794,0.5823672413825989,0.23471878468990326,1.0,0.1946948766708374,0.22068053483963013
city,0.22264601290225983,0.27134183049201965,0.004406440537422895,0.24014578759670258,0.3186660706996918,0.23123297095298767,0.35769423842430115,0.26339298486709595,0.13423943519592285
centre,0.2563064992427826,0.1783476322889328,0.045265499502420425,0.13591322302818298,0.29804176092147827,0.2180848866701126,0.32783594727516174,0.1486404836177826,0.019365152344107628
is,0.4457404911518097,0.203276589512825,0.02396530658006668,0.2384635955095291,1.0,0.2798280715942383,0.5823672413825989,0.13585898280143738,0.22961433231830597
the,0.6521818041801453,0.23846197128295898,-0.01540423184633255,0.24700650572776794,0.5823672413825989,0.23471878468990326,1.0,0.1946948766708374,0.22068053483963013
church,0.20821009576320648,0.9999999403953552,0.023664841428399086,0.38135066628456116,0.203276589512825,0.09211231023073196,0.23846197128295898,0.44286152720451355,0.18081501126289368
of,0.5011631846427917,0.3079429268836975,-0.03817026689648628,0.27986469864845276,0.4854315221309662,0.22733882069587708,0.733189046382904,0.21587124466896057,0.1826142966747284
st,0.18361647427082062,0.3345811367034912,0.05475457385182381,0.49606651067733765,0.14744308590888977,0.18854649364948273,0.27966225147247314,0.36603742837905884,0.13298600912094116
thomas,0.20158961415290833,0.23745757341384888,0.0326034352183342,0.2342546433210373,0.15801864862442017,0.11673685908317566,0.23505409061908722,0.3042064607143402,0.16133050620555878
the,0.6521818041801453,0.23846197128295898,-0.01540423184633255,0.24700650572776794,0.5823672413825989,0.23471878468990326,1.0,0.1946948766708374,0.22068053483963013
martyr,0.13920184969902039,0.44286152720451355,0.07193611562252045,0.5047456622123718,0.13585898280143738,0.2846510708332062,0.1946948766708374,1.0,0.17592120170593262
which,1.0,0.20821009576320648,0.03856118768453598,0.22118224203586578,0.4457404911518097,0.19232608377933502,0.6521818041801453,0.13920184969902039,0.25814583897590637
is,0.4457404911518097,0.203276589512825,0.02396530658006668,0.2384635955095291,1.0,0.2798280715942383,0.5823672413825989,0.13585898280143738,0.22961433231830597
the,0.6521818041801453,0.23846197128295898,-0.01540423184633255,0.24700650572776794,0.5823672413825989,0.23471878468990326,1.0,0.1946948766708374,0.22068053483963013
only,0.5654799342155457,0.18959210813045502,0.08984304964542389,0.19117997586727142,0.44708555936813354,0.15034182369709015,0.5497692227363586,0.168374702334404,0.2767370045185089
parish,0.17145097255706787,0.48603907227516174,0.04994690790772438,0.3685821294784546,0.18190798163414001,0.14649921655654907,0.19595003128051758,0.2977437973022461,0.099716417491436
church,0.20821009576320648,0.9999999403953552,0.023664841428399086,0.38135066628456116,0.203276589512825,0.09211231023073196,0.23846197128295898,0.44286152720451355,0.18081501126289368
in,0.4840516746044159,0.2493300437927246,-0.037580832839012146,0.18961206078529358,0.5394441485404968,0.19383575022220612,0.6662389636039734,0.19628821313381195,0.20430970191955566
the,0.6521818041801453,0.23846197128295898,-0.01540423184633255,0.24700650572776794,0.5823672413825989,0.23471878468990326,1.0,0.1946948766708374,0.22068053483963013
church,0.20821009576320648,0.9999999403953552,0.023664841428399086,0.38135066628456116,0.203276589512825,0.09211231023073196,0.23846197128295898,0.44286152720451355,0.18081501126289368
of,0.5011631846427917,0.3079429268836975,-0.03817026689648628,0.27986469864845276,0.4854315221309662,0.22733882069587708,0.733189046382904,0.21587124466896057,0.1826142966747284
england,0.24747401475906372,0.29048699140548706,-0.056369803845882416,0.21582169830799103,0.19271282851696014,0.1918555200099945,0.28280043601989746,0.29044240713119507,0.13436897099018097
without,0.3639591634273529,0.14421845972537994,-0.0613141804933548,0.11660107225179672,0.22869740426540375,0.06736961007118225,0.3270869255065918,0.15862759947776794,0.2928665280342102
a,0.56894451379776,0.19588641822338104,0.04866964742541313,0.20984415709972382,0.658733606338501,0.29511141777038574,0.5829201340675354,0.18013961613178253,0.23916715383529663
parish,0.17145097255706787,0.48603907227516174,0.04994690790772438,0.3685821294784546,0.18190798163414001,0.14649921655654907,0.19595003128051758,0.2977437973022461,0.099716417491436
and,0.506277859210968,0.1976170688867569,0.06895173341035843,0.19080747663974762,0.3859752118587494,0.21006570756435394,0.5171257257461548,0.1987421065568924,0.20544172823429108
which,1.0,0.20821009576320648,0.03856118768453598,0.22118224203586578,0.4457404911518097,0.19232608377933502,0.6521818041801453,0.13920184969902039,0.25814583897590637
is,0.4457404911518097,0.203276589512825,0.02396530658006668,0.2384635955095291,1.0,0.2798280715942383,0.5823672413825989,0.13585898280143738,0.22961433231830597
not,0.46766895055770874,0.1967715620994568,0.002583299996331334,0.13215743005275726,0.3776007890701294,0.16013994812965393,0.4310511648654938,0.2287098616361618,0.41942933201789856
a,0.56894451379776,0.19588641822338104,0.04866964742541313,0.20984415709972382,0.658733606338501,0.29511141777038574,0.5829201340675354,0.18013961613178253,0.23916715383529663
peculiar,0.2934582829475403,0.1627940833568573,-0.07569439709186554,0.1553741991519928,0.19864340126514435,0.13906216621398926,0.24203717708587646,0.16849663853645325,0.15081895887851715
.,0.45942068099975586,0.28898224234580994,-0.003708066651597619,0.21988746523857117,0.4569662809371948,0.19522437453269958,0.5934505462646484,0.21672742068767548,0.4130953550338745
