,what,river,was,there,originally,a,bridge,across,in,roman,times,?
the,0.42745697498321533,0.2894456386566162,0.48711544275283813,0.47025805711746216,0.36820849776268005,0.5829201340675354,0.27692803740501404,0.3816230297088623,0.6662389636039734,0.2862859070301056,0.29093852639198303,0.22068053483963013
first,0.28086137771606445,0.1314089447259903,0.5022147297859192,0.2373337596654892,0.44981807470321655,0.4287874400615692,0.1145162507891655,0.19914396107196808,0.4127444326877594,0.16811686754226685,0.2957541346549988,0.18701928853988647
recorded,0.17687608301639557,0.17300817370414734,0.328198105096817,0.27171072363853455,0.29274094104766846,0.21145537495613098,0.1561684012413025,0.2111751139163971,0.27585887908935547,0.12179999053478241,0.25872883200645447,0.19213420152664185
settlement,0.2558431327342987,0.28473854064941406,0.2632548213005066,0.2509072422981262,0.18596580624580383,0.24842394888401031,0.2114066779613495,0.18013229966163635,0.26083990931510925,0.25421199202537537,0.13519255816936493,0.12535437941551208
in,0.30808621644973755,0.2149806171655655,0.45514053106307983,0.5361666083335876,0.3191297650337219,0.539380669593811,0.235438272356987,0.36988839507102966,1.0,0.24986636638641357,0.2427823841571808,0.20430970191955566
what,0.9999998807907104,0.13815869390964508,0.22111038863658905,0.35085538029670715,0.2645323872566223,0.3320399522781372,0.16739098727703094,0.24809791147708893,0.30808621644973755,0.17852471768856049,0.21414996683597565,0.5051238536834717
is,0.28837618231773376,0.20670881867408752,0.5810302495956421,0.3904260993003845,0.33268988132476807,0.658733606338501,0.1899378001689911,0.21617691218852997,0.5394441485404968,0.16690842807292938,0.21773184835910797,0.22961433231830597
now,0.4903225302696228,0.19926606118679047,0.35876134037971497,0.37896034121513367,0.3733364939689636,0.3046339154243469,0.17169007658958435,0.2521440386772156,0.3619694113731384,0.14264777302742004,0.2719758152961731,0.29641881585121155
newcastle,0.16276082396507263,0.22174765169620514,0.25710436701774597,0.1536160409450531,0.1615471988916397,0.21405641734600067,0.2664952874183655,0.17244058847427368,0.19270820915699005,0.17767032980918884,0.17842793464660645,0.0902252271771431
was,0.22111038863658905,0.15785206854343414,1.0000001192092896,0.24909798800945282,0.5204543471336365,0.4508470594882965,0.23293238878250122,0.20413610339164734,0.45514053106307983,0.23496849834918976,0.2859917879104614,0.18412111699581146
pons,0.04153430089354515,0.21746516227722168,0.1956612914800644,0.16691823303699493,0.1255507916212082,0.1505228877067566,0.1665831357240677,0.11188066005706787,0.21381573379039764,0.1866113692522049,0.08914578706026077,0.11148941516876221
aelius,0.21148991584777832,0.09969405829906464,0.2370867282152176,0.15335501730442047,0.1423685997724533,0.1939542144536972,0.1275201439857483,0.1502082198858261,0.18522942066192627,0.502516508102417,0.1639801263809204,0.17960843443870544
",",0.3087472915649414,0.26637205481529236,0.45456063747406006,0.4587128460407257,0.2660219669342041,0.427140474319458,0.2011108100414276,0.22515052556991577,0.5201468467712402,0.26863154768943787,0.2897866368293762,0.31091248989105225
a,0.3320399522781372,0.20514865219593048,0.4508470594882965,0.4214206337928772,0.3363247811794281,1.0,0.1554761528968811,0.2660536468029022,0.539380669593811,0.18130378425121307,0.2745400369167328,0.23916715383529663
roman,0.17852471768856049,0.187082439661026,0.23496849834918976,0.1407564878463745,0.1679840236902237,0.18130378425121307,0.18801721930503845,0.16129837930202484,0.24986636638641357,1.0,0.20656122267246246,0.1663191318511963
fort,0.19451747834682465,0.32684624195098877,0.30989983677864075,0.17107605934143066,0.20294904708862305,0.16024662554264069,0.27829086780548096,0.1951857954263687,0.24152536690235138,0.24823704361915588,0.15921229124069214,0.15686731040477753
and,0.31309178471565247,0.19898422062397003,0.3740963041782379,0.4242868423461914,0.2772660255432129,0.3739250600337982,0.22415432333946228,0.3308866024017334,0.4954058527946472,0.2730041444301605,0.2611900568008423,0.20544172823429108
bridge,0.16739098727703094,0.4530387818813324,0.23293238878250122,0.19059336185455322,0.17961609363555908,0.1554761528968811,0.9999999403953552,0.391078919172287,0.235438272356987,0.18801721930503845,0.14420758187770844,0.1396101862192154
across,0.24809791147708893,0.32971465587615967,0.20413610339164734,0.31968754529953003,0.23236337304115295,0.2660536468029022,0.391078919172287,1.0,0.36988839507102966,0.16129837930202484,0.22417429089546204,0.17034576833248138
the,0.42745697498321533,0.2894456386566162,0.48711544275283813,0.47025805711746216,0.36820849776268005,0.5829201340675354,0.27692803740501404,0.3816230297088623,0.6662389636039734,0.2862859070301056,0.29093852639198303,0.22068053483963013
river,0.13815869390964508,0.9999999403953552,0.15785206854343414,0.1968109905719757,0.1685129851102829,0.20514865219593048,0.4530387818813324,0.32971465587615967,0.2149806171655655,0.187082439661026,0.14560608565807343,0.15390869975090027
tyne,0.14296641945838928,0.2996376156806946,0.2610088884830475,0.12972980737686157,0.22792555391788483,0.14687809348106384,0.28804031014442444,0.21329082548618317,0.20370638370513916,0.19293802976608276,0.16879265010356903,0.07377036660909653
.,0.3567904531955719,0.21443960070610046,0.40146201848983765,0.43897318840026855,0.2504246234893799,0.50484299659729,0.23252202570438385,0.26410314440727234,0.5591574311256409,0.27629324793815613,0.2891986668109894,0.4130953550338745
