,when,was,the,umc,founded,?
founded,0.16657374799251556,0.36917948722839355,0.2840350568294525,0.22893844544887543,1.0000001192092896,0.09119737893342972
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.15436193346977234,0.24877111613750458,0.20430970191955566
1968,-0.057309046387672424,0.07066072523593903,0.07431387901306152,-0.05871393531560898,0.016514915972948074,-0.08543776720762253
by,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.16236968338489532,0.264241099357605,0.17966607213020325
the,0.5091903209686279,0.48711544275283813,1.0,0.21262750029563904,0.2840350568294525,0.22068053483963013
union,0.1950688660144806,0.23276571929454803,0.24421639740467072,0.13217702507972717,0.2259237915277481,0.07797172665596008
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.18128293752670288,0.24571022391319275,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.21262750029563904,0.2840350568294525,0.22068053483963013
methodist,0.16788707673549652,0.2711138129234314,0.21922016143798828,0.2650960683822632,0.2783272862434387,0.1436992734670639
church,0.20053261518478394,0.24960921704769135,0.23846197128295898,0.20494024455547333,0.20292437076568604,0.18081501126289368
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.2078039050102234,0.16187793016433716,0.40561532974243164
usa,0.1367456614971161,0.23334220051765442,0.18954607844352722,0.23610952496528625,0.24890007078647614,0.18464894592761993
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.21987228095531464,0.19867146015167236,0.42300865054130554
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.21982228755950928,0.22426098585128784,0.20544172823429108
the,0.5091903209686279,0.48711544275283813,1.0,0.21262750029563904,0.2840350568294525,0.22068053483963013
evangelical,0.12281137704849243,0.20954948663711548,0.23743100464344025,0.31281307339668274,0.2800673842430115,0.16597984731197357
united,0.2490900456905365,0.31727492809295654,0.34367692470550537,0.1928277611732483,0.22981256246566772,0.17266890406608582
brethren,0.13150101900100708,0.22251662611961365,0.265458881855011,0.23214279115200043,0.2496144026517868,0.16745728254318237
church,0.20053261518478394,0.24960921704769135,0.23846197128295898,0.20494024455547333,0.20292437076568604,0.18081501126289368
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.1953766793012619,0.24976085126399994,0.31091248989105225
the,0.5091903209686279,0.48711544275283813,1.0,0.21262750029563904,0.2840350568294525,0.22068053483963013
umc,0.17287085950374603,0.21309460699558258,0.21262750029563904,1.0,0.22893844544887543,0.2609967589378357
traces,0.2068386673927307,0.20631249248981476,0.281084805727005,0.16186170279979706,0.15732477605342865,0.1317649632692337
its,0.34032323956489563,0.3518870174884796,0.559237003326416,0.13618949055671692,0.2554669976234436,0.15103481709957123
roots,0.16362111270427704,0.13453903794288635,0.2583441734313965,0.10772911459207535,0.16046062111854553,0.09478887915611267
back,0.4184971749782562,0.2438982129096985,0.3612101674079895,0.11251688748598099,0.1573338657617569,0.2397768795490265
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.23076260089874268,0.15697255730628967,0.29463258385658264
the,0.5091903209686279,0.48711544275283813,1.0,0.21262750029563904,0.2840350568294525,0.22068053483963013
revival,0.11794339865446091,0.3003317415714264,0.30452626943588257,0.19131781160831451,0.21333986520767212,0.09967152029275894
movement,0.28646430373191833,0.18520963191986084,0.339571475982666,0.1955679953098297,0.2558235228061676,0.1423349231481552
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.18128293752670288,0.24571022391319275,0.1826142966747284
john,0.20069552958011627,0.2875721752643585,0.2230520099401474,0.09613364934921265,0.1427614688873291,0.13162356615066528
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.21982228755950928,0.22426098585128784,0.20544172823429108
charles,0.19585423171520233,0.28342804312705994,0.20777860283851624,0.06195159628987312,0.1769985556602478,0.17366734147071838
wesley,0.11832226067781448,0.244222953915596,0.1425647884607315,0.15981075167655945,0.1550280749797821,0.1662333607673645
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.15436193346977234,0.24877111613750458,0.20430970191955566
england,0.26359328627586365,0.2656741440296173,0.28280043601989746,0.07454215735197067,0.2125147581100464,0.13436897099018097
as,0.4437963366508484,0.3677520453929901,0.48381632566452026,0.24607859551906586,0.2213044911623001,0.27043893933296204
well,0.33199459314346313,0.3130364418029785,0.42630070447921753,0.20934340357780457,0.1489964723587036,0.24815571308135986
as,0.4437963366508484,0.3677520453929901,0.48381632566452026,0.24607859551906586,0.2213044911623001,0.27043893933296204
the,0.5091903209686279,0.48711544275283813,1.0,0.21262750029563904,0.2840350568294525,0.22068053483963013
great,0.2342798113822937,0.19652196764945984,0.2822027802467346,0.1181885302066803,0.11851771920919418,0.13135133683681488
awakening,0.2751518487930298,0.25574761629104614,0.33202415704727173,0.29456809163093567,0.14545489847660065,0.13719210028648376
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.15436193346977234,0.24877111613750458,0.20430970191955566
the,0.5091903209686279,0.48711544275283813,1.0,0.21262750029563904,0.2840350568294525,0.22068053483963013
united,0.2490900456905365,0.31727492809295654,0.34367692470550537,0.1928277611732483,0.22981256246566772,0.17266890406608582
states,0.24639196693897247,0.2847922146320343,0.3463578522205353,0.19076497852802277,0.21215783059597015,0.16272737085819244
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.23154163360595703,0.23141497373580933,0.4130953550338745
,when,was,the,umc,founded,?
the,0.5091903209686279,0.48711544275283813,1.0,0.21262750029563904,0.2840350568294525,0.22068053483963013
united,0.2490900456905365,0.31727492809295654,0.34367692470550537,0.1928277611732483,0.22981256246566772,0.17266890406608582
methodist,0.16788707673549652,0.2711138129234314,0.21922016143798828,0.2650960683822632,0.2783272862434387,0.1436992734670639
church,0.20053261518478394,0.24960921704769135,0.23846197128295898,0.20494024455547333,0.20292437076568604,0.18081501126289368
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.2078039050102234,0.16187793016433716,0.40561532974243164
umc,0.17287085950374603,0.21309460699558258,0.21262750029563904,1.0,0.22893844544887543,0.2609967589378357
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.21987228095531464,0.19867146015167236,0.42300865054130554
is,0.3471449911594391,0.5810302495956421,0.5823672413825989,0.21909049153327942,0.21368175745010376,0.22961433231830597
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.19728222489356995,0.1686933934688568,0.23916715383529663
mainline,0.1577092558145523,0.21049773693084717,0.3012564480304718,0.22576044499874115,0.20598721504211426,0.18302324414253235
protestant,0.17039497196674347,0.25246119499206543,0.2679212689399719,0.22981512546539307,0.19034399092197418,0.14798137545585632
methodist,0.16788707673549652,0.2711138129234314,0.21922016143798828,0.2650960683822632,0.2783272862434387,0.1436992734670639
denomination,0.13417179882526398,0.17174744606018066,0.26250898838043213,0.3519315719604492,0.2245790660381317,0.2643771171569824
