,what,is,the,oncorhynchus,also,called,?
detailed,0.34171777963638306,0.16562305390834808,0.287728875875473,0.23302976787090302,0.22229352593421936,0.14505553245544434,0.22426927089691162
investigation,0.2361239343881607,0.22225403785705566,0.2993324100971222,0.08949993550777435,0.19984613358974457,0.17462676763534546,0.1558016687631607
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.19675639271736145,0.4924938678741455,0.4222904443740845,0.1826142966747284
chum,0.1424098014831543,0.22365255653858185,0.1447109431028366,0.31674227118492126,0.2314390391111374,0.17295755445957184,0.23070044815540314
salmon,0.15417718887329102,0.17432737350463867,0.2866600453853607,0.36051392555236816,0.2284066528081894,0.13483360409736633,0.11336087435483932
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23475511372089386,0.4717654287815094,0.26549121737480164,0.31091248989105225
oncorhynchus,0.10859384387731552,0.19445128738880157,0.2107698768377304,0.9999998807907104,0.20688676834106445,0.26229381561279297,0.12912406027317047
keta,0.15666575729846954,0.2058093249797821,0.16150528192520142,0.20180565118789673,0.2558192312717438,0.1919194459915161,0.2436009645462036
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23475511372089386,0.4717654287815094,0.26549121737480164,0.31091248989105225
showed,0.23458190262317657,0.1980302482843399,0.3101346790790558,0.1525982767343521,0.27454549074172974,0.30356231331825256,0.17389845848083496
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.22730237245559692,0.6005857586860657,0.41604554653167725,0.32716336846351624
these,0.4164220690727234,0.2498808652162552,0.49086877703666687,0.22020173072814941,0.5497925281524658,0.4124293625354767,0.2571668326854706
fish,0.18598103523254395,0.20566876232624054,0.23185352981090546,0.36804458498954773,0.25563257932662964,0.16861960291862488,0.1945318728685379
digest,0.1574338972568512,0.18439529836177826,0.24435891211032867,0.19462555646896362,0.21916420757770538,0.20925670862197876,0.22005607187747955
ctenophores,0.2505159080028534,0.22332732379436493,0.2543465793132782,0.550592839717865,0.2624460756778717,0.31854429841041565,0.2054179310798645
20,-0.036424171179533005,-0.04254214093089104,-0.06418957561254501,-0.020227303728461266,-0.004758959636092186,-0.03941131755709648,0.11360422521829605
times,0.21414996683597565,0.21773184835910797,0.29093852639198303,0.165344700217247,0.36468109488487244,0.22388021647930145,0.18880689144134521
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.17435117065906525,0.5774298906326294,0.2827680706977844,0.27043893933296204
fast,0.27890437841415405,0.2422240674495697,0.24604609608650208,0.21435213088989258,0.3391428291797638,0.23604246973991394,0.20540070533752441
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.17435117065906525,0.5774298906326294,0.2827680706977844,0.27043893933296204
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.13618314266204834,0.36835694313049316,0.2858632802963257,0.19793890416622162
equal,0.2397335022687912,0.20287640392780304,0.21154357492923737,0.14693067967891693,0.2521132230758667,0.24432991445064545,0.15421567857265472
weight,0.20223349332809448,0.21179518103599548,0.19469641149044037,0.2098744660615921,0.19760072231292725,0.1251102238893509,0.18111222982406616
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.19675639271736145,0.4924938678741455,0.4222904443740845,0.1826142966747284
shrimps,0.14431236684322357,0.17563024163246155,0.2016051709651947,0.4862237572669983,0.25709640979766846,0.24701792001724243,0.201345294713974
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23475511372089386,0.4717654287815094,0.26549121737480164,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.18766233325004578,0.5755972862243652,0.3251761794090271,0.20544172823429108
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.22730237245559692,0.6005857586860657,0.41604554653167725,0.32716336846351624
ctenophores,0.2505159080028534,0.22332732379436493,0.2543465793132782,0.550592839717865,0.2624460756778717,0.31854429841041565,0.2054179310798645
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.19299812614917755,0.4861826002597809,0.306973397731781,0.3226337134838104
provide,0.27049049735069275,0.23050084710121155,0.26373472809791565,0.11688748002052307,0.33391767740249634,0.15981709957122803,0.22704634070396423
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.28949618339538574,0.5149940252304077,0.4868806302547455,0.23916715383529663
good,0.3916934132575989,0.24055646359920502,0.2735973596572876,0.09386696666479111,0.3693075478076935,0.20691034197807312,0.3187684714794159
diet,0.16286584734916687,0.19613662362098694,0.2280237376689911,0.2095096856355667,0.25492173433303833,0.141278475522995,0.10425104945898056
if,0.5277165174484253,0.30927813053131104,0.33724796772003174,0.17168909311294556,0.41293784976005554,0.26625341176986694,0.4441644251346588
there,0.35085538029670715,0.3904260993003845,0.47025805711746216,0.21196550130844116,0.44705238938331604,0.398924857378006,0.29405656456947327
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.2076701670885086,0.4565894305706024,0.3676711618900299,0.24591213464736938
enough,0.3944990336894989,0.259046345949173,0.304282009601593,0.1411050409078598,0.36408692598342896,0.23986689746379852,0.3526461720466614
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.19675639271736145,0.4924938678741455,0.4222904443740845,0.1826142966747284
them,0.4994642734527588,0.2390832006931305,0.4788833558559418,0.1831424981355667,0.48266860842704773,0.24858705699443817,0.35435691475868225
around,0.27475327253341675,0.286477267742157,0.40085816383361816,0.22056183218955994,0.31098443269729614,0.27120786905288696,0.14729668200016022
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.20826669037342072,0.49166762828826904,0.300344854593277,0.4130953550338745
