,what,was,the,name,of,the,rock,found,during,the,apollo,15,mission,that,kreep,was,discovered,in,?
one,0.376489520072937,0.3752199709415436,0.5514441132545471,0.27018114924430847,0.4999135136604309,0.5514441132545471,0.2524441182613373,0.21342429518699646,0.3187117278575897,0.5514441132545471,0.1690824031829834,-0.054384972900152206,0.12490365654230118,0.5133185982704163,0.2703770399093628,0.3752199709415436,0.18590885400772095,0.4129433035850525,0.2673267424106598
important,0.31164905428886414,0.24924467504024506,0.39348116517066956,0.16128742694854736,0.43301743268966675,0.39348116517066956,0.1377282291650772,0.21520721912384033,0.3001174330711365,0.39348116517066956,0.11499318480491638,-0.04249734431505203,0.1781880408525467,0.3865286409854889,0.1410483568906784,0.24924467504024506,0.26661840081214905,0.3796374499797821,0.17812499403953552
rock,0.1923677921295166,0.19643229246139526,0.23786304891109467,0.12103857845067978,0.2653365731239319,0.23786304891109467,1.0,0.18355251848697662,0.18598216772079468,0.23786304891109467,0.16526585817337036,0.034778885543346405,0.11590394377708435,0.2285659909248352,0.28231972455978394,0.19643229246139526,0.14383594691753387,0.19663549959659576,0.13172835111618042
found,0.1796332150697708,0.18447895348072052,0.3452354073524475,0.175145223736763,0.2982911467552185,0.3452354073524475,0.18355251848697662,0.9999999403953552,0.119338758289814,0.3452354073524475,0.16970503330230713,0.020677000284194946,0.16127663850784302,0.29063743352890015,0.21821986138820648,0.18447895348072052,0.4998607039451599,0.39141854643821716,0.16790300607681274
during,0.24137552082538605,0.4470829963684082,0.4838213622570038,0.15002264082431793,0.3869180977344513,0.4838213622570038,0.18598216772079468,0.119338758289814,1.0,0.4838213622570038,0.22065234184265137,0.06340177357196808,0.22419573366641998,0.31487685441970825,0.09686677157878876,0.4470829963684082,0.1896771937608719,0.4627237319946289,0.1325719803571701
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.23786304891109467,0.3452354073524475,0.4838213622570038,1.0,0.2169172167778015,-0.011810222640633583,0.22673439979553223,0.5473989248275757,0.21655681729316711,0.48711544275283813,0.27493247389793396,0.6662389636039734,0.22068053483963013
apollo,0.13561789691448212,0.2306441366672516,0.2169172167778015,0.09833542257547379,0.1786269098520279,0.2169172167778015,0.16526585817337036,0.16970503330230713,0.22065234184265137,0.2169172167778015,0.9999999403953552,0.008580160327255726,0.4094500243663788,0.2014923095703125,0.158171147108078,0.2306441366672516,0.2276049554347992,0.1461767554283142,0.191528782248497
program,0.25047802925109863,0.1849333792924881,0.22986935079097748,0.15997080504894257,0.17376001179218292,0.22986935079097748,0.16858871281147003,0.07308479398488998,0.22609592974185944,0.22986935079097748,0.3344622850418091,-0.04439600184559822,0.3676653504371643,0.33504533767700195,0.19529788196086884,0.1849333792924881,0.09379299730062485,0.1994907110929489,0.1440187245607376
is,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.1981455236673355,0.3526395261287689,0.2240111529827118,0.5823672413825989,0.1604149341583252,-0.00426758686080575,0.1684449464082718,0.3995479643344879,0.21800653636455536,0.5810302495956421,0.21262536942958832,0.5394441485404968,0.22961433231830597
dubbed,0.07724779844284058,0.3000064492225647,0.2979377508163452,0.20942232012748718,0.22469881176948547,0.2979377508163452,0.13189221918582916,0.1989048570394516,0.26646625995635986,0.2979377508163452,0.12811905145645142,-0.12239886075258255,0.1148422360420227,0.20666593313217163,0.13600939512252808,0.3000064492225647,0.2623644769191742,0.22426356375217438,0.14647041261196136
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.23786304891109467,0.3452354073524475,0.4838213622570038,1.0,0.2169172167778015,-0.011810222640633583,0.22673439979553223,0.5473989248275757,0.21655681729316711,0.48711544275283813,0.27493247389793396,0.6662389636039734,0.22068053483963013
genesis,0.27655747532844543,0.23539935052394867,0.2291790246963501,0.26188042759895325,0.16213548183441162,0.2291790246963501,0.26209139823913574,0.07616253942251205,0.20568178594112396,0.2291790246963501,0.31297290325164795,0.01934530958533287,0.28827017545700073,0.27699390053749084,0.1663791984319687,0.23539935052394867,0.07777706533670425,0.10960285365581512,0.2113482803106308
rock,0.1923677921295166,0.19643229246139526,0.23786304891109467,0.12103857845067978,0.2653365731239319,0.23786304891109467,1.0,0.18355251848697662,0.18598216772079468,0.23786304891109467,0.16526585817337036,0.034778885543346405,0.11590394377708435,0.2285659909248352,0.28231972455978394,0.19643229246139526,0.14383594691753387,0.19663549959659576,0.13172835111618042
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2775712311267853,0.27385151386260986,0.3225448727607727,0.4933079481124878,0.19808128476142883,-0.03563398867845535,0.21226151287555695,0.4137537479400635,0.3022524416446686,0.45456063747406006,0.26185235381126404,0.5201468467712402,0.31091248989105225
retrieved,0.15753085911273956,0.1643693745136261,0.1810625195503235,0.18932151794433594,0.20252205431461334,0.1810625195503235,0.07591253519058228,0.21236874163150787,0.11389593034982681,0.1810625195503235,0.08334946632385254,-0.09669947624206543,0.15012526512145996,0.14532265067100525,0.16717030107975006,0.1643693745136261,0.15878844261169434,0.11931486427783966,0.2560236155986786
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.25480157136917114,0.3646814823150635,0.4408751428127289,0.20411992073059082,0.17248263955116272,0.3220438063144684,0.4408751428127289,0.1803566962480545,0.07654113322496414,0.18301942944526672,0.37496164441108704,0.1644068956375122,0.4752357602119446,0.2291465401649475,0.370934396982193,0.17966607213020325
astronauts,0.1784883290529251,0.2057761251926422,0.197182759642601,0.10202522575855255,0.16999632120132446,0.197182759642601,0.23226302862167358,0.08932916820049286,0.24143624305725098,0.197182759642601,0.5551470518112183,0.01624586433172226,0.4084945619106293,0.23455332219600677,0.1831596940755844,0.2057761251926422,0.23046475648880005,0.1392838954925537,0.15138289332389832
david,0.1299152821302414,0.2655363976955414,0.2237231284379959,0.09105115383863449,0.191870778799057,0.2237231284379959,0.16136662662029266,0.083692766726017,0.17609624564647675,0.2237231284379959,0.16862329840660095,-0.030032675713300705,0.1280381679534912,0.1856834888458252,0.17534664273262024,0.2655363976955414,0.1595989465713501,0.17107756435871124,0.04158485680818558
scott,0.09048497676849365,0.26564231514930725,0.20135091245174408,0.14267221093177795,0.17038246989250183,0.20135091245174408,0.20144058763980865,0.16264395415782928,0.14533458650112152,0.20135091245174408,0.28300824761390686,0.023952346295118332,0.18000935018062592,0.17989900708198547,0.20697328448295593,0.26564231514930725,0.22417518496513367,0.2145105004310608,0.0875725969672203
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.2808155119419098,0.27978911995887756,0.36462149024009705,0.5171257257461548,0.15251155197620392,0.031420208513736725,0.16932862997055054,0.4731321930885315,0.3423987627029419,0.3740963041782379,0.21031536161899567,0.4954058527946472,0.20544172823429108
james,0.20536290109157562,0.2958067059516907,0.22481533885002136,0.1446959525346756,0.18323110044002533,0.22481533885002136,0.16878192126750946,0.12365037947893143,0.18575067818164825,0.22481533885002136,0.20841269195079803,0.017970819026231766,0.1946476697921753,0.16290196776390076,0.19138219952583313,0.2958067059516907,0.2206125557422638,0.1994210183620453,0.12139993160963058
irwin,0.17535443603992462,0.2657119631767273,0.19832922518253326,0.12373607605695724,0.17796649038791656,0.19832922518253326,0.2384670078754425,0.18474780023097992,0.24196121096611023,0.19832922518253326,0.28099626302719116,0.10505431145429611,0.20710505545139313,0.19501185417175293,0.26511332392692566,0.2657119631767273,0.21593531966209412,0.24747702479362488,0.17284661531448364
during,0.24137552082538605,0.4470829963684082,0.4838213622570038,0.15002264082431793,0.3869180977344513,0.4838213622570038,0.18598216772079468,0.119338758289814,1.0,0.4838213622570038,0.22065234184265137,0.06340177357196808,0.22419573366641998,0.31487685441970825,0.09686677157878876,0.4470829963684082,0.1896771937608719,0.4627237319946289,0.1325719803571701
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.23786304891109467,0.3452354073524475,0.4838213622570038,1.0,0.2169172167778015,-0.011810222640633583,0.22673439979553223,0.5473989248275757,0.21655681729316711,0.48711544275283813,0.27493247389793396,0.6662389636039734,0.22068053483963013
apollo,0.13561789691448212,0.2306441366672516,0.2169172167778015,0.09833542257547379,0.1786269098520279,0.2169172167778015,0.16526585817337036,0.16970503330230713,0.22065234184265137,0.2169172167778015,0.9999999403953552,0.008580160327255726,0.4094500243663788,0.2014923095703125,0.158171147108078,0.2306441366672516,0.2276049554347992,0.1461767554283142,0.191528782248497
15,-0.01077192835509777,0.08381640166044235,-0.011810222640633583,-0.025953078642487526,-0.02319195494055748,-0.011810222640633583,0.034778885543346405,0.020677000284194946,0.06340177357196808,-0.011810222640633583,0.008580160327255726,0.9999999403953552,0.052758242934942245,-0.06895352154970169,-0.042724959552288055,0.08381640166044235,0.018581541255116463,0.02424248494207859,-0.010706285014748573
mission,0.2317502647638321,0.20951420068740845,0.22673439979553223,0.11881495267152786,0.20170781016349792,0.22673439979553223,0.11590394377708435,0.16127663850784302,0.22419573366641998,0.22673439979553223,0.4094500243663788,0.052758242934942245,1.0,0.1697317510843277,0.10806172341108322,0.20951420068740845,0.2403423935174942,0.2224319875240326,0.19506393373012543
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.24835698306560516,0.3618174195289612,0.3485563397407532,0.5934505462646484,0.22384987771511078,-0.05741225555539131,0.2227463275194168,0.4460422694683075,0.3397751748561859,0.40146201848983765,0.23523737490177155,0.5591574311256409,0.4130953550338745
,what,was,the,name,of,the,rock,found,during,the,apollo,15,mission,that,kreep,was,discovered,in,?
this,0.5489566326141357,0.3638818562030792,0.6274310946464539,0.30142447352409363,0.45148900151252747,0.6274310946464539,0.21980036795139313,0.23419983685016632,0.34351885318756104,0.6274310946464539,0.1840856671333313,-0.07070626318454742,0.19341635704040527,0.6909449696540833,0.2454860508441925,0.3638818562030792,0.26568084955215454,0.45205554366111755,0.3155723512172699
anorthosite,0.30253511667251587,0.16351313889026642,0.35059815645217896,0.20799143612384796,0.34525197744369507,0.35059815645217896,0.22477227449417114,0.22557365894317627,0.18619327247142792,0.35059815645217896,0.2736140191555023,-0.02164183184504509,0.1826019287109375,0.34481140971183777,0.25780242681503296,0.16351313889026642,0.25721922516822815,0.3139461278915405,0.25020453333854675
rock,0.1923677921295166,0.19643229246139526,0.23786304891109467,0.12103857845067978,0.2653365731239319,0.23786304891109467,1.0,0.18355251848697662,0.18598216772079468,0.23786304891109467,0.16526585817337036,0.034778885543346405,0.11590394377708435,0.2285659909248352,0.28231972455978394,0.19643229246139526,0.14383594691753387,0.19663549959659576,0.13172835111618042
is,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.1981455236673355,0.3526395261287689,0.2240111529827118,0.5823672413825989,0.1604149341583252,-0.00426758686080575,0.1684449464082718,0.3995479643344879,0.21800653636455536,0.5810302495956421,0.21262536942958832,0.5394441485404968,0.22961433231830597
