,when,did,newcastle,'s,first,indoor,market,open,?
the,0.5091903209686279,0.34736719727516174,0.2253497689962387,-0.01540423184633255,0.49448907375335693,0.25390395522117615,0.2041238248348236,0.2764171361923218,0.22068053483963013
grainger,0.17764344811439514,0.20738419890403748,0.25379544496536255,0.05577683821320534,0.20603212714195251,0.18570581078529358,0.10789944231510162,0.109922394156456,0.14470532536506653
market,0.16571037471294403,0.12897977232933044,0.1835521161556244,0.07352017611265182,0.13719542324543,0.24815747141838074,1.0000001192092896,0.2033863365650177,0.12805593013763428
itself,0.36853712797164917,0.21505345404148102,0.19065389037132263,-0.024358876049518585,0.24252161383628845,0.14812929928302765,0.16657589375972748,0.17354083061218262,0.17933900654315948
",",0.36674630641937256,0.3015086054801941,0.251589834690094,-0.0016132977325469255,0.34503069519996643,0.23237371444702148,0.2499394416809082,0.28863707184791565,0.31091248989105225
was,0.37326499819755554,0.41399896144866943,0.25710436701774597,0.008974763564765453,0.5022147297859192,0.2088218331336975,0.2252027839422226,0.13277080655097961,0.18412111699581146
opened,0.20552390813827515,0.2014526128768921,0.1954149454832077,-0.006441329140216112,0.2630454897880554,0.30515989661216736,0.19605106115341187,0.39371490478515625,0.1934700310230255
in,0.4431333839893341,0.2593238651752472,0.19270820915699005,-0.037580832839012146,0.4127444326877594,0.2918931245803833,0.27003997564315796,0.27347445487976074,0.20430970191955566
1835,-0.0706605389714241,0.020343618467450142,-0.03835621476173401,0.06710052490234375,0.059363894164562225,-0.1020474061369896,-0.08141674846410751,-0.05604691803455353,0.08103260397911072
and,0.4716290831565857,0.34479495882987976,0.20204751193523407,0.06895173341035843,0.3167642652988434,0.22891350090503693,0.23057621717453003,0.27364909648895264,0.20544172823429108
was,0.37326499819755554,0.41399896144866943,0.25710436701774597,0.008974763564765453,0.5022147297859192,0.2088218331336975,0.2252027839422226,0.13277080655097961,0.18412111699581146
newcastle,0.14692102372646332,0.18762841820716858,1.0000001192092896,-0.017262522131204605,0.2823651134967804,0.20797404646873474,0.1835521161556244,0.14423096179962158,0.0902252271771431
's,-0.03368149697780609,0.05069678649306297,-0.017262522131204605,0.9999999403953552,-0.014458609744906425,0.10057782381772995,0.07352017611265182,0.010282238945364952,-0.023395681753754616
first,0.4282494783401489,0.33691170811653137,0.2823651134967804,-0.014458609744906425,1.0,0.22120460867881775,0.13719542324543,0.1314479559659958,0.18701928853988647
indoor,0.1903909146785736,0.13744854927062988,0.20797404646873474,0.10057782381772995,0.22120460867881775,1.0,0.24815747141838074,0.36894625425338745,0.09507113695144653
market,0.16571037471294403,0.12897977232933044,0.1835521161556244,0.07352017611265182,0.13719542324543,0.24815747141838074,1.0000001192092896,0.2033863365650177,0.12805593013763428
.,0.475719153881073,0.35288307070732117,0.2714749276638031,-0.003708066651597619,0.4345304071903229,0.2526106536388397,0.19660170376300812,0.28460413217544556,0.4130953550338745
