,how,many,miles,south,of,san,jose,is,the,north,-,south,midway,point,located,?
geographically,0.20714718103408813,0.24706973135471344,0.23659053444862366,0.3750186562538147,0.3162407875061035,0.19564999639987946,0.11878325045108795,0.27485013008117676,0.3536398708820343,0.31843245029449463,0.14910286664962769,0.3750186562538147,0.18539069592952728,0.26970982551574707,0.33967921137809753,0.13908208906650543
",",0.22659391164779663,0.40610817074775696,0.29495540261268616,0.3256652057170868,0.4946078956127167,0.25561806559562683,0.2411157786846161,0.4691906273365021,0.4933079481124878,0.31834840774536133,0.42609795928001404,0.3256652057170868,0.21956577897071838,0.28971099853515625,0.2678719460964203,0.31091248989105225
california,0.15981262922286987,0.24571245908737183,0.20442909002304077,0.23509563505649567,0.24929828941822052,0.5170050263404846,0.37011510133743286,0.20727038383483887,0.2750805914402008,0.24246975779533386,0.15235690772533417,0.23509563505649567,0.20320716500282288,0.13981984555721283,0.20510807633399963,0.1409905105829239
's,-0.026164190843701363,0.01698932610452175,-0.0059337555430829525,0.06268392503261566,-0.03817026689648628,-0.022058377042412758,0.07878328859806061,0.02396530658006668,-0.01540423184633255,0.06196961551904678,0.00623386912047863,0.06268392503261566,0.05582626163959503,0.0017411779845133424,-0.031078986823558807,-0.023395681753754616
north-south,0.124275341629982,0.17474815249443054,0.41827934980392456,0.7842404842376709,0.328252911567688,0.3324544131755829,0.26062220335006714,0.27193978428840637,0.3288293480873108,0.8284826874732971,0.2697696089744568,0.7842404842376709,0.3676582872867584,0.24729172885417938,0.44169214367866516,0.15908949077129364
midway,0.17053081095218658,0.19837889075279236,0.3235681653022766,0.27312344312667847,0.22770573198795319,0.16350124776363373,0.18740588426589966,0.15757717192173004,0.2696748971939087,0.32066410779953003,0.14457422494888306,0.27312344312667847,0.9999999403953552,0.29194363951683044,0.2950858771800995,0.15556642413139343
point,0.21504828333854675,0.17688021063804626,0.23666830360889435,0.1889701932668686,0.269877165555954,0.19710639119148254,0.12594932317733765,0.29601794481277466,0.3084787130355835,0.21255096793174744,0.16346703469753265,0.1889701932668686,0.29194363951683044,0.9999998807907104,0.2596440315246582,0.19189560413360596
lies,0.12851229310035706,0.11288461834192276,0.31935304403305054,0.34641316533088684,0.28165045380592346,0.12006114423274994,0.023936079815030098,0.38107678294181824,0.3383781313896179,0.3728911578655243,0.11620007455348969,0.34641316533088684,0.16843071579933167,0.30690982937812805,0.44586989283561707,0.14148172736167908
at,0.2154216170310974,0.2716965675354004,0.2631952166557312,0.21806499361991882,0.42558613419532776,0.21309925615787506,0.16885404288768768,0.25906258821487427,0.457212895154953,0.2535056173801422,0.23484356701374054,0.21806499361991882,0.3272069990634918,0.3500237762928009,0.3688831031322479,0.21978627145290375
exactly,0.48898670077323914,0.29248347878456116,0.2019442468881607,0.11938992887735367,0.24229927361011505,0.12476873397827148,0.17755058407783508,0.26177722215652466,0.30447691679000854,0.15611889958381653,0.16919347643852234,0.11938992887735367,0.142637237906456,0.2687390148639679,0.16021743416786194,0.35508325695991516
37°,0.06664878129959106,0.1419508308172226,-0.046995580196380615,0.08889628946781158,0.06950929760932922,0.017068371176719666,0.03508869186043739,-0.021159233525395393,0.03617845103144646,0.01146472617983818,-0.03012067824602127,0.08889628946781158,0.0683470144867897,0.025779150426387787,0.021717997267842293,0.08100870251655579
9,-0.020076006650924683,-0.008973803371191025,-0.019178561866283417,-0.05085090547800064,0.01387986820191145,-0.11103487759828568,-0.11828023195266724,-0.010735063813626766,0.023652536794543266,-0.08458468317985535,-0.06859679520130157,-0.05085090547800064,-0.003256821306422353,-0.04941059648990631,-0.000870938878506422,-0.026682810857892036
',0.18823795020580292,0.15973903238773346,0.18076293170452118,0.20635297894477844,0.39136970043182373,0.19414301216602325,0.15716974437236786,0.5508411526679993,0.474788099527359,0.20784355700016022,0.44683390855789185,0.20635297894477844,0.19787760078907013,0.23650464415550232,0.25896891951560974,0.330942302942276
58.23,-0.07272882759571075,-0.06969720870256424,0.022668955847620964,0.01226540096104145,0.012712731957435608,-0.016580093652009964,0.021388623863458633,-0.020379718393087387,-0.0642869770526886,-0.08737002313137054,0.019637875258922577,0.01226540096104145,-0.13394522666931152,-0.0720062255859375,-0.004323006607592106,-0.13671624660491943
'',-0.0029843549709767103,-0.016843097284436226,-0.08481010794639587,-0.04543294757604599,0.13035868108272552,0.10309749841690063,-0.005754583515226841,0.0793738141655922,0.041273195296525955,-0.001331784063950181,0.0269903726875782,-0.04543294757604599,-0.06875015795230865,0.0178954117000103,0.01448875479400158,0.018684765323996544
latitude,0.17471033334732056,0.12048888206481934,0.2961491346359253,0.3247700333595276,0.1874399185180664,0.16827784478664398,0.19372282922267914,0.1882317215204239,0.2499811202287674,0.3436891436576843,0.10827190428972244,0.3247700333595276,0.2380785197019577,0.3008999526500702,0.3254656493663788,0.14586518704891205
",",0.22659391164779663,0.40610817074775696,0.29495540261268616,0.3256652057170868,0.4946078956127167,0.25561806559562683,0.2411157786846161,0.4691906273365021,0.4933079481124878,0.31834840774536133,0.42609795928001404,0.3256652057170868,0.21956577897071838,0.28971099853515625,0.2678719460964203,0.31091248989105225
around,0.3297552764415741,0.4112928509712219,0.3025798201560974,0.28057968616485596,0.3296394646167755,0.1911974549293518,0.13991351425647736,0.286477267742157,0.40085816383361816,0.3440609276294708,0.2400771975517273,0.28057968616485596,0.229176327586174,0.19952106475830078,0.27945953607559204,0.14729668200016022
11,0.04696422442793846,0.13612139225006104,-0.05850432440638542,0.048635032027959824,-0.022359032183885574,-0.07136405259370804,-0.013865096494555473,0.018119672313332558,-0.0219515822827816,0.01306484080851078,-0.011089207604527473,0.048635032027959824,-0.04123475030064583,-0.1524893045425415,-0.14838345348834991,-0.04295448586344719
miles,0.13798850774765015,0.12950319051742554,1.0000001192092896,0.3471347987651825,0.2263605147600174,0.17835736274719238,0.1538160890340805,0.22951029241085052,0.25706055760383606,0.34716692566871643,0.1486487239599228,0.3471347987651825,0.3235681653022766,0.23666830360889435,0.3896450102329254,0.09363767504692078
(,0.1676948219537735,0.1455259770154953,0.17103469371795654,0.2013198882341385,0.35032153129577637,0.2069418579339981,0.18867415189743042,0.35393038392066956,0.33289089798927307,0.20408999919891357,0.4943908751010895,0.2013198882341385,0.13274793326854706,0.21612024307250977,0.21025894582271576,0.40561532974243164
18,-0.03501921147108078,-0.0017783388029783964,-0.04728996008634567,-0.07311294972896576,-0.09725122153759003,-0.04094023257493973,0.009968018159270287,-0.09313851594924927,-0.07796193659305573,-0.09361029416322708,-0.07705129683017731,-0.07311294972896576,0.01623033545911312,-0.10201852768659592,0.0049631367437541485,-0.04919438064098358
km,0.10687907040119171,0.10311309248209,0.70199054479599,0.3801440894603729,0.2376161366701126,0.1982409507036209,0.12129804491996765,0.24258680641651154,0.21376769244670868,0.3494616746902466,0.18453282117843628,0.3801440894603729,0.27322492003440857,0.19936464726924896,0.3916102945804596,0.08180338144302368
),0.17939934134483337,0.16602720320224762,0.203369602560997,0.2002217173576355,0.3680361211299896,0.21815462410449982,0.19579577445983887,0.37732169032096863,0.3456730246543884,0.19693730771541595,0.49507030844688416,0.2002217173576355,0.12675584852695465,0.2308495044708252,0.19755883514881134,0.42300865054130554
