,what,voyager,said,that,mombasa,was,a,great,harbour,and,moored,small,crafts,and,great,ships,?
by,0.2455483376979828,0.22316047549247742,0.29746580123901367,0.37496164441108704,0.1949862390756607,0.4752357602119446,0.32094135880470276,0.1775381863117218,0.1659533530473709,0.4289871156215668,0.2813107669353485,0.19286847114562988,0.11517158150672913,0.4289871156215668,0.1775381863117218,0.24591349065303802,0.17966607213020325
the,0.42745697498321533,0.23728816211223602,0.3024602234363556,0.5473989248275757,0.28063899278640747,0.48711544275283813,0.5829201340675354,0.2822027802467346,0.24331937730312347,0.5171257257461548,0.26778942346572876,0.39655908942222595,0.16155757009983063,0.5171257257461548,0.2822027802467346,0.279244989156723,0.22068053483963013
15th-century,0.2088523656129837,0.2810245752334595,0.19867275655269623,0.23272785544395447,0.1272977590560913,0.3534691035747528,0.18923638761043549,0.24381642043590546,0.2009059637784958,0.28235355019569397,0.27343353629112244,0.2055172175168991,0.22260917723178864,0.28235355019569397,0.24381642043590546,0.2476997971534729,0.09978894144296646
",",0.3087472915649414,0.19126057624816895,0.34496036171913147,0.4137537479400635,0.3176232576370239,0.45456063747406006,0.427140474319458,0.29579275846481323,0.30036550760269165,0.6633074283599854,0.273634135723114,0.3083299398422241,0.20387282967567444,0.6633074283599854,0.29579275846481323,0.21014784276485443,0.31091248989105225
portuguese,0.14623215794563293,0.1497698724269867,0.1455167979001999,0.18211890757083893,0.2839163541793823,0.1738882064819336,0.21267175674438477,0.13724403083324432,0.16487672924995422,0.20911315083503723,0.1363440454006195,0.18431395292282104,0.09313143044710159,0.20911315083503723,0.13724403083324432,0.2668779194355011,0.16310815513134003
voyager,0.19827742874622345,1.0000001192092896,0.18690292537212372,0.27527177333831787,0.25338274240493774,0.22643214464187622,0.19944827258586884,0.16360101103782654,0.24496953189373016,0.18715839087963104,0.2424928992986679,0.16451767086982727,0.22183792293071747,0.18715839087963104,0.16360101103782654,0.4283398389816284,0.15085075795650482
duarte,0.19600407779216766,0.08328793942928314,0.16474619507789612,0.2122398316860199,0.41463708877563477,0.23772576451301575,0.17472566664218903,0.07652658224105835,0.20875604450702667,0.28261470794677734,0.2016116976737976,0.10606007277965546,0.06664641946554184,0.28261470794677734,0.07652658224105835,0.12908042967319489,0.14775291085243225
barbosa,0.18628695607185364,0.22743189334869385,0.1900344043970108,0.1758289933204651,0.34929126501083374,0.23725076019763947,0.26711490750312805,0.12551847100257874,0.32246527075767517,0.17045944929122925,0.21615082025527954,0.15882813930511475,0.061569247394800186,0.17045944929122925,0.12551847100257874,0.26120805740356445,0.21842776238918304
claimed,0.2667301297187805,0.1882307380437851,0.490069180727005,0.38060468435287476,0.1504707932472229,0.32895320653915405,0.19752803444862366,0.15422280132770538,0.1693113148212433,0.2411240041255951,0.2791944444179535,0.12308219075202942,0.058309923857450485,0.2411240041255951,0.15422280132770538,0.1801815778017044,0.2083493024110794
that,0.6297725439071655,0.27527177333831787,0.5459781289100647,1.0,0.2060016393661499,0.33670201897621155,0.47537946701049805,0.2783016562461853,0.2322852611541748,0.4731321930885315,0.18155346810817719,0.351526141166687,0.17769980430603027,0.4731321930885315,0.2783016562461853,0.2505054771900177,0.32716336846351624
``,0.008517155423760414,-0.08921463787555695,0.01132358517497778,0.05285148695111275,-0.02671094983816147,-0.012679691426455975,0.07272057235240936,0.04700023680925369,-0.01420529279857874,0.036644238978624344,-0.09981311857700348,0.10102039575576782,-0.1255875825881958,0.036644238978624344,0.04700023680925369,0.02885942906141281,0.0685480609536171
mombasa,0.20014868676662445,0.25338274240493774,0.1373770534992218,0.2060016393661499,1.0,0.28458964824676514,0.24023105204105377,0.24053020775318146,0.28539830446243286,0.21330960094928741,0.2134387046098709,0.2545550465583801,0.19128665328025818,0.21330960094928741,0.24053020775318146,0.2821241617202759,0.15605612099170685
is,0.28837618231773376,0.15556283295154572,0.2595660388469696,0.3995479643344879,0.221056267619133,0.5810302495956421,0.658733606338501,0.1345067322254181,0.23238982260227203,0.3859752118587494,0.15579359233379364,0.32085540890693665,0.13890624046325684,0.3859752118587494,0.1345067322254181,0.1527765691280365,0.22961433231830597
a,0.3320399522781372,0.19944827258586884,0.31069710850715637,0.47537946701049805,0.24023105204105377,0.4508470594882965,1.0,0.21836373209953308,0.176359161734581,0.3739250600337982,0.20877781510353088,0.41262131929397583,0.19112306833267212,0.3739250600337982,0.21836373209953308,0.16762858629226685,0.23916715383529663
place,0.2689766585826874,0.19072532653808594,0.2352525144815445,0.32320237159729004,0.2634350061416626,0.26867109537124634,0.3079278767108917,0.17637859284877777,0.3146960735321045,0.2813849449157715,0.1594402939081192,0.2337707281112671,0.1897907853126526,0.2813849449157715,0.17637859284877777,0.20744970440864563,0.2455766350030899
of,0.33290785551071167,0.16028030216693878,0.29014745354652405,0.41498205065727234,0.24401752650737762,0.4069072902202606,0.5052502155303955,0.3168134391307831,0.2001841962337494,0.5116966962814331,0.21859130263328552,0.353353351354599,0.26124173402786255,0.5116966962814331,0.3168134391307831,0.2382369190454483,0.1826142966747284
great,0.2562883198261261,0.16360101103782654,0.2335054725408554,0.2783016562461853,0.24053020775318146,0.19652196764945984,0.21836373209953308,1.0,0.18036232888698578,0.2591964602470398,0.11437370628118515,0.24152439832687378,0.12833818793296814,0.2591964602470398,1.0,0.18225103616714478,0.13135133683681488
traffic,0.145517036318779,0.24294644594192505,0.15136396884918213,0.20564274489879608,0.23477590084075928,0.18086227774620056,0.17558735609054565,0.0814480185508728,0.3093613088130951,0.28902262449264526,0.2041369378566742,0.1455710530281067,0.16917473077774048,0.28902262449264526,0.0814480185508728,0.2907108664512634,0.19721992313861847
and,0.31309178471565247,0.18715839087963104,0.2940692901611328,0.4731321930885315,0.21330960094928741,0.3740963041782379,0.3739250600337982,0.2591964602470398,0.2766537368297577,1.0,0.31773555278778076,0.35207539796829224,0.31009551882743835,1.0,0.2591964602470398,0.27834877371788025,0.20544172823429108
has,0.20338068902492523,0.16128955781459808,0.262355774641037,0.41272613406181335,0.17061622440814972,0.40313825011253357,0.4670248031616211,0.179184690117836,0.14855530858039856,0.43716782331466675,0.13978934288024902,0.28404343128204346,0.16432569921016693,0.43716782331466675,0.179184690117836,0.1655663251876831,0.15994466841220856
a,0.3320399522781372,0.19944827258586884,0.31069710850715637,0.47537946701049805,0.24023105204105377,0.4508470594882965,1.0,0.21836373209953308,0.176359161734581,0.3739250600337982,0.20877781510353088,0.41262131929397583,0.19112306833267212,0.3739250600337982,0.21836373209953308,0.16762858629226685,0.23916715383529663
good,0.3916934132575989,0.16861720383167267,0.35173511505126953,0.44230329990386963,0.09430233389139175,0.2099458873271942,0.3146486282348633,0.32615944743156433,0.20427490770816803,0.3426591157913208,0.21333789825439453,0.29542654752731323,0.149661585688591,0.3426591157913208,0.32615944743156433,0.1740717589855194,0.3187684714794159
harbour,0.15022361278533936,0.24496953189373016,0.18404293060302734,0.2322852611541748,0.28539830446243286,0.2001323252916336,0.176359161734581,0.18036232888698578,1.0000001192092896,0.2766537368297577,0.2507357597351074,0.22849206626415253,0.20561186969280243,0.2766537368297577,0.18036232888698578,0.46541234850883484,0.1099219024181366
in,0.30808621644973755,0.22582939267158508,0.23461468517780304,0.435920387506485,0.26310765743255615,0.45514053106307983,0.539380669593811,0.23348836600780487,0.2171296924352646,0.4954058527946472,0.25728780031204224,0.3722202181816101,0.17885714769363403,0.4954058527946472,0.23348836600780487,0.2328297346830368,0.20430970191955566
which,0.5261979103088379,0.23775699734687805,0.27170243859291077,0.6894589066505432,0.22666196525096893,0.2830964922904968,0.56894451379776,0.2356490194797516,0.2591288089752197,0.506277859210968,0.22714224457740784,0.42979657649993896,0.1973433494567871,0.506277859210968,0.2356490194797516,0.24058489501476288,0.25814583897590637
there,0.35085538029670715,0.15502971410751343,0.287269651889801,0.6006520986557007,0.22808751463890076,0.24909798800945282,0.4214206337928772,0.2232125997543335,0.20212915539741516,0.4242868423461914,0.23043474555015564,0.42771267890930176,0.17046047747135162,0.4242868423461914,0.2232125997543335,0.2448519915342331,0.29405656456947327
are,0.29724663496017456,0.14106975495815277,0.18707963824272156,0.45265161991119385,0.14466972649097443,0.3076191842556,0.265255331993103,0.13090994954109192,0.211420938372612,0.48576638102531433,0.15477105975151062,0.3959871232509613,0.18286597728729248,0.48576638102531433,0.13090994954109192,0.20684567093849182,0.24591213464736938
always,0.413568377494812,0.1411234438419342,0.39764904975891113,0.5147446393966675,0.08691073954105377,0.190224289894104,0.35987672209739685,0.17422722280025482,0.1513344943523407,0.331595778465271,0.12338576465845108,0.2318485826253891,0.2311324030160904,0.331595778465271,0.17422722280025482,0.18220233917236328,0.26136693358421326
moored,0.10583274811506271,0.2424928992986679,0.23173938691616058,0.18155346810817719,0.2134387046098709,0.29160934686660767,0.20877781510353088,0.11437370628118515,0.2507357597351074,0.31773555278778076,1.0,0.2132234126329422,0.1906987875699997,0.31773555278778076,0.11437370628118515,0.23364628851413727,0.07500876486301422
small,0.2504110634326935,0.16451767086982727,0.08942501246929169,0.351526141166687,0.2545550465583801,0.16572418808937073,0.41262131929397583,0.24152439832687378,0.22849206626415253,0.35207539796829224,0.2132234126329422,1.0,0.15929633378982544,0.35207539796829224,0.24152439832687378,0.1753222942352295,0.13914890587329865
craft,0.19500882923603058,0.3101620078086853,0.14479416608810425,0.15920673310756683,0.18503595888614655,0.11311835050582886,0.18573641777038574,0.0773511752486229,0.27753812074661255,0.2883622944355011,0.2155601680278778,0.12545695900917053,0.7655246257781982,0.2883622944355011,0.0773511752486229,0.4176691472530365,0.1354445517063141
