,how,many,grammy,award,'s,does,the,text,say,lady,gaga,has,won,?
six-time,0.30852216482162476,0.3291378617286682,0.4191983938217163,0.4242947995662689,0.07449358701705933,0.18948474526405334,0.365296334028244,0.2527238428592682,0.3071077764034271,0.21395280957221985,0.319461464881897,0.3031916618347168,0.296917200088501,0.24173711240291595
grammy,0.16361522674560547,0.19381412863731384,0.9999999403953552,0.6348668336868286,0.0621260441839695,0.15143851935863495,0.19602857530117035,0.12914925813674927,0.23408369719982147,0.2254769206047058,0.4510344862937927,0.30934539437294006,0.44421693682670593,0.1939576119184494
winner,0.1481519639492035,0.14434880018234253,0.3438127934932709,0.5351744890213013,-0.03157759830355644,0.16295497119426727,0.25965070724487305,0.0609043687582016,0.1373019963502884,0.1605258584022522,0.17046664655208588,0.11366771161556244,0.6250931024551392,0.14322948455810547
and,0.33647966384887695,0.5296266674995422,0.21206913888454437,0.2334289401769638,0.06895173341035843,0.3461615741252899,0.5171257257461548,0.18575285375118256,0.3314565122127533,0.20816072821617126,0.238522008061409,0.43716782331466675,0.2795773446559906,0.20544172823429108
academy,0.12961772084236145,0.20300014317035675,0.4648020565509796,0.5406574606895447,-0.01580122485756874,0.11523628979921341,0.2649388611316681,0.056112464517354965,0.14634259045124054,0.18219038844108582,0.18406526744365692,0.24845722317695618,0.38020867109298706,0.1340850442647934
award,0.1740884780883789,0.18274074792861938,0.6348668336868286,1.0,-0.01696835085749626,0.19456039369106293,0.24073810875415802,0.11908386647701263,0.1871081441640854,0.1910662055015564,0.23578475415706635,0.22060689330101013,0.5295910239219666,0.18240714073181152
nominee,0.14779089391231537,0.13943864405155182,0.4397706985473633,0.4356451630592346,-0.08805054426193237,0.16180936992168427,0.22298216819763184,0.21724897623062134,0.17404191195964813,0.2593964636325836,0.32138848304748535,0.2295733392238617,0.3664585053920746,0.21817171573638916
lady,0.14844340085983276,0.13919489085674286,0.2254769206047058,0.1910662055015564,-0.016619781032204628,0.11133038252592087,0.21662424504756927,0.06893898546695709,0.1676158905029297,0.9999999403953552,0.4824264645576477,0.14489251375198364,0.13475362956523895,0.14158371090888977
gaga,0.15792308747768402,0.20329241454601288,0.4510344862937927,0.23578475415706635,0.013702060095965862,0.13326922059059143,0.22846719622612,0.16750568151474,0.2574253976345062,0.4824264645576477,1.0000001192092896,0.19753152132034302,0.1354556381702423,0.20982980728149414
performed,0.21495728194713593,0.2716224491596222,0.4157158434391022,0.2587445080280304,0.05618653818964958,0.16672195494174957,0.239950031042099,0.1855633705854416,0.160573348402977,0.20621344447135925,0.26540297269821167,0.20503535866737366,0.2516852021217346,0.14428307116031647
the,0.33890387415885925,0.4335206151008606,0.19602857530117035,0.24073810875415802,-0.01540423184633255,0.35928019881248474,1.0,0.23968088626861572,0.3200206458568573,0.21662424504756927,0.22846719622612,0.4177538752555847,0.29432493448257446,0.22068053483963013
national,0.13248363137245178,0.21160955727100372,0.18846407532691956,0.23192229866981506,-0.05226261913776398,0.16890141367912292,0.32739606499671936,0.09634626656770706,0.1396968513727188,0.11993757635354996,0.11412747204303741,0.2672328054904938,0.24765413999557495,0.15643028914928436
anthem,0.11850881576538086,0.11860591918230057,0.23692619800567627,0.17386911809444427,0.05370496213436127,0.11260948330163956,0.23423314094543457,0.21633297204971313,0.2046079933643341,0.32031533122062683,0.3087579011917114,0.12118270248174667,0.2106029987335205,0.17449809610843658
",",0.22659391164779663,0.40610817074775696,0.28471893072128296,0.25078102946281433,-0.0016132977325469255,0.28617382049560547,0.4933079481124878,0.21162694692611694,0.35129812359809875,0.2576631009578705,0.26485028862953186,0.3734780251979828,0.35968565940856934,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.14447572827339172,0.14152050018310547,0.0011869525769725442,0.3243313729763031,0.39804592728614807,0.1744874119758606,0.33566465973854065,0.18806852400302887,0.22772952914237976,0.2546449601650238,0.2223460078239441,0.21076419949531555
academy,0.12961772084236145,0.20300014317035675,0.4648020565509796,0.5406574606895447,-0.01580122485756874,0.11523628979921341,0.2649388611316681,0.056112464517354965,0.14634259045124054,0.18219038844108582,0.18406526744365692,0.24845722317695618,0.38020867109298706,0.1340850442647934
award,0.1740884780883789,0.18274074792861938,0.6348668336868286,1.0,-0.01696835085749626,0.19456039369106293,0.24073810875415802,0.11908386647701263,0.1871081441640854,0.1910662055015564,0.23578475415706635,0.22060689330101013,0.5295910239219666,0.18240714073181152
winner,0.1481519639492035,0.14434880018234253,0.3438127934932709,0.5351744890213013,-0.03157759830355644,0.16295497119426727,0.25965070724487305,0.0609043687582016,0.1373019963502884,0.1605258584022522,0.17046664655208588,0.11366771161556244,0.6250931024551392,0.14322948455810547
marlee,0.1856798231601715,0.15612013638019562,0.3075271248817444,0.25074610114097595,0.055420536547899246,0.1343858540058136,0.20077396929264069,0.08503461629152298,0.17989367246627808,0.24616581201553345,0.2920103669166565,0.19632773101329803,0.2331979125738144,0.24211622774600983
matlin,0.2438948005437851,0.25546684861183167,0.36892759799957275,0.30938515067100525,0.059479281306266785,0.1383620798587799,0.24170111119747162,0.10914819687604904,0.22648069262504578,0.24739928543567657,0.34432172775268555,0.27284082770347595,0.29825565218925476,0.2595809996128082
provided,0.25793027877807617,0.23514889180660248,0.14142858982086182,0.19940350949764252,0.01738812029361725,0.2749255895614624,0.304488867521286,0.2499692589044571,0.22430366277694702,0.13395105302333832,0.10337411612272263,0.2187918722629547,0.17212677001953125,0.16893617808818817
american,0.22688741981983185,0.22814549505710602,0.33374959230422974,0.3370085656642914,0.01565130427479744,0.1448984146118164,0.24562937021255493,0.05291057378053665,0.23629160225391388,0.21131841838359833,0.2127927541732788,0.15494826436042786,0.2515941262245178,0.18877598643302917
sign,0.28920799493789673,0.1415787637233734,0.12346772849559784,0.11615011841058731,-0.018721353262662888,0.1968018114566803,0.22875791788101196,0.20063772797584534,0.2923690676689148,0.06696368753910065,0.10514011979103088,0.1704503744840622,0.15164132416248322,0.21454890072345734
language,0.2547633647918701,0.25805559754371643,0.18101467192173004,0.16543014347553253,-0.03558342531323433,0.1965407431125641,0.30198320746421814,0.2912076413631439,0.2542897164821625,0.15205544233322144,0.20596906542778015,0.1895800083875656,0.14633072912693024,0.25349316000938416
(,0.1676948219537735,0.1455259770154953,0.21962442994117737,0.2435217648744583,0.0012731997994706035,0.2728188931941986,0.33289089798927307,0.2523788511753082,0.23915322124958038,0.1679210513830185,0.148438960313797,0.2498389035463333,0.25702881813049316,0.40561532974243164
asl,0.2923901081085205,0.18049713969230652,0.08577875047922134,0.117316335439682,-0.026927972212433815,0.26692119240760803,0.2632366418838501,0.25898244976997375,0.3139660656452179,0.11180070042610168,0.1329747885465622,0.18390636146068573,0.03425953537225723,0.2692483067512512
),0.17939934134483337,0.16602720320224762,0.22082199156284332,0.2504473030567169,0.021107977256178856,0.2575884759426117,0.3456730246543884,0.25180158019065857,0.23793987929821014,0.18707416951656342,0.17963387072086334,0.26944878697395325,0.255226194858551,0.42300865054130554
translation,0.20521180331707,0.1978367567062378,0.1274230182170868,0.18897196650505066,-0.01735842600464821,0.17937545478343964,0.26402729749679565,0.41363227367401123,0.2319449633359909,0.12484363466501236,0.0944509506225586,0.11783986538648605,0.14603906869888306,0.22574150562286377
.,0.3287222981452942,0.3974229395389557,0.21439549326896667,0.21118880808353424,-0.003708066651597619,0.3022993505001068,0.5934505462646484,0.2065814584493637,0.33481550216674805,0.19070248305797577,0.1853291243314743,0.4105546176433563,0.3011801838874817,0.4130953550338745
