,what,are,the,two,symbols,that,signify,pharmacy,in,english-speaking,countries,?
the,0.42745697498321533,0.40399202704429626,1.0,0.43858039379119873,0.22359615564346313,0.5473989248275757,0.33714205026626587,0.1938311904668808,0.6662389636039734,0.4021326005458832,0.33290645480155945,0.22068053483963013
two,0.23363454639911652,0.46276170015335083,0.43858039379119873,1.0000001192092896,0.15917609632015228,0.3858162462711334,0.20399433374404907,0.11371903121471405,0.36463531851768494,0.26397889852523804,0.24632184207439423,0.19645625352859497
symbols,0.2427739053964615,0.25682103633880615,0.22359615564346313,0.15917609632015228,1.0,0.25994789600372314,0.3754892349243164,0.0870528593659401,0.15397359430789948,0.25156787037849426,0.18791139125823975,0.16658984124660492
most,0.3219912350177765,0.48698675632476807,0.47635307908058167,0.3709908723831177,0.18140798807144165,0.4497850239276886,0.21179047226905823,0.0962650403380394,0.41416558623313904,0.3507365882396698,0.33387476205825806,0.2107497900724411
commonly,0.18122613430023193,0.4038049578666687,0.2974449694156647,0.1632826328277588,0.2661106288433075,0.23247161507606506,0.1965266615152359,0.12732933461666107,0.2769457697868347,0.2229650914669037,0.23739707469940186,0.13546277582645416
associated,0.15836219489574432,0.28055059909820557,0.2742886245250702,0.17506015300750732,0.17245393991470337,0.2675568461418152,0.2780521810054779,0.17232796549797058,0.23328746855258942,0.24692805111408234,0.20537258684635162,0.1453326791524887
with,0.2464839518070221,0.38996943831443787,0.4223487675189972,0.4333336651325226,0.1499669849872589,0.4154358208179474,0.31476858258247375,0.17199546098709106,0.4080928862094879,0.2601887881755829,0.33792537450790405,0.2433311939239502
pharmacy,0.21638189256191254,0.1491841822862625,0.1938311904668808,0.11371903121471405,0.0870528593659401,0.2027333825826645,0.16924378275871277,1.0,0.22082467377185822,0.20236074924468994,0.19641880691051483,0.1355620175600052
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.36463531851768494,0.15397359430789948,0.435920387506485,0.24429361522197723,0.22082467377185822,1.0,0.3136231005191803,0.3027990758419037,0.20430970191955566
english-speaking,0.3927338719367981,0.32238104939460754,0.4021326005458832,0.26397889852523804,0.25156787037849426,0.3234584629535675,0.23933956027030945,0.20236074924468994,0.3136231005191803,0.9999999403953552,0.38036903738975525,0.2801855504512787
countries,0.22319257259368896,0.35174399614334106,0.33290645480155945,0.24632184207439423,0.18791139125823975,0.31063947081565857,0.1685839146375656,0.19641880691051483,0.3027990758419037,0.38036903738975525,0.9999999403953552,0.15128466486930847
are,0.29724663496017456,1.0,0.40399202704429626,0.46276170015335083,0.25682103633880615,0.45265161991119385,0.19160296022891998,0.1491841822862625,0.3841303884983063,0.32238104939460754,0.35174399614334106,0.24591213464736938
the,0.42745697498321533,0.40399202704429626,1.0,0.43858039379119873,0.22359615564346313,0.5473989248275757,0.33714205026626587,0.1938311904668808,0.6662389636039734,0.4021326005458832,0.33290645480155945,0.22068053483963013
mortar,0.11504332721233368,0.23016013205051422,0.2107647955417633,0.25527676939964294,0.18207070231437683,0.18208615481853485,0.1218997985124588,0.1892612874507904,0.20863710343837738,0.14451688528060913,0.2142709493637085,0.10277507454156876
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4671151638031006,0.19269204139709473,0.4731321930885315,0.2413116991519928,0.21655313670635223,0.4954058527946472,0.3865828514099121,0.37200918793678284,0.20544172823429108
pestle,0.20649226009845734,0.2836765944957733,0.2082812339067459,0.17185784876346588,0.23710057139396667,0.21997609734535217,0.14599260687828064,0.24001069366931915,0.12296780198812485,0.1616404950618744,0.2002725899219513,0.20456084609031677
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4671151638031006,0.19269204139709473,0.4731321930885315,0.2413116991519928,0.21655313670635223,0.4954058527946472,0.3865828514099121,0.37200918793678284,0.20544172823429108
the,0.42745697498321533,0.40399202704429626,1.0,0.43858039379119873,0.22359615564346313,0.5473989248275757,0.33714205026626587,0.1938311904668808,0.6662389636039734,0.4021326005458832,0.33290645480155945,0.22068053483963013
℞,0.05823778733611107,0.0694531798362732,0.049483634531497955,0.0073712412267923355,0.11131883412599564,0.12241043895483017,0.11983814090490341,0.05740833654999733,0.028663642704486847,0.005919590592384338,0.032221388071775436,0.0999094620347023
(,0.2411840260028839,0.23263892531394958,0.33289089798927307,0.2169162482023239,0.13495977222919464,0.2264307141304016,0.20467321574687958,0.20144130289554596,0.3087427020072937,0.3136133551597595,0.15407808125019073,0.40561532974243164
recipere,0.2997841238975525,0.2463371455669403,0.2943364679813385,0.229833722114563,0.2263476401567459,0.292757511138916,0.20721548795700073,0.28348398208618164,0.34542372822761536,0.36448293924331665,0.2753373980522156,0.16681893169879913
),0.26259949803352356,0.2373749315738678,0.3456730246543884,0.24161455035209656,0.15557238459587097,0.23478686809539795,0.21100546419620514,0.19700509309768677,0.3326910734176636,0.33014562726020813,0.15248970687389374,0.42300865054130554
character,0.22097444534301758,0.16187334060668945,0.25992274284362793,0.18886132538318634,0.2299559861421585,0.26184219121932983,0.18284565210342407,0.05760534107685089,0.20910993218421936,0.2638883888721466,0.1456751972436905,0.18056271970272064
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.35859420895576477,0.21077381074428558,0.4137537479400635,0.2385689914226532,0.19815339148044586,0.5201468467712402,0.38211145997047424,0.2966555655002594,0.31091248989105225
which,0.5261979103088379,0.42922598123550415,0.6521818041801453,0.4674137234687805,0.26877260208129883,0.6894589066505432,0.3213277757167816,0.18910500407218933,0.4840516746044159,0.313566118478775,0.29131221771240234,0.25814583897590637
is,0.28837618231773376,0.5330929756164551,0.5823672413825989,0.2315155267715454,0.2010614275932312,0.3995479643344879,0.2004006952047348,0.16101746261119843,0.5394441485404968,0.3152053952217102,0.254234254360199,0.22961433231830597
often,0.3849453330039978,0.5443448424339294,0.38004449009895325,0.3597128391265869,0.29012975096702576,0.43873903155326843,0.2502273619174957,0.16183310747146606,0.3380797803401947,0.3062490224838257,0.336731880903244,0.23748154938220978
written,0.25412634015083313,0.19747711718082428,0.2582438886165619,0.237321674823761,0.2588413953781128,0.31561627984046936,0.1823662966489792,0.06064876168966293,0.20878943800926208,0.34114792943000793,0.1603749692440033,0.21451954543590546
as,0.31749409437179565,0.3826591968536377,0.48381632566452026,0.3029302954673767,0.23502181470394135,0.4735107421875,0.3051830530166626,0.16661235690116882,0.3887844979763031,0.3074367046356201,0.2406298965215683,0.27043893933296204
``,0.008517155423760414,0.12624181807041168,0.029072100296616554,0.07021170109510422,0.2099209576845169,0.05285148695111275,0.17314504086971283,-0.02848208323121071,0.04765888676047325,0.10180354118347168,0.06715091317892075,0.0685480609536171
rx,0.12489038705825806,0.2205313742160797,0.07458938658237457,0.23205368220806122,0.17904992401599884,0.16672800481319427,0.09482505917549133,0.2315162867307663,0.06150302663445473,0.1563340723514557,0.1841575652360916,0.29442188143730164
'',0.08143015950918198,0.0263817198574543,0.041273195296525955,-0.004284570459276438,0.046722810715436935,0.007880004122853279,0.15423062443733215,0.1470935195684433,0.07432962208986282,0.03573038801550865,0.07233493775129318,0.018684765323996544
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.36463531851768494,0.15397359430789948,0.435920387506485,0.24429361522197723,0.22082467377185822,1.0,0.3136231005191803,0.3027990758419037,0.20430970191955566
typed,0.38183286786079407,0.20843505859375,0.22443455457687378,0.2536071240901947,0.35823142528533936,0.3643312454223633,0.20518778264522552,0.1440068781375885,0.16461609303951263,0.3101957142353058,0.14898328483104706,0.3252226710319519
text,0.2818579077720642,0.14412884414196014,0.23968088626861572,0.14337676763534546,0.21471525728702545,0.2125866562128067,0.23596271872520447,0.17637185752391815,0.12410706281661987,0.327237993478775,0.1353335678577423,0.263901948928833
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.3524959683418274,0.2197662740945816,0.4460422694683075,0.18389096856117249,0.23916830122470856,0.5591574311256409,0.36070364713668823,0.27938392758369446,0.4130953550338745
