,what,country,did,the,normans,invade,in,1169,?
the,0.42745697498321533,0.30432501435279846,0.34736719727516174,1.0,0.2781367897987366,0.3208954632282257,0.6662389636039734,0.031510643661022186,0.22068053483963013
normans,0.15760394930839539,0.20091022551059723,0.22847257554531097,0.2781367897987366,1.0,0.420508474111557,0.23263490200042725,0.04122959077358246,0.12354589998722076
settled,0.23502321541309357,0.20143581926822662,0.20065045356750488,0.29293251037597656,0.30246055126190186,0.29889464378356934,0.30584418773651123,0.09010431170463562,0.09694210439920425
mostly,0.32312366366386414,0.2156687080860138,0.20761212706565857,0.3490641117095947,0.2024288922548294,0.1795210987329483,0.3575078547000885,0.19460858404636383,0.09124795347452164
in,0.30808621644973755,0.3040012717247009,0.2593238651752472,0.6662389636039734,0.23263490200042725,0.279552161693573,1.0,0.11676845699548721,0.20430970191955566
an,0.2821882665157318,0.19811232388019562,0.22598257660865784,0.4207492768764496,0.10191268473863602,0.16231748461723328,0.2605783939361572,0.08337477594614029,0.19793890416622162
area,0.21965408325195312,0.33299076557159424,0.14067986607551575,0.37834644317626953,0.21905851364135742,0.2603206932544708,0.33632898330688477,0.025352928787469864,0.12640461325645447
in,0.30808621644973755,0.3040012717247009,0.2593238651752472,0.6662389636039734,0.23263490200042725,0.279552161693573,1.0,0.11676845699548721,0.20430970191955566
the,0.42745697498321533,0.30432501435279846,0.34736719727516174,1.0,0.2781367897987366,0.3208954632282257,0.6662389636039734,0.031510643661022186,0.22068053483963013
east,0.19840149581432343,0.2239755243062973,0.17160435020923615,0.3383176326751709,0.23946595191955566,0.25213298201560974,0.32659441232681274,0.0145113505423069,0.10070597380399704
of,0.33290785551071167,0.28866857290267944,0.2513895630836487,0.733189046382904,0.2173461765050888,0.26843005418777466,0.5696388483047485,0.03428853303194046,0.1826142966747284
ireland,0.18062788248062134,0.33089280128479004,0.19258828461170197,0.2573983073234558,0.304365873336792,0.14842718839645386,0.24362659454345703,0.07716843485832214,0.10685748606920242
",",0.3087472915649414,0.27878350019454956,0.3015086054801941,0.4933079481124878,0.207779198884964,0.2533637285232544,0.5201468467712402,0.160395547747612,0.31091248989105225
later,0.2517229914665222,0.15766936540603638,0.38386887311935425,0.4060266613960266,0.2381436973810196,0.252948135137558,0.40857815742492676,0.1353621631860733,0.1417175978422165
known,0.20381177961826324,0.1656552404165268,0.25943970680236816,0.3624623417854309,0.12938682734966278,0.14703188836574554,0.32641831040382385,0.20385262370109558,0.18314571678638458
as,0.31749409437179565,0.2241005152463913,0.3596470057964325,0.48381632566452026,0.14305062592029572,0.18133820593357086,0.3887844979763031,0.08999618887901306,0.27043893933296204
the,0.42745697498321533,0.30432501435279846,0.34736719727516174,1.0,0.2781367897987366,0.3208954632282257,0.6662389636039734,0.031510643661022186,0.22068053483963013
pale,0.19317704439163208,0.06797461211681366,0.1123260110616684,0.20473693311214447,0.16527219116687775,0.12643688917160034,0.15652605891227722,0.18748772144317627,0.13307414948940277
",",0.3087472915649414,0.27878350019454956,0.3015086054801941,0.4933079481124878,0.207779198884964,0.2533637285232544,0.5201468467712402,0.160395547747612,0.31091248989105225
and,0.31309178471565247,0.30884742736816406,0.34479495882987976,0.5171257257461548,0.23779046535491943,0.24300289154052734,0.4954058527946472,0.09857675433158875,0.20544172823429108
also,0.42747777700424194,0.2604532539844513,0.39334940910339355,0.6021018624305725,0.1752239316701889,0.18703965842723846,0.5073733329772949,0.12284056842327118,0.21848613023757935
built,0.1554843783378601,0.1507541686296463,0.2079687863588333,0.2950156033039093,0.31586337089538574,0.292386919260025,0.25829681754112244,-0.021684939041733742,0.09449632465839386
many,0.36131182312965393,0.26946935057640076,0.375588983297348,0.4335206151008606,0.2395293265581131,0.20710375905036926,0.41474202275276184,0.12495475262403488,0.2124512493610382
fine,0.34325724840164185,0.10476738959550858,0.16128887236118317,0.21014350652694702,0.13635413348674774,0.0634988397359848,0.24146175384521484,0.07267577946186066,0.3000907599925995
castles,0.15941859781742096,0.2511337101459503,0.1953032910823822,0.31752192974090576,0.3994373381137848,0.24949921667575836,0.29596540331840515,0.12205959856510162,0.08299993723630905
and,0.31309178471565247,0.30884742736816406,0.34479495882987976,0.5171257257461548,0.23779046535491943,0.24300289154052734,0.4954058527946472,0.09857675433158875,0.20544172823429108
settlements,0.24496693909168243,0.2819398045539856,0.12037473917007446,0.24227768182754517,0.261651873588562,0.3300914466381073,0.31333258748054504,0.05710142105817795,0.1671062707901001
",",0.3087472915649414,0.27878350019454956,0.3015086054801941,0.4933079481124878,0.207779198884964,0.2533637285232544,0.5201468467712402,0.160395547747612,0.31091248989105225
including,0.18328791856765747,0.19958460330963135,0.26678287982940674,0.3738902807235718,0.14453299343585968,0.16243378818035126,0.35857823491096497,0.07302234321832657,0.1633303165435791
trim,0.14013469219207764,0.15562598407268524,0.1099596694111824,0.19580477476119995,0.18989960849285126,0.13689649105072021,0.17628122866153717,-0.15107461810112,0.15906402468681335
castle,0.15708477795124054,0.18490062654018402,0.1407857984304428,0.21430203318595886,0.2903772294521332,0.1900004744529724,0.2009769082069397,0.11527778953313828,0.0871945396065712
and,0.31309178471565247,0.30884742736816406,0.34479495882987976,0.5171257257461548,0.23779046535491943,0.24300289154052734,0.4954058527946472,0.09857675433158875,0.20544172823429108
dublin,0.16170531511306763,0.25085100531578064,0.19251824915409088,0.23325616121292114,0.24880868196487427,0.09664222598075867,0.21641160547733307,0.0751567929983139,0.06738798320293427
castle,0.15708477795124054,0.18490062654018402,0.1407857984304428,0.21430203318595886,0.2903772294521332,0.1900004744529724,0.2009769082069397,0.11527778953313828,0.0871945396065712
.,0.3567904531955719,0.26130348443984985,0.35288307070732117,0.5934505462646484,0.2287112921476364,0.2768091857433319,0.5591574311256409,0.09882418811321259,0.4130953550338745
