,what,can,hurt,a,teacher,'s,mental,and,physical,health,?
teachers,0.2526462972164154,0.1946156919002533,0.14868035912513733,0.2509842813014984,0.7334206104278564,0.044750411063432693,0.2644059360027313,0.28640416264533997,0.20028741657733917,0.2765979766845703,0.19522249698638916
face,0.227594256401062,0.22259989380836487,0.22253592312335968,0.2207985818386078,0.1163938045501709,-0.047029342502355576,0.23141947388648987,0.24315419793128967,0.19708293676376343,0.24507014453411102,0.12476722151041031
several,0.22446060180664062,0.32839062809944153,0.19261209666728973,0.29992109537124634,0.10034383088350296,-0.012985157780349255,0.22494132816791534,0.4663935899734497,0.22796310484409332,0.21699412167072296,0.15595775842666626
occupational,0.19267335534095764,0.24495981633663177,0.1247158944606781,0.24232584238052368,0.20492523908615112,0.003249000757932663,0.3426832854747772,0.36260831356048584,0.24294553697109222,0.3099452555179596,0.12401652336120605
hazards,0.24034540355205536,0.3573473393917084,0.2663118541240692,0.25150901079177856,0.11094263195991516,0.0018013794906437397,0.3196842074394226,0.2855883836746216,0.3099370002746582,0.37735846638679504,0.22479578852653503
in,0.30808621644973755,0.26527702808380127,0.18775756657123566,0.539380669593811,0.22632350027561188,-0.037580832839012146,0.25946304202079773,0.4954058527946472,0.20687337219715118,0.2500189542770386,0.20430970191955566
their,0.35142919421195984,0.3564860224723816,0.264473021030426,0.29698723554611206,0.11377552151679993,-0.005530759692192078,0.2837376594543457,0.45114588737487793,0.25945791602134705,0.20593447983264923,0.1898253709077835
line,0.2245367169380188,0.1918898969888687,0.029630977660417557,0.23499317467212677,0.13268257677555084,-0.06894499808549881,0.10981134325265884,0.24584348499774933,0.11303652077913284,0.10571292787790298,0.16271452605724335
of,0.33290785551071167,0.2603091299533844,0.20860262215137482,0.5052502155303955,0.19968076050281525,-0.03817026689648628,0.2973325848579407,0.5116966962814331,0.3124530017375946,0.28076469898223877,0.1826142966747284
work,0.3762225806713104,0.28794336318969727,0.27578645944595337,0.266241192817688,0.31480422616004944,-0.03332063928246498,0.2302137315273285,0.37551814317703247,0.2286939173936844,0.23275025188922882,0.2621155381202698
",",0.3087472915649414,0.3139454126358032,0.3453277349472046,0.427140474319458,0.2884024977684021,-0.0016132977325469255,0.22956372797489166,0.6633074283599854,0.2047225534915924,0.2331448197364807,0.31091248989105225
including,0.18328791856765747,0.2102493792772293,0.20816050469875336,0.21045410633087158,0.14669881761074066,0.0074059427715837955,0.18571925163269043,0.5144438743591309,0.18545001745224,0.25139471888542175,0.1633303165435791
occupational,0.19267335534095764,0.24495981633663177,0.1247158944606781,0.24232584238052368,0.20492523908615112,0.003249000757932663,0.3426832854747772,0.36260831356048584,0.24294553697109222,0.3099452555179596,0.12401652336120605
stress,0.33004483580589294,0.3481190502643585,0.26177752017974854,0.2622493505477905,0.19439195096492767,-0.0007703983574174345,0.4555933475494385,0.20368480682373047,0.3403397500514984,0.33612316846847534,0.2845553457736969
",",0.3087472915649414,0.3139454126358032,0.3453277349472046,0.427140474319458,0.2884024977684021,-0.0016132977325469255,0.22956372797489166,0.6633074283599854,0.2047225534915924,0.2331448197364807,0.31091248989105225
which,0.5261979103088379,0.41132649779319763,0.23650342226028442,0.56894451379776,0.1306145042181015,0.03856118768453598,0.3058677315711975,0.506277859210968,0.2950376570224762,0.23529647290706635,0.25814583897590637
can,0.34502777457237244,1.0,0.31132251024246216,0.3915780484676361,0.15007992088794708,-0.02075597457587719,0.2611877918243408,0.3675691485404968,0.3102372884750366,0.22913023829460144,0.3226337134838104
negatively,0.23769304156303406,0.33794909715652466,0.2112022191286087,0.2802250385284424,0.08663000911474228,0.04663185775279999,0.20045094192028046,0.266083300113678,0.22091735899448395,0.14402230083942413,0.11435684561729431
impact,0.25162962079048157,0.2237747609615326,0.200568288564682,0.24985632300376892,0.1332457959651947,-0.004318447783589363,0.22464542090892792,0.19650109112262726,0.22157609462738037,0.24177861213684082,0.18429921567440033
teachers,0.2526462972164154,0.1946156919002533,0.14868035912513733,0.2509842813014984,0.7334206104278564,0.044750411063432693,0.2644059360027313,0.28640416264533997,0.20028741657733917,0.2765979766845703,0.19522249698638916
',0.3245812654495239,0.23672404885292053,0.2587747275829315,0.48837921023368835,0.2048191875219345,0.07651367038488388,0.1786564737558365,0.3053182065486908,0.1370389759540558,0.16295279562473297,0.330942302942276
mental,0.3228646218776703,0.2611877918243408,0.23707833886146545,0.24876734614372253,0.21648025512695312,-0.04037806764245033,1.0,0.29670965671539307,0.5019056797027588,0.5584453344345093,0.20703209936618805
and,0.31309178471565247,0.3675691485404968,0.285301148891449,0.3739250600337982,0.27571162581443787,0.06895173341035843,0.29670965671539307,1.0,0.30796876549720764,0.3215619623661041,0.20544172823429108
physical,0.27895045280456543,0.3102372884750366,0.200279101729393,0.2210949957370758,0.1816428005695343,0.0012879690621048212,0.5019056797027588,0.30796876549720764,0.9999999403953552,0.3495875298976898,0.11781801283359528
health,0.21460163593292236,0.22913023829460144,0.20162591338157654,0.21166443824768066,0.2382107526063919,0.018505536019802094,0.5584453344345093,0.3215619623661041,0.3495875298976898,1.0000001192092896,0.16094304621219635
",",0.3087472915649414,0.3139454126358032,0.3453277349472046,0.427140474319458,0.2884024977684021,-0.0016132977325469255,0.22956372797489166,0.6633074283599854,0.2047225534915924,0.2331448197364807,0.31091248989105225
productivity,0.2654266059398651,0.2976532280445099,0.15759281814098358,0.21406765282154083,0.15065236389636993,0.03989068418741226,0.3077057898044586,0.25397828221321106,0.32146286964416504,0.3768364489078522,0.23359106481075287
",",0.3087472915649414,0.3139454126358032,0.3453277349472046,0.427140474319458,0.2884024977684021,-0.0016132977325469255,0.22956372797489166,0.6633074283599854,0.2047225534915924,0.2331448197364807,0.31091248989105225
and,0.31309178471565247,0.3675691485404968,0.285301148891449,0.3739250600337982,0.27571162581443787,0.06895173341035843,0.29670965671539307,1.0,0.30796876549720764,0.3215619623661041,0.20544172823429108
