,what,is,resposible,for,speeding,up,or,slowing,down,an,object,?
this,0.5489566326141357,0.480927973985672,0.44252440333366394,0.5082864165306091,0.36229097843170166,0.37110671401023865,0.4406825602054596,0.4356636703014374,0.2833457589149475,0.41881775856018066,0.3117026686668396,0.3155723512172699
yields,0.16749948263168335,0.2278936207294464,0.2939898669719696,0.24777251482009888,0.2699861228466034,0.19799049198627472,0.26562026143074036,0.29486292600631714,0.13272173702716827,0.20442382991313934,0.24000458419322968,0.20131081342697144
both,0.3361809551715851,0.31409940123558044,0.35131579637527466,0.3887220323085785,0.23702393472194672,0.28324854373931885,0.38249531388282776,0.2872982323169708,0.2150050401687622,0.24217435717582703,0.1303824931383133,0.19455738365650177
the,0.42745697498321533,0.5823672413825989,0.2749927341938019,0.4739971458911896,0.2653747797012329,0.38423117995262146,0.4174870550632477,0.3665508031845093,0.3325848877429962,0.4207492768764496,0.22418850660324097,0.22068053483963013
tangential,0.28561630845069885,0.25910675525665283,0.3473382294178009,0.21227483451366425,0.29452890157699585,0.23511245846748352,0.28496333956718445,0.37427830696105957,0.2032603770494461,0.23938827216625214,0.40786290168762207,0.21646267175674438
force,0.16915984451770782,0.22036980092525482,0.24226315319538116,0.15857845544815063,0.23636728525161743,0.17141667008399963,0.18476234376430511,0.35896143317222595,0.20784908533096313,0.21655116975307465,0.32587239146232605,0.1650998443365097
",",0.3087472915649414,0.4691906273365021,0.37764012813568115,0.4464869201183319,0.22876137495040894,0.34193792939186096,0.3769497275352478,0.24548128247261047,0.23362469673156738,0.3581022024154663,0.149229496717453,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.37888801097869873,0.44095608592033386,0.3392885625362396,0.36388060450553894,0.5105096101760864,0.4433918595314026,0.36159706115722656,0.3611921966075897,0.2891029715538025,0.25814583897590637
accelerates,0.2586190104484558,0.2167293131351471,0.2953711450099945,0.18891578912734985,0.44175949692726135,0.25134387612342834,0.26170897483825684,0.5418350100517273,0.25986772775650024,0.17824651300907135,0.41743889451026917,0.13790977001190186
the,0.42745697498321533,0.5823672413825989,0.2749927341938019,0.4739971458911896,0.2653747797012329,0.38423117995262146,0.4174870550632477,0.3665508031845093,0.3325848877429962,0.4207492768764496,0.22418850660324097,0.22068053483963013
object,0.25733083486557007,0.30146875977516174,0.3321155309677124,0.23012496531009674,0.2577405273914337,0.1915024369955063,0.3544590175151825,0.351530522108078,0.1546616405248642,0.2576858103275299,1.0,0.19573666155338287
by,0.2455483376979828,0.3899846076965332,0.29650482535362244,0.3248702883720398,0.20709751546382904,0.2738759219646454,0.30274316668510437,0.2529468238353729,0.27259311079978943,0.2719563841819763,0.20415794849395752,0.17966607213020325
either,0.3851809501647949,0.3086068034172058,0.3382987678050995,0.3058042526245117,0.2263799011707306,0.2751936912536621,0.6381545066833496,0.32943427562713623,0.2910548150539398,0.23698745667934418,0.2683579623699188,0.31498292088508606
slowing,0.32273513078689575,0.20153068006038666,0.3778190612792969,0.31260430812835693,0.5176205039024353,0.3084881901741028,0.3598284423351288,1.0,0.4712398052215576,0.24227547645568848,0.351530522108078,0.1642092615365982
it,0.45803478360176086,0.6328473687171936,0.29880616068840027,0.32171204686164856,0.2935478389263153,0.36426842212677,0.36389440298080444,0.31515222787857056,0.2670116126537323,0.39472338557243347,0.27674704790115356,0.25732165575027466
down,0.26226112246513367,0.16725905239582062,0.217925027012825,0.22538931667804718,0.2713988125324249,0.4720439314842224,0.23573468625545502,0.4712398052215576,1.0,0.12891331315040588,0.1546616405248642,0.13836295902729034
or,0.33867141604423523,0.41870999336242676,0.3114436864852905,0.4111599624156952,0.323293536901474,0.28756099939346313,1.0000001192092896,0.3598284423351288,0.23573468625545502,0.3096676766872406,0.3544590175151825,0.32389625906944275
speeding,0.2987384498119354,0.2039780169725418,0.3348059058189392,0.3129788339138031,1.0,0.2975722849369049,0.323293536901474,0.5176205039024353,0.2713988125324249,0.1892623007297516,0.2577405273914337,0.27124330401420593
it,0.45803478360176086,0.6328473687171936,0.29880616068840027,0.32171204686164856,0.2935478389263153,0.36426842212677,0.36389440298080444,0.31515222787857056,0.2670116126537323,0.39472338557243347,0.27674704790115356,0.25732165575027466
up,0.28591108322143555,0.2853454053401947,0.2510107159614563,0.342966228723526,0.2975722849369049,1.0000001192092896,0.28756099939346313,0.3084881901741028,0.4720439314842224,0.2649265229701996,0.1915024369955063,0.1819818764925003
",",0.3087472915649414,0.4691906273365021,0.37764012813568115,0.4464869201183319,0.22876137495040894,0.34193792939186096,0.3769497275352478,0.24548128247261047,0.23362469673156738,0.3581022024154663,0.149229496717453,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.30995696783065796,0.5064792633056641,0.24223625659942627,0.4032393991947174,0.4713204801082611,0.3080933392047882,0.2760816216468811,0.2838519215583801,0.17470528185367584,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,0.2749927341938019,0.4739971458911896,0.2653747797012329,0.38423117995262146,0.4174870550632477,0.3665508031845093,0.3325848877429962,0.4207492768764496,0.22418850660324097,0.22068053483963013
radial,0.20605061948299408,0.1485927700996399,0.27707991003990173,0.1148662194609642,0.27112868428230286,0.13764341175556183,0.22949138283729553,0.3455113172531128,0.1897200345993042,0.11592885851860046,0.2973884046077728,0.1197361871600151
(,0.2411840260028839,0.35393038392066956,0.293434739112854,0.3357032239437103,0.2061730921268463,0.2525939643383026,0.3582012951374054,0.14399442076683044,0.14931032061576843,0.286407470703125,0.13700400292873383,0.40561532974243164
centripetal,0.2808138430118561,0.3445742428302765,0.3960890769958496,0.2526925206184387,0.3636132478713989,0.2891254127025604,0.3706200122833252,0.5006047487258911,0.30169397592544556,0.2685655653476715,0.46063539385795593,0.16282214224338531
),0.26259949803352356,0.37732169032096863,0.29825469851493835,0.3639558255672455,0.2149895876646042,0.25800976157188416,0.3706604242324829,0.15293478965759277,0.1588357537984848,0.2873353958129883,0.13732478022575378,0.42300865054130554
force,0.16915984451770782,0.22036980092525482,0.24226315319538116,0.15857845544815063,0.23636728525161743,0.17141667008399963,0.18476234376430511,0.35896143317222595,0.20784908533096313,0.21655116975307465,0.32587239146232605,0.1650998443365097
",",0.3087472915649414,0.4691906273365021,0.37764012813568115,0.4464869201183319,0.22876137495040894,0.34193792939186096,0.3769497275352478,0.24548128247261047,0.23362469673156738,0.3581022024154663,0.149229496717453,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.37888801097869873,0.44095608592033386,0.3392885625362396,0.36388060450553894,0.5105096101760864,0.4433918595314026,0.36159706115722656,0.3611921966075897,0.2891029715538025,0.25814583897590637
changes,0.2740466892719269,0.23356598615646362,0.39359474182128906,0.25747987627983093,0.24859508872032166,0.30755317211151123,0.2474553883075714,0.3384036123752594,0.18448181450366974,0.17787626385688782,0.26538312435150146,0.21264225244522095
its,0.30393704771995544,0.4447362422943115,0.21453480422496796,0.2992613911628723,0.23270414769649506,0.2559551000595093,0.30017510056495667,0.3452475666999817,0.20866182446479797,0.28139030933380127,0.23920723795890808,0.15103481709957123
direction,0.25776705145835876,0.2159055918455124,0.32591187953948975,0.2664225995540619,0.27967163920402527,0.21194936335086823,0.2034183144569397,0.37102797627449036,0.2405564785003662,0.21845301985740662,0.36791664361953735,0.10739318281412125
