,in,what,year,did,abc,submit,licenses,for,5,television,stations,?
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.1762417107820511,0.28412961959838867,0.27215200662612915,0.4451248347759247,0.03588335961103439,0.1933557242155075,0.21700026094913483,0.29463258385658264
ensure,0.15814054012298584,0.328641802072525,0.18537521362304688,0.2635563611984253,0.058681901544332504,0.2560666799545288,0.37037208676338196,0.3660449683666229,0.008982561528682709,0.16194483637809753,0.15281960368156433,0.24192948639392853
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.21331243216991425,0.19167184829711914,0.1466277688741684,0.44038116931915283,0.07282212376594543,0.22552843391895294,0.199105903506279,0.23916715383529663
space,0.17648501694202423,0.20525942742824554,0.1583017259836197,0.1488010138273239,0.13257940113544464,0.08512888848781586,0.12368881702423096,0.24232043325901031,0.07779291272163391,0.2056560069322586,0.23346282541751862,0.1885536164045334
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2097204476594925,0.22773320972919464,0.2226131111383438,0.4464869201183319,0.10738879442214966,0.27995240688323975,0.26337406039237976,0.31091248989105225
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.1697147786617279,0.1300755739212036,0.19164490699768066,0.4322226941585541,0.0862177163362503,0.2689782977104187,0.25864288210868835,0.20430970191955566
1947,0.23066478967666626,0.09657053649425507,0.16086915135383606,0.05506129190325737,0.06037771701812744,0.016004325821995735,0.0267491415143013,0.13156339526176453,0.14617888629436493,0.041800711303949356,0.22352661192417145,0.020605526864528656
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2097204476594925,0.22773320972919464,0.2226131111383438,0.4464869201183319,0.10738879442214966,0.27995240688323975,0.26337406039237976,0.31091248989105225
abc,0.1697147786617279,0.1317344456911087,0.2373921275138855,0.13353709876537323,1.0000001192092896,0.08780506253242493,0.12508291006088257,0.22510288655757904,0.07165070623159409,0.46871840953826904,0.23858611285686493,0.19065172970294952
submitted,0.1980462521314621,0.20540176331996918,0.2314339280128479,0.2993742823600769,0.08288884162902832,0.787261962890625,0.2942555248737335,0.3157309293746948,0.0349130742251873,0.14709262549877167,0.14379830658435822,0.2415507286787033
five,0.3634254038333893,0.18688078224658966,0.33582794666290283,0.1999429613351822,0.14211930334568024,0.17343485355377197,0.11941786110401154,0.30701300501823425,0.0011743379291146994,0.22070199251174927,0.2344263195991516,0.18342848122119904
applications,0.2334391176700592,0.20821766555309296,0.1568620353937149,0.1447269320487976,0.21265660226345062,0.25361526012420654,0.3979962170124054,0.35100895166397095,0.12631991505622864,0.20376908779144287,0.34743010997772217,0.19125857949256897
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.318512886762619,0.22510288655757904,0.21797220408916473,0.23261289298534393,0.9999999403953552,0.06971735507249832,0.27045196294784546,0.236822247505188,0.264628142118454
television,0.2689782977104187,0.19838058948516846,0.19048495590686798,0.17055591940879822,0.46871840953826904,0.09966171532869339,0.16222913563251495,0.27045196294784546,-0.04267050698399544,1.0000001192092896,0.3494590222835541,0.16825827956199646
station,0.21784305572509766,0.1613752841949463,0.18827493488788605,0.11704530566930771,0.21780119836330414,0.07480362802743912,0.12339255213737488,0.18705002963542938,0.08524762094020844,0.2767264246940613,0.8503052592277527,0.12574981153011322
licenses,0.19164490699768066,0.23264016211032867,0.1393735706806183,0.278762549161911,0.12508291006088257,0.25421661138534546,0.9999999403953552,0.23261289298534393,0.06663835048675537,0.16222913563251495,0.23360532522201538,0.20863908529281616
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2097204476594925,0.22773320972919464,0.2226131111383438,0.4464869201183319,0.10738879442214966,0.27995240688323975,0.26337406039237976,0.31091248989105225
one,0.4129433035850525,0.376489520072937,0.346388578414917,0.27659472823143005,0.1300981342792511,0.1384904533624649,0.1918438822031021,0.384836345911026,-0.004785112105309963,0.23272545635700226,0.24847227334976196,0.2673267424106598
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.318512886762619,0.22510288655757904,0.21797220408916473,0.23261289298534393,0.9999999403953552,0.06971735507249832,0.27045196294784546,0.236822247505188,0.264628142118454
each,0.30816060304641724,0.3353266417980194,0.286208838224411,0.20516681671142578,0.14316539466381073,0.20994709432125092,0.17604927718639374,0.3044290542602539,0.026976600289344788,0.1812397539615631,0.2607889175415039,0.21173812448978424
market,0.27003997564315796,0.12116116285324097,0.1840592920780182,0.12897977232933044,0.10615630447864532,0.14714698493480682,0.1819944679737091,0.20589932799339294,0.03097194992005825,0.14283323287963867,0.3157709836959839,0.12805593013763428
where,0.5344807505607605,0.4457937180995941,0.20427323877811432,0.24159270524978638,0.08676808327436447,0.19960597157478333,0.23207879066467285,0.38599511981010437,0.06772465258836746,0.1743679940700531,0.23675303161144257,0.24793872237205505
it,0.5130809545516968,0.45803478360176086,0.2363913208246231,0.2993364930152893,0.17324577271938324,0.18961232900619507,0.2289070188999176,0.32171204686164856,0.03559829667210579,0.17099279165267944,0.2756994366645813,0.25732165575027466
owned,0.22438469529151917,0.12432919442653656,0.15913443267345428,0.20064307749271393,0.2405787706375122,0.10336407274007797,0.22531412541866302,0.19904224574565887,0.05959855392575264,0.20238907635211945,0.2823975682258606,0.1288648396730423
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.16453155875205994,0.23054175078868866,0.24958379566669464,0.5064792633056641,0.027511591091752052,0.29514092206954956,0.2687023878097534,0.20544172823429108
operated,0.24622488021850586,0.12572449445724487,0.10627692192792892,0.1476217359304428,0.2591516375541687,0.04372245818376541,0.23294849693775177,0.2065773457288742,0.04896754026412964,0.26022395491600037,0.4125559628009796,0.12718230485916138
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.21331243216991425,0.19167184829711914,0.1466277688741684,0.44038116931915283,0.07282212376594543,0.22552843391895294,0.199105903506279,0.23916715383529663
radio,0.22625693678855896,0.16863368451595306,0.08681962639093399,0.16486462950706482,0.35354745388031006,0.0917334333062172,0.18772290647029877,0.2325505018234253,0.023450983688235283,0.5466874837875366,0.47360363602638245,0.08763375133275986
station,0.21784305572509766,0.1613752841949463,0.18827493488788605,0.11704530566930771,0.21780119836330414,0.07480362802743912,0.12339255213737488,0.18705002963542938,0.08524762094020844,0.2767264246940613,0.8503052592277527,0.12574981153011322
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.183883935213089,0.14928731322288513,0.11388751864433289,0.3357032239437103,0.08196216076612473,0.27449095249176025,0.1346510946750641,0.40561532974243164
new,0.3758552670478821,0.2130378633737564,0.25045546889305115,0.227974995970726,0.20663127303123474,0.17637576162815094,0.13653379678726196,0.2700757384300232,-0.00609325896948576,0.25368571281433105,0.1508234143257141,0.14782847464084625
york,0.2961827218532562,0.15652963519096375,0.22226636111736298,0.16606222093105316,0.25457969307899475,0.07801535725593567,0.10702895373106003,0.23982049524784088,0.05224057659506798,0.3123435974121094,0.15678028762340546,0.15262620151042938
city,0.3911624252796173,0.17493832111358643,0.24964560568332672,0.12266099452972412,0.2157231718301773,0.04593411460518837,0.09582260996103287,0.18687109649181366,0.08008258044719696,0.27080798149108887,0.26229754090309143,0.13423943519592285
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2097204476594925,0.22773320972919464,0.2226131111383438,0.4464869201183319,0.10738879442214966,0.27995240688323975,0.26337406039237976,0.31091248989105225
los,0.2795681953430176,0.12322991341352463,0.21333596110343933,0.14636720716953278,0.22823278605937958,0.07727107405662537,0.13654890656471252,0.1715608686208725,0.05593391880393028,0.2735762894153595,0.18285690248012543,0.15495611727237701
angeles,0.23927895724773407,0.10702074319124222,0.20601436495780945,0.14749552309513092,0.22578765451908112,0.07920685410499573,0.1250787377357483,0.19129201769828796,0.025503307580947876,0.29514986276626587,0.18180476129055023,0.16139166057109833
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2097204476594925,0.22773320972919464,0.2226131111383438,0.4464869201183319,0.10738879442214966,0.27995240688323975,0.26337406039237976,0.31091248989105225
chicago,0.23921214044094086,0.1521448791027069,0.1798611879348755,0.1900576800107956,0.22184306383132935,0.02199442684650421,0.14658337831497192,0.2320132851600647,0.06287780404090881,0.24402423202991486,0.16855742037296295,0.16446958482265472
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2097204476594925,0.22773320972919464,0.2226131111383438,0.4464869201183319,0.10738879442214966,0.27995240688323975,0.26337406039237976,0.31091248989105225
san,0.2617562413215637,0.19375550746917725,0.145152747631073,0.1785750538110733,0.21473683416843414,0.06654442846775055,0.10045575350522995,0.21004900336265564,0.10429979860782623,0.18348684906959534,0.14577314257621765,0.10952327400445938
francisco,0.21278683841228485,0.17887917160987854,0.09950915724039078,0.1959451586008072,0.22952809929847717,0.11435769498348236,0.09461512416601181,0.2142373025417328,0.07901156693696976,0.21583861112594604,0.14522475004196167,0.1020219698548317
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.16453155875205994,0.23054175078868866,0.24958379566669464,0.5064792633056641,0.027511591091752052,0.29514092206954956,0.2687023878097534,0.20544172823429108
detroit,0.1910441815853119,0.1911238729953766,0.17352420091629028,0.10274381190538406,0.26154789328575134,0.07378208637237549,0.13401229679584503,0.23950675129890442,0.049139127135276794,0.18768565356731415,0.16883127391338348,0.20192883908748627
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.18381085991859436,0.1530607044696808,0.10182889550924301,0.3639558255672455,0.08786662667989731,0.27724143862724304,0.1451086699962616,0.42300865054130554
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.2567209303379059,0.20609639585018158,0.2143820971250534,0.4726039469242096,0.1139165610074997,0.2806251645088196,0.22839494049549103,0.4130953550338745
