,where,does,the,rhine,river,'s,measurement,end,?
the,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.2894456386566162,-0.01540423184633255,0.2747146487236023,0.39658910036087036,0.22068053483963013
length,0.17323808372020721,0.1581840068101883,0.26581600308418274,0.20094704627990723,0.2794579565525055,0.03769993036985397,0.42692387104034424,0.2428112030029297,0.16668567061424255
of,0.38066378235816956,0.3119818866252899,0.733189046382904,0.2548927664756775,0.19903257489204407,-0.03817026689648628,0.26198503375053406,0.2215006798505783,0.1826142966747284
the,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.2894456386566162,-0.01540423184633255,0.2747146487236023,0.39658910036087036,0.22068053483963013
rhine,0.2007746696472168,0.13532963395118713,0.30735138058662415,1.0,0.3672541379928589,0.0778765007853508,0.17000390589237213,0.19766965508460999,0.13754533231258392
is,0.3586711287498474,0.4403602182865143,0.5823672413825989,0.15617261826992035,0.20670881867408752,0.02396530658006668,0.29067936539649963,0.2179071456193924,0.22961433231830597
conventionally,0.3188394010066986,0.2763890027999878,0.3092604875564575,0.1699018031358719,0.11294330656528473,-0.07971832156181335,0.27889129519462585,0.2369082272052765,0.1562664955854416
measured,0.21141056716442108,0.18513734638690948,0.279002845287323,0.126449316740036,0.13981187343597412,-0.01571306400001049,0.7727878093719482,0.1585911512374878,0.17351430654525757
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.24648422002792358,0.2149806171655655,-0.037580832839012146,0.2026844471693039,0.28539085388183594,0.20430970191955566
``,0.020612511783838272,0.06539655476808548,0.029072100296616554,0.031863048672676086,0.011137559078633785,-0.03416389226913452,0.16786779463291168,0.09823527187108994,0.0685480609536171
rhine-kilometers,0.3077027201652527,0.1594022661447525,0.3899826407432556,0.5765131711959839,0.4233708083629608,0.043426595628261566,0.32880380749702454,0.2532036602497101,0.12356684356927872
'',0.016034942120313644,-0.004023602232336998,0.041273195296525955,-0.003653771709650755,-0.0820252075791359,-0.04859459400177002,0.08244186639785767,-0.02458004280924797,0.018684765323996544
(,0.1970011591911316,0.2728188931941986,0.33289089798927307,0.12381801009178162,0.16287720203399658,0.0012731997994706035,0.23249028623104095,0.21691228449344635,0.40561532974243164
rheinkilometer,0.29986509680747986,0.1868865042924881,0.377916544675827,0.5023218989372253,0.3812868297100067,0.0306207537651062,0.3895006477832794,0.2648574113845825,0.2017219215631485
),0.20711064338684082,0.2575884759426117,0.3456730246543884,0.12686386704444885,0.16430801153182983,0.021107977256178856,0.2277601659297943,0.2439398169517517,0.42300865054130554
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.167837992310524,0.26637205481529236,-0.0016132977325469255,0.204771026968956,0.25448864698410034,0.31091248989105225
a,0.40997210144996643,0.38201746344566345,0.5829201340675354,0.1823403388261795,0.20514865219593048,0.04866964742541313,0.2956489324569702,0.28924596309661865,0.23916715383529663
scale,0.17809957265853882,0.11024517565965652,0.1833842247724533,0.09456667304039001,0.11684340238571167,0.004218825604766607,0.3981412947177887,0.183313250541687,0.21142835915088654
introduced,0.16159963607788086,0.13910196721553802,0.242969810962677,0.09226672351360321,0.0891975462436676,-0.07158663123846054,0.19124676287174225,0.08293730020523071,0.16386865079402924
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.24648422002792358,0.2149806171655655,-0.037580832839012146,0.2026844471693039,0.28539085388183594,0.20430970191955566
1939,0.1717550903558731,0.13450099527835846,0.3322303593158722,0.16051381826400757,0.13060228526592255,-0.01742924377322197,0.20326586067676544,0.19256459176540375,-0.0777229517698288
which,0.5477990508079529,0.39111801981925964,0.6521818041801453,0.18744276463985443,0.25416892766952515,0.03856118768453598,0.3366289734840393,0.31110426783561707,0.25814583897590637
runs,0.26139166951179504,0.2957790493965149,0.30832576751708984,0.24514833092689514,0.26861149072647095,-0.007082540541887283,0.11441553384065628,0.2596242427825928,0.08094297349452972
from,0.3713873624801636,0.1777622550725937,0.40150508284568787,0.2181936800479889,0.20433256030082703,-0.01936490088701248,0.22532375156879425,0.31609439849853516,0.19969791173934937
the,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.2894456386566162,-0.01540423184633255,0.2747146487236023,0.39658910036087036,0.22068053483963013
old,0.24182595312595367,0.20156827569007874,0.31849798560142517,0.18212221562862396,0.22339266538619995,0.14042171835899353,0.1469859480857849,0.18747934699058533,0.20577076077461243
rhine,0.2007746696472168,0.13532963395118713,0.30735138058662415,1.0,0.3672541379928589,0.0778765007853508,0.17000390589237213,0.19766965508460999,0.13754533231258392
bridge,0.10934001207351685,0.09930194914340973,0.27692803740501404,0.2627650499343872,0.4530387818813324,0.018047941848635674,0.11192131042480469,0.20267608761787415,0.1396101862192154
at,0.4402937591075897,0.17465277016162872,0.457212895154953,0.19469857215881348,0.16691477596759796,-0.08481216430664062,0.2214486300945282,0.3223728835582733,0.21978627145290375
constance,0.2565965950489044,0.08125069737434387,0.23177717626094818,0.33406126499176025,0.1973106861114502,0.006800294853746891,0.24710917472839355,0.1916208416223526,0.1427515298128128
(,0.1970011591911316,0.2728188931941986,0.33289089798927307,0.12381801009178162,0.16287720203399658,0.0012731997994706035,0.23249028623104095,0.21691228449344635,0.40561532974243164
0,0.0004838571767322719,-0.035647839307785034,0.06647186726331711,0.019290808588266373,-0.10310684889554977,0.05805099755525589,-0.016387201845645905,-0.03795582428574562,0.0436553880572319
km,0.18477274477481842,0.012100671418011189,0.21376769244670868,0.22496221959590912,0.3918043375015259,0.07796657085418701,0.24527034163475037,0.14705954492092133,0.08180338144302368
),0.20711064338684082,0.2575884759426117,0.3456730246543884,0.12686386704444885,0.16430801153182983,0.021107977256178856,0.2277601659297943,0.2439398169517517,0.42300865054130554
to,0.47735077142715454,0.4391997456550598,0.535392165184021,0.1736302673816681,0.13636653125286102,0.03782717138528824,0.2653844356536865,0.3229445815086365,0.29463258385658264
hoek,0.21770526468753815,0.092440664768219,0.24397946894168854,0.43599072098731995,0.24636310338974,0.01911824382841587,0.22072799503803253,0.17037656903266907,0.15933550894260406
van,0.16598330438137054,0.07123459130525589,0.13541297614574432,0.2172645628452301,0.06290756165981293,0.007803897839039564,0.08497247844934464,0.09527738392353058,0.15528257191181183
holland,0.162776380777359,0.09043018519878387,0.21247440576553345,0.374037504196167,0.11018157005310059,0.05289547145366669,0.1567002236843109,0.15930457413196564,0.14312024414539337
(,0.1970011591911316,0.2728188931941986,0.33289089798927307,0.12381801009178162,0.16287720203399658,0.0012731997994706035,0.23249028623104095,0.21691228449344635,0.40561532974243164
1036.20,0.02482164278626442,-0.0014244156191125512,0.079269178211689,0.04667671024799347,0.021663855761289597,-0.005555879790335894,0.1504204273223877,0.005179218482226133,-0.020128324627876282
km,0.18477274477481842,0.012100671418011189,0.21376769244670868,0.22496221959590912,0.3918043375015259,0.07796657085418701,0.24527034163475037,0.14705954492092133,0.08180338144302368
),0.20711064338684082,0.2575884759426117,0.3456730246543884,0.12686386704444885,0.16430801153182983,0.021107977256178856,0.2277601659297943,0.2439398169517517,0.42300865054130554
.,0.41390106081962585,0.3022993505001068,0.5934505462646484,0.2089352011680603,0.21443960070610046,-0.003708066651597619,0.2378474473953247,0.26526886224746704,0.4130953550338745
