,______,in,both,liquid,and,gas,form,can,fastly,result,in,an,exlposion,.
steel,0.12001299858093262,0.15349873900413513,0.1761035919189453,0.2751655876636505,0.24484598636627197,0.2502116858959198,0.09013980627059937,0.13654792308807373,0.18427398800849915,0.08280305564403534,0.15349873900413513,0.10001039505004883,0.2773524224758148,0.21769289672374725
pipes,0.11727818101644516,0.16140933334827423,0.18524235486984253,0.36420169472694397,0.2588750720024109,0.3264633119106293,0.1280985176563263,0.2826420068740845,0.2496180236339569,0.09764160960912704,0.16140933334827423,0.19089478254318237,0.3372217118740082,0.23103192448616028
and,0.2974909245967865,0.4954058527946472,0.5503310561180115,0.23888376355171204,1.0,0.20214606821537018,0.30469027161598206,0.3675691485404968,0.32805517315864563,0.27436327934265137,0.4954058527946472,0.2838519215583801,0.27759599685668945,0.588965117931366
storage,0.159387469291687,0.2390899360179901,0.1957826018333435,0.33572888374328613,0.20862485468387604,0.271144837141037,0.1707272231578827,0.3004601001739502,0.20236463844776154,0.1606425791978836,0.2390899360179901,0.2161743938922882,0.35048410296440125,0.14469996094703674
vessels,0.14570729434490204,0.12977609038352966,0.19616150856018066,0.31303006410598755,0.27553197741508484,0.20432104170322418,0.18091237545013428,0.2695133686065674,0.23499934375286102,0.13252569735050201,0.12977609038352966,0.12436666339635849,0.3499279320240021,0.17611970007419586
used,0.21139997243881226,0.3090210556983948,0.3154800534248352,0.33176282048225403,0.3150506615638733,0.21790768206119537,0.2868722975254059,0.48128408193588257,0.32019534707069397,0.19459468126296997,0.3090210556983948,0.25728896260261536,0.2336576282978058,0.33111312985420227
to,0.27825483679771423,0.45010748505592346,0.3897709250450134,0.24009785056114197,0.48971283435821533,0.25276535749435425,0.2772196829319,0.4979398250579834,0.33902207016944885,0.23653174936771393,0.45010748505592346,0.3138085603713989,0.2975289821624756,0.4645031690597534
store,0.09542383998632431,0.3481425344944,0.16599102318286896,0.215365931391716,0.24101662635803223,0.20701396465301514,0.10962609946727753,0.2916576564311981,0.23499071598052979,0.10367021709680557,0.3481425344944,0.221462681889534,0.1929354965686798,0.2638673484325409
and,0.2974909245967865,0.4954058527946472,0.5503310561180115,0.23888376355171204,1.0,0.20214606821537018,0.30469027161598206,0.3675691485404968,0.32805517315864563,0.27436327934265137,0.4954058527946472,0.2838519215583801,0.27759599685668945,0.588965117931366
transmit,0.27897751331329346,0.14338745176792145,0.20073363184928894,0.23763030767440796,0.1983463019132614,0.1898043155670166,0.16829508543014526,0.34381163120269775,0.18130700290203094,0.24619482457637787,0.14338745176792145,0.18195407092571259,0.35633429884910583,0.20934782922267914
both,0.26494401693344116,0.3960166871547699,1.0,0.17828090488910675,0.5503310561180115,0.18721187114715576,0.23292303085327148,0.33175474405288696,0.35602429509162903,0.28149038553237915,0.3960166871547699,0.24217435717582703,0.24098102748394012,0.42281273007392883
gaseous,0.21666672825813293,0.22336186468601227,0.19980718195438385,0.6149361729621887,0.2537659704685211,0.649316668510437,0.2594163715839386,0.3293974995613098,0.24888934195041656,0.22714562714099884,0.22336186468601227,0.24224521219730377,0.4642634391784668,0.21727100014686584
and,0.2974909245967865,0.4954058527946472,0.5503310561180115,0.23888376355171204,1.0,0.20214606821537018,0.30469027161598206,0.3675691485404968,0.32805517315864563,0.27436327934265137,0.4954058527946472,0.2838519215583801,0.27759599685668945,0.588965117931366
liquid,0.14174765348434448,0.19967526197433472,0.17828090488910675,1.0,0.23888376355171204,0.5215819478034973,0.27365145087242126,0.3714004456996918,0.2366296499967575,0.19255176186561584,0.19967526197433472,0.1580759435892105,0.33193516731262207,0.2470431923866272
oxygen,0.13178209960460663,0.1672476977109909,0.21540284156799316,0.4322830140590668,0.22261030972003937,0.45564013719558716,0.22106200456619263,0.3056217133998871,0.22748717665672302,0.12991750240325928,0.1672476977109909,0.20976382493972778,0.3544375002384186,0.2554275095462799
will,0.31167417764663696,0.2580665349960327,0.3347627818584442,0.32146787643432617,0.35983073711395264,0.22929875552654266,0.23500391840934753,0.6371527910232544,0.37203019857406616,0.2994154691696167,0.2580665349960327,0.22877877950668335,0.31356388330459595,0.33682769536972046
act,0.23663564026355743,0.22050046920776367,0.24014775454998016,0.14231938123703003,0.2776535749435425,0.11660902202129364,0.20209446549415588,0.24270500242710114,0.13682062923908234,0.19568297266960144,0.22050046920776367,0.20058928430080414,0.2849300801753998,0.2025400698184967
as,0.24931427836418152,0.3887844979763031,0.42436254024505615,0.19334743916988373,0.49487000703811646,0.1669316291809082,0.24710296094417572,0.3245031237602234,0.2908709943294525,0.2939164340496063,0.3887844979763031,0.37218472361564636,0.24003635346889496,0.515582263469696
a,0.250517338514328,0.539380669593811,0.3171786069869995,0.2669180929660797,0.3739250600337982,0.26485589146614075,0.3088195323944092,0.3915780484676361,0.22910812497138977,0.2767398953437805,0.539380669593811,0.44552403688430786,0.33326455950737,0.50484299659729
fuel,0.16003692150115967,0.17527905106544495,0.16371560096740723,0.4182989299297333,0.22683054208755493,0.4666910767555237,0.13480275869369507,0.24697482585906982,0.22278617322444916,0.22861815989017487,0.17527905106544495,0.194906547665596,0.3331282138824463,0.17959722876548767
;,0.04376297444105148,0.092739537358284,0.18690787255764008,0.010860243812203407,0.08403264731168747,-0.023409130051732063,-0.034128013998270035,0.05390199273824692,0.1304640918970108,0.005059271585196257,0.092739537358284,-0.0424368716776371,-0.01774759776890278,0.09254473447799683
and,0.2974909245967865,0.4954058527946472,0.5503310561180115,0.23888376355171204,1.0,0.20214606821537018,0.30469027161598206,0.3675691485404968,0.32805517315864563,0.27436327934265137,0.4954058527946472,0.2838519215583801,0.27759599685668945,0.588965117931366
therefore,0.3611711859703064,0.2696720361709595,0.44799020886421204,0.26126569509506226,0.4033817946910858,0.2982228696346283,0.3433183431625366,0.4358792006969452,0.39125484228134155,0.4454687833786011,0.2696720361709595,0.23727720975875854,0.3232181668281555,0.35935643315315247
the,0.22038495540618896,0.6662389636039734,0.4931981563568115,0.25047987699508667,0.5171257257461548,0.2339978665113449,0.29286009073257446,0.312528520822525,0.27424919605255127,0.27778977155685425,0.6662389636039734,0.4207492768764496,0.36488303542137146,0.5934505462646484
design,0.3121193051338196,0.21856798231601715,0.22549837827682495,0.19094103574752808,0.21815341711044312,0.17936065793037415,0.13721168041229248,0.18683739006519318,0.22858798503875732,0.16946320235729218,0.21856798231601715,0.2049156278371811,0.3205784857273102,0.24995818734169006
and,0.2974909245967865,0.4954058527946472,0.5503310561180115,0.23888376355171204,1.0,0.20214606821537018,0.30469027161598206,0.3675691485404968,0.32805517315864563,0.27436327934265137,0.4954058527946472,0.2838519215583801,0.27759599685668945,0.588965117931366
manufacture,0.20049482583999634,0.20208027958869934,0.18795762956142426,0.33455100655555725,0.22259432077407837,0.2350246161222458,0.199407696723938,0.2659241259098053,0.23960794508457184,0.21967142820358276,0.20208027958869934,0.12831081449985504,0.2385730743408203,0.22608236968517303
of,0.2833349108695984,0.5696388483047485,0.3565710783004761,0.2296105921268463,0.5116966962814331,0.21246914565563202,0.29600051045417786,0.2603091299533844,0.18403583765029907,0.231380432844162,0.5696388483047485,0.32280945777893066,0.39333584904670715,0.5352458953857422
o,0.1743108183145523,0.17052006721496582,0.19223138689994812,0.11546910554170609,0.2051020711660385,0.17587880790233612,0.1058930829167366,0.13634033501148224,0.1169145405292511,0.09649881720542908,0.17052006721496582,0.13293461501598358,0.1709364950656891,0.26146236062049866
2,-0.04388221353292465,0.01447046548128128,-0.023282285779714584,0.11703944951295853,-0.0926629975438118,0.09000196307897568,0.031230177730321884,0.01035431306809187,0.012727715075016022,-0.021383587270975113,0.01447046548128128,-0.001586342230439186,-0.01147797703742981,-0.037111926823854446
systems,0.32367536425590515,0.21664761006832123,0.2542630136013031,0.2688826620578766,0.27479326725006104,0.27652573585510254,0.2834988832473755,0.3288660943508148,0.2444794476032257,0.22546127438545227,0.21664761006832123,0.19967354834079742,0.3012388050556183,0.2403000146150589
requires,0.27575528621673584,0.16126661002635956,0.22177506983280182,0.2280254065990448,0.2666866183280945,0.15998400747776031,0.242098867893219,0.4360019266605377,0.1974044144153595,0.27389800548553467,0.16126661002635956,0.2902902364730835,0.3077567517757416,0.22641335427761078
special,0.12200307101011276,0.2897285223007202,0.24782869219779968,0.2284875065088272,0.22352655231952667,0.17039576172828674,0.1644894927740097,0.2734110951423645,0.22065550088882446,0.1091020330786705,0.2897285223007202,0.19840748608112335,0.14119814336299896,0.26337340474128723
training,0.14725974202156067,0.27909529209136963,0.2262611985206604,0.13745658099651337,0.264431893825531,0.15788382291793823,0.14566075801849365,0.19404353201389313,0.18787400424480438,0.1272149384021759,0.27909529209136963,0.16947868466377258,0.23387371003627777,0.22760693728923798
to,0.27825483679771423,0.45010748505592346,0.3897709250450134,0.24009785056114197,0.48971283435821533,0.25276535749435425,0.2772196829319,0.4979398250579834,0.33902207016944885,0.23653174936771393,0.45010748505592346,0.3138085603713989,0.2975289821624756,0.4645031690597534
ensure,0.31420567631721497,0.15814054012298584,0.302742063999176,0.24599242210388184,0.2938583791255951,0.20723949372768402,0.12503746151924133,0.35211730003356934,0.28750601410865784,0.29036009311676025,0.15814054012298584,0.23891213536262512,0.30073973536491394,0.19039876759052277
that,0.3003598749637604,0.435920387506485,0.4532228112220764,0.32330289483070374,0.4731321930885315,0.2489587664604187,0.31894639134407043,0.4522190988063812,0.4086589813232422,0.3031747341156006,0.435920387506485,0.365763783454895,0.3721012473106384,0.4460422694683075
ignition,0.1933300793170929,0.2389596700668335,0.26027846336364746,0.4212510287761688,0.2189369946718216,0.37887653708457947,0.18897558748722076,0.2847578823566437,0.24863259494304657,0.2583843767642975,0.2389596700668335,0.2361132651567459,0.40001407265663147,0.24304911494255066
sources,0.20914390683174133,0.23531174659729004,0.22700202465057373,0.19366507232189178,0.27464351058006287,0.22048860788345337,0.2259124219417572,0.27231091260910034,0.22476208209991455,0.1566966027021408,0.23531174659729004,0.23446166515350342,0.2532212436199188,0.25805729627609253
are,0.19522278010845184,0.3841303884983063,0.4594642221927643,0.25044044852256775,0.48576638102531433,0.2332920879125595,0.29983413219451904,0.5408529043197632,0.3329904079437256,0.18835392594337463,0.3841303884983063,0.1556541919708252,0.2465331107378006,0.3452940285205841
minimized,0.19131578505039215,0.18904954195022583,0.24773009121418,0.2943779230117798,0.22733691334724426,0.2309095710515976,0.2511001229286194,0.39119523763656616,0.3014112412929535,0.32499951124191284,0.18904954195022583,0.28262558579444885,0.3827342689037323,0.17428654432296753
.,0.28400561213493347,0.5591574311256409,0.42281273007392883,0.2470431923866272,0.588965117931366,0.24812045693397522,0.28317511081695557,0.35783761739730835,0.2711808979511261,0.31092435121536255,0.5591574311256409,0.3581749200820923,0.2814716696739197,1.0000001192092896
