,along,with,drought,",",what,is,one,other,factor,that,is,pushing,the,amazon,rainforest,towards,a,tipping,point,?
scientists,0.12823563814163208,0.1702168732881546,0.19205480813980103,0.25785407423973083,0.30003565549850464,0.24610774219036102,0.2227521389722824,0.2758164405822754,0.12204070389270782,0.3470602035522461,0.24610774219036102,0.14245902001857758,0.25988271832466125,0.08412733674049377,0.25935688614845276,0.10084585100412369,0.21906225383281708,0.10069005936384201,0.1115475744009018,0.16597221791744232
at,0.2828983664512634,0.29126521944999695,0.14885707199573517,0.38314947485923767,0.2838611304759979,0.25906258821487427,0.32580816745758057,0.24329762160778046,0.2117549031972885,0.3183255195617676,0.25906258821487427,0.20772026479244232,0.457212895154953,0.1615314781665802,0.17889252305030823,0.35422083735466003,0.3095070421695709,0.14139898121356964,0.3500237762928009,0.21978627145290375
the,0.39495137333869934,0.4223487675189972,0.33421388268470764,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.44152235984802246,0.2859867215156555,0.5473989248275757,0.5823672413825989,0.30727913975715637,1.0,0.260541707277298,0.2571161389350891,0.31815874576568604,0.5829201340675354,0.2517189085483551,0.3084787130355835,0.22068053483963013
brazilian,0.1462564468383789,0.1592290848493576,0.0846056267619133,0.22142718732357025,0.1278308928012848,0.20963168144226074,0.19998832046985626,0.15491116046905518,0.10566548258066177,0.18866166472434998,0.20963168144226074,0.07635358721017838,0.16921663284301758,0.33175376057624817,0.24740347266197205,0.0732533261179924,0.22105634212493896,0.08265656232833862,0.059520408511161804,0.13831064105033875
national,0.13040964305400848,0.15206176042556763,0.21095684170722961,0.23933029174804688,0.16882304847240448,0.23413582146167755,0.2082243114709854,0.1963898241519928,0.12056580185890198,0.20268747210502625,0.23413582146167755,0.11642789095640182,0.32739606499671936,0.14532430469989777,0.17209860682487488,0.11397875100374222,0.27889734506607056,0.03531566634774208,0.17815686762332916,0.15643028914928436
institute,0.12541787326335907,0.11803092807531357,0.0863054096698761,0.25896888971328735,0.17608846724033356,0.1914694458246231,0.12537775933742523,0.1802527755498886,0.13720889389514923,0.16938656568527222,0.1914694458246231,0.13714714348316193,0.24399729073047638,0.08394289016723633,0.18080809712409973,0.11586162447929382,0.15834029018878937,0.08359654992818832,0.11751193553209305,0.115291528403759
of,0.34889817237854004,0.41827285289764404,0.26836544275283813,0.4946078956127167,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.38583824038505554,0.2744791805744171,0.41498205065727234,0.4854315221309662,0.22680725157260895,0.733189046382904,0.20143137872219086,0.22522282600402832,0.26409703493118286,0.5052502155303955,0.18751537799835205,0.269877165555954,0.1826142966747284
amazonian,0.2145587056875229,0.17945259809494019,0.30700114369392395,0.24967293441295624,0.1507374495267868,0.22115670144557953,0.22869034111499786,0.27072298526763916,0.09588078409433365,0.2357732206583023,0.22115670144557953,0.14643295109272003,0.290641725063324,0.7159956097602844,0.4745270013809204,0.14442305266857147,0.2261718511581421,0.22416280210018158,0.18315841257572174,0.1447652280330658
research,0.15973591804504395,0.17809204757213593,0.10612224787473679,0.2764695882797241,0.237140491604805,0.23478153347969055,0.22946274280548096,0.25624799728393555,0.19592317938804626,0.3083151876926422,0.23478153347969055,0.22626672685146332,0.24391183257102966,0.13143867254257202,0.21512123942375183,0.21614088118076324,0.1935642808675766,0.1676028072834015,0.18884004652500153,0.13481977581977844
argue,0.13063649833202362,0.23957526683807373,0.1965135782957077,0.2622731626033783,0.41590559482574463,0.17466995120048523,0.3194495439529419,0.2685352861881256,0.18306025862693787,0.403499037027359,0.17466995120048523,0.22747670114040375,0.20374833047389984,0.22907845675945282,0.1917201578617096,0.2537899315357208,0.20625422894954681,0.20507462322711945,0.2942895293235779,0.32235559821128845
in,0.3603311777114868,0.4080928862094879,0.2705814242362976,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.39989137649536133,0.2656479775905609,0.435920387506485,0.5394441485404968,0.1650925576686859,0.6662389636039734,0.12227833271026611,0.2207682877779007,0.23474496603012085,0.539380669593811,0.16339454054832458,0.24451331794261932,0.20430970191955566
the,0.39495137333869934,0.4223487675189972,0.33421388268470764,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.44152235984802246,0.2859867215156555,0.5473989248275757,0.5823672413825989,0.30727913975715637,1.0,0.260541707277298,0.2571161389350891,0.31815874576568604,0.5829201340675354,0.2517189085483551,0.3084787130355835,0.22068053483963013
article,0.13090679049491882,0.23478515446186066,0.2034958451986313,0.28605279326438904,0.40514686703681946,0.29873761534690857,0.28421956300735474,0.277202308177948,0.268789678812027,0.41666144132614136,0.29873761534690857,0.2576143443584442,0.3329811692237854,0.19432488083839417,0.1983197033405304,0.1558501273393631,0.30913418531417847,0.22432956099510193,0.26280948519706726,0.4948462247848511
that,0.2850594222545624,0.4154358208179474,0.2668984532356262,0.4137537479400635,0.6297725439071655,0.3995479643344879,0.5133185982704163,0.5570666193962097,0.3071557879447937,1.0,0.3995479643344879,0.38423869013786316,0.5473989248275757,0.2228476107120514,0.22076080739498138,0.28294092416763306,0.47537946701049805,0.31135094165802,0.32285839319229126,0.32716336846351624
this,0.19873085618019104,0.36358317732810974,0.302701860666275,0.4316047728061676,0.5489566326141357,0.480927973985672,0.4978463351726532,0.43044695258140564,0.30819252133369446,0.6909449696540833,0.480927973985672,0.37467607855796814,0.6274310946464539,0.15259569883346558,0.23467609286308289,0.2915070652961731,0.5422310829162598,0.2692716121673584,0.33995872735977173,0.3155723512172699
drought,0.18300963938236237,0.2350311279296875,0.9999998807907104,0.2273346185684204,0.17344513535499573,0.18155288696289062,0.24621446430683136,0.19511400163173676,0.2898194491863251,0.2668984532356262,0.18155288696289062,0.19915401935577393,0.33421388268470764,0.21362802386283875,0.44729626178741455,0.07961033284664154,0.21180132031440735,0.24403564631938934,0.12530700862407684,0.1524890512228012
response,0.12437427788972855,0.19723214209079742,0.26969608664512634,0.24039098620414734,0.3532308340072632,0.21022158861160278,0.19180624186992645,0.19916503131389618,0.2829301059246063,0.3606419265270233,0.21022158861160278,0.26193979382514954,0.28909924626350403,0.14305168390274048,0.1261448860168457,0.2520196735858917,0.25924429297447205,0.22686879336833954,0.20865502953529358,0.2007838636636734
",",0.29824912548065186,0.4120737314224243,0.2273346185684204,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.3696635365486145,0.4446498453617096,0.22944624722003937,0.4137537479400635,0.4691906273365021,0.2548750638961792,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.2550581693649292,0.427140474319458,0.24253083765506744,0.28971099853515625,0.31091248989105225
coupled,0.1964440494775772,0.29715588688850403,0.21738390624523163,0.17853616178035736,0.20149748027324677,0.15134887397289276,0.25489187240600586,0.2621460556983948,0.2262004166841507,0.3019808232784271,0.15134887397289276,0.32127392292022705,0.19603942334651947,0.15177804231643677,0.10226014256477356,0.22970882058143616,0.27859190106391907,0.2872999310493469,0.15057052671909332,0.22709330916404724
with,0.47997185587882996,0.9999999403953552,0.2350311279296875,0.4120737314224243,0.2464839518070221,0.3250955045223236,0.3855307400226593,0.44086363911628723,0.18453340232372284,0.4154358208179474,0.3250955045223236,0.26081714034080505,0.4223487675189972,0.21287250518798828,0.19804547727108002,0.25315994024276733,0.3783375024795532,0.24996818602085114,0.2519472539424896,0.2433311939239502
the,0.39495137333869934,0.4223487675189972,0.33421388268470764,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.44152235984802246,0.2859867215156555,0.5473989248275757,0.5823672413825989,0.30727913975715637,1.0,0.260541707277298,0.2571161389350891,0.31815874576568604,0.5829201340675354,0.2517189085483551,0.3084787130355835,0.22068053483963013
effects,0.17872503399848938,0.2477746307849884,0.2841311991214752,0.23115523159503937,0.22572848200798035,0.1956818550825119,0.2370981127023697,0.27252551913261414,0.3062485158443451,0.3107278347015381,0.1956818550825119,0.2071964293718338,0.25316479802131653,0.09792207926511765,0.1760723739862442,0.20519325137138367,0.20917339622974396,0.21813270449638367,0.14619092643260956,0.16749060153961182
of,0.34889817237854004,0.41827285289764404,0.26836544275283813,0.4946078956127167,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.38583824038505554,0.2744791805744171,0.41498205065727234,0.4854315221309662,0.22680725157260895,0.733189046382904,0.20143137872219086,0.22522282600402832,0.26409703493118286,0.5052502155303955,0.18751537799835205,0.269877165555954,0.1826142966747284
deforestation,0.2661496102809906,0.22984567284584045,0.5372819900512695,0.30250072479248047,0.22733289003372192,0.29634571075439453,0.2749541699886322,0.27547869086265564,0.3674475848674774,0.3240567445755005,0.29634571075439453,0.2774135172367096,0.31742316484451294,0.28994330763816833,0.6003605723381042,0.26431405544281006,0.30334290862083435,0.34108129143714905,0.21164965629577637,0.13288208842277527
on,0.41361382603645325,0.40749499201774597,0.15102462470531464,0.49057599902153015,0.34226128458976746,0.3635730445384979,0.3601475656032562,0.3410046398639679,0.22332175076007843,0.42569106817245483,0.3635730445384979,0.2639009952545166,0.5107308030128479,0.27227091789245605,0.24735786020755768,0.29651278257369995,0.3848365545272827,0.2833552360534668,0.24115808308124542,0.2714994251728058
regional,0.1536186784505844,0.12053577601909637,0.16515366733074188,0.19534988701343536,0.1532609760761261,0.1760118007659912,0.21451504528522491,0.279509037733078,0.17741358280181885,0.2023104578256607,0.1760118007659912,0.11371192336082458,0.3125704526901245,0.10468347370624542,0.10412489622831345,0.07142338901758194,0.23982447385787964,0.10527140647172928,0.07570410519838333,0.09246466308832169
climate,0.18974770605564117,0.19627727568149567,0.45782944560050964,0.224740669131279,0.2854173183441162,0.26601269841194153,0.19367924332618713,0.19015616178512573,0.19688667356967926,0.22277899086475372,0.26601269841194153,0.14815369248390198,0.2693597674369812,0.21384435892105103,0.4462570548057556,0.16933022439479828,0.1805623322725296,0.18719463050365448,0.15790024399757385,0.19998492300510406
",",0.29824912548065186,0.4120737314224243,0.2273346185684204,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.3696635365486145,0.4446498453617096,0.22944624722003937,0.4137537479400635,0.4691906273365021,0.2548750638961792,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.2550581693649292,0.427140474319458,0.24253083765506744,0.28971099853515625,0.31091248989105225
are,0.28655800223350525,0.38996943831443787,0.17246384918689728,0.4062570035457611,0.29724663496017456,0.5330929756164551,0.42537835240364075,0.5932393670082092,0.20784606039524078,0.45265161991119385,0.5330929756164551,0.20770537853240967,0.40399202704429626,0.15230076014995575,0.2730858027935028,0.243723064661026,0.265255331993103,0.2383464276790619,0.2547467350959778,0.24591213464736938
pushing,0.27697160840034485,0.26081714034080505,0.19915401935577393,0.2548750638961792,0.37966427206993103,0.20972096920013428,0.2463362216949463,0.32269954681396484,0.12438497692346573,0.38423869013786316,0.20972096920013428,0.9999998807907104,0.30727913975715637,0.099688321352005,0.08574141561985016,0.42102286219596863,0.30144527554512024,0.41889744997024536,0.32280614972114563,0.2176675945520401
the,0.39495137333869934,0.4223487675189972,0.33421388268470764,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.44152235984802246,0.2859867215156555,0.5473989248275757,0.5823672413825989,0.30727913975715637,1.0,0.260541707277298,0.2571161389350891,0.31815874576568604,0.5829201340675354,0.2517189085483551,0.3084787130355835,0.22068053483963013
