,how,many,games,did,the,panthers,lose,in,the,regular,season,before,super,bowl,50,?
for,0.3308170735836029,0.40972793102264404,0.2952845096588135,0.318512886762619,0.4739971458911896,0.25358447432518005,0.26667237281799316,0.4322226941585541,0.4739971458911896,0.3314341604709625,0.24490800499916077,0.44347289204597473,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.264628142118454
the,0.33890387415885925,0.4335206151008606,0.2676136791706085,0.34736719727516174,1.0,0.2602776288986206,0.29030492901802063,0.6662389636039734,1.0,0.3214086890220642,0.2507155239582062,0.45900648832321167,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
third,0.14508451521396637,0.12636491656303406,0.23371779918670654,0.19128914177417755,0.4229298532009125,0.2389294058084488,0.1973911076784134,0.3309578001499176,0.4229298532009125,0.18882036209106445,0.24875082075595856,0.28908205032348633,0.25203296542167664,0.16511911153793335,0.09091969579458237,0.15394791960716248
straight,0.2093244343996048,0.18707644939422607,0.15539589524269104,0.20012769103050232,0.31073108315467834,0.1448403298854828,0.2273584008216858,0.19551518559455872,0.31073108315467834,0.3312854468822479,0.1841314733028412,0.21623072028160095,0.12330641597509384,0.1648334413766861,-0.0001405855582561344,0.1838495284318924
season,0.13036081194877625,0.14251810312271118,0.34330427646636963,0.19368280470371246,0.2507155239582062,0.3867887854576111,0.1434200555086136,0.2184021919965744,0.2507155239582062,0.4002528786659241,1.0,0.2670373320579529,0.2755677402019501,0.3117852509021759,0.06724537163972855,0.16793298721313477
",",0.22659391164779663,0.40610817074775696,0.2778109014034271,0.3015086054801941,0.4933079481124878,0.2494642585515976,0.28248098492622375,0.5201468467712402,0.4933079481124878,0.2336544692516327,0.2232367992401123,0.3156566619873047,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.2676136791706085,0.34736719727516174,1.0,0.2602776288986206,0.29030492901802063,0.6662389636039734,1.0,0.3214086890220642,0.2507155239582062,0.45900648832321167,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
number,0.2725796401500702,0.41408368945121765,0.17382411658763885,0.19046731293201447,0.35145696997642517,0.12386874109506607,0.25547561049461365,0.3024539053440094,0.35145696997642517,0.29250568151474,0.14490196108818054,0.2141694277524948,0.19262047111988068,0.14966735243797302,0.011617548763751984,0.19256845116615295
one,0.3213292360305786,0.4223630726337433,0.19031527638435364,0.27659472823143005,0.5514441132545471,0.227028489112854,0.3139398992061615,0.4129433035850525,0.5514441132545471,0.3271937370300293,0.24332979321479797,0.34520307183265686,0.21711376309394836,0.19098831713199615,0.023094678297638893,0.2673267424106598
seeds,0.13147352635860443,0.2527778148651123,0.1880592405796051,0.15003947913646698,0.20018981397151947,0.2469375729560852,0.22791394591331482,0.13014967739582062,0.20018981397151947,0.18929167091846466,0.2580706477165222,0.17600618302822113,0.07818060368299484,0.2128075808286667,-0.0021106272470206022,0.11108525842428207
from,0.22939439117908478,0.33099696040153503,0.17923329770565033,0.20248863101005554,0.40150508284568787,0.2251167893409729,0.24814023077487946,0.4274188280105591,0.40150508284568787,0.16285312175750732,0.16452011466026306,0.38587698340415955,0.15985457599163055,0.09946706146001816,0.014360516332089901,0.19969791173934937
both,0.3017238676548004,0.5466644167900085,0.1897999793291092,0.34255191683769226,0.4931981563568115,0.22645926475524902,0.24109211564064026,0.3960166871547699,0.4931981563568115,0.27216610312461853,0.14995135366916656,0.2842935621738434,0.20366154611110687,0.15468505024909973,0.016993142664432526,0.19455738365650177
conferences,0.18415935337543488,0.2339240163564682,0.3340475857257843,0.17520517110824585,0.2745058238506317,0.28095734119415283,0.16797342896461487,0.23602792620658875,0.2745058238506317,0.27321329712867737,0.30280330777168274,0.19710436463356018,0.22333692014217377,0.2718738317489624,0.08134633302688599,0.14015959203243256
met,0.20883280038833618,0.20441867411136627,0.14377310872077942,0.3307664096355438,0.2303115278482437,0.15318238735198975,0.06653768569231033,0.23768870532512665,0.2303115278482437,0.14358600974082947,0.1454630345106125,0.26636525988578796,0.07765068858861923,0.08076568692922592,0.010055718943476677,0.13848096132278442
in,0.2601168751716614,0.41474202275276184,0.24802106618881226,0.2593238651752472,0.6662389636039734,0.2115829735994339,0.26334479451179504,1.0,0.6662389636039734,0.23172755539417267,0.2184021919965744,0.4155850410461426,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.2676136791706085,0.34736719727516174,1.0,0.2602776288986206,0.29030492901802063,0.6662389636039734,1.0,0.3214086890220642,0.2507155239582062,0.45900648832321167,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
super,0.11920704692602158,0.17302978038787842,0.3565964996814728,0.16038043797016144,0.21959073841571808,0.27118441462516785,0.19208376109600067,0.18576006591320038,0.21959073841571808,0.21446830034255981,0.2755677402019501,0.16279493272304535,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.2931278944015503,0.18569406867027283,0.21576224267482758,0.34713199734687805,0.16258417069911957,0.17236235737800598,0.21576224267482758,0.2318909466266632,0.3117852509021759,0.19842083752155304,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
.,0.3287222981452942,0.3974229395389557,0.27173087000846863,0.35288307070732117,0.5934505462646484,0.23446570336818695,0.28971824049949646,0.5591574311256409,0.5934505462646484,0.2778880000114441,0.24674734473228455,0.36693984270095825,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
,how,many,games,did,the,panthers,lose,in,the,regular,season,before,super,bowl,50,?
the,0.33890387415885925,0.4335206151008606,0.2676136791706085,0.34736719727516174,1.0,0.2602776288986206,0.29030492901802063,0.6662389636039734,1.0,0.3214086890220642,0.2507155239582062,0.45900648832321167,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
carolina,0.1482512354850769,0.12399670481681824,0.18658822774887085,0.18489903211593628,0.24749229848384857,0.4154948592185974,0.15605682134628296,0.2380082756280899,0.24749229848384857,0.14601212739944458,0.2196287363767624,0.18129569292068481,0.12624233961105347,0.2087959349155426,-0.029075996950268745,0.11847445368766785
panthers,0.1117783859372139,0.14744015038013458,0.38664546608924866,0.189295694231987,0.2602776288986206,0.9999999403953552,0.14605970680713654,0.2115829735994339,0.2602776288986206,0.2117871195077896,0.3867887854576111,0.2136039286851883,0.27118441462516785,0.34713199734687805,0.10408550500869751,0.16608978807926178
became,0.10954522341489792,0.25642040371894836,0.18426020443439484,0.3632316589355469,0.36325156688690186,0.18343472480773926,0.19984041154384613,0.31047213077545166,0.36325156688690186,0.1131877601146698,0.22485962510108948,0.2998464107513428,0.15664279460906982,0.1635434478521347,0.026260828599333763,0.11374033987522125
one,0.3213292360305786,0.4223630726337433,0.19031527638435364,0.27659472823143005,0.5514441132545471,0.227028489112854,0.3139398992061615,0.4129433035850525,0.5514441132545471,0.3271937370300293,0.24332979321479797,0.34520307183265686,0.21711376309394836,0.19098831713199615,0.023094678297638893,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.2499092072248459,0.2513895630836487,0.733189046382904,0.23357392847537994,0.2904243767261505,0.5696388483047485,0.733189046382904,0.22916868329048157,0.1598338931798935,0.3282964527606964,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1826142966747284
only,0.36590442061424255,0.4670507609844208,0.2505236268043518,0.4039593040943146,0.5497692227363586,0.2449534386396408,0.31051644682884216,0.42992329597473145,0.5497692227363586,0.34113046526908875,0.23518846929073334,0.4493531882762909,0.2209789752960205,0.1793411821126938,0.041510678827762604,0.2767370045185089
ten,0.26821833848953247,0.340677946805954,0.19357667863368988,0.22550487518310547,0.3256247341632843,0.15674318373203278,0.13253159821033478,0.29515787959098816,0.3256247341632843,0.2104959785938263,0.2591884732246399,0.29893049597740173,0.14616072177886963,0.23895440995693207,-0.10965850949287415,0.14471080899238586
teams,0.11085164546966553,0.1992911547422409,0.45528846979141235,0.18786492943763733,0.3164927661418915,0.41004884243011475,0.18974106013774872,0.2639528214931488,0.3164927661418915,0.3347216546535492,0.44570213556289673,0.20834939181804657,0.26333683729171753,0.2752957046031952,0.09035295248031616,0.11150168627500534
to,0.44169697165489197,0.40243685245513916,0.23381441831588745,0.4452643394470215,0.535392165184021,0.2185782641172409,0.33073529601097107,0.45010748505592346,0.535392165184021,0.30861178040504456,0.22382742166519165,0.4190867841243744,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
have,0.4370637536048889,0.5841760635375977,0.24015609920024872,0.3783526122570038,0.40389683842658997,0.2049359530210495,0.44069036841392517,0.36843645572662354,0.40389683842658997,0.3675557076931,0.20235268771648407,0.3593204617500305,0.19903038442134857,0.19536113739013672,0.10407739877700806,0.32991164922714233
completed,0.2009071707725525,0.13555161654949188,0.1366034895181656,0.2574852406978607,0.29278936982154846,0.23617137968540192,0.10330642759799957,0.2960484027862549,0.29278936982154846,0.14213715493679047,0.19156087934970856,0.33790093660354614,0.09480611234903336,0.12222989648580551,0.02608001045882702,0.08272653818130493
a,0.29312583804130554,0.2872205972671509,0.19753754138946533,0.2552328109741211,0.5829201340675354,0.2255268394947052,0.29435214400291443,0.539380669593811,0.5829201340675354,0.313107967376709,0.1855505406856537,0.3583870828151703,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
regular,0.2358456701040268,0.31490984559059143,0.24902638792991638,0.26963475346565247,0.3214086890220642,0.2117871195077896,0.25368648767471313,0.23172755539417267,0.3214086890220642,1.0,0.4002528786659241,0.2358778715133667,0.21446830034255981,0.2318909466266632,0.11978074163198471,0.18334713578224182
season,0.13036081194877625,0.14251810312271118,0.34330427646636963,0.19368280470371246,0.2507155239582062,0.3867887854576111,0.1434200555086136,0.2184021919965744,0.2507155239582062,0.4002528786659241,1.0,0.2670373320579529,0.2755677402019501,0.3117852509021759,0.06724537163972855,0.16793298721313477
with,0.3525622487068176,0.35744401812553406,0.23660777509212494,0.25472134351730347,0.4223487675189972,0.23276561498641968,0.2895451486110687,0.4080928862094879,0.4223487675189972,0.3385944962501526,0.26700887084007263,0.32654517889022827,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.2433311939239502
only,0.36590442061424255,0.4670507609844208,0.2505236268043518,0.4039593040943146,0.5497692227363586,0.2449534386396408,0.31051644682884216,0.42992329597473145,0.5497692227363586,0.34113046526908875,0.23518846929073334,0.4493531882762909,0.2209789752960205,0.1793411821126938,0.041510678827762604,0.2767370045185089
one,0.3213292360305786,0.4223630726337433,0.19031527638435364,0.27659472823143005,0.5514441132545471,0.227028489112854,0.3139398992061615,0.4129433035850525,0.5514441132545471,0.3271937370300293,0.24332979321479797,0.34520307183265686,0.21711376309394836,0.19098831713199615,0.023094678297638893,0.2673267424106598
loss,0.2624443769454956,0.1755927950143814,0.22068090736865997,0.17676638066768646,0.27898719906806946,0.1557447761297226,0.5263115763664246,0.21028298139572144,0.27898719906806946,0.27710217237472534,0.1905544549226761,0.1666163206100464,0.1820397824048996,0.19360493123531342,0.09759803861379623,0.1312553584575653
