,what,previous,super,bowl,halftime,show,did,bruno,mars,headline,?
bruno,0.06070578843355179,0.09696417301893234,0.18888013064861298,0.16676555573940277,0.26777195930480957,0.0929812416434288,0.12515291571617126,1.0,0.28548163175582886,0.11835707724094391,0.1273501217365265
mars,0.16458405554294586,0.1366141438484192,0.07628661394119263,0.10299471765756607,0.1926746964454651,0.2031152993440628,0.12220901995897293,0.28548163175582886,1.0,0.10835026949644089,0.1826961636543274
",",0.3087472915649414,0.26843470335006714,0.22322475910186768,0.1810409277677536,0.3626100420951843,0.31928569078445435,0.3015086054801941,0.27894625067710876,0.2436371147632599,0.24134214222431183,0.31091248989105225
who,0.40942975878715515,0.1923418641090393,0.1819351613521576,0.09189514070749283,0.19379067420959473,0.2095358669757843,0.34038686752319336,0.2274247407913208,0.19560889899730682,0.12414567917585373,0.26220351457595825
headlined,0.20502004027366638,0.25813430547714233,0.18724042177200317,0.1954048126935959,0.4387337267398834,0.2542087435722351,0.2925143241882324,0.14641636610031128,0.11071058362722397,0.9197332859039307,0.26601076126098633
the,0.42745697498321533,0.34706559777259827,0.21959073841571808,0.21576224267482758,0.31780552864074707,0.319829523563385,0.34736719727516174,0.15010739862918854,0.22427980601787567,0.25353825092315674,0.22068053483963013
super,0.13651713728904724,0.24849547445774078,1.0000001192092896,0.4848237931728363,0.4056760370731354,0.16737808287143707,0.16038043797016144,0.18888013064861298,0.07628661394119263,0.15548408031463623,0.166326642036438
bowl,0.15942467749118805,0.15910620987415314,0.4848237931728363,1.0,0.4822790324687958,0.19135026633739471,0.18569406867027283,0.16676555573940277,0.10299471765756607,0.16854079067707062,0.21118052303791046
xlviii,0.1383136361837387,0.24684835970401764,0.5269481539726257,0.5582984089851379,0.46320661902427673,0.1775490939617157,0.20195414125919342,0.2593384087085724,0.14457625150680542,0.23309646546840668,0.18409758806228638
halftime,0.18945850431919098,0.28043651580810547,0.4056760370731354,0.4822790324687958,1.0000001192092896,0.3664279878139496,0.25294193625450134,0.26777195930480957,0.1926746964454651,0.41964447498321533,0.21138669550418854
show,0.29653704166412354,0.26714929938316345,0.16737808287143707,0.19135026633739471,0.3664279878139496,0.9999999403953552,0.1697595715522766,0.0929812416434288,0.2031152993440628,0.2563035190105438,0.2520138621330261
",",0.3087472915649414,0.26843470335006714,0.22322475910186768,0.1810409277677536,0.3626100420951843,0.31928569078445435,0.3015086054801941,0.27894625067710876,0.2436371147632599,0.24134214222431183,0.31091248989105225
and,0.31309178471565247,0.22210395336151123,0.18368244171142578,0.1698254644870758,0.34601953625679016,0.3455478549003601,0.34479495882987976,0.22197243571281433,0.24351778626441956,0.18137897551059723,0.20544172823429108
mark,0.16941310465335846,0.2076243758201599,0.04788510128855705,0.11411845684051514,0.16988703608512878,0.2416692078113556,0.10116355866193771,0.21691836416721344,0.20956002175807953,0.17765457928180695,0.11634156107902527
ronson,0.19189617037773132,0.2106829136610031,0.12503448128700256,0.13638034462928772,0.44146642088890076,0.2984031140804291,0.12272507697343826,0.2611229121685028,0.2046840339899063,0.29028913378715515,0.21791435778141022
also,0.42747777700424194,0.2990817427635193,0.27527010440826416,0.2647361755371094,0.2936619520187378,0.32992470264434814,0.39334940910339355,0.11037713289260864,0.17224401235580444,0.19405044615268707,0.21848613023757935
performed,0.17447373270988464,0.17640742659568787,0.10772441327571869,0.1632090061903,0.4348495900630951,0.28652629256248474,0.2536868453025818,0.20715223252773285,0.19875234365463257,0.27290835976600647,0.14428307116031647
.,0.3567904531955719,0.24575935304164886,0.2757420241832733,0.21516893804073334,0.33941835165023804,0.3016606271266937,0.35288307070732117,0.16274213790893555,0.19835878908634186,0.22271622717380524,0.4130953550338745
