,who,might,take,disciplinary,action,against,a,teacher,?
the,0.3733934462070465,0.32504433393478394,0.31620436906814575,0.2023731768131256,0.28415048122406006,0.3090755045413971,0.5829201340675354,0.17760860919952393,0.22068053483963013
functions,0.126784086227417,0.2750781774520874,0.23473940789699554,0.2828880846500397,0.2348107546567917,0.10991179943084717,0.21638484299182892,0.14569424092769623,0.13745930790901184
of,0.2827862501144409,0.2900311052799225,0.29282352328300476,0.28632277250289917,0.23570318520069122,0.2669808566570282,0.5052502155303955,0.19968076050281525,0.1826142966747284
the,0.3733934462070465,0.32504433393478394,0.31620436906814575,0.2023731768131256,0.28415048122406006,0.3090755045413971,0.5829201340675354,0.17760860919952393,0.22068053483963013
teacher,0.35707929730415344,0.20155100524425507,0.15935395658016205,0.2815144956111908,0.1565733253955841,0.122540682554245,0.31202319264411926,0.9999998807907104,0.1797819435596466
's,0.05599616840481758,-0.04840852692723274,0.02030942589044571,0.06185822933912277,-0.003886178135871887,-0.0006242102244868875,0.04866964742541313,0.026857737451791763,-0.023395681753754616
colleges,0.2428450733423233,0.17111355066299438,0.19052602350711823,0.3224450349807739,0.08994876593351364,0.1444500833749771,0.21794883906841278,0.3632963299751282,0.15586905181407928
may,0.23082798719406128,0.5044193863868713,0.21812210977077484,0.1788286715745926,0.21210496127605438,0.16662171483039856,0.29255667328834534,0.15417979657649994,0.2768254578113556
include,0.15078489482402802,0.2818278670310974,0.23090678453445435,0.15668104588985443,0.14289997518062592,0.15375326573848724,0.18765322864055634,0.10256306082010269,0.14925788342952728
setting,0.19480471312999725,0.2663755714893341,0.25824519991874695,0.21973727643489838,0.21429724991321564,0.15815982222557068,0.3013681173324585,0.20513468980789185,0.16943378746509552
out,0.3129808306694031,0.3326180875301361,0.2960454225540161,0.16035427153110504,0.2005891352891922,0.2855616509914398,0.34264278411865234,0.1989559531211853,0.22020699083805084
clear,0.20351572334766388,0.3080502152442932,0.24229463934898376,0.17090287804603577,0.20675182342529297,0.21420466899871826,0.24375371634960175,0.1457471251487732,0.2738020122051239
standards,0.2396330088376999,0.24789506196975708,0.19803577661514282,0.316363662481308,0.13627135753631592,0.16218651831150055,0.1997949630022049,0.13633975386619568,0.2011813372373581
of,0.2827862501144409,0.2900311052799225,0.29282352328300476,0.28632277250289917,0.23570318520069122,0.2669808566570282,0.5052502155303955,0.19968076050281525,0.1826142966747284
practice,0.29065191745758057,0.20346002280712128,0.26006001234054565,0.43720829486846924,0.20158258080482483,0.1776616871356964,0.27658340334892273,0.27965492010116577,0.21386858820915222
",",0.3365725874900818,0.2533247768878937,0.2881867289543152,0.22626833617687225,0.22599565982818604,0.31168749928474426,0.427140474319458,0.2884024977684021,0.31091248989105225
providing,0.22912809252738953,0.34194663166999817,0.3162902891635895,0.25886058807373047,0.21419358253479004,0.2197372168302536,0.2715930938720703,0.1700018346309662,0.1936793476343155
for,0.37110671401023865,0.3858846127986908,0.33445194363594055,0.2708965241909027,0.23083873093128204,0.3262052536010742,0.44038116931915283,0.23373261094093323,0.264628142118454
the,0.3733934462070465,0.32504433393478394,0.31620436906814575,0.2023731768131256,0.28415048122406006,0.3090755045413971,0.5829201340675354,0.17760860919952393,0.22068053483963013
ongoing,0.1532888263463974,0.3374858498573303,0.20445257425308228,0.18857541680335999,0.25783687829971313,0.19807229936122894,0.28042149543762207,0.05816943943500519,0.24929021298885345
education,0.2051982581615448,0.17907509207725525,0.20547422766685486,0.38366514444351196,0.1638936549425125,0.198264941573143,0.21779850125312805,0.4505820572376251,0.18067774176597595
of,0.2827862501144409,0.2900311052799225,0.29282352328300476,0.28632277250289917,0.23570318520069122,0.2669808566570282,0.5052502155303955,0.19968076050281525,0.1826142966747284
teachers,0.34250906109809875,0.24122771620750427,0.23758941888809204,0.35442763566970825,0.14760716259479523,0.14935585856437683,0.2509842813014984,0.7334206104278564,0.19522249698638916
",",0.3365725874900818,0.2533247768878937,0.2881867289543152,0.22626833617687225,0.22599565982818604,0.31168749928474426,0.427140474319458,0.2884024977684021,0.31091248989105225
investigating,0.24635100364685059,0.25339484214782715,0.21970659494400024,0.35814815759658813,0.24990493059158325,0.24954697489738464,0.23532773554325104,0.20967768132686615,0.16215763986110687
complaints,0.31405743956565857,0.3326323628425598,0.23580478131771088,0.27752482891082764,0.23912902176380157,0.2958817183971405,0.2440429925918579,0.14389023184776306,0.25279009342193604
involving,0.17650924623012543,0.21194151043891907,0.28145632147789,0.2728288173675537,0.21560458838939667,0.26271387934684753,0.24843230843544006,0.07458924502134323,0.19034086167812347
members,0.3290669620037079,0.2151016891002655,0.15864627063274384,0.24624289572238922,0.1765614151954651,0.19836466014385223,0.1873859316110611,0.12784385681152344,0.10212311148643494
",",0.3365725874900818,0.2533247768878937,0.2881867289543152,0.22626833617687225,0.22599565982818604,0.31168749928474426,0.427140474319458,0.2884024977684021,0.31091248989105225
conducting,0.1901848018169403,0.19085323810577393,0.19145414233207703,0.3022473156452179,0.15602922439575195,0.18449528515338898,0.2139514535665512,0.29457515478134155,0.06755834817886353
hearings,0.25339704751968384,0.286516934633255,0.15510185062885284,0.298318088054657,0.1897188127040863,0.2614932656288147,0.2203540802001953,0.19824683666229248,0.17367567121982574
into,0.16956904530525208,0.23976610600948334,0.3026293218135834,0.1391264945268631,0.11914210021495819,0.20955826342105865,0.3461161255836487,0.08216088265180588,0.15662476420402527
allegations,0.21045827865600586,0.22799016535282135,0.18736036121845245,0.2678581178188324,0.3119908571243286,0.40370291471481323,0.23166947066783905,0.16501452028751373,0.23546560108661652
of,0.2827862501144409,0.2900311052799225,0.29282352328300476,0.28632277250289917,0.23570318520069122,0.2669808566570282,0.5052502155303955,0.19968076050281525,0.1826142966747284
professional,0.2792035639286041,0.17795313894748688,0.18253961205482483,0.26109743118286133,0.13877570629119873,0.19038358330726624,0.2665292024612427,0.265836626291275,0.13074518740177155
misconduct,0.2173684984445572,0.28283923864364624,0.25412487983703613,0.31904420256614685,0.30863508582115173,0.2947430908679962,0.24821317195892334,0.15437303483486176,0.21460698544979095
and,0.41279885172843933,0.31685465574264526,0.296702116727829,0.24443358182907104,0.25631651282310486,0.3292689621448517,0.3739250600337982,0.27571162581443787,0.20544172823429108
taking,0.2872755825519562,0.27949434518814087,0.6826359033584595,0.16139867901802063,0.2115171253681183,0.2577354609966278,0.2834925353527069,0.17094197869300842,0.19960761070251465
appropriate,0.1655934900045395,0.3626876473426819,0.2571585476398468,0.2281043380498886,0.2515021860599518,0.1553184539079666,0.1916482150554657,0.1399274319410324,0.2732597291469574
disciplinary,0.18972890079021454,0.24967707693576813,0.1779455691576004,1.0,0.2541522681713104,0.16338489949703217,0.2215966433286667,0.2815144956111908,0.0760471373796463
action,0.22252362966537476,0.21155646443367004,0.2290688157081604,0.2541522681713104,1.0,0.2129010707139969,0.2362375408411026,0.1565733253955841,0.250188946723938
and,0.41279885172843933,0.31685465574264526,0.296702116727829,0.24443358182907104,0.25631651282310486,0.3292689621448517,0.3739250600337982,0.27571162581443787,0.20544172823429108
accrediting,0.171123206615448,0.25619593262672424,0.25187811255455017,0.3176601827144623,0.2244342416524887,0.18350140750408173,0.23204918205738068,0.23547528684139252,0.29970458149909973
teacher,0.35707929730415344,0.20155100524425507,0.15935395658016205,0.2815144956111908,0.1565733253955841,0.122540682554245,0.31202319264411926,0.9999998807907104,0.1797819435596466
education,0.2051982581615448,0.17907509207725525,0.20547422766685486,0.38366514444351196,0.1638936549425125,0.198264941573143,0.21779850125312805,0.4505820572376251,0.18067774176597595
programs,0.2319195568561554,0.24445858597755432,0.19883446395397186,0.2724379003047943,0.20246437191963196,0.18565954267978668,0.25316864252090454,0.2544444799423218,0.16452431678771973
.,0.3541337847709656,0.27493223547935486,0.3045158088207245,0.1559372991323471,0.2625104486942291,0.28705209493637085,0.50484299659729,0.225234717130661,0.4130953550338745
