,how,is,circuit,switching,charecterized
in,0.2601168751716614,0.5394441485404968,0.2132638841867447,0.2414494752883911,0.31584763526916504
cases,0.28203916549682617,0.2989884912967682,0.2950126528739929,0.2874869406223297,0.31591182947158813
of,0.2480744868516922,0.4854315221309662,0.244392991065979,0.17750859260559082,0.3637138307094574
billable,0.2690829336643219,0.36022433638572693,0.23810024559497833,0.25677812099456787,0.3349480926990509
services,0.18439824879169464,0.2128378003835678,0.16242775321006775,0.2707839906215668,0.20687322318553925
",",0.22659391164779663,0.4691906273365021,0.20939292013645172,0.2805156409740448,0.2772892117500305
such,0.307365357875824,0.23545363545417786,0.16091784834861755,0.28567251563072205,0.25754162669181824
as,0.33782753348350525,0.43216490745544434,0.15791361033916473,0.23897112905979156,0.23153692483901978
cellular,0.1891929656267166,0.1777307391166687,0.197525292634964,0.32236024737358093,0.32983773946762085
communication,0.2830936014652252,0.23138649761676788,0.17408417165279388,0.39121273159980774,0.25856223702430725
services,0.18439824879169464,0.2128378003835678,0.16242775321006775,0.2707839906215668,0.20687322318553925
",",0.22659391164779663,0.4691906273365021,0.20939292013645172,0.2805156409740448,0.2772892117500305
circuit,0.1709904968738556,0.22126400470733643,0.9999998807907104,0.2617068588733673,0.13334795832633972
switching,0.2660996913909912,0.22204309701919556,0.2617068588733673,1.0000001192092896,0.18351249396800995
is,0.22544461488723755,1.0,0.22126400470733643,0.22204309701919556,0.27225589752197266
characterized,0.2013530731201172,0.26732131838798523,0.08606742322444916,0.14811260998249054,0.7953562140464783
by,0.34370526671409607,0.3899846076965332,0.15534305572509766,0.18029257655143738,0.29239630699157715
a,0.29312583804130554,0.658733606338501,0.22317275404930115,0.31424853205680847,0.31717610359191895
fee,0.15070253610610962,0.15024368464946747,0.21799679100513458,0.22688347101211548,0.15646742284297943
per,0.2243444174528122,0.22395510971546173,0.16066774725914001,0.11958911269903183,0.11385612934827805
unit,0.20661352574825287,0.1913307011127472,0.19848187267780304,0.22208979725837708,0.17109601199626923
of,0.2480744868516922,0.4854315221309662,0.244392991065979,0.17750859260559082,0.3637138307094574
connection,0.2345801591873169,0.2946256697177887,0.27146679162979126,0.3773258626461029,0.2161412090063095
time,0.35346719622612,0.25187405943870544,0.27700504660606384,0.3769702911376953,0.1593346744775772
",",0.22659391164779663,0.4691906273365021,0.20939292013645172,0.2805156409740448,0.2772892117500305
even,0.40660160779953003,0.28202980756759644,0.17137032747268677,0.28412216901779175,0.24214312434196472
when,0.4767928421497345,0.3471449911594391,0.1913362741470337,0.32215452194213867,0.2751106321811676
no,0.2603875398635864,0.19581134617328644,0.15590159595012665,0.22931106388568878,0.13321328163146973
data,0.2773200571537018,0.14289230108261108,0.1992160677909851,0.2593165934085846,0.14492985606193542
is,0.22544461488723755,1.0,0.22126400470733643,0.22204309701919556,0.27225589752197266
transferred,0.14769014716148376,0.22065040469169617,0.13091033697128296,0.3528884947299957,0.27829134464263916
",",0.22659391164779663,0.4691906273365021,0.20939292013645172,0.2805156409740448,0.2772892117500305
while,0.2918691337108612,0.2713196575641632,0.1724286824464798,0.33166271448135376,0.18071924149990082
packet,0.3023706376552582,0.21452254056930542,0.19544361531734467,0.3031770586967468,0.19533123075962067
switching,0.2660996913909912,0.22204309701919556,0.2617068588733673,1.0000001192092896,0.18351249396800995
may,0.22490409016609192,0.322792649269104,0.12781494855880737,0.24704423546791077,0.17246760427951813
be,0.4158933162689209,0.4819129705429077,0.24506905674934387,0.3123091161251068,0.22706550359725952
characterized,0.2013530731201172,0.26732131838798523,0.08606742322444916,0.14811260998249054,0.7953562140464783
by,0.34370526671409607,0.3899846076965332,0.15534305572509766,0.18029257655143738,0.29239630699157715
a,0.29312583804130554,0.658733606338501,0.22317275404930115,0.31424853205680847,0.31717610359191895
fee,0.15070253610610962,0.15024368464946747,0.21799679100513458,0.22688347101211548,0.15646742284297943
per,0.2243444174528122,0.22395510971546173,0.16066774725914001,0.11958911269903183,0.11385612934827805
unit,0.20661352574825287,0.1913307011127472,0.19848187267780304,0.22208979725837708,0.17109601199626923
of,0.2480744868516922,0.4854315221309662,0.244392991065979,0.17750859260559082,0.3637138307094574
information,0.3293761610984802,0.2520555853843689,0.13641028106212616,0.26739585399627686,0.18480169773101807
transmitted,0.2621242105960846,0.21750763058662415,0.15886493027210236,0.39341357350349426,0.37679386138916016
",",0.22659391164779663,0.4691906273365021,0.20939292013645172,0.2805156409740448,0.2772892117500305
such,0.307365357875824,0.23545363545417786,0.16091784834861755,0.28567251563072205,0.25754162669181824
as,0.33782753348350525,0.43216490745544434,0.15791361033916473,0.23897112905979156,0.23153692483901978
characters,0.22142432630062103,0.21555288136005402,0.11353924125432968,0.19913926720619202,0.0824623554944992
",",0.22659391164779663,0.4691906273365021,0.20939292013645172,0.2805156409740448,0.2772892117500305
packets,0.32003575563430786,0.19614604115486145,0.17099203169345856,0.3178642988204956,0.2071765810251236
",",0.22659391164779663,0.4691906273365021,0.20939292013645172,0.2805156409740448,0.2772892117500305
or,0.3378981947898865,0.41870999336242676,0.18635307252407074,0.30771923065185547,0.29840344190597534
messages,0.2891574800014496,0.15187354385852814,0.12496157735586166,0.30600693821907043,0.12117434293031693
.,0.3287222981452942,0.4569662809371948,0.22477245330810547,0.31317952275276184,0.2579514682292938
